Keys,"Українська [ua-UA]"
BeastTyrantBear_TOOLTIP,"<b><size=120%><sprite name=""Heal"">: {0}   <sprite name=""Move"">: {1}   <sprite name=""Attack"">: {2}   <sprite name=""Range"">: {3}</size></b><br><line-height=50%><br><line-height=100%>ведмідь діє безпосередньо перед Володарем Звірів.<br><line-height=50%><br><line-height=100%>Ви можете спалювати карти, щоб запобігти шкоді, завданій Ведмедю. Коли здоров'я Ведмедя падає нижче 1, він виснажується і не може повернутися в цьому сценарії.<br><line-height=50%><br><line-height=100%>Володар Звірів має спеціальні дії ""Команда"", які дозволяють Ведмедю виконувати здібності замість Володаря Звірів."
BeastTyrant_ADVENTURE_DESCRIPTION,"Вермлінги, які стають вище своїх низинних інстинктів, виявляють, що багато чого можна отримати, проявляючи свою волю над дикими звірами. Ці Повелителі звірів можуть зібрати неймовірні армії іклів і пазурів, стаючи грізними супротивниками в битві."
BeastTyrant_DIFFICULTY,"Середня"
BeastTyrant_ROLE,"Близький бій / заклик"
BeastTyrant_STRENGTHS,"- <indent=%15>починає з сильним союзником Ведмедем</indent><br>- <indent=%15>Добре поєднується з усіма прикликаними союзниками</indent><br>- <indent=%15>Широкий спектр багаторазових здібностей</indent><br>- <indent=%15>Можна виграти, не рухаючи Володаря Звірів</indent>"
BeastTyrant_WEAKNESSES,"- <indent=%15>слабкий, якщо Ведмідь виснажується</indent><br>- <indent=%15>Повинен уникати ближнього бою</indent><br>- <indent=%15>Одяг смердить м'ясом</indent>"
Berserker,"Берсерк"
Berserker_ADVENTURE_DESCRIPTION,"Берсерки - це воїни Інокс, які прийняли її силу і лють. Вона піде на все, щоб захистити своїх друзів, в тому числі пожертвує своїм власним життям. Її здібності дають змогу завдавати високої шкоди з можливістю саморуйнування, що доводить її до ще вищих значень. Це робить її надзвичайно небезпечним бійцем, як для її ворогів, так і для неї самої"
Berserker_DIFFICULTY,"Висока"
Berserker_ROLE,"Близький бій"
Berserker_STRENGTHS,"- <indent=%15>один із найсильніших класів за шкодою</indent><br>- <indent=%15>Стає ще сильнішим при низькому здоров'ї</indent><br>- <indent=%15>Може очолювати передову лінію та приймати вогонь на себе</indent>"
Berserker_WEAKNESSES,"- <indent=%15>мало здібностей, які допомагають союзникам</indent><br>- <indent=%15>Дія на низькому здоров'ї може призвести до передчасної загибелі</indent><br>- <indent=%15>Має проблеми з контролем гніву</indent>"
BlackImp,"Чорний біс"
BlackImpElite,"Чорний біс (Елітний)"
BlackUnicorn,"Чорний єдиноріг"
BlackrockAsylum,"Притулок Чорної Скелі"
BlackrockAsylum_DESCR,"Над луками височіє значна будова притулку Притулок Чорної Скелі, старого польового госпіталю, який тепер використовується для тих, кого вважають невиліковними або небажаними. Іноді вони продають рідкісні магічні предмети з неабиякою націнкою, конфісковані при надходженні ув'язнених."
Bless,"Благословення"
BlessShort,"БЛАГОСЛОВЛЕННЯ"
BlightedKeep,"Занепала твердиня"
BloatedRegent,"Роздутий регент"
Bloodford,"Бладфорд"
Bloodford_DESCR,"Кажуть, що це місце великої битви Валратських воєн, і в повний місяць річка все ще червоніє."
BombTrap,"Пастка-бомба"
BoneRanger,"Кістяний Рейнджер"
BoneRangerElite,"Кістяний Рейнджер (Елітний)"
BoneshatterPass,"Перевал Кістколом"
BoneshatterPass_DESCR,"У цій каменоломні мало ознак життя. Вітер свистить навколо старих старих старих робочих хатин, але деяке старе обладнання все ще можна купити."
Boss,"Бос"
Boss_AddHexesMovedToAttackBuffText,"Число гексів, на які Темний Вершник перемістився за цей хід, додаються до атаки"
Boss_BanditCommander_Special1,"Переміститися на клітку наступних дверей і відкрити кімнату"
Boss_BaseAttackStrengthIsEqualTo,"Базова сила атаки дорівнює"
Boss_DarkRider_AddHexesMovedToAttack,"де X - кількість гексів, на які Темний Вершник перемістився в цей хід"
Boss_ElderDrake_Special1,"Летіти на наступне сідало"
Boss_MercilessOverseer_Special1,"Усі розвідники діють знову"
Boss_NumberOfPlayersPresent,"число найманців плюс {0}"
Boss_NumberOfXsPresent,"кількість присутніх - {0}"
Boss_PrimeDemon21_Special,"Вівтар телепортується і призивається демон"
Boss_TheBetrayer_Fear,"Усі найманці та їхні покликані союзники виконують дію <nobr>""""РУХ <sprite name=Move> 4""""""</nobr> у порядку ініціативи, вона має закінчитися якнайдалі від Зрадника."
Boss_TheBetrayer_Teleport,"Усі найманці та їхні покликані союзники повинні переміститися в найближчу сусідню клітку, потім один найманець виконує наступне замість свого ходу:"
Boss_TheGloom_Teleport,"Телепорт на наступну позначену клітину"
Boss_WingedHorror_Special1,"Вилупити всі яйця"
Brute,"Дикун"
Brute_ADVENTURE_DESCRIPTION,"Дикун використовує свою велику силу та розміри, щоб заробляти на життя, використовуючи величезний меч і вражаючий ЩИТ для тих, хто платить найбільше.<br>Дикунів найкраще використовувати як бойців ближнього бою на передовій, які поглинають шкоду та захищають більш вразливих дальніх бійців. Найкраще їх екіпірувати предметами, які допомагають їм довше залишатися в живих!"
Brute_DESCRIPTION,"Дикун використовує свої величезні розміри і силу, щоб заробити собі на життя, орудуючи своїм величезним мечем і вражаючим щитом для тих, хто платить найбільше."
Brute_DIFFICULTY,"Низька"
Brute_ROLE,"Близький бій / Танк"
Brute_SKIN_ALT,"Кістяний захист"
Brute_STRENGTHS,"- <indent=%15>висока витривалість і захисні здібності роблять його міцнішим за інших</indent><br>- <indent=%15>Доступ до раннього РОЗЗБРОЄННЯ та ОГЛУШЕННЯ</indent><br>- <indent=%15>Чудово вміє штовхати ворогів</indent>"
Brute_WEAKNESSES,"- <indent=%15>низька мобільність</indent><br>- <indent=%15>Обмежені можливості для дальніх атак</indent><br>- <indent=%15>Не найкращий співрозмовник</indent>"
BurnedTavern,"Спалена таверна"
BurnedTavern_DESCR,"Залишки старої таверни свідчать про щасливіші часи. Набіги розбійників і поява непримітних істот зі скам'янілого лісу на півдні в останні роки відігнали господарів. Вивіска ""Щасливе Вогнище"" жалібно поскрипує на вітрі."
BurningAvatar,"Палаючий Аватар"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01,"Глава 1"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01_Desc,"Глава 1"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02,"Глава 2"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02_Desc,"Глава 2"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03,"Глава 3"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03_Desc,"Глава 3"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04,"Глава 4"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04_Desc,"Глава 4"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05,"Глава 5"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05_Desc,"Глава 5"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06,"Глава 6"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06_Desc,"Глава 6"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07,"Глава 7"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07_Desc,"Глава 7"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08,"Глава 8"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08_Desc,"Глава 8"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09,"Глава 9"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09_Complete,"Текст глави"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09_Desc,"Глава 9"
CANCEL_BUTTON,"Скасування"
CLOSED_DOOR_TOOLTIP,"Зачинені двері"
COMBAT_LOG_ACTION_SKIPPED,"{0} пропускає дію {1}"
COMBAT_LOG_ACTIVATE_CARRYABLE_QUEST_ITEM,"{0} підняв {1}."
COMBAT_LOG_ACTIVATE_CHESTDAMAGE,"{0} відкриває {1} і отримує {2} шкоди"
COMBAT_LOG_ACTIVATE_HAZARDOUS_TERRAIN,"{0} ступив на {1} і отримав {2} шкоди"
COMBAT_LOG_ACTIVATE_TRAP,"{0} активував {1} і ворог отримав {2} шкоди"
COMBAT_LOG_ACTIVE_ABILITY,"{0} отримує активну здатність: {1}"
COMBAT_LOG_ACTOR_DIE,"{0} гине"
COMBAT_LOG_ACTOR_ESCAPE,"{0} збігає"
COMBAT_LOG_ACTOR_EXHAUSTED,"{0} виснажений"
COMBAT_LOG_ACTOR_EXHAUSTED_LACKOFCARDS,"{0} виснажений через нестачу карт здібностей"
COMBAT_LOG_ADD_MODIFIERS_TO_MONSTER_DECKS,"{0} додає модифікатор атаки {1} у колоду модифікаторів атаки монстрів"
COMBAT_LOG_ADD_MULTIPLE_MODIFIERS_TO_MONSTER_DECKS,"{0} додає {1} модифікаторів атаки в колоду модифікаторів атаки монстрів"
COMBAT_LOG_ADD_TARGET,"додає {0} додаткових цілей до наступних атак"
COMBAT_LOG_APPLY_ABILITY,"{0} застосовує {1} на {2}"
COMBAT_LOG_ATTACK,"{0} атакує {1} з {2}"
COMBAT_LOG_ATTACK_OVERRIDE_BUFF,"{0} додає {1} до атаки від {2}"
COMBAT_LOG_CHANGE_ALLEGIANCE,"{0} змінює лояльність"
COMBAT_LOG_CHANGE_ALLEGIANCE_FROM_X_TO_Y,"{0} змінює лояльність {1} на {2}"
COMBAT_LOG_CHANGE_MODIFIER,"Модифікатор атаки {0} змінено на {1}"
COMBAT_LOG_CHOOSE_ABILITY,"{0} може завдати шкоди ворогові або виконати дію лікування після того як використовує стихію"
COMBAT_LOG_CONSUME,"{0} використовує {1}"
COMBAT_LOG_CONSUME_ABILITY,"{0} використовує {1}, додаючи {2}"
COMBAT_LOG_CONSUME_ABILITY_NOELEMENT,"{0} додає {1}"
COMBAT_LOG_CONSUME_ACTIVATE_ACTIVE_BONUS,"{0} використовує {1} для активації {2}"
COMBAT_LOG_CONSUME_DAMAGE,"{0} використовує {1}, додаючи {2} до атаки"
COMBAT_LOG_CONSUME_DAMAGE_NOELEMENT,"{0} застосовує {1} до атаки"
COMBAT_LOG_CONSUME_DAMAGE_TARGET,"{0} застосовує {1} на {2}"
COMBAT_LOG_CONSUME_ELEMENT,"стихію {0} було використано"
COMBAT_LOG_CONSUME_HEAL,"{0} використовує {1}, додаючи {2} до ЛІКУВАННЯ"
COMBAT_LOG_CONSUME_HEAL_NOELEMENT,"{0} застосовує {1} до лікування"
COMBAT_LOG_CONSUME_MOVE,"{0} використовує {1}, додаючи {2} до руху"
COMBAT_LOG_CONSUME_MOVE_NOELEMENT,"{0} застосовує {1} до лікування"
COMBAT_LOG_CREATE_PROP,"{0} створює {1}"
COMBAT_LOG_CREATE_PROPS,"{0} створює {1}"
COMBAT_LOG_CREATE_TRAP,"{0} розміщує {1}"
COMBAT_LOG_DAMAGE,"{0} завдає {1} шкоди {2} по {3}"
COMBAT_LOG_DAMAGED,"{0} отримав {1} шкоди"
COMBAT_LOG_DELAYTARGETS,"{0} пошук шляху до {1}."
COMBAT_LOG_DELAYTRAP,"{0} пошук шляху до {1} через пастки."
COMBAT_LOG_DESTROY_PROP,"{0} знищує {1}"
COMBAT_LOG_DESTROY_PROPS,"{0} знищує {1}"
COMBAT_LOG_DISARM_PROP,"{0} роззброює {1}"
COMBAT_LOG_DISARM_PROPS,"{0} роззброює {1}"
COMBAT_LOG_DISCARD_CARDS,"скидає {0} карт"
COMBAT_LOG_DISCARD_CARDS_NAME,"скидає {0}"
COMBAT_LOG_DOOM,"{0} застосовує Рок до {1}"
COMBAT_LOG_DRAW_ATTACK_MODIFIER,"{0} отримує {1} модифікатор атаки"
COMBAT_LOG_DRAW_ATTACK_MODIFIERS,"{0} отримує {1} і {2} модифікатор атаки"
COMBAT_LOG_ENHANCEMENTS,"Активні поліпшення:"
COMBAT_LOG_FAILED_SUMMON,"{0} зазнає невдачі під час призову {1}"
COMBAT_LOG_FAILED_TRAP,"{0} зазнає невдачі при розміщенні {1}"
COMBAT_LOG_FEAR,"{0} лякає {1}, змушуючи відступити на {2} клітини"
COMBAT_LOG_FEAR_MULTIPLE,"{0} лякає {1}, змушуючи відступити на {2} клітини"
COMBAT_LOG_GAIN_CARDS,"отримує {0} карт"
COMBAT_LOG_GAIN_CARDS_NAME,"отримує карту {0}"
COMBAT_LOG_GIVE_CARD,"{0} дає карту {1} для {2}"
COMBAT_LOG_HEAL,"{0} виліковує {1} здатністю {2}"
COMBAT_LOG_HEALED,"{0} зцілюється"
COMBAT_LOG_HEALED_HEAL,"на {0}"
COMBAT_LOG_HEALED_POISON,"прибирає отруєння"
COMBAT_LOG_HEALED_WOUND,"і прибирає Рану"
COMBAT_LOG_HEXES,"клітини (-ок)"
COMBAT_LOG_IMMUNE,"{0} запобігає {1} до {2}"
COMBAT_LOG_INFUSE_ELEMENT,"стихію - {0} було підвищено"
COMBAT_LOG_INFUSING_ELEMENT,"{0} підвищує стихію {1}"
COMBAT_LOG_INVULNERABLE,"{0} отримує <b><color=#f76767>0</color></b> шкоди через невразливість"
COMBAT_LOG_KILL,"{0} вбиває {1}"
COMBAT_LOG_LONG_REST,"{0} Використовує Довгий відпочинок, <color=#ff0028>спалюючи</color> {1}"
COMBAT_LOG_LONG_REST_NO_CARD,"{0} Використовує Довгий відпочинок"
COMBAT_LOG_LOOT,"{0} знаходить {1}"
COMBAT_LOG_LOSE_CARDS,"<color=#ff0028>спалює</color> {0} карт"
COMBAT_LOG_LOSE_CARDS_NAME,"<color=#ff0028>спалюється</color> {0}"
COMBAT_LOG_MOVE,"Рухається на"
COMBAT_LOG_PLAYS,"{0} розігрує {1}"
COMBAT_LOG_PREVENT_DAMAGE,"{0} скасовує шкоду за допомогою {1}"
COMBAT_LOG_PREVENT_DAMAGE_AMOUNT,"{0} уникає отримання {1} шкоди за допомогою {2}"
COMBAT_LOG_PREVENT_DAMAGE_BURNED_1_HAND,"{0} <b><color=#ff0028>Спалює</color></b> 1 доступну карту ({1}), щоб уникнути шкоди"
COMBAT_LOG_PREVENT_DAMAGE_BURNED_2_DISCARDED,"{0} <b><color=#ff0028>Спалює</color></b></b> 2 карти у Скиданні ({1} і {2}), щоб уникнути шкоди"
COMBAT_LOG_PULL,"{0} притягує до себе {1} на {2} клітини"
COMBAT_LOG_PULL_MULTIPLE,"{0} притягує до себе {1} на {2} клітини"
COMBAT_LOG_PUSH,"{0} відштовхує від себе {1} на {2} клітини"
COMBAT_LOG_PUSH_MULTIPLE,"{0} відштовхує від себе {1} на {2} клітини"
COMBAT_LOG_READY_PLAYER,"<color=#A3DA77>{0} готовий!"
COMBAT_LOG_RECOVER_ALL_DISCARDED_CARDS,"відновлює всі карти зі стопки ""Скидання"
COMBAT_LOG_RECOVER_ALL_LOST_CARDS,"відновлює всі карти зі стопки ""Втрати"
COMBAT_LOG_RECOVER_DISCARDED_CARDS,"відновлює {0} карт зі стопки ""Скидання"
COMBAT_LOG_RECOVER_DISCARDED_CARDS_NAME,"відновлює скинуту карту {0}"
COMBAT_LOG_RECOVER_LOST_CARDS,"відновлює {0} карт зі стопки ""Втрати"
COMBAT_LOG_RECOVER_LOST_CARDS_NAME,"відновлює спалену карту {0}"
COMBAT_LOG_REMOVE_CONDITION,"{0} прибирає {1} з {2}"
COMBAT_LOG_RETALIATE,"{0} пошкоджує {1} з {2}"
COMBAT_LOG_SHORT_REST,"{0} Використовує Перепочинок, <color=#ff0028>спалюючи</color> {1}"
COMBAT_LOG_SPAWNER_SPAWNED,"На полі з'явився {0}"
COMBAT_LOG_SUMMON,"{0} прикликає {1}"
COMBAT_LOG_UNREADY_PLAYER,"{0} не готовий"
COMBAT_LOG_USES,"{0} використовує {1}"
COMBAT_LOG_XP,"{0} отримує {1} досвіду"
COMPENDIUM_ActiveBonuses_1,"Деякі дії карт можуть містити активний бонусний ефект, який діє до кінця раунду або до виконання певної умови. Ці карти відображаються в активному розділі руки персонажа, доки ефект не закінчиться. Потім карта активного бонусу скидається або спалюється залежно від значка в нижньому правому куті дії, як зазвичай.<br>Поки активний бонус діє, поруч із портретом персонажа в трекері ініціативи вгорі екрана буде відображатися запис. Наведення курсора на цей значок активного бонусу покаже деталі ефекту та його трекер досвіду (якщо є) – це також можна побачити в інформаційній панелі персонажа, яка відображається при наведенні на персонажа.<br>Значки тривалості, які супроводжують активні бонуси, такі:"
COMPENDIUM_ActiveBonuses_2,"<b>бонус на раунд</b><br>Ця іконка показує, що ефект застосовується до дій тільки до кінця поточного раунду."
COMPENDIUM_ActiveBonuses_3,"<b>постійний бонус</b><br>Цей значок у дії вказує на те, що ефект діє до виконання супровідної умови (якщо умова не вказана, то він триває до кінця сценарію!). Деякі постійні бонуси супроводжуються трекером досвіду, що вказує на отримання досвіду при виконанні певних умов, які можна перевірити в записі трекера ініціативи для бонусу."
COMPENDIUM_ActiveBonuses_4,"Активні бонуси можна скасувати, навівши курсор на активний бонус у трекері ініціатив у верхній частині екрана і натиснувши на значок."
COMPENDIUM_ActiveBonuses_Title,"Активні Бонуси"
COMPENDIUM_AdvantageAndDisadvantage_1,"Атаки можуть мати Перевагу або УСКЛАДНЕННЯ через ефекти чи позицію (дальня АТАКА в ближньому бою отримує УСКЛАДНЕННЯ)."
COMPENDIUM_AdvantageAndDisadvantage_2,"Атакуючий з <b>Перевагою</b> витягує 2 карти модифікатора і використовує кращу."
COMPENDIUM_AdvantageAndDisadvantage_3,"Той, хто атакує з <b>обтяженням</b>, витягує 2 карти модифікатора і використовує гіршу."
COMPENDIUM_AdvantageAndDisadvantage_Title,"Переваги та труднощі"
COMPENDIUM_AdventureMode,"У режимі Гільдмайстра Похмурої Гавані ви є лідером гільдії найманців, яка базується в місті Демонсгейт. Регіон у небезпеці, переповнений різноманітними монстрами, через що люди бояться виходити за межі своїх сіл.<br><br>ЦІЛЬ вашої гільдії — відновити торгові шляхи між цими селами, знищивши зло, яке спустошує землю, — і заробити багато золота в процесі!"
COMPENDIUM_AdventureMode_Title,"Режим Хранителя Гільдії"
COMPENDIUM_AreaEffects_1,"Деякі атаки та інші здібності дозволяють вам націлюватися на кілька клітин. У цих випадках ЗОНА дії здатності відображається на карті."
COMPENDIUM_AreaEffects_2,"Червоні клітини на карті здібностей вказують на клітини, яких торкнулася ця здатність."
COMPENDIUM_AreaEffects_3,"Сіра клітинка вказує на клітку, на якій у цей момент перебуває персонаж. АТАКА в ділянці, що включає сіру клітинку, завжди вважається атакою ближнього бою."
COMPENDIUM_AreaEffects_4,"Деякі атаки з ЗОНОЮ ефекту мають атрибут ДАЛЬНОСТІ, що дозволяє атакувати групу ворогів здалеку. Лише один із червоних гексів повинен бути в межах зазначеної ДАЛЬНОСТІ, і він не повинен містити ворога. Шаблони дальніх атак з ЗОНОЮ ефекту можна обертати за допомогою клавіш <b><</b> та <b>></b>.<br>Ви можете атакувати ворогів лише в гексах, які видно з вашої позиції."
COMPENDIUM_AreaEffects_Title,"Ефекти ЗОНІ"
COMPENDIUM_AttackEffects_1,"Здібності можуть мати ефекти, які застосовуються до ЦІЛІ після того, як шкоду від атаки буде визначено. Ці ефекти застосовуються незалежно від того, чи завдає відповідна АТАКА шкоди. Деякі дії також можуть мати ці ефекти як окрема здатність без атаки, і в таких випадках ЦІЛЬ ефекту записується на картці здатності."
COMPENDIUM_AttackEffects_2,"<b>відштовхнути Х:</b> ЦІЛЬ змушена переміститися на X клітинок у напрямку, зазначеному атакувальником, але з кожним переміщенням ЦІЛЬ повинна віддалятися далі від атакуючого. Якщо немає клітин, у які можна штовхнути ЦІЛЬ, ПОШТОВХ закінчується. ЦІЛЬ можна штовхати через її союзників, але не через ворогів."
COMPENDIUM_AttackEffects_3,"<b>пРИТЯГНУТИ X:</b> ЦІЛЬ змушена переміщатися на X клітинок у напрямку, зазначеному нападником, але кожен РУХ повинен помістити ЦІЛЬ ближче до нападника, ніж це було раніше. Якщо немає клітин, у які можна було б втягнути ЦІЛЬ, притягування закінчується. ЦІЛЬ може бути притягнута через своїх союзників, але не через ворогів."
COMPENDIUM_AttackEffects_4,"<b>пРОБИТТЯ X:</b> АТАКА ігнорує до X одиниць Щита ЦІЛІ. На відміну від інших ефектів, пробій застосовується при розрахунку супутньої шкоди від атаки, а не після неї."
COMPENDIUM_AttackEffects_5,"<b>дОДАТИ ЦІЛЬ:</b> Якщо персонаж запускає цей ефект за допомогою дії атаки, то він може додати додаткову ЦІЛЬ у межах ДАЛЬНОСТІ своєї атаки. Усі додані ефекти та умови атаки також застосовуються до ЦІЛІ, за винятком ефектів, які призведуть до появи додаткових цілей за межами вихідної доданої ЦІЛІ."
COMPENDIUM_AttackEffects_Title,"Ефекти Атаки"
COMPENDIUM_AttackModifiers_1,"Під час атаки базове значення атаки, вказане на карті, може бути змінено трьома типами значень у такому порядку. Ці кроки повторюються для кожного окремого ворога, який є ЦІЛЛЮ атаки:<br>• Спочатку застосовуються модифікатори атаки нападника. Ці модифікатори включають бонуси та штрафи від активних карт здібностей, предметів та інших джерел (наприклад, +1 Атаки від ОТРУЄННЯ).<br>• Далі з колоди модифікаторів атаки нападника витягується карта модифікатора атаки та застосовується. Вона відображається над смугою здоров'я ЦІЛІ під час атаки. Карти модифікаторів атаки можна побачити, навівши курсор на персонажа, щоб відобразити його інформаційну панель, де крапки поруч із кожним модифікатором показують, скільки таких карт залишилося в колоді. Колода перетасовується, коли витягуються стандартні карти <b><color=#A050E0>x0</color></b> або <b><color=#D92727>x2</color></b>."
COMPENDIUM_AttackModifiers_2,"• Нарешті, застосовуються захисні бонуси захисника. Це зменшує значення вхідної атаки для кожного окремого ворога, який є ЦІЛЛЮ, на основі модифікатора щита або інших захисних бонусів кожного захисника.<br>• Зауважте, що оскільки бонуси застосовуються для кожної ЦІЛІ, одна й та сама АТАКА може завдати різної шкоди кожному ворогу, якого вона вражає."
COMPENDIUM_AttackModifiers_Title,"Модифікатори атаки"
COMPENDIUM_BlessAndCurse_1,"ПРОКЛЯТТЯ і БЛАГОСЛОВЕННЯ відрізняються від звичайних станів тим, що замість застосування безперервного ефекту вони додають модифікатори в колоду модифікаторів ЦІЛІ."
COMPENDIUM_BlessAndCurse_2,"<b>бЛАГОСЛОВЛЕННЯ:</b> якщо ЦІЛЬ благословенна, то карта БЛАГОСЛОВЕННЯ (<b><color=#D92727>x2</color></b></b>) затасовується в колоду модифікаторів атаки, що залишилася. Коли ця карта входить у гру через <b>Атаку</b>, вона видаляється з колоди."
COMPENDIUM_BlessAndCurse_3,"<b>пРОКЛЯТТЯ:</b> якщо ЦІЛЬ проклята, карта ПРОКЛЯТТЯ (<b><color=#A050E0>x0</color></b></b>) затасовується в колоду, що залишилася, модифікаторів атаки. Після того як карта увійшла в гру через <b>Атаку</b>, вона видаляється з колоди."
COMPENDIUM_BlessAndCurse_Title,"Благословення і Прокляття"
COMPENDIUM_CardLayout,"<b>1. назва карти</b><br>Кожна карта здібностей персонажа має унікальну назву.<br><br><b>2. Ініціатива</b><br>Ініціатива першої обраної карти визначає, коли персонаж діятиме в раунді.<br><br><b>3. Дії</b><br>Кожна половина карти представляє дію, яку можна вибрати для використання під час ходу. Кожна дія складається з однієї або кількох здібностей (наприклад, РУХ, АТАКА тощо). З двох карт, обраних для ходу персонажа, потрібно вибрати одну дію з однієї карти, а потім протилежну дію з іншої карти.<br><br><b>4. Стандартні дії</b><br>На додаток до основної дії на кожній половині карти, всі карти здібностей мають базові стандартні дії, які можна використовувати замість них. Стандартні дії однакові для всіх карт: <b>АТАКА 2</b> для верхньої дії та <b>РУХ 2</b> для нижньої дії."
COMPENDIUM_CardLayout_Title,"Макет карти"
COMPENDIUM_ConsumingElements_1,"Елементи в стані Сильний або Слабкий (див. <b>Наповнення елементів</b>) в трекері елементів з правого боку екрана можна споживати, щоб додати ефекти або посилити певні дії.<br><br>Споживання представлене одним або двома елементальними символами, кожен з яких супроводжується стрілкою перед двокрапкою та посиленням або здібністю, що вказує на те, що споживання цих елементів є ціною за отримання ефекту після двокрапки."
COMPENDIUM_ConsumingElements_2,"Якщо ЕЛЕМЕНТ споживається таким чином, він стає інертним і видаляється з трекера елементів, незалежно від того, чи був він у стані Сильний або Слабкий.<br><br>Для персонажів гравців використання споживання є необов'язковим. Їх можна увімкнути або вимкнути в будь-який момент перед виконанням дії, натиснувши на значок(и) елемента в дії, за умови, що кожен необхідний ЕЛЕМЕНТ доступний. У випадку з елементом Будь-який, вам буде запропоновано вибрати один із доступних.<br><br>Монстри завжди споживають елементи для своїх дій, якщо можуть – у випадку з елементом Будь-який, вони вибирають один із доступних навмання."
COMPENDIUM_ConsumingElements_Title,"Використання стихій"
COMPENDIUM_DiscardedAndBurned_1,"Якщо дія карти не має символу в нижньому правому куті, вона скидається після використання в ході та з'являється сірою в списку карт для цього персонажа. Скинуті карти можна повернути для повторного використання в межах сценарію, виконавши відпочинок. (Див. <b>Відпочинок</b>)<br><br>Однак дія карти може мати такі символи в нижньому правому куті:"
COMPENDIUM_DiscardedAndBurned_2,"<b>шкоди</b><br>Втрати не можуть бути відновлені через відпочинок і, як правило, використовуються лише один раз за сценарій – якщо тільки не використано здібність <b>Відновити</b>, яка зустрічається на деяких картах і дозволяє повернути Втрати до руки."
COMPENDIUM_DiscardedAndBurned_3,"<b>остаточні Втрати</b><br>Остаточні Втрати не можуть бути відновлені жодним способом протягом сценарію та повертаються лише після його завершення."
COMPENDIUM_DiscardedAndBurned_Title,"Скинуті та спалені"
COMPENDIUM_Exhaustion,"Персонаж може вичерпатися одним із двох способів:<br><br><indent=15>• Якщо здоров’я персонажа опускається нижче 1 очка.<br><br>• Якщо на початку раунду гравець не може зіграти дві карти зі своєї руки (бо в нього одна або жодної карти в руці) і також не може відпочити (бо в нього одна або жодної скинутої карти). Вичерпання через недостатність карт не впливає на поточний запас здоров’я персонажа.<br><br>У будь-якому випадку персонаж вилучається зі сценарію і більше не може брати в ньому участі будь-яким чином. Немає можливості повернутися після вичерпання під час сценарію, тому цього слід уникати за будь-яку ціну. Якщо всі персонажі вичерпуються під час сценарію, сценарій вважається програним. Тому рекомендується робити все можливе, щоб цього не сталося!"
COMPENDIUM_Exhaustion_Title,"Виснаження"
COMPENDIUM_GainingExperience_1,"Деякі карти здібностей мають значення досвіду, прикріплене за ними, і позначене значком щита з цифрою всередині, де цифра - це кількість XP, яка буде отримана при використанні. Персонаж повинен використовувати одну або кілька здібностей, щоб заробити досвід таким чином."
COMPENDIUM_GainingExperience_2,"Іноді текст дії вказує, що досвід нараховується лише за споживання елементального наповнення (як частина ефекту при споживанні) або лише за виконання певної умови (наприклад, якщо атакована ЦІЛЬ знаходиться поруч із одним або кількома союзниками атакуючого). Деякі постійні активні бонуси нараховують досвід при досягненні певної умови, що вказано на їхньому трекері. (Див. <b>Активні Бонуси</b>)<br><br>Крім того, у режимі Гільдії Майстрів після завершення кожної пригоди кожен персонаж у групі отримує досвід залежно від складності пригоди. Складніші пригоди нагороджують більшою кількістю досвіду, але будьте обережні – якщо ви програєте пригоду, ви втратите весь прогрес, здобутий після останнього візиту до селища!"
