Keys,"Українська [ua-UA]"
SCENARIO_STORY_Plagueherald_3_Room_2_1,"Чудово, міська варта вже тут. Гей! Не дай їм зламати табуретки!"
SCENARIO_STORY_Plagueherald_3_Room_2_2,"Ви швидко помічаєте, що міська варта стоїть серед тіл загиблих. ""І нехай ніхто не піде!"" - кричить один із них."
SCENARIO_STORY_Plagueherald_3_Room_2_3,"Як би там не було, прийміть мої вибачення. Це, здається, набагато глибше, ніж ми думали."
SCENARIO_STORY_Plagueherald_3_START_1,"Я... не можу повірити, твій план справді спрацював. Схоже, ми розбили щось на кшталт міжрасової групи..."
SCENARIO_STORY_Plagueherald_3_START_2,"Що значить, план спрацював? Я і так уже заборгував Білці цілий статок, і тепер мені доведеться заплатити за всю шкоду, яку ми збираємося завдати!"
SCENARIO_STORY_Plagueherald_3_START_3,"Я повідомлю капітана варти, що в ""П'яній Білці"" сталася бійка, до якої причетні кілька вартових-негідників. Ваша ЦІЛЬ пробити собі шлях назовні."
SCENARIO_STORY_Plagueherald_3_SUCCESS_1,"Тепер, коли останній найманець мертвий, ви можете оцінити ступінь учиненого розорення."
SCENARIO_STORY_Plagueherald_3_SUCCESS_2,"П'яна Білка обрамлена тілами своїх покровителів, меблями і міською вартою."
SCENARIO_STORY_Plagueherald_3_SUCCESS_3,"На той час, як ви закінчуєте обшук повалених найманців, у вас накопичилася пристойна купа документів, варто було б переглянути їх."
SCENARIO_STORY_QUARTERMASTER_1_Room_2_1,"Ожилі трупи в гнізді Вермлінгів?"
SCENARIO_STORY_QUARTERMASTER_1_Room_2_2,"Я так розумію, що той смердючий труп, яким вони закушували, і був хранителем. Ніякого гламуру в цій роботі, я тобі кажу!"
SCENARIO_STORY_QUARTERMASTER_1_Room_2_3,"Думаю, що швидше ви очистите це гніздо і дістанете ключ, то буде краще."
SCENARIO_STORY_QUARTERMASTER_1_START_1,"Щось підказує мені, що наш хранитель і його ключ усередині...."
SCENARIO_STORY_QUARTERMASTER_1_START_2,"Демонська Брама мала б платити нам як Страж і, адже ми, здається, завжди виконуємо їхню роботу!"
SCENARIO_STORY_QUARTERMASTER_1_SUCCESS_1,"Убивши останнього Вермлінга, ви зможете забрати ключ від сховища у хранителя, який наполовину з'їв. Ти намагаєшся не втратити свій обід, вивуджуючи ключ із трупа."
SCENARIO_STORY_QUARTERMASTER_2_Room_2_1,"Ожилі кістки? Здорово! Тепер це гірше, ніж змії."
SCENARIO_STORY_QUARTERMASTER_2_Room_2_2,"Те, що впустило тварин, найімовірніше, привело і живих кісток. Я впевнений, що ми знайдемо ключ до розгадки в цій кімнаті."
SCENARIO_STORY_QUARTERMASTER_2_START_1,"Хіба сховище не має бути запечатане?"
SCENARIO_STORY_QUARTERMASTER_2_START_2,"Десь має бути пролом. Ми повинні знайти."
SCENARIO_STORY_QUARTERMASTER_2_START_3,"Що ж, поквапся хоча б позбутися змій. Від цього місця в мене мурашки по шкірі."
SCENARIO_STORY_QUARTERMASTER_2_SUCCESS_1,"Тепер, коли ви видворили змій і скелетів, ви, нарешті, оглядаєте оточення. У сховищі нічого не залишилося, окрім зелених калюж із жахливим запахом."
SCENARIO_STORY_QUARTERMASTER_2_SUCCESS_2,"Слідуючи за запахом до його джерела, ви виявляєте в кутку кімнати дірку розміром з людину, просочену зеленим слизом, яка веде назад на вулиці Демонської Брами."
SCENARIO_STORY_QUARTERMASTER_2_SUCCESS_3,"Схоже, ми втратили слід. Я візьму трохи цієї... рідини і повернуся до Чарівниці. Можливо, вона що-небудь про це знає."
SCENARIO_STORY_QUARTERMASTER_3_Room_2_1,"Скритні та біси б'ються з ожилими кістками та трупами, коли ви входите через у дивний ліс. Однак бій зовсім не заважає всім їм помітити вас."
SCENARIO_STORY_QUARTERMASTER_3_Room_2_2,"Ліс? Всередині печери, декорованої Інокс? Це вже стає занадто."
SCENARIO_STORY_QUARTERMASTER_3_Room_2_3,"Де б ми не були, у цих небіжчиків є зброя Демонської Брами - якщо пощастить, вони охороняють склад."
SCENARIO_STORY_QUARTERMASTER_3_SM1_DESC,"Уся нежить отримує +1 до атаки"
SCENARIO_STORY_QUARTERMASTER_3_START_1,"Хто знав, що Інокс коли-небудь зможе обробити щось подібне?"
SCENARIO_STORY_QUARTERMASTER_3_START_2,"В Іноксах є щось більше, ніж ти думаєш. А поки що це схоже на те місце, де я б сховав украдену зброю..."
SCENARIO_STORY_QUARTERMASTER_3_SUCCESS_1,"Дерева шелестять на таємничому вітрі, коли битва закінчується. Ви помітили дивне відчуття, якусь міць, коли увійшли в підлісок, і тепер воно тільки посилилося."
SCENARIO_STORY_QUARTERMASTER_3_SUCCESS_2,"Інтендант підтвердив, що зброя у нежиті була з украдених запасів, але за кількістю становить ледь чи чверть."
SCENARIO_STORY_QUARTERMASTER_3_SUCCESS_3,"Я припускаю, що було б навіть менше ніж чверть, але у живих кісток є ці додаткові руки..."
SCENARIO_STORY_QUARTERMASTER_3_SUCCESS_4,"Однак, він натрапив на дивний артефакт. Повертайтеся і ми подивимося."
SCENARIO_STORY_SCOUNDREL_1_START_1,"Ніч туманна й холодна, а ви чекаєте на цьому замшілому пні вже, здається, кілька годин. Пальці рук і ніг починають німіти, але вуха - ні: ліворуч хрумтить гілка, і з темряви з'являється невелика група розбійників. Так... несподівано."
SCENARIO_STORY_SCOUNDREL_1_START_2,"Вибач, люба, але бос вирішив, що ти знаєш занадто багато про його великий план і нас запросили, щоб обрубати кінці."
SCENARIO_STORY_SCOUNDREL_1_START_3,"Зауважте, він заплатив нам вашу платню, на щастя, наша робота буде приємною і легкою..."
SCENARIO_STORY_SCOUNDREL_1_SUCCESS_1,"Схоже, ваші потенційні вбивці не брехали, у них достатньо грошей, щоб покрити ваш початковий платіж."
SCENARIO_STORY_SCOUNDREL_1_SUCCESS_2,"Зараз це вже не має значення: ніхто не обманює вас. По-перше, це просто грубо, а по-друге, це погано для бізнесу. І ніхто не втручається у ваші справи."
SCENARIO_STORY_SCOUNDREL_2_Room_2,"Вийшовши на другу галявину, ви не помічаєте, що ці Вермлінги очолюються не тим Іноксом, якого ви шукали, а скоріше шаманом Інокс. Хоча в одного є відмітини, схожі на ті, що ви бачили на попередніх лейтенантах. Можливо, тобі все-таки вдасться витягнути з нього якусь інформацію."
SCENARIO_STORY_SCOUNDREL_2_START_1,"Зграя Вермлінгів і гончих блукає лісом, але Інокса ніде не видно. Вам доведеться пробиватися крізь них, щоб дістатися до наступної галявини."
SCENARIO_STORY_SCOUNDREL_2_SUCCESS_1,"Коли шаман падає на підлогу, решта Вермлінгів тікають з галявини. Ви кидаєтеся до нього, щоб розпитати, але чортихаєтеся, коли розумієте, що вже надто пізно: він уже мертвий. Порпаючись у його речах, ви знаходите спрощену карту на козячій шкурі, з вугільними лініями, що позначають місце розташування притулку. Ваш наступний пункт призначення."
SCENARIO_STORY_SCOUNDREL_3_Room_2,"Коли ви відкриваєте останні двері, ви очікуєте побачити свого супротивника, але, крім ще більшої кількості Іноксів, його ніде немає!"
SCENARIO_STORY_SCOUNDREL_3_START_1,"Ви вриваєтеся в табір. Присутні Інокс повернулися, щоб битися, але їм потрібен час, щоб зреагувати."
SCENARIO_STORY_SCOUNDREL_3_SUCCESS_1,"Армія Інокс тепер майже розсіяна за вітром. Ви можете легко піти зі здобиччю і відчути смак справедливості в цьому, але ви - жінка принципів. Зрадник, мабуть, замкнувся у внутрішніх покоях із запасом їжі. Вам доведеться знайти інший шлях і вам знадобиться допомога!"
SCENARIO_STORY_SIGHTLESSEYE_Room_2_1,"Кімната відчиняється і перед тобою постає мерзенна гидота - гігантське стебло з пащею гострих, як бритва, зубів."
SCENARIO_STORY_SIGHTLESSEYE_Room_2_2,"Схоже, ми нарешті знайшли джерело Гнилі."
SCENARIO_STORY_SIGHTLESSEYE_Room_2_3,"Давайте його винесемо!"
SCENARIO_STORY_SIGHTLESSEYE_START_1,"Я ніколи раніше не відчував такого неприємного запаху, ми маємо бути близько."
SCENARIO_STORY_SIGHTLESSEYE_START_2,"<глухий звук>"
SCENARIO_STORY_SIGHTLESSEYE_START_3,"Давайте проб'ємося крізь цих ворогів у наступну кімнату!"
SCENARIO_STORY_SIGHTLESSEYE_SUCCESS_1,"Коли ви востаннє потрапляєте в Невидяче око, воно здригається, а потім вибухає, обсипаючи всіх слизом, що огидно пахне."
SCENARIO_STORY_SIGHTLESSEYE_SUCCESS_2,"Це було ... огидно."
SCENARIO_STORY_SOOTHSINGER_1_START_1,"Усі мляво піднімаються на ноги, алкоголь притупляє почуття."
SCENARIO_STORY_SOOTHSINGER_1_START_2,"З-за дерев вивалюються дивні силуети. Спочатку ви думаєте, що це захмелілі гуляки, але вітер доносить сморід нежиті."
SCENARIO_STORY_SOOTHSINGER_1_START_3,"До зброї! Знищіть якомога більше нежиті!"
SCENARIO_STORY_SOOTHSINGER_1_SUCCESS_1,"Орди нежиті перестають пробиратися крізь дерева і в лісі запанувала тиша, якщо не брати до уваги важкого дихання тих, хто вижив."
SCENARIO_STORY_SOOTHSINGER_2_START_1,"Знову нежить. Які шанси, що це трапиться двічі?"
SCENARIO_STORY_SOOTHSINGER_2_START_2,"Давай обговоримо це пізніше. А поки що нам потрібно переламати кілька кісток."
SCENARIO_STORY_SOOTHSINGER_2_START_3,"Я виявляю поблизу сильну магію. Вам потрібно буде вирушити на інші галявини і зупинити все, що викликає появу нежиті."
SCENARIO_STORY_SOOTHSINGER_2_SUCCESS_1,"Коли вівтарі зруйновані, нежить, що залишилася, падає на землю. Переможені сектанти тікають у підлісок."
SCENARIO_STORY_SOOTHSINGER_3_Room_2_1,"Демони і нежить, з ким ми маємо справу?"
SCENARIO_STORY_SOOTHSINGER_3_START_1,"Коли ви виходите на галявину, культист, здається, дивується, побачивши вас."
SCENARIO_STORY_SOOTHSINGER_3_START_2,"- Ти! .... Але ... його це не потішить! Вбийте її зараз же!"
SCENARIO_STORY_SOOTHSINGER_3_START_3,"Культист вказує на Оспівувачку і кричить."
SCENARIO_STORY_SOOTHSINGER_3_START_4,"Убийте всіх, але цей культист нам потрібен живим!"
SCENARIO_STORY_SOOTHSINGER_3_SUCCESS_1,"Коли нежить і демони мертві, ви знаходите культиста під столом, настав час допитати його."
SCENARIO_STORY_SPELLWEAVER_1_SM1_DESC,"Чародійниця отримує <nobr>+1 АТАКА <sprite name=Attack> </nobr> під час дальніх атак"
SCENARIO_STORY_SPELLWEAVER_1_SM2_DESC,"Лісові біси отримують <nobr>+1 АТАКА <sprite name=Attack></nobr> при дальніх атаках"
SCENARIO_STORY_SPELLWEAVER_1_SM3_DESC,"На початку кожного раунду стихія Льоду буде сильною"
SCENARIO_STORY_SPELLWEAVER_1_START_1,"Ви не зможете вивчити місцевість із цими бісами навколо. Вам доведеться прогнати їх."
SCENARIO_STORY_SPELLWEAVER_1_START_2,"Крім того, здається, що напади, як ваші, так і їхні, більш небезпечні."
SCENARIO_STORY_SPELLWEAVER_1_SUCCESS_1,"Тепер на галявині спокійно, ви можете шукати навколо докази. Ви знаходите кілька дивних випалених відмітин на підлозі і робите висновок, що тут відбулися потужні демонічні заклики."
SCENARIO_STORY_SPELLWEAVER_1_SUCCESS_2,"За одним деревом ви виявляєте наспіх вириту могилу. Усередині знаходиться тіло розбійника, немов розірване на шматки кігтями."
SCENARIO_STORY_SPELLWEAVER_2_ROOM_3_1,"І ще демони! Чому люди думають, що можуть контролювати демонів?"
SCENARIO_STORY_SPELLWEAVER_2_SM1_DESC,"Персонажі, які атакують культистів, отримують ДЕЗОРІЄНТАЦІЯ"
SCENARIO_STORY_SPELLWEAVER_2_START_1,"Отже, ці розбійники працюють із культом. Чому я не здивований?"
SCENARIO_STORY_SPELLWEAVER_2_SUCCESS_1,"Схоже, хтось на вершині цього культу має доступ до дуже потужної магії заклику. Єдиний спосіб відновити рівновагу - це знищити їх."
SCENARIO_STORY_SPELLWEAVER_2_SUCCESS_2,"Я відчуваю, однак, що нині вони можуть бути просто занадто сильними, щоб ми могли перемогти. Нам потрібна допомога..."
SCENARIO_STORY_SPELLWEAVER_3_SM1_DESC,"Усі стихії встановлюються в інертний стан на початку кожного раунду"
SCENARIO_STORY_SPELLWEAVER_3_START_1,"Ви прокидаєтеся на підлозі запиленої кімнати. Големи, змії та дрейки спостерігають за тим, що відбувається. Недобре."
SCENARIO_STORY_SPELLWEAVER_3_START_2,"- Я знаю, навіщо ти прийшов, ти шукаєш сили, щоб перемогти Закликателя демонів. Це я можу тобі надати."
SCENARIO_STORY_SPELLWEAVER_3_START_3,"- Але спочатку ти маєш довести, що маєш внутрішню силу. Переможете ворогів без використання стихій."
SCENARIO_STORY_SPELLWEAVER_3_START_4,"Щось заблокувало доступ до всіх елементів у цій гробниці, це буде дуже небезпечний бій!"
SCENARIO_STORY_SPELLWEAVER_3_SUCCESS_1,"Коли останній ворог падає, голос звучить знову."
SCENARIO_STORY_SPELLWEAVER_3_SUCCESS_2,"Вас визнали гідними цього. Коли настане твій час потреби, я виконаю прохання."
SCENARIO_STORY_SUMMONER_1_Room_2_1,"Гадаю, демони вітру пояснюють цей дивний запах..."
SCENARIO_STORY_SUMMONER_1_Room_2_2,"Десь поблизу має бути вівтар демонів. Знищіть його, і ми, найімовірніше, знайдемо те, що відчула Прикликачка дорогою сюди."
SCENARIO_STORY_SUMMONER_1_Room_3_1,"Тут немає вівтаря... Зосередьтеся на пошуку виходу. Нам потрібен новий план."
SCENARIO_STORY_SUMMONER_1_Room_3_2,"Цей розлом без вівтаря, мабуть, і є те саме міжпланарне збурення. Переконайтеся, що ви втекли, зібравши всі цінні речі, я про ваші життя, зрозуміло."
SCENARIO_STORY_SUMMONER_1_Room_3_3,"Дивіться в обидва - демони підуть за вами."
SCENARIO_STORY_SUMMONER_1_START_1,"Можна подумати, що ми вже знайшли всі моторошні підземелля, що кишать вогняними демонами в Похмурій гавані, вірно?"
SCENARIO_STORY_SUMMONER_1_START_2,"Особливо з входами, що обвалюються. Знайдіть новий вихід і стежте за цими пастками. Схоже, вони повинні були зберігати щось усередині."
SCENARIO_STORY_SUMMONER_1_SUCCESS_1,"Свіже вечірнє повітря поколює шкіру, коли ви, важко дихаючи, вивалюєтеся з люка."
SCENARIO_STORY_SUMMONER_1_SUCCESS_2,"Прикликачка встигає випустити останній заряд енергії в отвір, перш ніж запечатати його. Незважаючи на втому, її обличчя сповнене неприязні, коли вона дивиться на вас."
SCENARIO_STORY_SUMMONER_2_Room_3_1,"Нашого ширяючого... ""друга"", здається, тягне в цю кімнату. Цей ривок має бути останній."
SCENARIO_STORY_SUMMONER_2_Room_3_2,"Почекай. Невже я єдиний, кому здається дивним, що все це місто поміщається всередині гниючої будівлі, яку ми бачили зовні?"
SCENARIO_STORY_SUMMONER_2_Room_3_3,"У цій професії я давно навчився не ставити запитань..."
SCENARIO_STORY_SUMMONER_2_START_1,"Я нізащо не підійду до Женця. Навіщо ви взагалі слідуєте за одним із них?!"
SCENARIO_STORY_SUMMONER_2_START_2,"Я думав, що Прикликачка, е-е, викликала його. Я впевнений, що в неї є план."
SCENARIO_STORY_SUMMONER_2_START_3,"Якщо цей жук-переросток є частиною цього ""плану"", тримайте його в безпеці. Інші істоти в цій бібліотеці, схоже, хочуть убити його так само сильно, як і нас."
SCENARIO_STORY_SUMMONER_2_SUCCESS_1,"Кімната в безпеці, Жнець, що привів вас сюди, розпадається хмарою комах. Прикликачка кидає на вас суворий погляд."
SCENARIO_STORY_SUMMONER_2_SUCCESS_2,"Через деякий час він перебудовується назад, тримаючи в руках пошарпану книгу. Прикликачка, бере книгу і поглинає Женця енергією зі свого посоха, що зникає у спалаху світла."
SCENARIO_STORY_SUMMONER_3_START_1,"Схоже, Прикликачка привела вас прямо в підземну камеру, де знаходиться розлом."
SCENARIO_STORY_SUMMONER_3_START_2,"Можливо, ми мали рацію, що не продали цю стару книгу..."
SCENARIO_STORY_SUMMONER_3_START_3,"Прикликачка почала плести заклинання, щоб закрити розлом. Вам потрібно буде залишатися поруч, поки вона не завершить - це займе деякий час."
SCENARIO_STORY_SUMMONER_3_START_4,"А можна не вмирати? Здається, тут більше демонів, ніж минулого разу!"
SCENARIO_STORY_SUMMONER_3_SUCCESS_1,"Тіло Прикликачки спалахує яскравим блідо-фіолетовим світлом і заливає собою кімнату. Коли світло тьмяніє, і демонів, і розлому більше немає."
SCENARIO_STORY_SUMMONER_3_SUCCESS_2,"Однак на місці розлому знаходиться димляча бронзова півсфера, що димить. Вона тихенько шипить."
SCENARIO_STORY_SUNKEEPER_1_START_1,"Усі ЦІЛІ й неушкоджені? Гаразд. Давайте зачистимо це лігво і звалимо звідси!"
SCENARIO_STORY_SUNKEEPER_1_SUCCESS_1,"Останній звір валиться на землю і ви прямуєте прямо, не бажаючи потрапити в пастку, якщо раптом каміння знову зрушиться!"
SCENARIO_STORY_SUNKEEPER_2_Room_3_1,"Ось штаб-квартира табору, ми повинні знайти місце всієї операції, якщо ми приберемо цих Женців."
SCENARIO_STORY_SUNKEEPER_2_SM1_DESC,"Усі вороги починають у сум'ятті"
SCENARIO_STORY_SUNKEEPER_2_START_1,"Схоже, що маленький хлопчина застав їх зненацька, швидко входьте, поки вони збентежені!"
SCENARIO_STORY_SUNKEEPER_2_SUCCESS_1,"Вороги мертві, і ви випускаєте невелику кількість Вермлінгів, які повідомляють вам, що більшість із них були взяті на північ."
SCENARIO_STORY_SUNKEEPER_2_SUCCESS_2,"До стіни прикріплена велика карта королівства, на якій стоїть червона позначка."
SCENARIO_STORY_SUNKEEPER_3_Room_2_1,"Шлях веде під землю, але я відчуваю подих вітру, можливо, стіна впала ще глибше."
SCENARIO_STORY_SUNKEEPER_3_Room_2_2,"Вермлінги захоплюють владу!"
SCENARIO_STORY_SUNKEEPER_3_Room_2_3,"Ми не можемо виручити їх зараз, нам доведеться перегрупуватися і допомогти їм пізніше."
SCENARIO_STORY_SUNKEEPER_3_Room_4_1,"Мені здається, я бачу сонячне світло далі, продовжуйте йти!"
SCENARIO_STORY_SUNKEEPER_3_Room_5_1,"Ах, свіже повітря, пішли звідси!"
SCENARIO_STORY_SUNKEEPER_3_START_1,"Ти справді думаєш, що я настільки дурний, щоб залишити такий очевидний доказ в одному з моїх запасних таборів?"
SCENARIO_STORY_SUNKEEPER_3_START_2,"Ти до смерті самовпевнений... Убити їх усіх!"
SCENARIO_STORY_SUNKEEPER_3_START_3,"Я не знаю, хто це був, але дорога, якою ми прийшли, блокована."
SCENARIO_STORY_SUNKEEPER_3_START_4,"Тепер пан або пропав - убиваємо Женців, які тут командують, і забираємося звідси!"
SCENARIO_STORY_SUNKEEPER_3_SUCCESS_1,"Коли ви залишаєте це місце, Хранителька Сонця махає чимось у своїй руці, вочевидь, вона схопила це із загиблого Женця."
SCENARIO_STORY_Sawbones_1_Room_2_1,"У глибині лісу ви натикаєтеся на групу Інокс і культистів, об'єднаних у те, що здається ритуалом. Побачивши вас, культисти встають позаду Інокс, утворюючи захисну лінію."
SCENARIO_STORY_Sawbones_1_Room_2_2,"Ну, навряд чи це було схоже на прогулянку в ліс. Як же ніхто більше не бачив цих ідіотів із села?"
SCENARIO_STORY_Sawbones_1_Room_2_3,"Мене більше турбує, що племена Інокс перебувають у союзі з людьми, особливо з культистами. Зачистіть їх - боюся, ми натрапили на щось важливе."
SCENARIO_STORY_Sawbones_1_START_1,"Як так вийшло, що у вас з'явилася РАНА на голові, а ви лише зашнуровували черевики?"
SCENARIO_STORY_Sawbones_1_START_2,"(Чортихається) Точно так само, як ви можете зламати руку, пришиваючи нову підошву до взуття."
SCENARIO_STORY_Sawbones_1_START_3,"Ну, я думаю, це пояснює всіх цих злих бісів, тепер..."
SCENARIO_STORY_Sawbones_1_START_4,"Це було б так, але ПРОКЛЯТТЯ цілого села не характерне для бісів. Хтось або щось використовує бісів для своїх власних цілей. Будьте обережні."
SCENARIO_STORY_Sawbones_1_SUCCESS_1,"Коли ви зрубуєте останнього з невеликого збіговиська, ви чуєте вологе хихикання з-під дерева. Ви повертаєтеся і зустрічаєтеся поглядом зі стікаючим кров'ю культистом."
SCENARIO_STORY_Sawbones_1_SUCCESS_2,"Біси не змогли зупинити вас, але це вже не так важливо - бурмоче вона - Ми, Червоні Кігті, завершили ритуал. Людство впаде, і ви, і ваші цілителі Великого Дуба безсилі зупинити це!"
SCENARIO_STORY_Sawbones_1_SUCCESS_3,"Культист помирає, сміючись. Коли життя покидає її, ви звертаєте увагу на маленьку закривавлену книжку, що випала з її руки."
SCENARIO_STORY_Sawbones_2_START_1,"Я збираюся зв'язатися з монастирем, який керує Чорна Скеля... це просто абсурдно."
SCENARIO_STORY_Sawbones_2_START_2,"Знаєш, я думаю, це справді мило. Ці милі старі черниці навіть не помітили, коли я вкрав усе їхнє столове срібло."
SCENARIO_STORY_Sawbones_2_START_3,"Я навіть не збираюся удостоювати це відповіддю. Давайте зосередимося на тому, щоб зупинити цей ритуал."
SCENARIO_STORY_Sawbones_2_SUCCESS_1,"Ваша зброя встромляється в культиста, збиваючи його, що стікає кров'ю, на землю. Негайно всі інші ув'язнені припиняють боротьбу і спрямовують їхню зброю на себе."
SCENARIO_STORY_Sawbones_2_SUCCESS_2,"- Невже вас так легко обдурити?"" Культист на підлозі явно живий і в повному екстазі."
SCENARIO_STORY_Sawbones_2_SUCCESS_3,"Через багато років планування наша колективна смерть завершить ритуал. Причому це ви самі розв'язали весь цей Жах! Це наша перемога-"
SCENARIO_STORY_Sawbones_2_SUCCESS_4,"Ти добиваєш його перш, ніж він встигає закінчити фразу. За твоєю спиною Костоправ тримає лист, який він виявив у одного з воїнів Інокс."
SCENARIO_STORY_Sawbones_2_SUCCESS_5,"На щастя, Костоправ також знайшов і ключ від дверей. Ви йдіть, перш ніж вам доведеться порозумітися з черницями."
SCENARIO_STORY_Sawbones_3_Room_2_1,"Женці, Інокси, культисти, демони... спільно? Чому вони не вбивають одне одного?"
SCENARIO_STORY_Sawbones_3_Room_2_2,"Інокс видає бойовий клич, а решта регочуть: ""Без ваших цілителів - кричить один з Іноксів - ви не зможете завадити нам повернути всі ті землі, що ви в нас забрали!"
SCENARIO_STORY_Sawbones_3_Room_2_3,"Це справді тривожно, але, на жаль, село залишилося далеко позаду. Не витрачай час на бій."
SCENARIO_STORY_Sawbones_3_START_1,"Демони? Всередині Солончакові низини? Така масштабна присутність міжпланарного зла розірве це місце на частини!"
SCENARIO_STORY_Sawbones_3_START_2,"До речі, про величезну присутність, чи бачив хто-небудь ще, як гігантський крилатий демон кігтями пробирався крізь порожнечу?"
SCENARIO_STORY_Sawbones_3_START_3,"Це все дурниці! Важливо те, що місто гине, а на одному з вас пара черевиків, які я хотів би знову продати. Забирайтеся геть!"
SCENARIO_STORY_Sawbones_3_SUCCESS_1,"Ви вирвалися з палаючого села в прохолодний солончаковий ліс, ледь не скотившись із вузької стежки."
SCENARIO_STORY_Sawbones_3_SUCCESS_2,"На щастя, вогонь у селі не перекинувся на навколишні дерева. Але ясно, що чарівні хатини Солончакові низини і багатство знань про ЛІКУВАННЯ, якими вони володіють, не переживуть цього пекельного полум'я."
SCENARIO_STORY_Sawbones_3_SUCCESS_3,"Поки ви спостерігаєте за інферно, північна брама, з якої ви втекли, руйнується, заманюючи в пастку Нічного Демона, який намагався дістатися до вас. Він вибухає істеричним реготом."
SCENARIO_STORY_Sawbones_3_SUCCESS_4,"Ви вижили - реве він - але це не має значення! Село цілителів впало, і тобі не дали зупинити Червоні Кігті. Жах спалить твій Великий Дуб!"" Демон дематеріалізується."
SCENARIO_STORY_Scoundrel_3_SM1_DESC,"Усі вороги починають оглушеними"
SCENARIO_STORY_Scoundrel_3_SM2_DESC,"Усі вороги перманентно в сум'ятті"
SCENARIO_STORY_Soothsinger_1_SM1_DESC,"Усі герої та союзники починають у Сум'ятті"
SCENARIO_STORY_Soothsinger_2_SM1_DESC,"Усі герої та союзники починають із Посиленням"
SCENARIO_STORY_TINKERER_1_ROOM_4_1,"У цій кімнаті знаходяться залишки того, що здається старим порталом виклику і стара бувала скриня."
SCENARIO_STORY_TINKERER_1_ROOM_4_2,"Чи може в цій скрині бути те, що тобі потрібно?"
SCENARIO_STORY_TINKERER_1_START_1,"Хоча ця печера тепер є домівкою для диких тварин, ви бачите сліди опіків і пошкодження, які, здається, мають магічну природу. Можливо, це і є те саме місце."
SCENARIO_STORY_TINKERER_1_START_2,"Найкраще обшукати печеру і подивитися, чи є там що-небудь."
SCENARIO_STORY_TINKERER_1_SUCCESS_1,"Крім невеликої купи стародавніх монет, у скрині є кілька старовинних сувоїв. Винахідник забирає їх для дослідження."
SCENARIO_STORY_TINKERER_2_Room_2_1,"Двері ведуть у зруйнований храм, який ви очікували знайти, і тут ви бачите більше культистів. Вони активували деякі стародавні системи захисту!"
SCENARIO_STORY_TINKERER_2_Room_2_2,"Продовжуйте йти за культистами і тоді големи деактивуються!"
SCENARIO_STORY_TINKERER_2_SM1_DESC,"Культисти мають постійний <nobr>+2 ЩИТ <sprite name=Shield>Щит</nobr>."
SCENARIO_STORY_TINKERER_2_SM2_DESC,"Культисти зцілюються на 1 ОЗ наприкінці кожного раунду"
SCENARIO_STORY_TINKERER_2_START_1,"Говори тихіше. Верховний жрець НЕ буде здивований, якщо хтось знайде це місце і ви можете гарантувати, що я не засуджуватиму вас за ваші помилки."
SCENARIO_STORY_TINKERER_2_START_2,"Раптово він повертається до вас обличчям."
SCENARIO_STORY_TINKERER_2_START_3,"Занадто пізно, вбийте їх, швидко!"
SCENARIO_STORY_TINKERER_2_START_4,"Ясно, що тут правлять культисти, я думаю, якщо ви вб'єте їх, розбійники скоро розсіються!"
SCENARIO_STORY_TINKERER_2_SUCCESS_1,"Щойно останній культист помирає, големи негайно деактивуються, а всі розбійники, що залишилися, йдуть у підлісок. Нарешті, ви можете оглянути храм на дозвіллі."
SCENARIO_STORY_TINKERER_2_SUCCESS_2,"Тут міститься величезна кількість інформації. Ці документи описують, як керувати стихіями і як відкривати портали в демонічні царства. Це все єресь."
SCENARIO_STORY_TINKERER_2_SUCCESS_3,"Це може бути єрессю, але ми маємо дослідити її! Це допоможе нам з'ясувати, що планують сектанти, а також як їх зупинити."
SCENARIO_STORY_TINKERER_3_SM1_DESC,"Герої отримують <nobr>+1 АТАКА <sprite name=Attack></nobr>"
SCENARIO_STORY_TINKERER_3_SM2_DESC,"Герої мають постійний <nobr>+1 ЩИТ <sprite name=Shield>Щит</nobr>"
SCENARIO_STORY_TINKERER_3_START_1,"Щось змінилося в цьому сонячному демоні: він агресивний щодо нічних демонів. Можливо, ми зможемо з ним поговорити?"
SCENARIO_STORY_TINKERER_3_START_2,"Він усе ще здається агресивним щодо нас, тож намагайтеся тримати нічних демонів подалі від нього. Підвищення Світла має допомогти йому залишитися в живих."
SCENARIO_STORY_TINKERER_3_START_3,"Я повинен бути в змозі закрити ці портали протягом короткого часу, збережіть його живим доти."
SCENARIO_STORY_TINKERER_3_SUCCESS_1,"Темні портали розчиняються в повітрі й нічні демони тануть разом із ними. Зі зникненням загрози Сонячний Демон стає більш пасивним."
SCENARIO_STORY_TINKERER_3_SUCCESS_2,"Ви намагаєтеся спілкуватися з ним, але він жестикулює руками і створює потужний промінь світла. Ви пірнаєте в укриття, але засліплені спалахом."
SCENARIO_STORY_UNDEADCOMMANDER_ROOM_3_1,"Час, щоб убити останнього нащадка, цього настирливого барда, Мелодію."
SCENARIO_STORY_UNDEADCOMMANDER_ROOM_3_2,"Ось ми й зустрілися нарешті віч-на-віч..."
SCENARIO_STORY_UNDEADCOMMANDER_Room_2_1,"Я провів покоління, готуючись до цього моменту, щоб помститися тому, хто спіймав мене тут у пастку."
SCENARIO_STORY_UNDEADCOMMANDER_START_1,"Замок замерзає всередині і здається тихим, поки не лунає голос..."
