Keys,"Українська [ua-UA]"
Message_End_Quest_Story_Brute_2_1,"Зрадник навіть не повів свої війська в бій, не дивно, що їхній бойовий дух зломлений, він не дуже хороший командир!"
Message_End_Quest_Story_Brute_2_2,"Ми виявили обидва його основні місця збору, але також і руїни поблизу, де його війська виконують дивні ритуали. Напевно, варто спочатку здійснити рейд по руїнах і подивитися, що він задумав."
Message_End_Quest_Story_CaptainOfTheGuard_1,"Ми вивчили інформацію, яку ви нам передали, і обшукали склад."
Message_End_Quest_Story_CaptainOfTheGuard_2,"На жаль, вплив капітана був дуже сильним, і багатьох наших співробітників було заарештовано. Я не думаю, що ми змогли б зрозуміти справжні масштаби цього без вас. Прийміть вибачення Міської варти і нашу вдячність."
Message_End_Quest_Story_CaptainOfTheGuard_3,"Подумати тільки, а я дивилася на капітана знизу вгору, поки він вистежував усе, що не було людиною... Мене нудить..."
Message_End_Quest_Story_CaptainOfTheGuard_4,"Вчасно! Ми з Моровісником за допомогою зцілювального заклинання дистилювали Велике зілля ЛІКУВАННЯ. Магія справді заворожує, я міг би навіть вирушити у вулик, щоб дізнатися більше..."
Message_End_Quest_Story_CaptainOfTheGuard_5,"Хумпф, бачте, я справді переконав Моровісника дати мені виняткові права на зілля. Мій друже, я тепер можу продати його тобі, якщо хочеш. А вулики, вони тепер не потрібні!"
Message_End_Quest_Story_CaptainOfTheGuard_6,"Ні, я думаю, що просто... *звуки спорожнення шлунка*"
Message_End_Quest_Story_CaptainOfTheGuard_7,"Так... мабуть, це і є карма. Піду приберуся."
Message_End_Quest_Story_Cragheart_1_1,"Shrine of the Roots Знаходиться в лісі недалеко від Нижнє місто і якщо їх систематично грабують, я боюся, що це буде головною метою."
Message_End_Quest_Story_Cragheart_2_1,"Це вельми організовані мародери.... має ж бути хтось відповідальний за все це планування. Нам потрібно з'ясувати, хто саме і зробити з них приклад невідворотності правосуддя."
Message_End_Quest_Story_Cragheart_2_2,"А поки що ми маємо перевірити останній із трьох храмів: Shrine of Верглас поруч із узвишшям річки"
Message_End_Quest_Story_Cragheart_3_1,"Три основні святилища тепер у безпеці, залишилося тільки міфічне Shrine of the Ashes, але ніхто не знає про його місцезнаходження."
Message_End_Quest_Story_Cragheart_3_2,"Ну, якщо ми не знаємо про це, то й мародери не пронюхають!"
Message_End_Quest_Story_DarkRider_1,"Що ж, це була непогана прогулянка, чи не так?"
Message_End_Quest_Story_DarkRider_2,"Гаразд, цього разу я дам тобі це."
Message_End_Quest_Story_DarkRider_3,"Ти поводишся... нехарактерно люб'язно. Добре почуваєшся?"
Message_End_Quest_Story_DarkRider_4,"Я також знайшов цей шолом поруч із порожніми обладунками Вершника. Я не зовсім упевнений, звідки він узявся, враховуючи всю ситуацію з ""безголовим"", але я продам його вам за половину ціни, яку планував!"
Message_End_Quest_Story_DarkRider_5,"Цікаво. Схоже, що ""Темний вершник"" і був джерелом більшої частини зла в нашому світі. Перемігши, ви виграли угоду і тепер зло більше не може існувати тут."
Message_End_Quest_Story_DarkRider_6,"Ха! Можливо, тепер мені доведеться зайнятися садівництвом - схоже, що цього разу це будуть чесні гроші..."
Message_End_Quest_Story_DarkRider_7,"Ну і добре. А я поки що повернуся до укладання контрактів на вбивство чогось простого, наприклад живих скелетів із трьома руками. Хтось же має бути готовий до наступної міжпланарної загрози, яку ми якимось чином розлютили..."
Message_End_Quest_Story_Doomstalker_1_1,"Кривавий слід привів до купецького каравану, що повертався до Демонської Брами. Цей караван часто постачає м'ясо до м'ясної крамниці на Кривому Базарі."
Message_End_Quest_Story_Doomstalker_1_2,"Це жахливо довгий шлях, щоб возити сире м'ясо для крамниці, чи не так?"
Message_End_Quest_Story_Doomstalker_1_3,"Я не думаю, що вони вкрали худобу в Орхідів тільки для того, щоб продати протухле м'ясо, навіть де-небудь на кшталт Кривого базару."
Message_End_Quest_Story_Doomstalker_1_4,"Ти ж не думаєш, що ті м'ясні крамниці - це справжнісінький базар, правда? Добре. Це один із моїх найулюбленіших злочинів... е-е-е, звісно."
Message_End_Quest_Story_Doomstalker_1_5,"Ну, вони були б одними з ваших улюблених, чи не так?"
Message_End_Quest_Story_Doomstalker_1_6,"Що це означає?"
Message_End_Quest_Story_Doomstalker_2_1,"Навіть ця книжка пахне так, ніби зроблена з прогірклого м'яса!"
Message_End_Quest_Story_Doomstalker_2_2,"Що ж, вона сповнена гнилих злочинів..."
Message_End_Quest_Story_Doomstalker_2_3,"Не треба. Це не смішно."
Message_End_Quest_Story_Doomstalker_2_4,"Добре. Ну, у бухгалтерській книзі йдеться, що все це золото було передано торговцю за ""добре виконану роботу"", і як я ""випадково"" знаю, що ця адреса торговця, вказана в ній, насправді є притулком найманців."
Message_End_Quest_Story_Doomstalker_2_5,"Схоже, настав час вирушити й пошаткувати цих найманців на фарш."
Message_End_Quest_Story_Doomstalker_2_6,"зітхання"
Message_End_Quest_Story_Doomstalker_3_1,"Я закінчив вивчати документи, які ви привезли. Схоже, цим найманцям просто заплатили, щоб стерти з лиця землі те поселення Прирекаючого."
Message_End_Quest_Story_Doomstalker_3_2,"Я не можу знайти жодних конкретних зв'язків із замовником або навіть причини, але вони не єдині - у документах ідеться про те, що інші найманці були найняті для нападу на Орхідів..."
Message_End_Quest_Story_Doomstalker_3_3,"Я не можу знайти жодних конкретних зв'язків із замовником або навіть причини, але вони не єдині - згідно з документами, інші найманці були найняті для нападу на Орхідів..."
Message_End_Quest_Story_Doomstalker_3_4,"І я простежив сигіл, яку ви знайшли. Це емблема покинутого складу в старому фінансовому районі. Його вже кілька десятиліть ніхто не бачив на ящиках."
Message_End_Quest_Story_Doomstalker_3_5,"Але нам поки що не варто туди їхати. Цей склад відрізаний від будь-якої функціонуючої частини Демонської Брами. У нас не буде підтримки, якщо ми увірвемося туди самі."
Message_End_Quest_Story_Elementalist_1_1,"Елементаліст обшукує зруйновані будівлі і знаходить кілька старих сувоїв з офісу мера. Схоже, після того, як Свеггер захистив село, поселення опинилося у величезному боргу."
Message_End_Quest_Story_Elementalist_1_2,"Платежі адресовані вежі, розташованій поруч із Сільвервік, у горах на сході. Схоже, нам слід вирушити туди наступного разу."
Message_End_Quest_Story_Elementalist_2_1,"Бібліотека містить багато запліснявілих томів з усіх видів магії, хоча майже всі відтоді були спростовані як погано вивчені й тепер корисні тільки для розпалювання."
Message_End_Quest_Story_Elementalist_2_2,"Є одна книга рукописних нотаток Свеггера. У ній докладно описуються платежі від Мадшут і йдеться про ""силу Богів"", даровану в стародавньому храмі, супроводжувану грубою картою."
Message_End_Quest_Story_Elementalist_2_3,"Дивлячись на ці папери, здається, що розбійники весь час були на утриманні у Свеггера, і що він збанкрутував Мадшут, щоб отримати достатньо золота, щоб пожертвувати його в цей храм."
Message_End_Quest_Story_Elementalist_2_4,"Карта має вигляд узлісся біля школи Великого дуба. За сто років мало що змінилося."
Message_End_Quest_Story_Elementalist_2_5,"Гаразд, тепер ми знаємо, куди йти далі!"
Message_End_Quest_Story_Elementalist_3_1,"У цьому храмі був портал у світ демонів. Свеггер, мабуть, пройшов через нього, щоб отримати свої здібності, а потім повернувся в наш світ через інший портал."
Message_End_Quest_Story_Elementalist_3_2,"Але він так і не повернувся, чи не так? Інакше він би спустошив цю землю?"
Message_End_Quest_Story_Elementalist_3_3,"Здається, ні. Крім того, ми знайшли кілька дивних символів, вигравіруваних на стіні поруч із порталом. Вони майже схожі на музичні ноти?"
Message_End_Quest_Story_HighCultist_1,"Ми прочесали місцевість після того, як ви пішли і знищили ще кілька культистів. Ми також знайшли цю курильницю для пахощів, яка, я думаю, буде дуже корисна!"
Message_End_Quest_Story_HighCultist_2,"Крім того, тепер, коли Верховний культист мертвий, здається, що стихії знову перебувають у рівновазі. Добру справу."
Message_End_Quest_Story_InoxBodyguard_1,"Я сумніваюся, що це буде останній лідер Іноксів, якого ми коли-небудь побачимо, але Дикун, нарешті, помстився."
Message_End_Quest_Story_InoxBodyguard_2,"Я сподіваюся, що будь-які інші несуть більше цих приголомшливих сокир!"
Message_End_Quest_Story_Jekserah_1,"Заклинателька розповіла мені, що, згідно із записами Джексери, та книга, яку ми знайшли, містить сильне заклинання, написане спеціально для святилища, яке ми зачистили."
Message_End_Quest_Story_Jekserah_2,"Джексера знала, що Прикликачка зацікавиться цим. Схоже, вона змусила нас зробити за неї брудну роботу..."
Message_End_Quest_Story_Jekserah_3,"Коли заклинання буде накладено у святилищі, воно посилюватиметься доти, доки не зможе підняти і контролювати всіх мерців Похмурої гавані. Це приголомшлива магія, яку я буду охороняти."
Message_End_Quest_Story_Jekserah_4,"Перстень Джексери, однак, не охороняється Чарівницею - і, здається, таїть у собі сильну магію. Я збережу його... але від нього смердить. Нежиттю. Схоже на нагороду?"
Message_End_Quest_Story_MercilessOverseer_1,"Отже, я поговорив із Вермлінгсом після того, як ви пішли. Зрештою, вони винні нам за те, що ми зробили."
Message_End_Quest_Story_MercilessOverseer_2,"Ці раби бідні як церковні миші, хоча один із них дав мені Стародавній бур як подяку."
Message_End_Quest_Story_MercilessOverseer_3,"Як би там не було, бур зійде. Він занадто старий, щоб щось коштувати, я думаю, що ви можете просто взяти його собі. Халява."
Message_End_Quest_Story_Mindthief_1_1,"Коли твоя сім'я розбредеться по стоках вод навколо Демонської Брами, ти скажеш їм, щоб вони прямували в Нижнє місто, де ти і наздоженеш їх пізніше."
Message_End_Quest_Story_Mindthief_2_1,"Ти повертаєш припаси у своє імпровізоване гніздо. Молоді особливо раді, що в них є щось ґрунтовне, щоб поїсти."
Message_End_Quest_Story_Mindthief_2_2,"Однак ви розумієте, що це тимчасове місце і ви маєте спланувати повернення у своє власне гніздо і вигнати тих, хто його забрав."
Message_End_Quest_Story_Nightshroud_1_1,"Нічнотінь забрав ектоплазму і почав деякі дослідження в підвалі Гільдії."
Message_End_Quest_Story_Nightshroud_1_2,"Цікаво, що це за запах?"
Message_End_Quest_Story_Nightshroud_1_3,"Тепер він з'явився до мене із завданням забрати якусь сутність Женця-заразителя з Гончий Пагорб, я нанесу її вам на карту."
Message_End_Quest_Story_Nightshroud_2_1,"Більшість Женців розсіялася після смерті, але Нічнотінь зумів запасти трохи їхніх залишків."
Message_End_Quest_Story_Nightshroud_2_2,"Чи знаємо ми, ""навіщо"" він це робить?"
Message_End_Quest_Story_Nightshroud_2_3,"Це якось пов'язано з Гниллю, що вражає землю, тепер він хоче знищити деяких Скритнів у Crystal Hollow."
Message_End_Quest_Story_Nightshroud_3_1,"Нічнотінь почав свій експеримент з останками істот і він сподівається, що це дасть нам уявлення про походження Гнилі."
Message_End_Quest_Story_Nightshroud_3_2,"Я розраховую на це, бо тоді я зможу повернутися в Гільдію, коли жахливі запахи зникнуть."
Message_End_Quest_Story_Nightshroud_3_3,"Перебування над таверною обходиться мені в цілий статок, і я, здається, витрачаю ще більше часу на випивку!"
Message_End_Quest_Story_Plagueherald_1_1,"Не можу повірити що ми щойно врятували вулик Женців. Навіщо нам це робити?"
Message_End_Quest_Story_Plagueherald_1_2,"Що ж, ми б'ємося, щоб захистити як Демонську Браму, так і континент, а ці мирні Женці справді живуть тут. Капітан Варти навіть погодився доглянути за іншими відомими вуликами Женців після нападу."
Message_End_Quest_Story_Plagueherald_1_3,"Ні, ми ж воюємо за плату. Усі, кого ми виручали - платили нам, а Женці - ні."
Message_End_Quest_Story_Plagueherald_1_4,"Насправді, Моровісник сказав, що його вулик навів його на інший вулик, який живе в старому храмі, який, можливо, володіє знаннями, необхідними для повного зцілення, і ми вирушимо туди разом із ним."
Message_End_Quest_Story_Plagueherald_1_5,"І так, перш ніж ви запитаєте, храм битком набитий скарбами, які більше не потрібні вулику."
Message_End_Quest_Story_Plagueherald_1_6,"..- Ммм, чудово! - Я в справі. Але чур я зберігаю всі скарби, які знайдемо?!"
Message_End_Quest_Story_Plagueherald_2_1,"Так, дозвольте мені все ж прояснити: Моровісник з'ясував, що сталося у вулику, ПОЇДАЮЧИ МЕРТВИХ ЖУКАРІВ, а потім просто продовжив свої дослідження, вірно?"
Message_End_Quest_Story_Plagueherald_2_2,"Не зовсім. Женці - це хмари розумних комах. Коли Моровісник об'єднав свою хмару з вмираючими комахами вулика, вони і змогли спілкуватися."
Message_End_Quest_Story_Plagueherald_2_3,"Гаразд... фух. Вибач, що запитав. Чи отримали ми хоча б те, що йому було потрібно?"
Message_End_Quest_Story_Plagueherald_2_4,"Так, Моровісник каже, що зараз він близький до завершення заклинання. Інформація в цій книзі просто неймовірна!"
Message_End_Quest_Story_Plagueherald_2_5,"Моровісник також сказав, що Саввас і люди разом зачистили вулик і напхали пасток, а потім люди напали на Саввас."
Message_End_Quest_Story_Plagueherald_2_6,"Хмм... Але нічого про сигил найманців? Можливо, який-небудь п'яниця в ""П'яній білці"" що-небудь знає. Це остання ниточка, яка в мене залишилася."
Message_End_Quest_Story_Plagueherald_3_1,"Судячи з усього, хтось дуже добре заплатив цим таємним найманцям за знищення вуликів Женців по всій Демонській Брамі і за її межами."
Message_End_Quest_Story_Plagueherald_3_2,"Як не дивно, але це не тільки Женці. Валрат, Саввас, Інокси та Куатрили також згадуються як цілі найманців. Ми вже доповіли капітану Варти."
Message_End_Quest_Story_Plagueherald_3_3,"Він запросив нас обговорити цю справу на складі в старому фінансовому районі, який нещодавно почала обстежувати міська варта."
Message_End_Quest_Story_Plagueherald_3_4,"Але з огляду на події в міській варті, я думаю, що ми повинні спершу дізнатися більше про цих найманців, перш ніж відвідувати ізольований склад, потенційно заповнений їхніми агентами."
Message_End_Quest_Story_Quartermaster_1_1,"Я не знаю, як ожилі трупи потрапили в гніздо Вермлінгів, але, принаймні, тепер ми можемо досліджувати Сховище Демонської Брами."
Message_End_Quest_Story_Quartermaster_1_2,"Чому ти ніколи не можеш узяти мене з собою куди-небудь у гарне місце?"
Message_End_Quest_Story_Quartermaster_1_3,"Я також поінформував Демонську Браму про смерть хранителів. Я припускаю, що вони поговорять із гарнізоном у Нижнє місто."
Message_End_Quest_Story_Quartermaster_2_1,"Я вивчила зелену субстанцію, яку ви витягли зі сховища. Це можна знайти тільки в Кайледжі, у печері, яку місцеві жителі вважають зачарованою."
Message_End_Quest_Story_Quartermaster_2_2,"Спочатку порожній стародавній склеп, тепер проклята печера..."
Message_End_Quest_Story_Quartermaster_2_3,"Ти ж знаєш, що нам платять за відвідування цих місць, вірно?"
Message_End_Quest_Story_Quartermaster_2_4,"Але це не означає, що мені це має подобатися."
Message_End_Quest_Story_Quartermaster_3_1,"Ліс, який ви виявили, відповідає старому міфу Інокс про приховане святилище, яке зміцнює всіх, хто в ньому перебуває. Це приголомшливе наукове відкриття."
Message_End_Quest_Story_Quartermaster_3_2,"Артефакт настільки ж інтригуючий. Це півсфера з дивним малюнком, вигравіруваним на ній, поруч із фразою на стародавньому Валратському діалекті."
Message_End_Quest_Story_Quartermaster_3_3,"Вона говорить: ""Ваша кінчина відкривається, як шия, але з початком радості. Вийди, нехай твоє тіло приєднається до мене."
Message_End_Quest_Story_Quartermaster_3_4,"Ні я, ні Інтендант нічого про це не знаємо. Нам потрібно вирішити цю проблему до того, як ми доберемося до ба - е-е, до того, як ми знайдемо запаси. Найімовірніше, це призведе до нашого злодія."
Message_End_Quest_Story_Sawbones_1_1,"Після того, як Чародійниця чарівним чином видалила стільки крові, скільки змогла, я зазирнув у книгу Культиста. Виявляється, що це щоденник."
Message_End_Quest_Story_Sawbones_1_2,"І що там? Вона проклинала місто в люті, тому що це її колишній був з Улоговина Демонячого Хребта?"
Message_End_Quest_Story_Sawbones_1_3,"Тиха! Взагалі-то, один із місцевих шевців зіпсував її улюблені чоботи. Але місцеве ПРОКЛЯТТЯ було всього лише побічним ефектом. Якщо вірити щоденнику, цей ритуал був зміцнювальним заклинанням, спрямованим на щось зловісніше, що відбувається в притулку Чорна Скеля."
Message_End_Quest_Story_Sawbones_1_4,"Ми рятуємо село, а потім однаково потрапимо прямо до в'язниці... Круто, ага!"
Message_End_Quest_Story_Sawbones_2_1,"Що ж, це було дивно. Ритуальне самогубство за допомогою найманця — це точно щось нове для нас.<br>"
Message_End_Quest_Story_Sawbones_2_2,"Це ще не все. Згідно з листом Інокс, Червоні пазурі запросили його плем'я допомогти їм завершити цей ритуал, щоб зрівняти з землею Солончакові низини, у спробі паралізувати зцілювальну магію Демонської Брами."
Message_End_Quest_Story_Sawbones_2_3,"Почекай, хіба це не справа Школи Великого Дуба? Навіщо бити по Солончакові низини?"
Message_End_Quest_Story_Sawbones_2_4,"У Солончакові низини живуть найкращі цілителі Школи, включно з Костоправовим. Наші цілителі таємно зберігають усі свої стародавні тексти в сільській ратуші, на випадок нещасного випадку в Школі."
Message_End_Quest_Story_Sawbones_2_5,"Все стрімко стало дуже серйозним. Ми зобов'язані захистити місто."
Message_End_Quest_Story_Scoundrel_1_1,"Я чув, що Південний Щит призначив нагороду за голову великого старого Інокса, який керував нападами на село, він може бути вашим хлопцем, я зазначу це на вашій карті."
Message_End_Quest_Story_Scoundrel_2_1,"Знаєш що, це схоже на ліс біля Гребінь Орла. Я б поставив на це свій улюблений капелюх. Імовірно, найкраще піднятися туди і розпитати: вони дізнаються, чи є в цьому районі Інокс."
Message_End_Quest_Story_SightlessEye_1,"Око мертве, і у нас є повідомлення, що в більшості областей Гниль відступає, але все ще можуть залишатися її осередки навколо."
Message_End_Quest_Story_SightlessEye_2,"...- Що сталося, що це за запах?"
Message_End_Quest_Story_SightlessEye_3,"Ви втрачаєте свідомість."
Message_End_Quest_Story_SightlessEye_4,"Напевно, це найрозумніше, що я коли-небудь робив..."
Message_End_Quest_Story_SightlessEye_5,"Дивись, у мене є займистий меч, який я використовую як нічник, і я хочу, щоб він був у тебе. Безкоштовно. Якщо ти коли-небудь знову битимешся з чимось таким смердючим, вбий його. Вогнем. Від цього меча."
Message_End_Quest_Story_Soothsinger_1_1,"Ви розмовляєте з рештою розбійників, але ні в кого з них немає пояснень, чому на табір напала нежить."
Message_End_Quest_Story_Soothsinger_1_2,"Можливо, це через те, що ваш табір став на старому кладовищі Інокс?"
Message_End_Quest_Story_Soothsinger_1_3,"Хороша новина полягає в тому, що Оспівувачка отримала кілька нових похабних мелодій. Я пропоную відвідати кілька Вермлінгів, щоб дізнатися й інші, ходімо, я знаю одне місце!"
Message_End_Quest_Story_Soothsinger_2_1,"Що відбувається? Здається, хтось не хоче, щоб ми вчили нові пісні?"
Message_End_Quest_Story_Soothsinger_2_2,"Я думаю, що все більш серйозно і здається, що пов'язано з Оспівуючою."
Message_End_Quest_Story_Soothsinger_2_3,"У такому разі, нам потрібно попередити наступний напад, я поговорю з деякими з моїх друзів Інокса і підготую групу з привітання."
Message_End_Quest_Story_Soothsinger_3_1,"Це зайняло у мене якийсь час, але ми змусили його говорити, ви не повірите..."
Message_End_Quest_Story_Soothsinger_3_2,"Очевидно, він працює на якогось чемпіона скелетів, який має зуб на нашу Оспівувачку."
Message_End_Quest_Story_Soothsinger_3_3,"Вона нащадок барда, який запечатав його у вежі на північ від Літноводдя"
Message_End_Quest_Story_Soothsinger_3_4,"Але у вежу немає входу, а також магічний замок"
Message_End_Quest_Story_Spellweaver_1_1,"Цей розбійник одягнений у кольори Смарагдових Валетів, з ближнього Східний гай. Потім я перевірю їхню оперативну базу."
Message_End_Quest_Story_Spellweaver_2_1,"Почувши про ваше скрутне становище, Хранитель Дуба дає вам кілька порад."
Message_End_Quest_Story_Spellweaver_2_2,"У нашій бібліотеці в Храмі є записи про святилище, де ви можете попросити про допомогу. Ймовірно, що це один із таких випадків."
Message_End_Quest_Story_Spellweaver_2_3,"Я позначу місце на карті, але ви маєте спочатку довести свою цінність."
Message_End_Quest_Story_Spellweaver_2_4,"Просто скажіть: ""Я вимагаю милості"" і все відкриється."
Message_End_Quest_Story_Spellweaver_3_1,"Що ж вона тоді отримала?"
Message_End_Quest_Story_Spellweaver_3_2,"Ми не знаємо, але це проявить себе, коли знадобиться."
Message_End_Quest_Story_Spellweaver_3_3,"Ну, це зовсім туманно, чи не так? Хіба він не міг просто дати нам великий палаючий меч або щось на кшталт цього?"
Message_End_Quest_Story_Summoner_1_1,"Прикликачка хотіла провести там більше часу, але вона вважає, що бачила достатньо, щоб знати, як роз'єднати ці плани зараз."
Message_End_Quest_Story_Summoner_1_2,"Вона використовувала мої особисті книги заклинань, щоб розібратися. Заклинателька стверджує, що вона цитує ще одну книгу заклинань, яка нам знадобиться, - том, загублений у покинутій бібліотеці за межами Брудногляд."
Message_End_Quest_Story_Summoner_1_3,"Звучить як ідеальна можливість для бізнесу! Можливо, я навіть піду за ними."
Message_End_Quest_Story_Summoner_2_1,"У мене щойно відбулася серйозна розмова з Закликателькою. Книжка, яку ви забрали, не потрібна, щоб закрити розлом. Це просто ""звучало цікаво"", і їй захотілося почитати."
Message_End_Quest_Story_Summoner_2_2,"Вона ледь не вбила нас через загублену книгу заклинань, яка їй навіть не потрібна? ...Ми ж можемо її продати, правда?"
Message_End_Quest_Story_Summoner_2_3,"З іншого боку. Вона все ще потребує книги, тільки не для розлому. Тепер у Прикликачки є безпечніший спосіб для вас усіх повернутися в це підземелля..."
Message_End_Quest_Story_Summoner_3_1,"Ця півсфера, яку ви мені принесли, ні я, ні Прикликачка не можемо зрозуміти, як вона пов'язана з планарним розломом."
Message_End_Quest_Story_Summoner_3_2,"Збоку на ньому був висічений якийсь малюнок, а поруч - напис на рідкісному стародавньому Валратському діалекті."
Message_End_Quest_Story_Summoner_3_3,"Напис приблизно говорить: ""Закінчується Серафим, без початку гордині. Стеж, щоб усі, хто протистоїть новій королеві, вщухли."" Цікаво."
Message_End_Quest_Story_Sunkeeper_1_1,"Тепер Хранителька Сонця заслужила їхню довіру, вони кажуть, що міська варта з'явилася в їхній табір і мала намір забрати деяких із них."
Message_End_Quest_Story_Sunkeeper_1_2,"Вони чинили опір і стражники напали!"
Message_End_Quest_Story_Sunkeeper_1_3,"Хоча вони не змогли зупинити охоронців від викрадення декого з їхнього племені, вони все ж вистежили їх у цьому місці неподалік від Брудногляд."
Message_End_Quest_Story_Sunkeeper_2_1,"Ну, ця карта ясно вказує на гай Туманопад."
Message_End_Quest_Story_Sunkeeper_2_2,"Ми повинні знищити цих работорговців до полудня."
Message_End_Quest_Story_Sunkeeper_3_1,"Схоже, що Хранителька Сонця схопила ключ із шиї трупа Женця."
Message_End_Quest_Story_Sunkeeper_3_2,"Якщо ми зуміємо знайти їхній справжній штаб, то знайдемо спосіб проникнути всередину!"
Message_End_Quest_Story_Tinkerer_1_1,"Ці сувої належать до храму в лісі далеко на північному заході, повз школу Великого Дуба. Схоже, що це наступна область для дослідження."
Message_End_Quest_Story_Tinkerer_2_1,"Документація, яку ви виявили, дасть вам змогу виконати деякі власні ритуали, ви вирішуєте зробити це під самою гільдією, у разі, якщо щось піде не так!"
Message_End_Quest_Story_Tinkerer_3_1,"Коли до тебе повертається зір, демон уже пішов, повернувся у свій світ. Ви думаєте, що весь цей експеримент був помилкою, коли ви відчуваєте запах гару..."
Message_End_Quest_Story_Tinkerer_3_2,"На карті на стіні є маленька дірочка, пропалена наскрізь, пляма відразу за місцем розташування ""купола"". Ви задаєтеся питанням, чи не намагався Сонячний Демон сказати вам щось..."
Message_End_Quest_Story_UndeadCommander_1,"Схоже, Мелодія простежила за Свеггером до того ж храму, що й ми, а потім найняла кілька жерців, щоб створити заклинання зв'язування, яке може відкрити тільки бард."
Message_End_Quest_Story_UndeadCommander_2,"Можливо, ми мало що отримали від цього завдання, але я знайшов цей... череп на підлозі."
Message_End_Quest_Story_UndeadCommander_3,"Навіть я не можу продати це, тож ось він, будь ласка, у мене мурашки по шкірі."
Message_End_Quest_Story_WingedHorror_1,"Я думаю, що це був найжахливіший демон, якого ми коли-небудь перемагали. Моїм вухам ще довгі роки снитимуться кошмари."
Message_End_Quest_Story_WingedHorror_2,"Ще одна хороша новина: Школа та її Великий Дуб у безпеці. Хірург уже допомагає повернути персонал, студентів та записи на місце.<br>"
Message_End_Quest_Story_WingedHorror_3,"Міська варта також знайшла більше документів Червоних Пазурів. Здається, Крилатий Жах викликається лише ритуалами, що включають надзвичайні страждання, і для їх завершення потрібно майже десятиліття. Нам доведеться бути пильними.<br>"
Message_End_Quest_Story_WingedHorror_4,"Що стосується блювоти Жаху, то цей твердий шматок був одним із енергетичних ядер для захисту Школи. Це не є посібником з будівельної магії, але це вже щось.<br>"
Message_End_Quest_Story_WingedHorror_5,"Енергетичне ядро, ну таке... хоча, як то кажуть, демону-дарувальнику в зуби не дивляться. Я поклав його на зберігання для вас: ми явно отримаємо більше користі від ядра, ніж Школа."
Message_End_Quest_Travel_Amberhill_1,"Отже, міська варта вбиває людей? Це, безумовно, не той захист, за який я сплачую свої податі - хоча я, е-е, безумовно сплачую свої податки, майже всі, так"
Message_End_Quest_Travel_Amberhill_2,"На щастя, Amberhill відомий своїми зачарованими предметами екіпіровки, зробленими з місцевого чарівного Бурштинового дерева."
Message_End_Quest_Travel_Amberhill_3,"Вони дали мені прекрасну пару чобіт швидкості, щоб допомогти нам у нашому шляху. Заходьте в мій магазин, коли зможете!"
Message_End_Quest_Travel_Bloodford_1,"Радий, що ти добре впорався. Торговий шлях уже знову в дії - у мене знайдеться трохи паралізуючого порошку на складі, коли ви повернетеся."
Message_End_Quest_Travel_Bloodford_2,"Зараз ми повинні отримати інші запити на торгові маршрути, тож давайте продовжимо розширювати мережу. Перш ніж ви почнете ... підіть прийміть ванну, заради всіх..."
Message_End_Quest_Travel_CrystalHollow_1,"Я завжди уявляв собі, які багатства знайду в Crystal Hollow ... печера легенд!"
Message_End_Quest_Travel_CrystalHollow_2,"Це було не дуже здорово. Здебільшого це були просто гриби, і навіть не чарівні."
Message_End_Quest_Travel_CrystalHollow_3,"Але бійка з павуком призвела до того, що я впав і виявив наполовину зариту алебарду. Він здається досить здоровенним, і тепер перебуває в моєму магазині."
Message_End_Quest_Travel_DemonspineHollow_1,"Я завжди думав, біси - це казки купки шевців, але, мабуть, саме цим і славиться Улоговина Демонячого Хребта. Шевці, тобто не біси, приходять подивитися на нові чоботи в наявності."
Message_End_Quest_Travel_DrakeFireFarm_1,"Фермери Drake Fire Farm взяли спори деяких дивних рослин поблизу і зробили кілька порохових бомб."
Message_End_Quest_Travel_DrakeFireFarm_2,"Я сам їх не пробував, але вони здаються... незручними, я впевнений, що вони вам сподобаються."
Message_End_Quest_Travel_Eaglecrest_1,"Сьогодні я отримав посилку з Гребінь Орла , з однієї з тамтешніх майстерень. Очевидно, група Іноксів заплатила за доставку нам телескопічного прицілу."
Message_End_Quest_Travel_Eaglecrest_2,"Я не знаю, чи є це подарунком вдячності або заявою про вашу військову доблесть."
Message_End_Quest_Travel_Eastgrove_1,"Ви знаєте, що в Східний гай був загін стародавньої королівської гвардії? І тепер у мене є набір лат у магазині!"
Message_End_Quest_Travel_Fordingbridge_1,"Перевал Перевал Кістколом на південному сході раніше був домом для найбільших шевців у цьому районі, але, схоже, Фордінгбрідж вивчив деякі з їхніх ремесел, зупинившись на цьому шляху."
Message_End_Quest_Travel_Fordingbridge_2,"У мене зараз на складі є цікава пара туфель."
Message_End_Quest_Travel_Hammerholm_1,"Ковалі Гаммергольм були в захваті від твоєї роботи, а в мене тепер є кілька нових обладунків в асортименті!"
Message_End_Quest_Travel_HoundHill_1,"Городяни просто у нестямі від радості, що ви вигнали цих огидних катів і вони подарували мені цю статуетку сокола."
Message_End_Quest_Travel_HoundHill_2,"Можна було б очікувати фігурку гончака, вірно? Ну, напевно, соколи одухотворені або щось у цьому роді. У всякому разі, він у магазині."
Message_End_Quest_Travel_Ironbell_1,"Я заскочив до Залізний Дзвін після того, як ви пішли, щоб знайти свою власну зброю. Я не збираюся приєднуватися до вас на передовій, але я, е-е, хотів відчути себе частиною дії."
