Keys,"Українська [ua-UA]"
Quest_Relic_FleaBittenShawl_NAME,"Вивезти сміття"
Quest_Relic_NecklaceOfTeeth_DESC,"Розслідуйте чутки про відьму в лісі та її коштовності, зроблені з її жертв."
Quest_Relic_NecklaceOfTeeth_INTRO,"Лісові масиви на північ від Брудногляд - не найприємніше місце для відвідування. Між кострубатими деревами земля заболочена, а туман низько стелиться над травою. Ви сподіваєтеся, що чутки торговця вірні, бо повернення з порожніми руками не приведе вас у найкращий настрій. Після кількох годин, пробираючись крізь чагарник і хащі, ви помічаєте вдалині світло. Можливо, це її хатина? Ви повзете вперед і оглядаєте місце події. Галявина перед старим будинком усіяна пастками, тож ви розділяєтеся, посилаючи ще один загін навколо задньої частини будинку, хоча земля там болотистіша. Коли ви плануєте напад, вас побачили - очевидно, у неї є союзники!"
Quest_Relic_NecklaceOfTeeth_LIST,"Нанести візит до відьми"
Quest_Relic_NecklaceOfTeeth_NAME,"Смерть їй до лиця"
Quest_Relic_OrbOfDawn_DESC,"Було виявлено місцезнаходження реліквії, важливої для сонячних демонів, ідіть і заберіть її."
Quest_Relic_OrbOfDawn_INTRO,"Ви повертаєтеся до місця розкопаного храму з давніх часів, плями мертвої трави - єдиний спогад про спалену землю, що оточує вхід, звідки ви востаннє відвідували його. Ви входите в будівлю і, дотримуючись поради Хранителя, обшукуєте внутрішню кімнату в пошуках ознак секретної панелі. Після пошуку протягом години або близько того, ви розумієте, що всі факельні бра рухомі, ви пробуєте кожну комбінацію, доки не чуєте гучне клацання. Кам'яна панель ковзає вбік, а ви прямуєте в прохід за нею."
Quest_Relic_OrbOfDawn_LIST,"Поверніть кулю світанку"
Quest_Relic_OrbOfDawn_NAME,"Серце Сонця"
Quest_Relic_OrbOfTwilight_DESC,"Було виявлено місцезнаходження реліквії, важливої для нічних демонів, йдіть і заберіть її."
Quest_Relic_OrbOfTwilight_INTRO,"Ви повертаєтеся до хворого гаю, де билися з нічними демонами востаннє, коли були тут, хоча гниль і значно зменшилася, ви помічаєте, що вона все ще присутня. Тепер ви шукаєте підказки. Ви бачите, що гниль поширюється далі на північ і прямує в тому напрямку, глибше в підлісок. Після короткого переходу ви бачите дивну будівлю, що піднімається з кущів, а перед нею патрулюють нічні демони. Схоже, ви знайшли свою ЦІЛЬ."
Quest_Relic_OrbOfTwilight_LIST,"Поверніть кулю Сутінків"
Quest_Relic_OrbOfTwilight_NAME,"Серце ночі"
Quest_Relic_RemoteSpider_DESC,"Вермлінги живуть у печерній мережі з ямою гадюк, будьте напоготові."
Quest_Relic_RemoteSpider_INTRO,"Ви зустрічаєтеся зі Скабвітом у Мідний оазис, де він вводить вас у курс справи. Коли ви прямуєте вглиб, він говорить про те, що члени його племені чують брязкітливі звуки в підліску, а потім раптово хворіють. Вони знайшли дивні сліди на землі, але також і сліди Вермлінга, які вели в довколишні пагорби. Він періодично зупиняється й обнюхує землю, вказуючи на зламані стебла трави або потривожені камені. Незабаром ви підходите до входу в печеру, прикрашеного черепами та кістками. Ви заходите всередину."
Quest_Relic_RemoteSpider_LIST,"Допоможіть Скабвіту перемогти кількох лютих Вермлінгів"
Quest_Relic_RemoteSpider_NAME,"У Гадючу яму"
Quest_Relic_ResonantCrystal_DESC,"Дивні підземні поштовхи мучать Шибеничний Пагорб відтоді, як зірка впала на землю, йдіть і розслідуйте!"
Quest_Relic_ResonantCrystal_INTRO,"Дотримуючись вказівок жителів села на Шибеничний Пагорб, ви підходите до входу в старий зруйнований склеп. Очевидно, хтось був тут недавно, судячи зі сміття біля входу. Будьте напоготові!"
Quest_Relic_ResonantCrystal_LIST,"Поверніть те, що впало з неба"
Quest_Relic_ResonantCrystal_NAME,"Зірка, що впала"
Quest_Relic_RingOfSkulls_DESC,"Знайдіть, де культисти створюють свої закличні прикраси і викрадіть частину для себе."
Quest_Relic_RingOfSkulls_INTRO,"Ви повертаєтеся в Тіньовий спочинок, місце, де ви вперше зіштовхнулися із загрозою культистів, і слідуєте інформації, наданій вам Хранителем Дуба. Ви прямуєте на північ, у пустелю, і через кілька годин знаходите пустельний каньйон, у якому тужливо завиває вітер. Ви входите в каньйон і зі здивуванням бачите фасад стародавнього храму, висічений із самої скелі й прикрашений черепами.Це має бути те саме місце."
Quest_Relic_RingOfSkulls_LIST,"Навчіться закликати свої власні ожилі кістки"
Quest_Relic_RingOfSkulls_NAME,"Кістки розбрату"
Quest_Relic_SacrificialRobes_DESC,"Можливо, група культистів винайшла предмет, що допомагає атакувати з далеких дистанцій..."
Quest_Relic_SacrificialRobes_INTRO,"Починаючи з підніжжя Ермітажу, ви прямуєте на південь, у ліс. Ви побоюєтеся, що лучники особливо добре вміють розставляти пастки, тому все йде повільно. Коли сонце починає опускатися, ви помічаєте галявину з тим, що здається спорядженням для стрільби з лука. Воно знаходиться поруч із дивною кам'яною спорудою, ви можете побачити лучників і культистів у цьому районі. Мабуть, це те саме місце."
Quest_Relic_SacrificialRobes_LIST,"Досліджуйте історії про культистів і лучників, які працюють разом"
Quest_Relic_SacrificialRobes_NAME,"Полювання на мисливців"
Quest_Relic_SecondSkin_DESC,"Обладунки відвезли в укриття в Цингова Затока, час їх повернути."
Quest_Relic_SecondSkin_INTRO,"Ви розпитуєте в Цингова Затока про будь-які чутки про нещодавні тіньові бізнес-стартапи і розчаровуєтеся, отримавши близько п'ятдесяти наведень. Після безлічі помилкових ви добираєтеся до складу, який має потенціал: розбійників помічено, що вони несуть різні частини зброї та броні в ящиках, тому ви йдете на розвідку. Ви прокрадаєтеся в бічну кімнату і думаєте, що це те саме місце, але там багато робітників. Вам доведеться входити туди."
Quest_Relic_SecondSkin_LIST,"Повернути прототип броні"
Quest_Relic_SecondSkin_NAME,"Злодійський партнер"
Quest_Relic_StaffOfElements_DESC,"Випробування Стихій - небезпечна місія, але нагорода вражає: потужний посох стихій. Добре підготуйтеся!"
Quest_Relic_StaffOfElements_INTRO,"Ви сподівалися, що вам не доведеться повертатися в гори навколо діри, але ось ви знову тут, запах сірки атакує ваші почуття й обпікає ваші очі. Немає ніякої стежки, про яку можна було б говорити, просто неясний маршрут із менш кам'янистих осипів, щоб піднятися. Ви задаєтеся питанням, чи вірні вказівки Чарівниці. Після кількох хибних тривог, коли занедбані входи в печери вели в кімнату кажанів або купу кісток, ви піднімаєтеся на вершину пагорба і бачите великий темний вхід, оточений рунами. Ти збираєшся з силами і наважуєшся увійти всередину."
Quest_Relic_StaffOfElements_LIST,"Ризикніть увійти в печеру, що кишить демонами, щоб забрати артефакт"
Quest_Relic_StaffOfElements_NAME,"Випробування стихій"
Quest_Relic_StaffOfSummoning_DESC,"Розташування посоха буде ретельно охоронятися, приведіть покликаних союзників"
Quest_Relic_StaffOfSummoning_INTRO,"Спільнота Саввас у Каменепад напрочуд неоднозначно ставиться до вашої місії з пошуку посоха призову. Вони не займаються магією доти, доки вона не вторгається в їхнє повсякденне життя. Вони вказують вам у напрямку склепу, де його можна знайти, але попереджають, що секта Савв захищає його ціною свого життя. Однак вони не дуже популярні! Ви без особливого галасу добираєтеся до склепу і прямуєте всередину."
Quest_Relic_StaffOfSummoning_LIST,"Шукайте посох призову"
Quest_Relic_StaffOfSummoning_NAME,"Заклик до дії"
Quest_Relic_StaffOfXorn_DESC,"Знищіть секту Іноксів, перш ніж вони стануть занадто великою загрозою, щоб впоратися з ними."
Quest_Relic_StaffOfXorn_INTRO,"Прямуючи на північ уздовж узбережжя до лігва Інокса, ви задаєтесь питанням, хто або що таке цей Зорн і чому інші хочуть слідувати за ними. Коли ви прямуєте через ділянку дерев, ви чуєте розмову попереду, перш ніж ви можете підготувати засідку, Інокси атакують!"
Quest_Relic_StaffOfXorn_LIST,"Знищіть шукачів Зорна"
Quest_Relic_StaffOfXorn_NAME,"Посох Зустрічі"
Quest_Relic_SteamArmor_DESC,"Вежа алхіміка була розгромлена, йдіть і розслідуйте"
Quest_Relic_SteamArmor_INTRO,"Ви приходите до головного наглядача в Притулок Чорної Скелі, він пояснює, що після нещодавніх проблем з демонами вони зрозуміли, що їм потрібна більша безпека для своїх співробітників. Він доручив їхньому алхіміку зібрати обладунки, які могли б витримати важкі удари більш небезпечних ворогів землі, і, мабуть, дослідження йшли добре. Йому стало відомо, що алхімік не тільки скуповував якусь стародавню техніку, а й захоплювався демонологією, але оскільки це було для благої справи, він закривав на це очі. Тепер він розуміє, що це було не особливо мудре рішення. Він вказує вам на вежу, і ви починаєте свою подорож. Ви добираєтеся до вежі без пригод, усе здається тихим, коли ви прямуєте до дверного отвору..."
Quest_Relic_SteamArmor_LIST,"Дізнайтеся, що трапилося з Алхіміком"
Quest_Relic_SteamArmor_NAME,"Броньований конфлікт"
Quest_Relic_SteelRing_DESC,"У проклятій гробниці під руїнами City of Slate зберігається потужна ювелірна прикраса. Багато хто намагався претендувати на неї, але всі загинули."
Quest_Relic_SteelRing_INTRO,"Археологи направляють вас на південь, після недовгої подорожі ви опиняєтеся біля входу. Він був покритий камінням і уламками, хоча ви не знаєте, щоб утримати людей зовні або мешканців усередині. Після видалення достатньої кількості завалів, щоб забезпечити доступ, ви забираєтесь всередину і одразу ж ваша шкіра починає свербіти та горіти. Коли ви опускаєте голову вниз, біль посилюється. Ви розумієте, що вам краще поквапитися, бо якщо ви затримаєтеся занадто довго, це стане вашою могилою!"
Quest_Relic_SteelRing_LIST,"Пошук реліквії під City of Slate"
Quest_Relic_SteelRing_NAME,"Усього лише каблучка"
Quest_Story_3A_DESC,"І знову Дикун опиняється в скрутному становищі. Проведіть його в безпечне місце і він напевно вступить до Гільдії."
Quest_Story_3A_INTRO,"Тренер велів вам вирушити на цвинтар Демонської Брами, там ви знаходите мавзолей із розбитими вхідними дверима. Спускаючись сходами в темряву внизу, ви йдете по сліду зламаних кісток, поки не чуєте звуки битви. Увійшовши в кімнату, тяжкопоранений Дикун зіткнувся віч-на-віч із цілою низкою нежиті."
Quest_Story_3A_LIST,"Завербуйте Дикуна в Гільдію"
Quest_Story_3A_NAME,"Я є Дикун"
Quest_Story_3B_DESC,"Тренер вказав вам розташування вашого другого потенційного рекрута."
Quest_Story_3B_INTRO,"Тренер вказує вам у напрямку зруйнованого склепу на околиці міста. Мертві розбійники усіяли територію, багато хто з ножами, все ще встромленими в їхні трупи, ясно, що вони не помітили наближення нападника."
Quest_Story_3B_LIST,"Завербуйте шахрайку в Гільдію"
Quest_Story_3B_NAME,"Клинок у ночі"
Quest_Story_4A_DESC,"Розбійники перекривають дорогу до Шибеничний Пагорб - і ви повинні прогнати їх."
Quest_Story_4A_LIST,"Розблокуйте торговий маршрут до Шибеничний Пагорб"
Quest_Story_4A_NAME,"Катові заплатіть карбованою монетою"
Quest_Story_5A_DESC,"Чародійниця потрапила в біду в лісі - допоможіть їй і вона напевно вступить до Гільдії!"
Quest_Story_5A_INTRO,"Розпитавши в Шибеничний Пагорб, ви прямуєте вниз лісовою стежкою до якихось давно забутих руїн. Коли ви досягаєте галявини, ви чуєте шум попереду: здається, якісь розбійники загнали в кут жінку - Орхідку. Це та, кого вам веліли знайти?"
Quest_Story_5A_LIST,"Завербуйте плетітельку чар у Гільдію"
Quest_Story_5A_NAME,"Цариця стихій"
Quest_Story_5B_DESC,"Допоможіть Винахіднику втекти з одного з численних склепів Демонської Брами і він напевно вступить до Гільдії!"
Quest_Story_5B_INTRO,"Тренер повідомляє вам, що востаннє Куатріла бачили, як він прямував до підвалу занедбаного особняка на південь від міста. Підійшовши до особняка, ви виявляєте, що вхідні двері відчинені навстіж, а в густому пилу видно маленькі сліди. Ви прямуєте за ними до дверей у глибокий темний підвал..."
Quest_Story_5B_LIST,"Завербуйте Винахідника в Гільдію"
Quest_Story_5B_NAME,"Мозок сильніший за м'язи"
Quest_Story_5C_DESC,"Нежить піднялася в цьому склепі - час упокоїти їх знову."
Quest_Story_5C_INTRO,"Хранителька зустрічає вас біля входу до храму, де багато послушників зі страхом дивляться в бік будівлі. Вона пояснює, що в склепах відчиняються портали, і хоча вони мають священний символ, здатний закрити їх, ніхто не наважується увійти до склепу.<br>Вона дає вам артефакт і пояснює: ""Вам потрібно буде лишитися в склепі на деякий час, а потім символ закриє і розвіє портали, удачі!"". Вона веде вас уперед."
Quest_Story_5C_LIST,"Розслідувати нашестя нежиті"
Quest_Story_5C_NAME,"Гробниця жахів"
Quest_Story_7A_DESC,"Навіть твердолобі найманці іноді потребують допомоги."
Quest_Story_7A_INTRO,"Ви знову опиняєтеся біля входу в колись занедбаний склеп і починаєте запитувати себе, що змушує всіх цих найманців продовжувати досліджувати могили нежиті? Золото, це має бути золото ... ви входите в гробницю, очікуючи знайти іншого індивідуума, який потребує ваших тактичних знань."
Quest_Story_7A_LIST,"Завербуйте Пустотілого в Гільдію"
Quest_Story_7A_NAME,"Кам'яне серце"
Quest_Story_7B_DESC,"Мисливець на демонів був би цінним надбанням для гільдії, якби вона приєдналася."
Quest_Story_7B_INTRO,"Ніхто в Маршах не хоче допомагати вам знайти Думкокрадійку: всі відвертаються, коли ви згадуєте Вермлінга. Коли ви збираєтеся йти, маленька дівчинка підбігає до вас і каже: ‘Крисяча Пані була тут, вона сказала, що збирається вигнати демонів із покинутого підземелля під фортецею на сході, і дала мені це!’ Вона показує вам маленьку солом’яну ляльку у формі досить неприємного гризуна. Ви вирушаєте до фортеці та спускаєтеся вологими сходами до підземелля."
Quest_Story_7B_LIST,"Завербуйте Думкокрадійку в Гільдію"
Quest_Story_7B_NAME,"Розум над матерією"
Quest_Story_BanditCommander_DESC,"Усі докази вказують на те, що ватажок розбійників перебував у Shrine of the Ashes. Час його прикінчити."
Quest_Story_BanditCommander_INTRO,"Спочатку ви прямуєте до судноплавної компанії в Дикий Шпиль, де надокучливий клерк спершу був потайливий. Однак після того, як третина їхніх запасів раптово перетворилася на пил, він, що не дивно, змінив свою думку. Місце, яке він вам дає, - це печера за містом, глибоко в лісі. Ви негайно прямуєте туди, сподіваючись спіймати ватажка розбійників до того, як він встигне очистити святилище і рушити далі. Коли ви досягаєте скелястого виступу, ви чуєте гучні й різкі суперечки розбійників. Це, мабуть, Temple of Ashes!"
Quest_Story_BanditCommander_LIST,"Ватажка розбійників має бути вбито"
Quest_Story_BanditCommander_NAME,"Святилище попелу"
Quest_Story_BeastTyrant_1_DESC,"Володар Звірів знайшов незвичайних союзників за межами Солодководдя..."
Quest_Story_BeastTyrant_1_INTRO,"Істоти, раніше вигнані зі Солодководдя, поширилися каналізаційною мережею в навколишні околиці. Володар Звірів спілкувався з деякими дикими істотами в цьому районі і виявив, що багато хто з їхніх місць проживання перебувають під загрозою, він переконаний, що ви можете працювати спільно з природою проти спільного ворога. З Повелителем звірів в авангарді загону ви прямуєте зі Солодководдя на південний схід, до більш скелястої місцевості з кількома невеликими печерами. Подекуди можна побачити сліди Гнилі, мертвих тварин або рослин і погано пахне воду. Він веде вас кам'янистою стежкою до входу в печеру, заваленого зміїною лускою. Перш ніж ви встигаєте попередити його про небезпеку, кілька гігантських гадюк з'являються зсередини і прямують до нього, але перш ніж вони нападають, він піднімає руки і пронизливо шипить. Змії повертаються і прямують назад у печеру, а Володар Звірів сигналізує вам слідувати за ним..."
Quest_Story_BeastTyrant_1_LIST,"Відтісніть гниль біля Солодководдя"
Quest_Story_BeastTyrant_1_NAME,"Очі змії"
Quest_Story_BeastTyrant_1_REWARD,"Відкрийте сюжетні завдання Володаря Звірів"
Quest_Story_BeastTyrant_2_DESC,"Ще більше диких тварин звернулися по допомогу до Володаря Звірів."
Quest_Story_BeastTyrant_2_INTRO,"Володар Звірів веде тебе до Hermitage, і знову ти не знаєш, чого очікувати. Доброзичливих дрейків, ведмедів чи бісів? Відповідь ви отримуєте за кілька миль на південь від Hermitage, коли з підліска вигулькнуло кілька гончаків. Володар Звірів, здається, спілкується з ними, а потім пояснює, що Гниль зачепила довколишній цвинтар і що гидота поширюється лісом. Гончі ведуть вас зарослою стежкою, доки ви не досягнете краю галявини з неприємним видовищем: нежить і слиз нишпорять навколо. Вас ще не помітили, тепер треба напасти на ворогів!"
Quest_Story_BeastTyrant_2_LIST,"Відкинути гниль біля Hermitage"
Quest_Story_BeastTyrant_2_NAME,"Собача кісточка"
Quest_Story_BeastTyrant_3_DESC,"Каменепад, Схоже, має джерело Гнилі, яке вам потрібно дослідити."
Quest_Story_BeastTyrant_3_INTRO,"Рухаючись від Каменепад, Володар Звірів здається більш жвавим, ніж зазвичай. Чародійниця сказала вам, що тварини в околицях розповідали про велику кількість монстрів зі щупальцями, які вбивають усе, що наближається. Вона вважає, що це живильне середовище для цих істот, і якщо дорослі особини будуть знищені, вона зможе побачити, як вони розмножуються і потенційно роздобути незрілий екземпляр. Ви прямуєте в гори й опиняєтеся біля входу у велику мережу печер. Володар Звірів пояснює, що кілька печерних ведмедів чекають в окремій кімнаті і що група повинна розділитися, щоб об'єднати свої сили з ними. Коли загін розділяється, ви чекаєте сигналу, щоб почати атаку, але перш ніж він прийде, вас виявляють. Схоже, вам потрібно буде вижити, поки ведмеді прийдуть вам на допомогу!"
Quest_Story_BeastTyrant_3_LIST,"Знайдіть вторинне джерело Гнилі"
Quest_Story_BeastTyrant_3_NAME,"Каменепад"
Quest_Story_Berserker_1_DESC,"Де зараз Наглядач?"
Quest_Story_Berserker_1_INTRO,"Важка атмосфера нависла над усіма вами відтоді, як Гільдія отримала звістку, що Наглядач повернувся до Похмурої Гавані, тренер був непохитний у своїй тривозі та потребі, щоб ви усунули його якомога швидше. Ходять чутки, що Наглядач зараз у розбійницькому таборі за Млиновий ставок, тож тепер ви прямуєте туди на чолі з Берсерком. Подорож була недовгою, і ви швидко натрапляєте на дерев'яні паркани та хутряні намети, яким надають перевагу розбійники. Незабаром ви помічаєте, що стара база населена не розбійниками, а охоронцями. Гвардієць незграбно підходить до вас, коли ви підходите до воріт, і гарчить: ""Гей, забирайтеся! Цей табір зараз розслідує міська варта"". Берсерк підходить до нього і швидким рухом встромляє в нього свій ніж. Решта стражників вихоплюють мечі й рвуться вперед..."
Quest_Story_Berserker_1_LIST,"Берсерк має знайти старого друга..."
Quest_Story_Berserker_1_NAME,"Службове відрядження"
Quest_Story_Berserker_1_REWARD,"Відкрийте сюжетні завдання Берсерка"
Quest_Story_Berserker_2_DESC,"Наглядач вирушив у табір Залізолісу. Переконайся, що це останнє місце, куди він піде."
Quest_Story_Berserker_2_INTRO,"Табір Залізолісу знайти було неважко. Наглядач залишив свій слід у вигляді димного стовпа, що здіймається в небо над селом. Ви прибуваєте, очікуючи бійні, і бійня - це те, що ви знаходите. Будівлі в руїнах, а навколо них тіла. Тіла тих, хто не приєднався до його армії. Оголивши зброю, ви просуваєтеся вглиб села, і вас зустрічає запах палаючого дерева... і мокрого собаки. Вирішивши сховатися в руїнах, щоб знайти джерело смороду, ви помічаєте Вермлінгів, які снують серед уламків. Вони збирають шматки металу і забирають їх далі в табір, замість того, щоб пожирати тіла, як зазвичай вчинили б Вермлінги. Ви починаєте слідувати за однією з істот, щоб дізнатися, куди вона тягне метал, але горіла дошка під вашою ногою гидко скрипить. Вермлінг обертається і раптово ви опиняєтеся в оточенні..."
Quest_Story_Berserker_2_LIST,"Зупиніть Наглядача в його подорожі"
Quest_Story_Berserker_2_NAME,"Центр міста."
Quest_Story_Berserker_3_DESC,"Щось коїться в цій печері."
Quest_Story_Berserker_3_INTRO,"Після двох неправдивих наведень ви впевнені, що на цьому все й закінчиться. Саме тут ви віддасте Наглядача правосуддю. Місцеві жителі в Drake Fire Farm були раді скерувати вас до входу в печеру, але були чомусь упевнені, що назад ви вже не повернетеся. Ті, хто жив на фермі, здавалося, були щасливі не втручатися в те, що відбувається. Місцеві жителі розповідали вам, що з печери приходить і йде багато фургонів, ви можете бачити, що навколишню траву розчавили колесами фургонів і чобітьми. Коли ви наближаєтеся до входу, Вермлінги рояться в ньому як оси у вулику. Посилюється сморід мокрого собаки. Ви досить легко розправляєтеся з ними і входите всередину. Усередині печера позбавлена світла і коли ви просуваєтеся далі, ви можете бачити тільки очі Вермлінгів, що світяться як у кішок у темряві. До тих пір, поки не помітили вдалині факели розбійників..."
Quest_Story_Berserker_3_LIST,"Знищити діяльність Наглядача"
Quest_Story_Berserker_3_NAME,"У темряву"
Quest_Story_Brute_1_DESC,"Дороги навколо Самирту все ще часто піддаються нападам Вермлінгів з лісу, але це також означає, що послуги з охорони добре оплачуються."
Quest_Story_Brute_1_INTRO,"Деякі люди думають, що твоя дружба з Вермлінгом трохи дивна, але ти знаєш Скабвіта з самого дитинства. Може, він і не найчесніший торговець з усіх, хто коли-небудь ходив по королівству, але він завжди добре платив за прянощі твого племені і за твою охорону. Сьогодні ви зустрічаєтеся з ним для ще однієї пробіжки до безплідного узбережжя: хоча кількість нападів диких Вермлінгів зменшилася відтоді, як ви знову відкрили дороги, це все ще не безпечно для нього самого. Більша частина шляху проходить мирно, ви говорите про минулі часи, коли чуєте виття з лісу. Гончі ... але хто або що жене їх на узбіччя?"
Quest_Story_Brute_1_LIST,"Звичайна робота охоронця каравану біля Самирту зі старим другом."
Quest_Story_Brute_1_NAME,"Старі друзі"
Quest_Story_Brute_1_REWARD,"Відкрийте сюжетні завдання Дикуна"
Quest_Story_Brute_2_DESC,"Скабвіт був зайнятий пошуком інформації про зрадника Інокса, зустрінемося з ним у його таборі біля Мідний оазис."
Quest_Story_Brute_2_INTRO,"Ви добираєтеся до села Вермлінгів і бачите Скабвіта біля багаття. Він махає тобі рукою. Скабвіт повідомляє, що кілька його розвідників-Вермлінгів вистежили Інокських рейдерів з такими самими відмітинами, як і той, що напав на вас, і що вони збираються на півночі біля Гребінь Орла. Однак перш ніж він встиг повідомити вам більше подробиць, зазвучали роги: село атаковано. Схоже, що його пошуки привели Інокса прямо в його ж табір!"
Quest_Story_Brute_2_LIST,"У Скабвіта є деяка інформація про Інокса-зрадника"
Quest_Story_Brute_2_NAME,"Село Вермлінгів"
Quest_Story_Brute_3_DESC,"Настав час дізнатися, в чому полягає великий план зрадника. Поки він зайнятий збором своїх військ, досліджуйте шлях, який веде вас до найближчого склепу."
Quest_Story_Brute_3_INTRO,"Зовні руїни виглядають як будь-яка інша купа старих каменів, але ви помічаєте дивні знаки, вирізьблені на деяких з них. Деякі з них зношені негодою, але інші виглядають майже новими. Зовні все здається тихим, але коли ви спускаєтеся, ви помічаєте, що склеп нещодавно був оновлений новими факельними скатами на стінах. Ви починаєте шукати відповіді на запитання, чи має ця гробниця взагалі якесь відношення до Інокса, але коли ви досягаєте входу в першу камеру, ваші сумніви випаровуються. Кілька Іноксів командують нічними демонами. Такий був їхній план із самого початку!"
Quest_Story_Brute_3_LIST,"Здійсніть набіг на руїни Інокса, щоб дізнатися, що відбувається"
Quest_Story_Brute_3_NAME,"У темряву"
Quest_Story_CaptainOfTheGuard_DESC,"З'ясуйте, чи справді капітан варти віддавав накази про всі ці вбивства..."
Quest_Story_CaptainOfTheGuard_INTRO,"Старий фінансовий район Демонської Брами був занедбаний протягом десятиліть, після того як вторгнення демонів на початку історії міста змусило торговців переїхати в новий фінансовий район. Єдина функціонуюча частина району - це Кривий базар, де зосереджена велика частина нелегального бізнесу Демонської Брами. Сьогодні район тихо розвалюється, а єдиний звук, коли ви їдете до складу, - це м'яке шарудіння щебеню. Коли ви прибуваєте, ви виявляєте, що стара будівля переповнена солдатами міської варти і спорядженням. Охоронці спостерігають за тобою, щойно ви наближаєтеся. Незабаром з'являється капітан: ""Дякую, що зустріли мене тут, - каже він. - Ви зробили мою роботу з повернення Демонської Брами людству набагато простішою, дозволивши мені... ""розслідувати"" ваше вбивство."" Перш ніж ви встигаєте дістатися до нього, капітан зникає в глибинах складу. А солдати міської варти починають оточувати вас..."
Quest_Story_CaptainOfTheGuard_LIST,"Протистоїте капітану варти"
Quest_Story_CaptainOfTheGuard_NAME,"Застати зненацька"
Quest_Story_Cragheart_1_DESC,"Один зі стародавніх храмів Саввас, столітнє святилище Зефірів, використовували для навчання юних Саввас шляхам вітру. Пустотілий має вирушити туди, щоб з'єднатися зі своїми предками."
Quest_Story_Cragheart_1_INTRO,"Відтоді як їх вигнали з товариства Саввас, Пустотілий проводив більшу частину свого часу, розмірковуючи про свої невдачі на самоті. Тепер, будучи частиною спільноти найманців, вони вирішили дослідити історію Саввас у цьому районі у святилищі Зефірів, святому місці, присвяченому вітрам, які більше не дмуть. Предки використовували це місце для навчання володінню стихією повітря, але воно занепало і занепало. Увійшовши до храму, ви виявите, що святилище більше не мовчить, а віддається відлунням від звуків грабіжників, які паплюжать статуї та фрески."
Quest_Story_Cragheart_1_LIST,"Відвідайте святилище, щоб відновити стародавні знання"
Quest_Story_Cragheart_1_NAME,"Святилище Зефірів"
Quest_Story_Cragheart_1_REWARD,"Відкрийте сюжетні завдання Пустотілого"
Quest_Story_Cragheart_2_DESC,"Цілком імовірно, що ще більше розбійників націлилися на Shrine of the Roots для більшого мародерства, вам потрібно буде перевірити це."
Quest_Story_Cragheart_2_INTRO,"Пройшовши через ліс, ви побачите вхід до Shrine of the Roots під великим деревом. Брудні сліди вкривають місцевість, ваші найгірші побоювання виправдовуються: розбійники вже тут! Увійшовши в початкову залу, фрески на стіні ілюструють повагу до рослин, які більше не ростуть, але на них уже напали з кирками. Ви очікуєте побачити групу мародерів, зайнятих важкою роботою, але натомість ви чуєте звуки битви, що лунають із глибшої частини храму. Коли ви прямуєте вниз, храм поступається місцем скелі, і ви входите в кімнату, щоб побачити групу мародерів у бою з різними істотами. Жодна з груп, здається, не рада вас бачити, але святилище має бути очищене!"
Quest_Story_Cragheart_2_LIST,"Очистити храм від загарбників"
Quest_Story_Cragheart_2_NAME,"Святилище коренів"
Quest_Story_Cragheart_3_DESC,"Святилище Верглас - це третє святилище, яке потребує захисту. Іди та захисти його."
Quest_Story_Cragheart_3_INTRO,"Після важкої прогулянки в пагорби від River's Rise, святилище Верглас стоїть перед вами, здавалося б, недоторканим у всій своїй кришталевій красі. Могила для вод, які більше не течуть. Саввас у пошуках крижаної майстерності тренувався тут, занурений у холод і шаленство, але тепер вони не використовуються. Ви входите в храм. Він здається тихим, занадто тихим..."
