Keys,"Українська [ua-UA]"
GUI_TOOLTIP_DEAL_DAMAGE_COMPANION,"Вибирайте: завдати шкоди {0}, спалити 1 з доступних карт {1} або спалити 2 з його скинутих карт"
GUI_TOOLTIP_DEAL_DAMAGE_MANDATORY_USE,"необхідно використовувати якщо шкода залишається"
GUI_TOOLTIP_DEAL_DAMAGE_MP,"{0} повинен вибрати як отримати шкоду"
GUI_TOOLTIP_DEAL_DAMAGE_SUMMON,"Виберіть, ваш заклик завдає шкоди чи ні"
GUI_TOOLTIP_DEAL_DAMAGE_SUMMON_TITLE,"Фаза нанесення шкоди закликом"
GUI_TOOLTIP_DISTRIBUTE_HEALTH,"Перепризначайте шкоду по собі та викликаним союзникам"
GUI_TOOLTIP_ELEMENT_INERT,"Наразі немає доступних для використання стихій. Стихії можуть бути підвищені за допомогою певних дій."
GUI_TOOLTIP_ELEMENT_INFUSING,"Стихія підвищується. Вона буде доступна для використання після закінчення ходу поточного персонажа."
GUI_TOOLTIP_ELEMENT_STRONG,"Стихія сильна. Ця стихія доступна для використання протягом решти цього раунду і всього наступного раунду. Після використання вона недоступна для інших персонажів."
GUI_TOOLTIP_ELEMENT_WANING,"Стихія середня. Ця стихія може бути використана для решти цього раунду. Після використання вона недоступна для інших персонажів."
GUI_TOOLTIP_EXTRA_TURN,"Виберіть 2 карти, щоб зіграти їх"
GUI_TOOLTIP_EXTRA_TURN_BOTH_ACTIONS_LATER,"Виберіть здатність з ініціативою вище ніж {0}"
GUI_TOOLTIP_EXTRA_TURN_BOTH_ACTIONS_LATER_SECOND_CARD,"Виберіть другу здатність (ви не зможете змінити порядок ініціативи)"
GUI_TOOLTIP_EXTRA_TURN_BOTTOM_ACTION,"Виберіть одну карту і негайно розіграйте її нижню половину"
GUI_TOOLTIP_EXTRA_TURN_TOP_ACTION,"Виберіть одну карту і негайно розіграйте її верхню половину"
GUI_TOOLTIP_FORGO_ACTIONS_FOR_COMPANION,"Відмовтеся від верхніх і/або нижніх здібностей на вашому ходу, щоб збільшити атаку і/або РУХ Ведмедя"
GUI_TOOLTIP_GAMEPAD_BURN_1_ABILITY_CARD,"Натисніть {0} для вибору 1 з карт здібностей, що залишилися"
GUI_TOOLTIP_GAMEPAD_BURN_2_DISCARDED_ABILITY_CARDS,"Натисніть {0} для вибору 2 скинутих карт здібностей"
GUI_TOOLTIP_GAMEPAD_DISTRIBUTE_HEALTH,"Натисніть {0} для перерозподілу шкоди між собою і покликаними союзниками"
GUI_TOOLTIP_GAMEPAD_FOCUS_ABILITY_CARDS,"Натисніть {0}, щоб подивитися карти здібностей найманця"
GUI_TOOLTIP_GAMEPAD_INITIATIVE_TRACK,"Натисніть {0} для огляду активних здібностей і карт здібностей"
GUI_TOOLTIP_GAMEPAD_INITIATIVE_TRACK_TITLE,"Трекер ініціативи"
GUI_TOOLTIP_GAMEPAD_MERCENARY_DECK,"Використовуйте {0} для переходу від однієї колоди здібностей до наступної"
GUI_TOOLTIP_GAMEPAD_MERCENARY_DECK_TITLE,"Колоди найманців"
GUI_TOOLTIP_GAMEPAD_SELECT_FIRST_ACTION,"Натисніть {0} для вибору однієї з половин будь-якої карти здібностей"
GUI_TOOLTIP_GAMEPAD_SELECT_ITEMS,"Натисніть {0} для вибору предметів"
GUI_TOOLTIP_GAMEPAD_SELECT_MOVE_TILE,"Натисніть {0} для вибору мети руху"
GUI_TOOLTIP_GAMEPAD_SELECT_SECOND_ACTION,"Натисніть {0} для вибору половини карти здібностей, що залишилася"
GUI_TOOLTIP_GAMEPAD_SELECT_TARGET,"Натисніть {0} для вибору цілей"
GUI_TOOLTIP_GAMEPAD_START_TURN_SELECT_CARDS,"Натисніть {0} для вибору 2 карт здібностей для кожного найманця або виконайте Відпочинок"
GUI_TOOLTIP_HELPBOX IMPROVED_SHORT_REST_TITLE,"<color=#B52828>стражда руйнування</color>"
GUI_TOOLTIP_ITEM_SINGLE_TARGET_TIP,"Виберіть одну ЦІЛЬ, щоб застосувати на неї предмет"
GUI_TOOLTIP_ITEM_SINGLE_TARGET_TITLE,"Предмет для однієї мети"
GUI_TOOLTIP_LONG_REST,"Виберіть карту здібностей для спалення, потім отримайте 2 ОЗ"
GUI_TOOLTIP_NOT_ENOUGH_TARGETS_SELECTED,"Обраних цілей недостатньо"
GUI_TOOLTIP_PLAYER_DISARMED,"{0} <color=#A050E0>РАЗОРУЖЕНО</color> <size=180%><sprite name=""HoverDisarmed""></size>"
GUI_TOOLTIP_PLAYER_IMMOBILIZED,"{0} <color=#A050E0>ПАРАЛІЗОВАНО</color> <size=180%><sprite name=""HoverImmobilized""></size>"
GUI_TOOLTIP_PLAYER_SLEEPING,"{0} <color=#A050E0>СПІТ</color> <size=180%><sprite name=""HoverSleeping""></size>"
GUI_TOOLTIP_PLAYER_STARTING_PLACEMENT,"Найманці мають бути розділені порівну між входами в кімнати, щоб продовжити"
GUI_TOOLTIP_PLAYER_STARTING_PLACEMENT_COMPANION_SUMMONS,"{0} має бути розміщений так, щоб було порожнє місце для заклику компаньйона"
GUI_TOOLTIP_PLAYER_STUNNED,"{0} <color=#A050E0>ОГЛУШЕНО</color> <size=180%><sprite name=""HoverStunned""></size>"
GUI_TOOLTIP_PLAYER_WOUNDED,"{0} <color=#A050E0>РАНЕН</color> <size=180%><sprite name=""HoverWounded""></size>"
GUI_TOOLTIP_REMOVE_CONDITIONS,"Видаліть із себе всі негативні стани"
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLE,"Виберіть перешкоду для знищення"
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLES,"Виберіть перешкоди для знищення"
GUI_TOOLTIP_SELECT_DISCARD_CARD,"Виберіть карту здібностей для скидання"
GUI_TOOLTIP_SELECT_DISCARD_CARDS,"Виберіть {0} карт здібностей для скидання"
GUI_TOOLTIP_SELECT_DISCARD_CARDS_TITLE,"Скинути {0} карт"
GUI_TOOLTIP_SELECT_DISCARD_CARD_TITLE,"Скинути карту"
GUI_TOOLTIP_SELECT_LOSE_CARD,"Виберіть 1 карту для спалення"
GUI_TOOLTIP_SELECT_LOSE_CARDS,"Виберіть {0} карт для спалення"
GUI_TOOLTIP_SELECT_RECOVER_CARD,"Виберіть 1 скинуту карту для відновлення"
GUI_TOOLTIP_SELECT_RECOVER_CARDS,"Виберіть {0} скинутих карт для відновлення"
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARD,"Виберіть 1 скинуту карту для відновлення"
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARDS,"Виберіть {0} скинутих карт для відновлення"
GUI_TOOLTIP_SELECT_RECOVER_INCREASE_CARD,"Виберіть 1 карту, щоб додати її до ваших доступних карт"
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARD,"Виберіть 1 Спалену карту для відновлення"
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARDS,"Виберіть {0} Спалених карт для відновлення"
GUI_TOOLTIP_SELECT_SUMMON_MOVEMENT,"Виберіть, чи переміщати Покликаного Союзника до його Покликача."
GUI_TOOLTIP_SELECT_SUMMON_MOVEMENT_TITLE,"Рух заклику"
GUI_TOOLTIP_SHIELDS,"Щит: персонаж зі щитом знижує всі вхідні атаки на X очок атаки. Кілька бонусів щита стікаються. Бонуси щита застосовуються тільки до атакуючих здібностей і не зупиняють інші форми шкоди."
GUI_TOOLTIP_SHORT_REST,"Спаліть 1 скинуту карту навмання, щоб відновити всі інші скинуті карти. Ви можете ще раз вибрати нову випадкову карту за одиницю ОЗ."
GUI_TOOLTIP_SHORT_REST_WARNING,"Потрібно 2 або більше скинутих карт"
GUI_TOOLTIP_SINGLE_TARGET,"Виберіть одну ЦІЛЬ"
GUI_TOOLTIP_START_TURN,"Виберіть дві карти для кожного героя або виконайте відпочинок"
GUI_TOOLTIP_SUMMON,"Прикликати {0}"
GUI_TOOLTIP_SUMMON_SELECT_HEX,"Виберіть клітину для призову {0}"
GUI_TOOLTIP_TAKE_QUEST_ITEM,"Підтвердіть, що ви берете переносні предмети завдання у сусідніх найманців"
GUI_TOOLTIP_TITLE_ABILITY_CHOOSING,"Вибір здібностей"
GUI_TOOLTIP_TITLE_DEAL_DAMAGE,"Фаза нанесення шкоди"
GUI_TOOLTIP_TITLE_START_TURN,"Почати хід"
GUI_TOOLTIP_TRANSFER_DOOM,"Перенесіть Рок із загиблого ворога на іншу ЦІЛЬ"
GUI_TOTAL_GOLD,"Усього Золота групи"
GUI_TOWN_RECORDS_BLOCKED,"<size=+2><color=#EACF8C>міські події</color></size><br>Ви не можете продовжити Міські події доки у вашій групі є найманець з виконаною особистою метою."
GUI_TOWN_RECORDS_INTRO_STORY_1,"Пройшовши через арочний дверний отвір будівлі Міського архіву, ви бачите, що в ньому знаходиться масивна, але прикро недоукомплектована бібліотека. Почуття нудоти охоплює вас, коли ви оглядаєте порожні полиці - ви не хочете, щоб пам'ять про вашого колегу, який пішов, померла разом із вами в одному з підземель Похмурої Гавані."
GUI_TOWN_RECORDS_INTRO_STORY_2,"З ідеєю, що зріє у вашій голові, ви шукаєте одного з доглядачів записів у бібліотеці. Це займає значний час, але врешті-решт ви натрапляєте на маленького чоловічка, який ретельно переставляє ті небагатьох книжки, що стоять на полицях. Ви, не гаючи часу, ділитеся з ним своєю чудовою ідеєю."
GUI_TOWN_UNLOCKED_NOTIFICATION,"Ви розблокували Міські архіви в Похмурій Гавані"
GUI_TRAINER_INTRODUCTION,"Ласкаво просимо до Тренера. На цьому екрані ви побачите всі ігрові досягнення, які ви можете спробувати виконати, і нагороди, які ви отримаєте за їх виконання. Найважливішими з них спочатку будуть дослідницькі місії, які поступово розблокують частини карти, але обов'язково повертайтеся сюди, щоб заробити гроші на будь-яких досягненнях, які ви завершите!"
GUI_TRAINER_TITLE,"Інокс тренер"
GUI_TRAVEL,"Подорож"
GUI_TURN_OFF_TUTORIAL,"Вимкнути навчання"
GUI_TUTORIAL,"Навчання"
GUI_TUTORIAL_01_DESCRIPTION,"Близький бій і Рух"
GUI_TUTORIAL_01_INSTRUCTIONS,"У Пустотілого є тільки дві карти здібностей для цього раунду. Тепер ви повинні активувати верхню частину однієї карти і нижню частину іншої карти (в будь-якому порядку), щоб убити Розбійника-стража."
GUI_TUTORIAL_01_TITLE,"Близький бій і Рух"
GUI_TUTORIAL_EXIT,"Покинути навчання"
GUI_TUTORIAL_VICTORY,"Перемога!"
GUI_TUTORIAL_VICTORY_INFO,"Вітаємо, ви пережили Навчальний сценарій, але тепер час застосувати отримані знання в бою! Направляйтеся до розділу 'Нова Пригода', щоб обрати групу та розпочати.<br><br>Для отримання додаткової інформації про правила Gloomhaven, перегляньте розділ 'Як грати' в Головному меню або навіть під час гри через Меню паузи.<br><br>Щасти!"
GUI_UNDO,"Скасувати"
GUI_UNDO_WAYPOINT,"Скасувати точку шляху"
GUI_UNEQUIPPED,"Не споряджений"
GUI_UNKNOWN,"Невідомо"
GUI_UNREADY,"Неготовий"
GUI_UPDATE_PARTY_DISABLED_TOOLTIP,"Підключаються інші гравці - зміну та видалення персонажів вимкнено."
GUI_UPLOAD,"Завантажити"
GUI_USE_ITEM_ATTACK_TIP,"Вмикайте відображувані предмети, щоб додати ефекти від них до атаки"
GUI_USE_ITEM_MOVEMENT_TIP,"Вмикайте відображувані предмети, щоб додати ефекти від них до руху"
GUI_USE_ITEM_TITLE,"Використовувати предмет"
GUI_VALIDATE,"Перевірити"
GUI_VIEW_ALT_CARDS_TIP,"Затисніть Alt, щоб побачити всі карти"
GUI_VISIT_WORKSHOP,"Відвідати Workshop"
GUI_WAIT_PLAYERS_CONFIRM_CITY_EVENT,"Міську подію обрано"
GUI_WAIT_PLAYERS_CONFIRM_ENTER_SCENARIO,"До зброї!"
GUI_WAIT_PLAYERS_CONFIRM_QUEST,"Завдання вибрано"
GUI_WAIT_PLAYERS_CONFIRM_TIP,"Очікуємо підтвердження гравцями..."
GUI_WAIT_PLAYERS_CONFIRM_TOWN_RECORDS,"Обрано Міські події"
GUI_WARNING_CANCEL_SELECTED_CARDS,"Натисніть Скасувати до нового вибору ваших карт здібностей"
GUI_WARNING_EQUIP_MAX_CARDS,"Ви не можете використовувати більше карт!"
GUI_WARNING_SELECT_CARDS_OTHER_PLAYER,"Ви можете вибрати тільки карти для найманців, якими керуєте"
GUI_WATCH_PERSONAL_QUEST_PROGRESS,"Стежити за прогресом"
GUI_WATCH_RETIREMENT,"Стежити за відходами на спокій"
GUI_WEALTH_LEVEL_UNLOCKES_ITEMS,"Нові товари вже є в наявності! Заскочи до мене наступного разу, коли будеш поруч із Новим ринком!"
GUI_WRONG_ABILITY_DECK,"Неприпустима <color=#C53F3FFF>колода здібностей</color>"
GUI_WRONG_ABILITY_DECK_CHARACTER,"у {0} не завершена колода здібностей"
GUI_WRONG_ABILITY_DECK_CHARACTERS,"{0} мають неповні колоди здібностей"
GUI_WRONG_INVENTORY,"Неприпустимі карти здібностей"
GUI_XPBar,"Панель досвіду показує ваш прогрес до наступного рівня. Ви можете підвищити свій рівень на карті або на екрані вибору групи."
GUI_XP_PROGRESS,"XP {0}"
GUI_guildmaster_INVALID_NAME,"Введіть назву Гільдії"
Gain,"Отримати"
Gain_Flying,"Отримує <nobr>Політ <sprite name=Flying></nobr>"
German,"Німецький"
GiantBat,"Гігантський нетопир"
GiantOoze,"Гігантський слиз"
GiantRat,"Гігантський щур"
GiantToad,"Гігантська жаба"
GiantViper,"Гігантська гадюка"
GiantViperElite,"Гігантська гадюка Елітна"
GiantViperID684,"Бонус Гігантської гадюки за сусідство"
GiantViperID685,"Бонус Гігантської гадюки за сусідство"
GibbetHill,"Гіббет Хілл"
GibbetHill_DESCR,"На схід від Демонської Брами розташований Шибеничний Пагорб, що служить суворим попередженням розбійникам, які наповнюють цей район."
GiveSupplyCard,"*Дати карту"
Gloomhaven_Street_Boilers_District,"Котельний квартал"
Gloomhaven_Street_Coin_District,"Монетний квартал"
Gloomhaven_Street_East_Barracks,"Східні казарми"
Gloomhaven_Street_Gloomhaven_Square,"Площа Похмурої Гавані"
Gloomhaven_Street_Hook_Coast,"Крюкомор'я"
Gloomhaven_Street_Horn_District,"Квартал рогів"
Gloomhaven_Street_Merchants_Bay,"Бухта торговців"
Gloomhaven_Street_Mixed_District,"Строкатий квартал"
Gloomhaven_Street_New_Docks,"Нові доки"
Gloomhaven_Street_New_Market,"Новий ринок"
Gloomhaven_Street_Northern_Barracks,"Північні казарми"
Gloomhaven_Street_Old_Docks,"Старі доки"
Gloomhaven_Street_The_Sinking_Market,"Потопаючий ринок"
Gloomhaven_Street_The_Void,"Порожнеча"
Gloomhaven_Street_Travellers_District,"Квартал подорожніх"
Gloomhaven_Street_University,"Університет"
Gloomhaven_Street_Ward_of_Scales,"Округ ваг"
Gloomhaven_Street_West_Barracks,"Західні казарми"
Glossary_Action,"Дії - це те, як персонажі гравця і монстри виконують свої ходи в Похмурій Гавані і складаються з однієї або декількох здібностей."
Glossary_AddTarget,"Додає додаткові ЦІЛІ атаки"
Glossary_Advantage,"Перевага: атакувальник з перевагою витягує два модифікатори і використовує той, який кращий."
Glossary_Air,"Підвищити стихію - Повітря: наповнює поле бою стихією Повітря, доступною для використання після ходу поточного персонажа і доступною для одного персонажа, щоб використати її для решти поточного раунду і всього наступного раунду."
Glossary_Any,"Підвищити стихію - будь-яка: наповнює поле бою обраною вами стихією, доступною для використання після ходу поточного персонажа і доступною для використання одним персонажем упродовж частини поточного раунду, що залишилася, і всього наступного раунду. Монстр з підвищенням будь-якої стихії на своїй карті вибирає випадкову стихію для підвищення."
Glossary_Attack,"АТАКА: здатність ""АТАКА X"" дозволяє персонажу атакувати ворога в межах досяжності з базовим значенням X."
Glossary_AttackDefault,"АТАКА за замовчуванням: виконайте дію ""АТАКА 2"" замість використання верхньої дії. Ця дія призведе до скидання карти."
Glossary_AttackersGainDisadvantage,"Атакуючі отримують УСКЛАДНЕННЯ: будь-які персонажі, які атакують цього персонажа, отримують УСКЛАДНЕННЯ під час своїх атак."
Glossary_Augment,"Аугмент: ефекти активного Аугмента застосовуватимуться щоразу, коли Крадуща розум використовує атаку ближнього бою."
Glossary_Aura,"Аура: активний бонус із ключовим словом Аура впливає на ЦІЛІ, що перебувають у межах досяжності. Якщо зачеплена ЦІЛЬ вийде за межі досяжності активної аури, вона втратить будь-який бонус, який було надано."
Glossary_Bless,"БЛАГОСЛОВЕННЯ: благословенний персонаж додає карту БЛАГОСЛОВЕННЯ (x2) у свою колоду модифікаторів атаки. Під час розіграшу АТАКА завдає подвійної шкоди, і карта БЛАГОСЛОВЕННЯ видаляється з колоди."
Glossary_Command,"Команда: дія з ключовим словом Команда змушує Ведмедя Володаря Звірів виконувати здібності замість самого Володаря Звірів."
Glossary_Condition,""
Glossary_ConsumeAir,"Використовувати стихію - Повітря"
Glossary_ConsumeAny,"Використовувати стихію - Будь-яка стихія"
Glossary_ConsumeDark,"Використовувати стихію - Темрява"
Glossary_ConsumeEarth,"Використовувати стихію - Земля"
Glossary_ConsumeFire,"Використовувати стихію - Вогонь"
Glossary_ConsumeIce,"Використовувати стихію - Лід"
Glossary_ConsumeLight,"Використовувати стихію - Світло"
Glossary_Controlled,"Керований розумом: цей ворог буде ставитися до своїх союзників як до ворогів, а до ворогів - як до союзників у цьому раунді."
Glossary_Curse,"ПРОКЛЯТТЯ: проклятий персонаж додає карту ПРОКЛЯТТЯ (x0) у свою колоду модифікаторів атаки. Під час розіграшу АТАКА не завдає ніякої шкоди, а карта ПРОКЛЯТТЯ видаляється з колоди."
Glossary_Dark,"Підвищити стихію - Темрява: наповнює поле бою стихією Темряви, доступною для використання після ходу поточного персонажа і доступною для одного персонажа, щоб використати її для решти поточного раунду і всього наступного раунду."
Glossary_Disadvantage,"УСКЛАДНЕННЯ: атакувальник з УСКЛАДНЕННЯм витягує два модифікатори і використовує найгірший з них."
Glossary_Disarm,"Роззброєння: роззброєний персонаж не може виконувати жодних атакувальних здібностей. Стан роззброєння знімається наприкінці наступного ходу постраждалого персонажа."
Glossary_DotHex,"Крапка вказує, що цей ефект по ЗОНІ може бути посилений пізніше, щоб додати ще одну клітину до порушеної ЗОНІ в цьому слоті."
Glossary_Earth,"Підвищити стихію - Земля: наповнює поле бою стихією землі, доступною для використання після ходу поточного персонажа і доступною для одного персонажа, щоб використати її для решти поточного раунду і всього наступного раунду."
Glossary_Elite,"(Елітний) монстр має кращі характеристики, ніж його звичайний побратим, і всі монтери типу еліти діють раніше будь-яких звичайних."
Glossary_EnhancementDot,"Точка поліпшення: позначає, що ця здатність або ефект ЗОНІ можуть бути посилені поліпшенням."
Glossary_Enhancement_Air,"Поліпшення стихії Повітря"
Glossary_Enhancement_AnyElement,"Поліпшення будь-якої стихії"
Glossary_Enhancement_Area,"Поліпшення зони впливу"
Glossary_Enhancement_Bless,"Поліпшення Благословення"
Glossary_Enhancement_Curse,"Покращення Прокляття"
Glossary_Enhancement_Dark,"Поліпшення стихії Темряви"
Glossary_Enhancement_Disarm,"Поліпшення Роззброєння"
Glossary_Enhancement_Earth,"Поліпшення стихії Землі"
Glossary_Enhancement_Fire,"Поліпшення стихії Вогню"
Glossary_Enhancement_Ice,"Поліпшення стихії Льоду"
Glossary_Enhancement_Immobilize,"Поліпшення Параліч"
Glossary_Enhancement_Jump,"Поліпшення Стрибок"
Glossary_Enhancement_Light,"Поліпшення стихії Світла"
Glossary_Enhancement_Muddle,"Поліпшення Дезорієнтація"
Glossary_Enhancement_NoEnhancement,"Немає поліпшення"
Glossary_Enhancement_PlusAttack,"Поліпшення +1 до Атаки"
Glossary_Enhancement_PlusHeal,"Поліпшення +1 до Лікування"
Glossary_Enhancement_PlusMove,"Поліпшення +1 до Руху"
Glossary_Enhancement_PlusPierce,"Поліпшення +1 до Пробою"
Glossary_Enhancement_PlusPull,"Поліпшення +1 до Притягання"
Glossary_Enhancement_PlusPush,"Поліпшення +1 до відштовхування"
Glossary_Enhancement_PlusRange,"Поліпшення +1 до Дальності"
Glossary_Enhancement_PlusRetaliate,"Поліпшення +1 до Удару у відповідь"
Glossary_Enhancement_PlusRetaliateRange,"Поліпшення +1 до Дальності удару у відповідь"
Glossary_Enhancement_PlusShield,"Поліпшення +1 до Щита"
Glossary_Enhancement_PlusTarget,"Поліпшення +1 до Цілей атаки"
Glossary_Enhancement_Poison,"Поліпшення Отруєння"
Glossary_Enhancement_Strengthen,"Поліпшення Посилення"
Glossary_Enhancement_SummonAttack,"Поліпшення Атаки Заклику"
Glossary_Enhancement_SummonHP,"Поліпшення ОЗ Призиву"
Glossary_Enhancement_SummonMove,"Поліпшення Руху Заклику"
Glossary_Enhancement_SummonRange,"Поліпшення Дальності атаки Заклику"
Glossary_Enhancement_Wound,"Поліпшення Рана"
Glossary_Exhausted,"Персонаж гравця виснажується, коли його ОЗ стають нижчими за одиницю, або якщо на початку раунду в нього є менше ніж дві доступні карти і він спалив уже достатньо карт, що їх не можна відновити. Якщо всі персонажі гравця виснажені - сценарій програно!"
Glossary_Fear,"Усі найманці та їхні покликані союзники виконують дію <nobr>""РУХ <sprite name=Move> 4""</nobr> у порядку ініціативи, вона має закінчитися якнайдалі від Зрадника"
Glossary_Fire,"Підвищити стихію - Вогонь: наповнює поле бою стихією Вогню, доступною для використання після ходу поточного персонажа і доступною для одного персонажа, щоб використати її для решти поточного раунду і всього наступного раунду."
Glossary_Flying,"ПОЛІТ: персонажі з властивістю польоту можуть повністю ігнорувати всіх персонажів, перешкоди, ефекти місцевості та пастки на клітинах під час їхнього руху, включно з останньою клітиною. Яка, однак, не може бути зайнята персонажами. Персонажі, які втрачають здатність польоту, перебуваючи над перешкодою, отримують шкоду, як якби вони потрапили в пастку, і переміщаються до найближчої порожньої клітини."
Glossary_GreyHex,"Сіра клітинка вказує положення користувача, що означає, що шаблон є ефектом зони атаки ближнього бою і, отже, може бути повернутий тільки навколо цієї клітинки."
Glossary_Heal,"ЛІКУВАННЯ: здатність ""ЛІКУВАННЯ X"" дає змогу персонажу відновити ОЗ ЦІЛІ в кількості X у межах ДАЛЬНОСТІ дії здатності."
Glossary_HitArea,"Вказує зону дії атаки. Червоні клітини позначають клітини під прицілом, а сірі - місце розташування того, хто атакує в разі ефекту зони атаки в ближньому бою."
Glossary_Ice,"Підвищити стихію - Лід: наповнює поле бою стихією Льоду, доступною для використання після ходу поточного персонажа і доступною для використання одним персонажем упродовж частини поточного раунду, що залишилася, і всього наступного раунду."
Glossary_Immobilize,"Параліч: паралізований персонаж не може рухатися Умова паралічу знімається наприкінці наступного ходу зачепленого персонажа."
Glossary_Initiative,"Ініціатива: визначає, коли цей персонаж діятиме в раунді, використовуючи значення з першої карти пари, обраної в разі персонажів гравця."
Glossary_InvSmallItem,"Малий предмет інвентарю"
Glossary_Invisible,"Невидимість: Невидимий персонаж не може бути сфокусований або атакований ворогами, але може отримувати шкоду від ненацільних атак. Невидимість не впливає на взаємодію з союзниками. Стан Невидимості зникає після завершення наступного ходу персонажа. Монстри сприймають невидимих персонажів як перешкоди."
Glossary_Jump,"СТРИБОК: РУХ, зазначений як СТРИБОК, дає змогу персонажу ігнорувати всіх персонажів, перешкоди, ефекти місцевості та пастки на клітинах під час їхнього руху. Остання клітина на яку здійснюється СТРИБОК розглядатиметься як звичайний РУХ."
Glossary_Kill,"Вбивство: ця здатність дає змогу вбивати допустимі ЦІЛІ, які задовольняють супутнім вимогам, якщо такі є, без необхідності знижувати їхнє здоров'я до 0."
Glossary_Light,"Підвищити стихію - Світло: наповнює поле бою стихією Світла, доступною для використання після ходу поточного персонажа і доступною для одного персонажа, щоб використовувати її до кінця поточного раунду і всього наступного раунду."
Glossary_Loot,"ЗДОБИЧ: здатність ""ЗДОБИЧ X"" дає змогу персонажу забрати кожен золотий жетон і клітку зі скарбами в межах ДАЛЬНОСТІ X і прямої видимості, не зачіпається монстрами або перешкодами."
Glossary_Lost,"Спалена: означає, що ця карта не потрапить у колоду скидання після використання, а в колоду спалених карт, з якої карти не можуть бути відновлені відпочинком (але можуть бути відновлені певними здібностями)."
Glossary_Move,"РУХ: здатність ""РУХ X"" дає змогу персонажу переміщатися до X клітин на карті."
Glossary_MoveDefault,"РУХ за замовчуванням: виконайте дію ""РУХ 2"" замість використання нижньої дії. Ця дія призведе до скидання карти."
Glossary_Muddle,"Дезорієнтація: подібний персонаж отримує Дезорієнтація у всіх своїх атаках. Стан Дезорієнтація знімається наприкінці наступного ходу порушеного персонажа."
Glossary_NoEnhancement,"Цю здібність можна покращити згодом, щоб зробити її сильнішою."
Glossary_PermanentlyLost,"Спалена назавжди: означає, що ця карта жодним чином не може бути відновлена з колоди спалених карт."
Glossary_Persistent,"Постійний: означає, що цей ефект триває невизначено довго або доти, доки не будуть виконані умови, зазначені на карті."
Glossary_Pierce,"Пробій: ефект атаки ""ПРОБИТТЯ X"" дає змогу ігнорувати до X очок бонусу Щита ЦІЛІ для атаки."
Glossary_Poison,"ОТРУЄННЯ: вороги додають + 1 атаку до всіх своїх атак проти отруєного персонажа. Здатність ЛІКУВАННЯ вилікує ОТРУЄННЯ, але не матиме жодного іншого ефекту."
Glossary_Pull,"ПРИТЯГНУТИ: ефект ""ПРИТЯГНУТИ X"" - це здатність, що змушує ЦІЛЬ наблизитися на відстань до X клітин. Напрямок задається ініціатором здібності / ефекту, і кожне переміщення повинно наближати ЦІЛЬ на одну клітину ближче. Цілі можуть бути притягнуті через їхніх союзників, але не через ворогів або перешкоди."
Glossary_Push,"Відштовхування: ефект ""Відштовхнути X"" змушує ЦІЛЬ бути відсунутою на X клітин. Напрямок визначається ініціатором здатності/ефекту, і кожне переміщення повинно відсувати ЦІЛЬ на одну клітину далі. Цілі можна штовхати через її союзників, але не через ворогів або перешкоди."
Glossary_Range,"ДАЛЬНІСТЬ: ""ДАЛЬНІСТЬ X"" означає, що ЦІЛЬ має перебувати в межах X клітин. Будь-яка здатність із заданою ДАЛЬНІСТЮ дії може бути виконана тільки на персонажі, що перебуває в межах прямої видимості."
Glossary_Recover,"Відновлення: дає змогу персонажу гравця повернути певну кількість карт з їхньої зазначеної скинутої або спаленої стопки у свою руку."
Glossary_RedHex,"Червоні клітини вказують на ЗОНА дії атаки - ЦІЛІ на червоній клітині в шаблоні будуть вражені."
Glossary_Refresh,"Оновлення: дає змогу персонажу гравця відновити деякі або навіть усі свої витрачені та/або спожиті карти предметів."
Glossary_Rest,""
Glossary_Retaliate,"Удар у відповідь: персонаж завдає X прямих ушкоджень будь-яким нападникам у межах досяжності. Якщо діапазон не вказано, то він застосовується тільки до сусідніх нападників. Кілька бонусів відплати складаються."
Glossary_Round,"Раунд: означає, що цей ефект триває до кінця раунду."
Glossary_Self,"Ця здатність націлена на самого персонажа"
Glossary_Shield,"Щит: персонаж зі Щитом зменшує всі вхідні атаки на X пунктів атаки. Кілька бонусів щита складаються. Бонуси щита застосовуються тільки до атакувальних здібностей і не зупиняють інші форми шкоди."
Glossary_Sleep,"Сон: Сплячий персонаж не може виконувати будь-які здібності або використовувати предмети у свій хід. Стан сну знімається, коли будь-який персонаж, який не є союзником, пошкоджує, накладає негативну умову або припиняє будь-який РУХ поруч зі сплячим персонажем. Персонажі все одно повинні вибрати дві карти або відпочити для ходу, однак дії не розігруються, а карти просто скидаються. Тривалий відпочинок виконується у звичайному режимі. Заклики персонажів і союзники не будуть атакувати сплячі ЦІЛІ, якщо вони безпосередньо не контролюються персонажами. Під час пробудження персонаж слідує правилам, як якщо б він щойно з'явився на світ."
Glossary_Song,"Пісня: ефекти активної пісні будуть постійно застосовуватися доти, доки не буде відтворено іншу пісню."
Glossary_StopFlying,"Не може літати: цей персонаж більше не має здатності Політ."
Glossary_Strengthen,"Посилення: посилений персонаж отримує Перевагу на всіх своїх атаках. Стан посилення знімається наприкінці наступного ходу порушеного персонажа."
