Keys,"Українська [ua-UA]"
Scenario_Campaign_062_Success_3,"Я намагався врятувати свій народ, але замість цього прирік його на вічні страждання. Ви звільнили нас, і ми безмежно вам вдячні."
Scenario_Campaign_062_Success_4,"Ви волаєте до голосу, відчайдушно намагаючись дізнатися, що ж сталося у Східній гавані, чому напали демони і звідки вони прийшли,"
Scenario_Campaign_062_Success_5,"І знову чуєте цей голос: ""Ми самі накликали на себе цю напасть. Ми проводили дослідження, щоб почати подорожувати за межі нашого світу, але в підсумку лише відкрили портал у якийсь жахливий вимір. З цього пекла ринула юрба демонів, що захлеснула нас, немов цунамі."
Scenario_Campaign_062_Success_6,"Якийсь час ви не чуєте голосу, але потім він з'являється знову: ""Але навіть той безрозсудний досвід не змусив мене засвоїти урок. Я привів жителів міста сюди і знову скористався силами, які не розумів повною мірою. Мені нескінченно соромно."
Scenario_Campaign_062_Success_7,"Сумний голос покидає вас. Ви волаєте до нього, але не чуєте нічого, крім тиші. Залишається тільки сподіватися, що тепер загиблі знайшли спокій. І ви нарешті отримали відповіді на ваші запитання, хоча легше вам від цього не стало."
Scenario_Campaign_063_Success_1,"Останній Інокс із передсмертним криком обрушується на землю. На відміну від своїх побратимів, ці Інокси не носили важкої броні, зате билися з майже потойбічною жорстокістю."
Scenario_Campaign_063_Success_2,"І чому вони билися пліч-о-пліч із демонами? Ця думка по-справжньому вас тривожить. Здається, демони розширюють зону свого впливу в цьому світі, і ви радієте, що хоча б частково вам вдалося цьому перешкодити."
Scenario_Campaign_063_Success_3,"Але час згадати про мету вашої подорожі. Скарби справді того варті. Набивши мішки вщерть, ви вирушаєте в довгу дорогу додому."
Scenario_Campaign_064_Success_1,"Нарешті, у печері настає тиша, і ви ловите момент, щоб нею насолодитися."
Scenario_Campaign_064_Success_2,"Хоч би як вам хотілося якомога довше залишитися в цьому блаженному спокої, далеко від тягот дратівливої повсякденності, але капітан попередив, що не збирається довго на вас чекати, а думка про те, щоб застрягнути у відкритому морі, не видається найвдалішою."
Scenario_Campaign_064_Success_3,"Ви намагаєтеся запам'ятати чарівну атмосферу цього місця, а потім виходите з печери і пірнаєте в підводний тунель. На щастя, торгове судно все ще чекає, і ви причалюєте до нього на човні."
Scenario_Campaign_065_Objective_1,"Убити всіх ворогів"
Scenario_Campaign_065_Objective_2,"Здобути всі інкрустовані скрині"
Scenario_Campaign_065_Success_1,"Убивши всіх тварюк, що ставали у вас на шляху, ви збираєте всі уривки паперу, що трапляються вам. Навіть не намагаючись прочитати написане, ви запихаєте ці клаптики в сумку і поспіхом залишаєте це місце."
Scenario_Campaign_066_Objective_1,"Перебувати на клітці з натискною плитою"
Scenario_Campaign_066_Room_2_1,"Пройшовши всередину, ви за допомогою стародавнього механізму відчиняєте важкі металеві двері. Через отвір, що відчинився, назовні виривається какофонія звуків: скрипи і брязкіт шестерень, що крутяться, і монотонний гуркіт механізмів, що працюють."
Scenario_Campaign_066_Room_2_2,"Ця стародавня печера є частиною якоїсь величезної складної механічної системи, яка подібно до живого організму досі працює десь глибоко під землею."
Scenario_Campaign_066_Room_2_3,"На жаль, тут є і по-справжньому живі організми, які, судячи з усього, весь цей час охороняли це місце. Здається, щоб пробратися через весь цей хаос, вам знадобиться щось більше, ніж просто груба сила."
Scenario_Campaign_066_SCENARIO_MODIFIER_1,"Двері залишаються відчиненими, тільки поки один із персонажів перебуває на клітці з відповідною натискною плитою. Якщо один із персонажів залишає клітку з натискною плитою, відповідні двері зачиняються і знову стають замкненими, якщо тільки один із персонажів не перебуває на іншій клітці з натискною плитою, відповідній тим самим дверям. Якщо один із персонажів перебуває на клітці з дверима, коли двері зачиняються, він отримує шкоду від пошкоджувальної пастки і пересувається на найближчу незайняту клітку."
Scenario_Campaign_066_Success_1,"Коли ви приводите в дію останню натискну плиту, печерою проноситься оглушливий звук вибуху. Шестерні уповільнюють свій хід, а незабаром і зовсім зупиняються."
Scenario_Campaign_066_Success_2,"На ваше щастя, здається, що сили місцевої охорони також виснажуються, і галасливу метушню змінює зловісна тиша. Шестерінки більше не крутяться, і машини перестали гудіти."
Scenario_Campaign_067_Objective_1,"Убити Містичного голема"
Scenario_Campaign_067_Room_2_1,"Двері майже зриваються з проржавілих петель, коли ви штовхаєте їх плечем, і вам відкривається шлях у напівзатоплений тунель під вежею."
Scenario_Campaign_067_Room_2_2,"Оглянувши простір, ви одразу помічаєте глибоко подряпаний напис на кам'яній стіні: ""Я чудовисько. Я зло. У мене немає душі""."
Scenario_Campaign_067_Room_3_1,"Двері відчиняються, і ви опиняєтеся в чудово збереженій бібліотеці, посеред якої височіє величезний кам'яний голем. Раптово лунає його різкий, скрипучий голос:"
Scenario_Campaign_067_Room_3_2,"Ні! Навіщо ви прийшли сюди? Я знищив усе, що можна було забрати. Навіщо ви змушуєте мене вбивати?"
Scenario_Campaign_067_SCENARIO_MODIFIER_1,"Двері в третю кімнату залишаються відчиненими, тільки поки один із персонажів перебуває на клітці з натискною плитою. Якщо один із персонажів перебуває на клітці з дверима, коли двері зачиняються, він отримує шкоду від пошкоджувальної пастки і пересувається на найближчу незайняту клітку."
Scenario_Campaign_067_SCENARIO_MODIFIER_2,"Арканний Голем не може покинути свою кімнату."
Scenario_Campaign_067_Success_1,"Ієрогліфи на кінцівках голема зникають, і від нього починають відвалюватися шматки каменю. Голем встигає вимовити лише одне слово: ""Дякую""."
Scenario_Campaign_067_Success_2,"Обшукуючи бібліотеку, ви знаходите щоденник, у якому докладно описано, як голему було дано інтелект і здатність до навчання та пізнання."
Scenario_Campaign_067_Success_3,"Але пізнав голем лише одне: він - бездушне чудовисько, яке не може ні з ким спілкуватися, оскільки йому було велено ніколи не залишати цю кімнату і вбивати всіх, хто посміє сюди увійти."
Scenario_Campaign_067_Success_4,"У тілі голема ви знаходите енергетичне ядро, що світиться."
Scenario_Campaign_068_Objective_1,"Убити всіх ворогів"
Scenario_Campaign_068_Objective_2,"Захистити дерево"
Scenario_Campaign_068_Success_1,"Знищивши останню істоту, ви нарешті можете звернути увагу на дерево і загасити пожежу. Воно сильно обвуглене, але має шанс вижити."
Scenario_Campaign_068_Success_2,"Немає таких слів, якими я могла б віддячити вам за те, що ви зробили для нас, незнайомці,"" зі сльозами на очах вимовляє жінка-Інокс."
Scenario_Campaign_068_Success_3,"Я не знаю, навіщо ви сюди прийшли, але я вірю, що вас привели духи. Ви справжнє диво!"
Scenario_Campaign_068_Success_4,"Оговтавшись від радості, жінка в задумливості чухає потилицю. ""Уявити не можу, чому дрейки зайшли так далеко на південь. Можливо, щось або хтось діє наперекір духам."
Scenario_Campaign_068_Success_5,"Вона простягає вам кілька склянок із зіллям. ""Як би там не було, прийміть це на знак моєї вдячності. Моє плем'я використовує цілющі сили дерева, щоб робити ліки. Сподіваюся, вони вам знадобляться."
Scenario_Campaign_068_Tree,"Священне дерево"
Scenario_Campaign_069_Objective_1,"Підняти ляльку"
Scenario_Campaign_069_Objective_2,"Принести ляльку до колодязя"
Scenario_Campaign_069_Success_1,"Ви кидаєте ляльку в колодязь і повертаєтеся до чоловіка, який дякує вам мішком дзвінких монет."
Scenario_Campaign_070_Objective_1,"Убити всіх демонів"
Scenario_Campaign_070_Room_5_1,"Ви добираєтеся до дальньої частини печери, відчайдушно намагаючись триматися подалі від духів, що переслідують вас. А попереду на вас чекають більш могутні демони."
Scenario_Campaign_070_Room_5_2,"- Залиште надію, дурні! - Крізь завивання вітру ви розрізняєте слова потворного демона, витканого з хаотичних потоків. - Армія наших рабів незліченна. Вони пожеруть вашу плоть, і ви поповните їхні ряди."
Scenario_Campaign_070_Success_1,"Останнього з демонів повалено. Потойбічні завивання проносяться по всій печері, і духи навколо вас починають повільно зникати."
Scenario_Campaign_070_Success_2,"Ви все ще напоготові, але поступово і вітер, і лють стихають, і печера занурюється в тишу."
Scenario_Campaign_070_Success_3,"Ви більше не відчуваєте всепоглинаючого страху, що тиснув на вас відтоді, як ви ступили на цей острів."
Scenario_Campaign_071_Objective_1,"Здобути всі інкрустовані скрині"
Scenario_Campaign_071_Objective_2,"Усі найманці повинні втекти через вихід"
Scenario_Campaign_071_Success_1,"Ви збираєте стільки бляшаного коріння, скільки можете забрати, а потім обережно спускаєтеся з гори, перш ніж прокидаються інші дрейки."
Scenario_Campaign_071_Success_2,"Ви сподіваєтеся лише на те, що ваші страждання і біль окупляться цінною знахідкою."
Scenario_Campaign_072_Objective_1,"Убити ліве дерево"
Scenario_Campaign_072_Objective_2,"Убити весь слиз"
Scenario_Campaign_072_Objective_3,"Убити середнє дерево"
Scenario_Campaign_072_Objective_4,"Убити праве дерево"
Scenario_Campaign_072_Success_1,"Зелена плівка, що вкриває землю, хвилюється і корчиться, коли останнє дерево падає на землю. Можливо, це ваша уява, але вам здається, що ви чуєте, як вона кричить."
Scenario_Campaign_072_Success_2,"А потім весь слиз стає коричневим і завмирає. Ви не впевнені, що ця земля ще хоч раз принесе плоди, але, принаймні, ви усунули загрозу."
Scenario_Campaign_072_Success_3,"Залишається сподіватися, що Седогрива влаштує такий розклад і він виконає свою частину угоди."
Scenario_Campaign_072_Tree,"Дерево"
Scenario_Campaign_073_Objective_1,"Убити всіх ворогів"
Scenario_Campaign_073_Objective_2,"Здобути всі інкрустовані скрині"
Scenario_Campaign_073_Room_3_1,"Ви входите в печеру і стикаєтеся віч-на-віч із розлюченим шаманом Іноксів."
Scenario_Campaign_073_Room_3_2,"Забирайтеся звідси, міські щури! Це наша земля, і ви не посмієте її осквернити! Біжіть геть, або на ваші голови впаде наш гнів!"
Scenario_Campaign_073_Room_3_3,"На ваших обличчях спливає усмішка. Проробити весь цей шлях нагору, щоб повернутися з порожніми руками?"
Scenario_Campaign_073_Success_1,"Розправившись з Іноксами, ви вивчаєте, які багатства вони ховали у своїй печері."
Scenario_Campaign_073_Success_2,"Здебільшого це наповнені прахом глиняні горщики та уламки кісток, але серед пожитків ви знаходите і великий фоліант."
Scenario_Campaign_073_Success_3,"Він пошарпаний, обрубаний і розвалюється на частини, але більшість сторінок можна розібрати. Ви обережно кладете старий том у сумку і повертаєтеся в Похмуру гавань."
Scenario_Campaign_074_Objective_1,"Усі найманці повинні добути по одному жетону скарбів"
Scenario_Campaign_074_Objective_2,"Жоден найманець не повинен стати виснаженим до взяття скарбу"
Scenario_Campaign_074_Room_6_1,"У міру того, як ви просуваєтеся в глиб табору, стає очевидним, що це не звичайні розбійники. Вони носять ті самі знаки, що й розбійники, які напали на ваш корабель."
Scenario_Campaign_074_Room_6_2,"На жаль, також очевидно, що їх набагато більше, ніж вас, - справа набирає серйозного оберту."
Scenario_Campaign_074_Success_1,"Зібравши якомога більше речей Гевіна, ви все ж вирішуєте, що найкраще було б втекти, рятуючи свої життя."
Scenario_Campaign_075_Objective_1,"Розкопайте всі могили"
Scenario_Campaign_075_Objective_2,"Убийте Смердючого регента"
Scenario_Campaign_075_Room_3_1,"У дальньому кінці кладовища ви знаходите великий, багато прикрашений саркофаг. Ваші барабанні перетинки ледь не розриваються від пронизливих криків привидів, що ширяють навколо:"
Scenario_Campaign_075_Room_3_2,"Не смійте чіпати скарби регента! Не для ваших холопських рук!"
Scenario_Campaign_075_Success_1,"Чудова робота!"" - захоплюється Нік, коли ви залишаєте кладовище з оберемком награбованого."
Scenario_Campaign_075_Success_2,"Знадобиться ціла вічність, щоб знайти покупців для всього цього мотлоху, але повірте, є сила-силенна народу, який просто з глузду з'їжджає з глузду від подібних речей."
Scenario_Campaign_075_Success_3,"Він методично оглядає вашу ЗДОБИЧ, а потім простягає важкий, приємно дзвінкий мішок."
Scenario_Campaign_075_Success_4,"Ось ваша частка! З урахуванням того, скільки я збираюся виручити за все, вийшло досить непогано. Приємно мати з вами справу!"
Scenario_Campaign_076_Objective_1,"Відкрити всі кімнати"
Scenario_Campaign_076_Objective_2,"Убити всіх ворогів"
Scenario_Campaign_076_Success_1,"Нічні демони і ожилі мерці... Ця громада женців явно затівала щось недобре."
Scenario_Campaign_076_Wall,"Стіна"
Scenario_Campaign_077_Objective_1,"Здобути всі інкрустовані скрині"
Scenario_Campaign_077_Objective_2,"Убити всіх міських вартових до того, як зазвучить сигнал тривоги"
Scenario_Campaign_077_Room_2_1,"Якого біса тут..."" Стражник, який пересуває бочки, підскакує від несподіванки. ""Порушники! Тривога! Спустити собак! Активувати големів! Варта, повна готовність!"
Scenario_Campaign_077_Success_1,"Обшукуючи бібліотеку сховища, ви без зусиль знаходите і ""Звід"", і книгу Домініка."
Scenario_Campaign_077_Success_2,"На полицях вам трапляються й інші загадкові фоліанти: ""Големи і механоїди"", ""Алгокс Півночі""."
Scenario_Campaign_077_Success_3,"Стільки таємних знань можна було б почерпнути тут, але часу розбиратися у всьому цьому ви не маєте: черговий загін Варти будь-якої миті може спуститися сходами та сповістити увесь особняк про вашу присутність."
Scenario_Campaign_077_Success_4,"Ви хапаєте те, навіщо так довго йшли, і мчитеся до виходу, перестрибуючи через трупи вартових, які трапилися вам на шляху."
Scenario_Campaign_078_Objective_1,"Убити всіх ворогів"
Scenario_Campaign_078_Objective_2,"Зупинити жертвопринесення"
Scenario_Campaign_078_Room_2_1,"Ви вриваєтеся у двері наприкінці коридору і бачите оголеного чоловіка в ланцюгах, що стоїть на колінах посеред кімнати. Навколо нього зібралися фігури в темних мантіях."
Scenario_Campaign_078_Room_2_2,"Підніміть і відведіть його до вівтаря!"" кричить один із культистів, рухаючись до в'язня."
Scenario_Campaign_078_Room_2_3,"А решта нехай займуться нашими гостями. Коли темний пан насититься кров'ю невинного, його сила знищить цих нещасних!"
Scenario_Campaign_078_Success_1,"Розправившись із Воронами, ви розбиваєте вівтар на шматки і звільняєте незнайомця. Як тимчасовий одяг ви пропонуєте йому одну з чорних мантій культистів."
Scenario_Campaign_078_Success_2,"Спасибі вам, величезне спасибі,"" схлипує він. ""Я вже думав, що мені кінець. Вони називали мене щасливчиком, адже моя кров воскресить їхнього ""воронячого"" бога."
Scenario_Campaign_078_Success_3,"Спочатку я думав, що йдеться про птаха, але вони все бурмотіли про якісь жуйки і панцир."
Scenario_Campaign_078_Success_4,"На щастя, ви так і не дізнаєтеся, кого ж Ворони намагалися звільнити. Тепер вони можуть водити хороводи зі своїм богом у потойбічному світі."
Scenario_Campaign_079_Objective_1,"Убити зрадника"
Scenario_Campaign_079_Objective_2,"Сом повинен вижити"
Scenario_Campaign_079_Objective_3,"Активувати всі натискні плити одночасно для відкриття дверей"
Scenario_Campaign_079_Objective_4,"Убити всіх кам'яних големів для відкриття дверей"
Scenario_Campaign_079_Room_4_1,"Двері відсуваються вбік, і ви бачите перед собою звичайну кам'яну гробницю з великим саркофагом посередині."
Scenario_Campaign_079_Room_4_2,"Сом біжить уперед і зрушує важку кришку: ""Нарешті! Мій пане, ви вільні від своїх кайданів!"
Scenario_Campaign_079_Room_4_3,"Ви в замішанні дивитеся, як кам'яний саркофаг руйнується і з нього піднімається густий чорний туман, що обволікає дволикого злодія."
Scenario_Campaign_079_Room_4_4,"Так-а-а-а-а-а-а! Тепер Зрадник поглине ваші душі й плоть, як у старі добрі часи!"
Scenario_Campaign_079_Room_4_5,"Крики вмираючого Сома змовкають, коли туман повністю огортає його і набуває вигляду савваса, одягненого в мантію."
Scenario_Campaign_079_Room_4_6,"Він так легко піддавався впливу... Утім, ви теж. Душа злодія була хороша, але я і ваші хочу!"
Scenario_Campaign_079_Start_1,"І тут Сом пожвавлюється: ""Друзі! Ось це так! Натискні плити! Кожен із нас має стати на одну з них! Усі разом!"
Scenario_Campaign_079_Start_2,"Чур, ця для Сома, а ви давайте до решти."" Він вказує в темряву і підбадьорливо підморгує."
Scenario_Campaign_079_Success_1,"Коли ви розрубуєте кам'яну плоть злісного савваса, лунає несамовитий крик. Чорний туман витікає з його ран і розсіюється в повітрі."
Scenario_Campaign_079_Success_2,"Я слабшаю, але коли-небудь сили повернуться. Вам не сховатися від мого псування!"
Scenario_Campaign_079_Success_3,"Зрадник розсипається, перетворюючись на купку пилу на підлозі."
Scenario_Campaign_079_Success_4,"Прагнучи якомога швидше покинути це місце, ви збираєте все цінне, що трапляється на очі, і стрімголов мчитеся до виходу."
Scenario_Campaign_080_Objective_1,"Усі найманці повинні добути по одному жетону скарбів"
Scenario_Campaign_080_Objective_2,"Усі найманці повинні втекти через вихід"
Scenario_Campaign_080_Room_3_1,"Роздобувши спорядження і готуючись вирушити далі, ви відчиняєте двері підземелля. Вас зустрічають яскраве сонячне світло і свіже повітря."
Scenario_Campaign_080_Room_3_2,"Але на цьому приємні зустрічі закінчуються. Ви чуєте виття сирен і тупіт Вартових, що збираються на мосту попереду з метою відрізати вам шлях до виходу."
Scenario_Campaign_080_Room_3_3,"Схоже, саме час для тренувальної стрільби,"" кричить арбалетник з дальнього боку мосту, націлюючи на вас зброю. ""Не витрачайте даремно останні миті на цьому світі!"
Scenario_Campaign_080_Success_1,"Залишаючи за собою кривавий слід зі стогнучих поранених і мерців, ви наполегливо просуваєтеся вперед. Ухиляючись від клинків прибулих на підмогу солдатів Варти, ви, не гаючи часу, підхоплюєтеся на коней."
Scenario_Campaign_080_Success_2,"Пришпорені, вони галопом кидаються геть, зносячи на своєму шляху тендітні дерев'яні двері."
Scenario_Campaign_081_Objective_1,"Убити Безбарвного"
Scenario_Campaign_081_Room_3_1,"Нарешті діставшись до входу в святилище, ви готуєтеся до останнього випробування."
Scenario_Campaign_081_Room_3_2,"Відчинивши двері, ви потрапляєте в місце, застигле між вічною темрявою і сліпучим світлом. Два величезні демони стоять по обидва боки від савваса. Його груди пульсують чорно-золотим світлом,"
Scenario_Campaign_081_Room_3_3,"І це виглядає дуже дивно, адже зазвичай савваси не можуть підпорядкувати собі ці стихії... Якимось чином саввасу, що стоїть перед вами, вдалося приручити їх, але, судячи з його обличчя, він при цьому збожеволів."
Scenario_Campaign_081_Success_1,"З усієї сили ви встромляєте зброю глибоко в груди савваса, розбиваючи її на осколки."
Scenario_Campaign_081_Success_2,"Раптово в рану починають втягуватися штучні потоки світла і темряви, і, зібравшись воєдино, вони вибухають у сліпучому спалаху."
Scenario_Campaign_081_Success_3,"Спустошене тіло савваса обрушується на підлогу."
Scenario_Campaign_081_Success_4,"Поки ви збираєте ЗДОБИЧ і залишаєте храм, у приміщення повертається природне освітлення і сутінки стають справжніми."
Scenario_Campaign_081_Success_5,"Ви кидаєте останній погляд на стелю, захоплюючись неймовірною красою цього місця."
Scenario_Campaign_082_ExitTile,"Найманці, які закінчують свій хід на цьому гексі, можуть принести в жертву ""Звірові"" награбований артефакт, щоб завершити сценарій."
Scenario_Campaign_082_ItemChoice,""
Scenario_Campaign_082_Objective_1,"Добути артефакти зі скринь і втекти через клітини виходу"
Scenario_Campaign_082_Objective_2,"Пожертвувати артефакт Звіру, ставши найманцем, який добув артефакт, на клітку коридору"
Scenario_Campaign_082_Objective_3,"Досягти виходу всіма найманцями, які зібрали артефакти АБО"
Scenario_Campaign_082_Room_5_1,"Ця далека кімната стала останнім притулком саввасів. Вся підлога усипана їхніми обгорілими понівеченими тілами."
Scenario_Campaign_082_Room_5_2,"Центр кімнати займає трон, на якому сидить мертвий правитель саввасів у шоломі та з молотом у руках."
Scenario_Campaign_082_Room_5_3,"Позаду нього на стіні випалено напис: ""Дурні. Звір пробуджується. Вам не приборкати силу гори. Поверніть їх, і він знову засне""."
Scenario_Campaign_082_SCENARIO_MODIFIER_1,"Усі двері замкнені. Щоразу, коли ви вбиваєте одного елітного ворога, автоматично відчиняються одні двері."
Scenario_Campaign_082_Success_A_1,"Ви кидаєте артефакт в озеро рідкого полум'я, що розтікається навколо вас. З шипінням вогонь жадібно проковтує ЗДОБИЧ."
Scenario_Campaign_082_Success_A_2,"Тремтіння і гуркіт, що не припинялися до цього моменту, починають вщухати. Големи завмирають, а демони, здається, і зовсім зникли."
Scenario_Campaign_082_Success_A_3,"Коли ви повертаєтеся додому, хмара сажі все ще висить у повітрі, але гора, схоже, заснула. На якийсь час."
Scenario_Campaign_082_Success_B_1,"Ви мчите геть через кам'яні двері, задихаючись від попелу, що кружляє в повітрі. Жар дихає вам у спини."
Scenario_Campaign_082_Success_B_2,"Коли ви спускаєтеся старою кам'яною дорогою, яка тепер поцяткована тріщинами, тремтіння гори досягає свого апогею."
Scenario_Campaign_082_Success_B_3,"Небо почорніло, а по схилу з гуркотом котяться величезні валуни."
Scenario_Campaign_082_Success_B_4,"Вам ледь вдається дістатися до Похмурої гавані, але навіть тут відчуваються наслідки виверження."
Scenario_Campaign_083_Misc_1,"Нарешті, всі культисти мертві, і ви намагаєтеся перевести подих."
Scenario_Campaign_083_Misc_2,"Раптово вівтар починає тремтіти, а з його надр вириваються дим і язики полум'я."
Scenario_Campaign_083_Misc_3,"Разом із ними з'являються вогняні демони, і кімната перетворюється на пекло."
Scenario_Campaign_083_Misc_4,"Здається, вам не вдалося зупинити ритуал..."
Scenario_Campaign_083_Room_3_1,"Відчинивши кам'яні двері, ви бачите вівтар, що височіє посеред кімнати і пульсує дивною червонуватою енергією."
Scenario_Campaign_083_Room_3_2,"Один із культистів обертається до вас і знімає капюшон. З-під нього вимальовується усмішка на знайомому обличчі. Це та жінка з ""Бурих дверей""."
Scenario_Campaign_083_Room_3_3,"А ви вчасно. Ми якраз збиралися принести жертву,"" глузливо вітає вона вас, повертаючись до вівтаря. ""Нам не вистачало лише хорошої сильної крові, щоб завершити ритуал. Культисти починають свій спів, а ви оголюєте зброю і кидаєтеся в бій."
Scenario_Campaign_083_Success_1,"Вогонь на вівтарі гасне, і на поверхні залишається лише невеликий шматок бурштину, що світиться."
Scenario_Campaign_083_Success_2,"Взявши його в руки, ви дивуєтеся тому, який він холодний."
Scenario_Campaign_083_Success_3,"Вам вдається продати самоцвіт за хороші гроші, і ви зарікаєтеся допомагати жінкам, які плачуть у тавернах."
Scenario_Campaign_084_Objective_1,"Убити всіх ворогів"
Scenario_Campaign_084_Objective_2,"Захистити кристал"
Scenario_Campaign_084_SCENARIO_MODIFIER_1,"Якщо під час ходу будь-якого монстра він може переміститися в межах дальності для атаки кристала, він зосередиться на кристалі.<br><br>Двічі під час сценарію, коли кристал отримує шкоду, будь-який найманець може спалити одну карту зі своєї руки, щоб кристал не отримав шкоди."
Scenario_Campaign_084_SCENARIO_MODIFIER_2,"На початку 4-го раунду відкриється ліва кімната. На початку 6-го раунду відкриється права кімната. На початку 9-го раунду відкриється верхня кімната."
Scenario_Campaign_084_Start_1,"Мій поклик почуто. Ви з'явилися вчасно,"" - лунає потойбічний голос, що заполоняє всю печеру."
Scenario_Campaign_084_Start_2,"Прошу, допоможіть. Вони прийшли знищити мене."
Scenario_Campaign_084_Success_1,"Коли останній демон падає, земля знову тремтить, і світло кристала згасає. Жахливі звуки лунають по всьому залу, і ви готуєтеся до нової атаки демонів."
Scenario_Campaign_084_Success_2,"Але замість цього голос звертається до вас: ""Спасибі, що захистили мене. Моя медитація тривала набагато довше, ніж я припускав. Коли демони почали полювати за мною, я відправив цей осколок, щоб покликати на допомогу."
Scenario_Campaign_084_Success_3,"У печеру повертається світло, і ви бачите перед собою Орхіда, що світиться. З його голови, спини і плечей виростають великі кристали."
Scenario_Campaign_084_Success_4,"Тепер мені відкрито все, що має статися. Прошу, візьміть цей кристал на знак моєї вдячності. Тепер ви зможете керувати його силою."
Scenario_Campaign_085_Room_5_1,"Увійшовши всередину святилища, ви натикаєтеся на групу сонячних демонів. Зібравшись навколо двох вівтарів, вони захищають їх від залишків армії нічних демонів."
Scenario_Campaign_085_Room_5_2,"Дякуємо вам за те, що відволікали наших ворогів, поки ми захоплювали це святилище, - каже один із сонячних демонів."
Scenario_Campaign_085_Room_5_3,"Тепер пішли геть! Ми захопимо владу над храмом і знищимо всіх, кому вистачить дурості встати у нас на шляху!"
Scenario_Campaign_085_Room_5_4,"Ваших знань про демонів цілком достатньо, щоб зрозуміти одну річ: віддавати їм священний храм - погана ідея. Виходить, що вам просто доведеться знищити їх усіх."
Scenario_Campaign_085_SCENARIO_MODIFIER_1,"На початку кожного раунду перемістіть стихія Світла буде Сильною, а стихія Темряви - інертною."
Scenario_Campaign_085_Success_1,"Останній сонячний демон під ударами ваших клинків падає на підлогу, і світло, що виходить від нього, тьмяніє."
Scenario_Campaign_085_Success_2,"Будьте прокляті!"" шипить він. ""Завдяки силі сонця цього світу ми могли б стати безсмертними!"
Scenario_Campaign_085_Success_3,"Але зараз їм далеко до безсмертя. І тим краще."
Scenario_Campaign_085_Success_4,"Ви востаннє оглядаєте приміщення, знаючи, що у вас залишилося зовсім мало часу, перш ніж вся будівля зникне. І раптом над одним із вівтарів ви помічаєте прекрасну блискучу сферу."
Scenario_Campaign_085_Success_5,"Доторкнувшись до її гладкої прохолодної поверхні, ви відчуваєте, наче все так і повинно бути, наче цю сферу створено для вас і храм передає її вам на знак подяки за те, що вберегли її від небезпеки."
Scenario_Campaign_085_Success_6,"Варто вам узяти сферу в руки, як стіни зникають. Стеля стає прозорою, і ви спостерігаєте за тим, як сонце ховається за гірськими вершинами."
Scenario_Campaign_085_Success_7,"Не встигнувши й оком моргнути, ви опиняєтеся на березі ставка. Храм зник з поля зору."
Scenario_Campaign_086_Objective_1,"Врятувати 7 жителів села"
Scenario_Campaign_086_Objective_2,"Поразка якщо померло 5 жителів"
Scenario_Campaign_086_SCENARIO_MODIFIER_1,"Жителі села рухаються до зелених клітин виходу з ініціативою 99 кожен раунд. Досягнувши мети, вони вважаються врятованими і забираються з поля."
Scenario_Campaign_086_Success_1,"Ви мчитеся вперед і стрибаєте у великий рибальський човен біля пристані, дорогою відв'язуючи швартови та зіштовхуючи його у воду. На той час, коли на пристані зібралася ціла армія Вермлінгів, ви вже у відкритому морі."
Scenario_Campaign_086_Success_2,"Спасибі, що затримали цих брудних тварин,"" задихаючись, дякує вам один із хворих селян. ""Без вас більшість на цьому човні вже були б убиті. До речі, навіщо ви прибули в наші краї?"
Scenario_Campaign_086_Success_3,"Ви пояснюєте, що варта міста відправила вас досліджувати заражену воду. Рибалка, посміхаючись, лише фиркає вам у відповідь:"
Scenario_Campaign_086_Success_4,"Ха, наче ці непотрібні стражники можуть чимось допомогти. Ми тижнями скаржилися їм на погане водопостачання, а вони й пальцем не поворухнули."
Scenario_Campaign_086_Success_5,"Мабуть, зараза все-таки добралася до жителів Похмурої гавані, якщо вони вирішили нарешті послати когось сюди."
Scenario_Campaign_086_Success_6,"Обличчя рибалки знову похмурішає. ""Утім, якою б не була причина, я не стану відмовлятися від допомоги найманців, що прийшли з благими намірами. Можу просто зараз відвести вас до джерела всіх наших бід."
Scenario_Campaign_086_Success_7,"Ми виявили, що отрута виходить із невеликої затоки на півдні. Там якісь огидні тварюки викидають в океан нескінченний потік зараженого слизу."
Scenario_Campaign_087_Objective_1,"Убити Гігантський слиз"
Scenario_Campaign_087_Room_2_1,"Прорубуючись крізь скритнів, ви добираєтеся до головної зали печери, заповненої густим гнилим слизом."
