Keys,"Українська [ua-UA]"
EVENT_CITY_CAMPAIGN_13_OPTION_A,"Зупинитися і скуштувати делікатесів."
EVENT_CITY_CAMPAIGN_13_OPTION_B,"Продовжити шлях у пошуках більш традиційних закусок."
EVENT_CITY_CAMPAIGN_13_RESULT_A,"Ви вирішуєте зануритися в незвідане і подивитися, що запропонує вам Куатріл. Коли ви наближаєтеся, він виглядає дуже задоволеним і показує вам, як потрібно вдихати пари з колби, а потім пропонує скуштувати насипаних у чашу маленьких золотистих кульок. Коли кульки починають танути у вас у роті, їхній смак змішується з ароматними парами, створюючи чудове поєднання. Ви платите Куатрилу хто скільки може, але схоже, що його більше хвилює, чи сподобалася вам його їжа."
EVENT_CITY_CAMPAIGN_13_RESULT_B,"Кинувши швидкий погляд на візок, ви не можете зрозуміти, як взагалі їдять більшість цих страв. У подібних ситуаціях краще не ризикувати і дотримуватися недорогої перевіреної їжі."
EVENT_CITY_CAMPAIGN_14_INTRO,"Ви чуєте крики з півдня, наближаючись до доків, і бачите натовп жінок, які панічно біжать у вашому напрямку.<br><br>“Напад!” — кричать вони, промчавши повз вас і ледь не збивши вас з ніг.<br><br>Ви поспішаєте до доків і знаходите натовп робітників, які тривожно стоять на готові, озброївшись підручними знаряддями, і оточують один із причалів.<br><br>На самому кінці дерев’яного настилу стоїть група Луркерів — моторошних крабоподібних чудовиськ, розміром з Інокса і не менш люті. Але ці Луркери не виглядають ворожими. Вони просто стоять на причалі, клацаючи клешнями в дивному ритмі."
EVENT_CITY_CAMPAIGN_14_OPTION_A,"Дістати зброю і прогнати скритнів назад у море."
EVENT_CITY_CAMPAIGN_14_OPTION_B,"Акуратно наблизитися до скритників і спробувати вступити з ними в контакт."
EVENT_CITY_CAMPAIGN_14_RESULT_A,"Натовп розступається, побачивши, як ви зі зброєю напереваги наближаєтеся до доків. Коли ви ступаєте на сирі дошки, потайники обертаються і клацання затихає. Але лише ненадовго: непрохані гості одразу ж хором починають шипіти і загрозливо трясти клешнями. Незважаючи на цю загрозу, ви кидаєтеся вперед і починаєте шматувати панцири своїх супротивників, поки ті не починають з острахом пірнати у воду."
EVENT_CITY_CAMPAIGN_14_RESULT_B,"Натовп розступається, коли ви підходите до причалу з виглядом, що вселяє впевненість і довіру. Скритні помічають вас і продовжують клацати у відповідь на ваше наближення. Ви звертаєтеся до них і питаєте, навіщо вони прийшли, але у відповідь чуєте лише, як змінюється частота цих клацань. Помітивши ваше збентеження, вони знову видають неспокійне переклацування і спішно ховаються у воді. Роззяви явно вражені тим, що ви змогли прогнати цих істот, не вдаючись до насильства"
EVENT_CITY_CAMPAIGN_15_INTRO,"Це була справді чудова ніч, сповнена алкоголю та розмитих спогадів. Ви повертаєтеся до своїх кімнат у гарному настрої, коли робите неправильний поворот у провулок і спотикаєтеся об покалічений труп.<br><br>“Що тут відбувається?” — ви піднімаєте погляд і бачите міського вартового, який заходить у провулок, роздратований шумом, який ви спричинили своїм веселощами.<br><br>Перш ніж ви встигаєте щось зробити, він вихоплює меча. “Ви... що ви зробили?”<br><br>Ви озираєтеся і розумієте, що через падіння ваш одяг тепер у крові. Вартовий явно вважає, що це ви відповідальні за смерть цієї людини. Ця ніч раптом набрала зовсім іншого, зловісного відтінку."
EVENT_CITY_CAMPAIGN_15_OPTION_A,"Постаратися максимально дохідливо пояснити стражнику, що все так і було, коли ви знайшли це тіло."
EVENT_CITY_CAMPAIGN_15_OPTION_B,"У нападі паніки вбити стражника, а потім позбутися обох тіл."
EVENT_CITY_CAMPAIGN_15_RESULT_A_A,"Ви швидко тверезієте і пояснюєте ситуацію. На щастя, ваша хороша репутація вже рознеслася містом, і, впізнавши вас, стражник вірить вашій розповіді. Поставивши кілька запитань, він дозволяє вам піти і привести себе до ладу"
EVENT_CITY_CAMPAIGN_15_RESULT_A_B,"Спроби виправдатися, здається, тільки погіршують ситуацію. Тим часом стражники все прибувають, і ви ловите на собі їхні підозрілі погляди. На вашу удачу, варта виявляє, що такі рани на тілі не могли бути нанесені вашою зброєю, і відпускає вас. недовірливо дивлячись вам услід."
EVENT_CITY_CAMPAIGN_15_RESULT_B,"Невдалий стражник гине від вашого клинка, не встигнувши навіть покликати на допомогу. Якщо тіла знайдуть, на вас чекають великі проблеми."
EVENT_CITY_CAMPAIGN_15_RESULT_B_A,"Ви йдете шукати того, хто міг би належним чином прибрати цей безлад. Це недешево, але один із ваших контактів обіцяє змусити тіла зникнути."
EVENT_CITY_CAMPAIGN_15_RESULT_B_B,"Усвідомивши, що у вас не вистачить грошей на професійну допомогу, ви проводите всю ніч за розчищенням цього місця. Вам доводиться неабияк попітніти, щоб встигнути, поки ніхто нічого не виявив."
EVENT_CITY_CAMPAIGN_16_INTRO,"“Годі боротися! Ти йдеш зі мною, і нічого з цим не вдієш!”<br><br>Попереду на вулиці ви бачите двох вартових, які свариться з молодим хлопчином, одягненим у лахміття. “Якщо ти крадеш гаманці, то прямуєш до Примарної Фортеці. Іншого виходу немає.”<br><br>“Але моя родина голодує,” — плаче хлопчик. Ви впізнаєте його голос із ваших справ на Тонучому Ринку. Він не раз давав вам корисні поради щодо найманської роботи."
EVENT_CITY_CAMPAIGN_16_OPTION_A,"Заступитися за хлопчиська."
EVENT_CITY_CAMPAIGN_16_OPTION_B,"Дозволити стражникам забрати хлопчиська до в'язниці."
EVENT_CITY_CAMPAIGN_16_RESULT_A_A,"Ви вмовляєте стражників відпустити хлопчиська, але вони невблаганні. Ще трохи попрепиравшись, вони все ж погоджуються, але за умови, що ви заплатите за нього заставу. Стражник відважує хлопчику ляпаса і відпускає з миром"
EVENT_CITY_CAMPAIGN_16_RESULT_A_B,"Ви вмовляєте стражників відпустити хлопчиська, але вони невблаганні. Ви могли б їх підкупити, але, на жаль, золотих у вас недостатньо. Хлопчиська відводять у Примарну фортецю."
EVENT_CITY_CAMPAIGN_16_RESULT_B,"Коли тебе спіймали на гарячому, покарання, як правильно помітив стражник, не уникнути. Ви нічим не зобов'язані хлопчику, тож спокійно дивіться, як варта його веде."
EVENT_CITY_CAMPAIGN_17_INTRO,"Повертаючись до Похмурої Гавані з останніми здобичами, ви наближаєтеся до ринку в пошуках вигідної угоди. На жаль, навколо лише кілька видимих прилавків, які ще не збираються закриватися на день.<br><br>Вашу увагу привертає Саввас у мантії. На його прилавку виставлено кілька дивних артефактів, але ви підходите без особливих очікувань, сподіваючись, що ваші товари отримають гідну ціну.<br><br>Саввас мовчки киває, коли ви підходите. Він перебирає вашу ЗДОБИЧ, піднімає один предмет і простягає вам невеликий мішечок на обмін.<br><br>Висипавши вміст мішечка, ви бачите, що на долоню випала одна прямокутна чорно-біла монета."
EVENT_CITY_CAMPAIGN_17_OPTION_A,"Вимагати іншу оплату. Ціну в одну монету можна розцінювати як образу."
EVENT_CITY_CAMPAIGN_17_OPTION_B,"Забрати дивну монету і вивчити її детальніше."
EVENT_CITY_CAMPAIGN_17_RESULT_A,"Ви в люті кидаєте дивну монету на прилавок савваса. Він тягнеться її підняти, але ви хапаєте його за руку і вимагаєте гідної плати. Він мовчки дивиться на вас із презирством, а потім кидає вам в обличчя жменю золотих. Ви прикриваєте очі і тягнетеся до зброї, але, коли ви відкриваєте їх знову, ні його самого, ні його лотка ви не бачите. Ви похмуро збираєте розкидані монети і йдете геть."
EVENT_CITY_CAMPAIGN_17_RESULT_B,"Ви спокійно оцінюєте, що ця монета може мати набагато більшу цінність, ніж здається на перший погляд. Ви вирушаєте до Університету та проводите години, переглядаючи старі записи, але безрезультатно. День ви завершуєте в таверні, розвіюючи розчарування за келихом та голосними скаргами на монету. “Ці позначки дуже цікаві.” Ви піднімаєте погляд і бачите Естера, який стоїть над вами. “Вони описують особливе місце зустрічі. Я можу показати вам, де це.”"
EVENT_CITY_CAMPAIGN_18_INTRO,"Ви займаєтеся своїми справами на Тонучому Ринку, коли до вас підходить крихітна жінка з білим волоссям і хапає вас за руку.<br><br>“Ох, які ж ви сильні,” — говорить вона. “Чи не могли б ви допомогти мені з однією невеликою проблемою в моїй коморі?”<br><br>Її очі звужуються. “Щури! Їх так багато! Я не знаю, звідки вони беруться, але вони справжня напасть. Вчора зіпсували три банки консервів!”<br><br>Вона слабо тягне вас за рукав. “Будь ласка, допоможіть мені!”"
EVENT_CITY_CAMPAIGN_18_OPTION_A,"Відмовити старенькій у допомозі."
EVENT_CITY_CAMPAIGN_18_OPTION_B,"Погодитися допомогти з щурячою напастю."
EVENT_CITY_CAMPAIGN_18_RESULT_A,"Ви висмикуєте руку з її настирливих пальців, відходите вбік і вибачаєтеся, пославшись на надмірну зайнятість. Але все ж вашим відмовкам бракує такту, і невдовзі жінка голосить на всю вулицю, що нікому їй допомогти і що щури вб'ють її уві сні, а потім розтерзають її труп. Ця мова настільки жива, що незабаром перехожі починають на вас поглядати, здогадуючись, чим ви могли так засмутити бідну жінку..."
EVENT_CITY_CAMPAIGN_18_RESULT_B,"Ви широко посміхаєтеся і просите жінку відвести вас у свій будинок. Це стара халупа, що наполовину просіла в багнистий ґрунт. Як і передбачалося, всередині неї повнісінько щурів. Ви вбиваєте всіх гризунів, які трапилися, а, спустившись у підвал, виявляєте величезну дірку, яка веде до нещодавно обваленої частини каналізації, - тваринам просто більше нікуди було подітися. Жінка дякує вам принаймні за те, що сьогодні вона спатиме спокійно, і простягає трохи монет"
EVENT_CITY_CAMPAIGN_19_INTRO,"Ранкового ранку під вашими дверима з’являється дивовижне запрошення. Воно на церемонію весілля між дітьми двох заможних купців Похмурої Гавані. Ваші подвиги, схоже, заслужили їхню прихильність, і тому вони хотіли б, щоб ви приєдналися до них у цей особливий день, за умови, що ви не з’явитеся в броні, забризканій кров’ю.<br><br>І, заради Великого Дуба, принесіть подарунок."
EVENT_CITY_CAMPAIGN_19_OPTION_A,"Вирушити на весілля з дорогим подарунком."
EVENT_CITY_CAMPAIGN_19_OPTION_B,"Вирушити на весілля зі скромним подарунком."
EVENT_CITY_CAMPAIGN_19_RESULT_A_A,"Ви прямуєте на Новий ринок і вибираєте як подарунок приголомшливу вазу. Коли батько нареченої бачить її, він заявляє, що це найпрекрасніше, що він коли-небудь зустрічав. Тепер ви у всіх на вустах."
EVENT_CITY_CAMPAIGN_19_RESULT_A_B,"Як подарунок ви приносите дуже дорогу вазу, але вам не вдається привернути увагу батька нареченої, щоб піднести її в потрібний момент."
EVENT_CITY_CAMPAIGN_19_RESULT_B_A,"Дорогою на святкування ви купуєте набір непримітних срібних приладів. Коли ви прибуваєте на церемонію, батько нареченої обдаровує вас презирливим поглядом і починає перешіптуватися з гостями. Можливо, ви отримали запрошення помилково"
EVENT_CITY_CAMPAIGN_19_RESULT_B_B,"Ви не єдині гості на весіллі, і за гульбою і веселощами ніхто не звертає уваги на вашу повну відсутність смаку."
EVENT_CITY_CAMPAIGN_1_INTRO,"Ви вирішуєте розслабитися у “Сплячому Леві”, але саме коли ви починаєте відпочивати, ведмідь-чоловік врізається у ваш стіл, розкидаючи ваші напої по підлозі.<br><br>Над ним височіє масивний Інокс. “Що ти сказав про мої роги?” — реве Інокс. Чоловік піднімається і струшує уламки скла зі своєї туніки. “Я сказав, що від їхнього вигляду мене нудить!”<br><br>Інокс рикає і кидається на чоловіка, розносячи ще кілька столів. Після цього вся таверна вибухає насильством. Адже коли чоловік глибоко накидався, останнє, що варто робити, — це розлити його напій."
EVENT_CITY_CAMPAIGN_1_OPTION_A,"Втрутитися в бійку! Невже сидіти й терпіти це хамство?"
EVENT_CITY_CAMPAIGN_1_OPTION_A_A,"Оплатіть чоловікові завдані збитки"
EVENT_CITY_CAMPAIGN_1_OPTION_A_B,"Відмовитися оплачувати"
EVENT_CITY_CAMPAIGN_1_OPTION_B,"Докласти всіх зусиль, щоб зупинити бійку. Це ж пристойний заклад."
EVENT_CITY_CAMPAIGN_1_RESULT_A,"Ніщо так не піднімає настрій, як пара розбитих проспиртованих черепів. Виявляється, це теж чудовий спосіб розвіятися. На жаль, господар ""Сплячого лева"" не зовсім поділяє вашу позицію і з похмурим виглядом вимагає від вас компенсації за погром."
EVENT_CITY_CAMPAIGN_1_RESULT_B,"Вгамувавши розбурханого Інокса і замовивши нову порцію випивки кільком озлобленим завсідникам, ви зуміли трохи розрядити напружену атмосферу. Ясна річ, деякі Інокси все ще на взводі, але господар дякує вам за допомогу і компенсує витрати на випивку за рахунок закладу"
EVENT_CITY_CAMPAIGN_1_RESULT_C,"-МП- ""Сплячий лев"" - це, по суті, ваш дім у Похмурій гавані, тому ви вважаєте розумним вкладенням грошей оплатити збиток і залишитися в плюсі у власника."
EVENT_CITY_CAMPAIGN_1_RESULT_D,"-Можливо, інші відвідувачі не зруйнували стіну і не підпалили сходи, і, можливо, це означає, що наступного разу вам тут будуть не так раді, але ви не розпочинали бійки, тож не збираєтеся за неї платити!"
EVENT_CITY_CAMPAIGN_20_INTRO,"Ви розслабляєтеся у “Сплячому Леві”, коли до вашого столу підходить ідеально одягнений чоловік із натягнутою посмішкою на обличчі.<br><br>“А, ви, мабуть, ті найманці, про яких усі говорять, так? Мене звуть Лорд Греймейн, і я хотів би обговорити одну делікатну справу. Чи можу я присісти?”<br><br>Ви жестом запрошуєте його до стільця, і він сідає, ледь помітно кривлячись. “Сьогодні ввечері я перевозитиму цінні товари з одного зі своїх складів, і в мене є підстави вважати, що деякі менш бажані елементи цього міста хочуть їх вкрасти. Я хотів би найняти вас для охорони цього заходу.”"
EVENT_CITY_CAMPAIGN_20_OPTION_A,"Погодитися на охорону вантажу. Це мають бути легкі гроші."
EVENT_CITY_CAMPAIGN_20_OPTION_B,"Ввічливо відмовити. Цього вечора у вас є важливіша справа."
EVENT_CITY_CAMPAIGN_20_RESULT_A_A,"Ви прямуєте до складу і мовчки спостерігаєте, як у візок вантажать важкі ящики. Потім ви супроводжуєте його до Західних воріт. Ніхто навіть не спробував нічого вкрасти, а вам добре заплатили."
EVENT_CITY_CAMPAIGN_20_RESULT_A_B,"Ви прямуєте до складу і тут же натикаєтеся на банду злодіїв. Утім, вони вам не рівня, і ви швидко з ними розбираєтеся. Седогрів дякує вам."
EVENT_CITY_CAMPAIGN_20_RESULT_B,"Це ваша ніч відпочинку, і ви збираєтеся провести її за випивкою, а не охороною якогось там “лорда”.<br><br>Вранці ви чуєте новини, що партію рідкісних мінералів, які прямували до столиці, було вкрадено вночі. Люди називають це величезним ударом для економіки міста."
EVENT_CITY_CAMPAIGN_21_INTRO,"“Мені сказали, що саме з вашою групою треба говорити, якщо хочеш щось зробити в цих краях.”<br><br>Ви відриваєте погляд від столу у “Сплячому Леві” і бачите перед собою простого чоловіка в шкіряних обладунках.<br><br>Ця таверна майже стала вашим офісом через кількість людей, які заходять сюди в пошуках вашої допомоги. Ви киваєте чоловіку, і він робить свою пропозицію.<br><br>“Мій брат вийшов на полювання в Мертволісся два дні тому і з тих пір не повертався. Я боюся найгіршого. Якщо ви прямуєте в тому напрямку, сподіваюся, ви не заперечите, якщо я попрошу вас стежити за ним.”"
EVENT_CITY_CAMPAIGN_21_OPTION_A,"Вимагати оплату наперед, до того як погодитеся на пошуки брата хлопця."
EVENT_CITY_CAMPAIGN_21_OPTION_B,"Погодитися допомогти хлопцеві в пошуках брата."
EVENT_CITY_CAMPAIGN_21_RESULT_A_A,"“Що? Я... О, добре,” — заїкається чоловік. “Оскільки я довіряю вам дотримуватися слова, я дам вам трохи грошей за ваші клопоти.” Чоловік описує свого брата і передає вам невеликий мішечок із монетами."
EVENT_CITY_CAMPAIGN_21_RESULT_A_B,"Хлопець буквально вибухає від обурення, заявляючи, що ображений вашою поведінкою. Після чого в люті вилітає з таверни"
EVENT_CITY_CAMPAIGN_21_RESULT_B,"Чоловік щиро дякує вам і детально описує свого брата. “Якщо знайдете його, незалежно від стану, будь ласка, негайно повідомте мені.”"
EVENT_CITY_CAMPAIGN_22_INTRO,"Ви вирішуєте провести вечір у “Бурих Дверях”, щоб насолодитися концертом Куатрила.<br><br>Корупція та злочинність процвітають у цьому барі, але музика тут не має собі рівних у всій Похмурій Гавані.<br><br>Ви насолоджуєтеся вечором, коли раптом помічаєте чоловіка в темному, зношеному мантії біля задньої стіни зали. Схоже, він передає пляшечки з червоною рідиною іншому чоловіку."
EVENT_CITY_CAMPAIGN_22_OPTION_A,"Розвідати, що ж роблять ці підозрілі особистості."
EVENT_CITY_CAMPAIGN_22_OPTION_B,"Залишити їх у спокої і продовжити насолоджуватися виставою."
EVENT_CITY_CAMPAIGN_22_RESULT_A,"Ви непомітно рухаєтеся в напрямку підозрілих осіб, краєм ока стежачи за їхніми діями. Ви не раз стикалися з культистами, а тому швидко впізнаєте характерні шати. Наблизившись, ви розумієте, що в склянках кров. Ви хапаєте культистів і не без неабиякого шуму силоміць тягнете їх назовні. Ви успішно передаєте їх представникам влади, але, можливо, деякий час вхід до ""Бурих дверей"" вам буде заборонено. Виставу було зірвано"
EVENT_CITY_CAMPAIGN_22_RESULT_B,"Музика занадто прекрасна, щоб її переривати. Ви вирішуєте не звертати уваги на цих чоловіків у кутку і продовжуєте насолоджуватися виставою."
EVENT_CITY_CAMPAIGN_23_INTRO,"Ви йдете додому пізно вночі, коли раптом чуєте підозрілі звуки з сусіднього саду.<br><br>Ви наближаєтеся, щоб дослідити, і постать у тіні кидається в протилежний бік, несучи в руках овочі."
EVENT_CITY_CAMPAIGN_23_OPTION_A,"Переслідувати. Злодіїв потрібно ловити і карати."
EVENT_CITY_CAMPAIGN_23_OPTION_B,"Злодій підкинув непогану ідею. Прихопити собі трохи овочів."
EVENT_CITY_CAMPAIGN_23_RESULT_A,"Навантажена овочами жертва не може позмагатися з вами у швидкості. Ви швидко наздоганяєте злодія і доставляєте його до міської варти. На щастя, урожай практично не постраждав під час погоні, і ви без проблем повертаєте овочі господареві саду."
EVENT_CITY_CAMPAIGN_23_RESULT_B,"Тут, у землях, відрізаних від цивілізації, де відсутні фермерські господарства, свіжі овочі цінуються на вагу золота. Злодій уже втік із цілим оберемком, а якщо ви прихопите ще трохи, то господареві не забракне, чи не так? Повернувшись до себе, ви варите величезний чан чудового супу і влаштовуєте собі бенкет"
EVENT_CITY_CAMPAIGN_24_INTRO,"Повертаючись до міста після останньої пригоди, вас зупиняє високопоставлений вартовий біля воріт.<br><br>“А, добре, я радий, що встиг вас зустріти,” — починає вартовий. “Столиця затримала поставки деревини до Похмурої Гавані, тому тепер на нас лягає обов’язок виправити ситуацію, щоб будівництво важливих міських будівель не зупинялося.”<br><br>Вартовий показує на схід. “Ми формуємо експедицію для збору колод у Мертволіссі. Ваша допомога була б корисною — чи то для захисту від ворогів, чи то для зрубу дерев.”"
EVENT_CITY_CAMPAIGN_24_OPTION_A,"Приєднатися до групи як охоронець."
EVENT_CITY_CAMPAIGN_24_OPTION_B,"Приєднатися до групи як лісоруб."
EVENT_CITY_CAMPAIGN_24_RESULT_A,"Лісозаготівельна група прямує на околиці Мертволісся і починає валити там ліс, відвозячи колоди в Похмуру гавань. Ви залишаєтеся на сторожі, патрулюючи місцевість, і стежте, щоб ніхто раптово не напав. За кілька годин по тому з лісу викочується зграя Вермлінгів, але ви напоготові і з легкістю відбиваєте напад, обійшовшись без жертв. Залишок дня проходить спокійно"
EVENT_CITY_CAMPAIGN_24_RESULT_B,"З сокирою напереваги ви вирушаєте в Мертволісся і після прибуття починаєте валити дерева. У вас чудово виходить. найімовірніше завдяки тому, що ви мало не щодня мечем махаєте. З вашою допомогою для будівництва тепер є достатньо деревини. За день ви кілька разів опиняєтеся в небезпеці, але з легкістю з усім справляєтеся."
EVENT_CITY_CAMPAIGN_25_INTRO,"Під час візиту до Монетного Кварталу ви помічаєте старого, жилавого Валрата, який виносить велику, витончену вазу зі свого будинку. Коли ви наближаєтеся, Валрат починає боротися з вазою, піт стікає з його чола. Під тиском він втрачає рівновагу, і крихка ваза падає вниз, поки він вигукує низку прокльонів."
EVENT_CITY_CAMPAIGN_25_OPTION_A,"Спробувати зловити вазу."
EVENT_CITY_CAMPAIGN_25_OPTION_B,"Усе відбувається занадто швидко, залишається тільки дивитися, як ваза падає на землю."
EVENT_CITY_CAMPAIGN_25_RESULT_A_A,"Ви кидаєтеся вперед і обхоплюєте вазу. Вам вдається втримати її і запобігти ""трагедії"". Валрат видихає з полегшенням і пропонує вам плату, якщо ви понесете вазу залишок дороги."
EVENT_CITY_CAMPAIGN_25_RESULT_A_B,"Ви кидаєтеся вперед і намагаєтеся зловити вазу, але вам це не вдається. Вона вислизає з рук і розбивається на сотні дрібних осколків. Валрат обурюється, вимагаючи від вас компенсацію за те, що ви розбили її. Ви віддаєте йому стільки, скільки можете"
EVENT_CITY_CAMPAIGN_25_RESULT_B,"Ви безпорадно дивитеся, як ваза вислизає з рук Валрата і розсипається на сотні дрібних осколків. Валрат виглядає пригніченим і трохи розлюченим. Ви зі співчуттям дивитеся на нього і вирушаєте далі у своїх справах."
EVENT_CITY_CAMPAIGN_26_INTRO,"Насолоджуючись своїм звичним напоєм після пригоди у “Сплячому Леві”, ви помічаєте щось дивне з лампами в барі.<br><br>Спочатку вам здається, що це ваша уява, але, придивившись уважніше, ви бачите, що лампи мерехтять і вимикаються. Технічні лампи, на відміну від звичайних газових, іноді бувають ненадійними.<br><br>І, наче за сигналом, лампи раптово гаснуть повністю, залишаючи кімнату в абсолютній темряві."
EVENT_CITY_CAMPAIGN_26_OPTION_A,"Запропонувати полагодити лампи. Це не повинно бути надто складно, якщо мати трохи технічних знань."
EVENT_CITY_CAMPAIGN_26_OPTION_B,"Скористатися нагодою і в темряві обчистити парочку п'яних завсідників."
EVENT_CITY_CAMPAIGN_26_RESULT_A_A,"Ви швидко визначаєте, що причиною несправності стала перегоріла проводка на кухні, і з легкістю замінюєте дроти. Схоже, що власник вкрай вражений вашою роботою, і на вашу честь він пригощає всіх випивкою"
EVENT_CITY_CAMPAIGN_26_RESULT_A_B,"Деякий час ви великодушно намагаєтеся розібратися, в чому проблема, але потім усвідомлюєте, що нічого не розумієте. Господар розчарований і посилає за місцевим винахідником."
EVENT_CITY_CAMPAIGN_26_RESULT_B_A,"Темрява дає змогу тим, хто не дуже порядний, попрактикуватися у своїй майстерності. Буквально за кілька хвилин ваші гаманці помітно важчають"
EVENT_CITY_CAMPAIGN_26_RESULT_B_B,"Ви намагаєтеся полегшити пару гаманців, але навіть у темряві це завдання виявляється вам не по зубах. Один із завсідників ловить вас за руку, поки ви обнишпорюєте його. Він починає кричати, і ви швидко ретируєтеся."
EVENT_CITY_CAMPAIGN_27_INTRO,"Ви перебуваєте в Окрузі Терезів, коли помічаєте натовп людей, який формується на півдні, стаючи все голоснішим і щільнішим з кожною секундою.<br><br>Наблизившись, ви бачите, як через розлючений натовп група суворих чоловіків тягне наляканого Вермлінга у вашому напрямку.<br><br>“Брудний злодій!” — кричить жінка поруч із вами. “Повісьте його!”<br><br>Озирнувшись туди, куди рухається натовп, ви бачите занедбаний шибеницю на ринковій площі.<br><br>Чоловіки — явно не вартові — наближаються."
EVENT_CITY_CAMPAIGN_27_OPTION_A,"Постаратися відмовити натовп вішати Вермлінга."
EVENT_CITY_CAMPAIGN_27_OPTION_B,"Не втручатися і подивитися, чим усе закінчиться."
EVENT_CITY_CAMPAIGN_27_RESULT_A_A,"Ви тримаєте себе в руках, намагаючись заспокоїти натовп. Доводиться неабияк постаратися, але врешті-решт містяни погоджуються передати злодія владі, що запобігає ймовірному хаосу"
EVENT_CITY_CAMPAIGN_27_RESULT_A_B,"Ви ввічливо просите натовп заспокоїтися, а коли це не спрацьовує - вдаєтеся до сили. Задоволених тим, що ви зупинили самосуд, мало, але ви вчинили правильно."
EVENT_CITY_CAMPAIGN_27_RESULT_B,"Ви дивитеся за тим, як натовп проходить повз вас і прямує до шибениці. Хтось приносить товсту мотузку й обмотує один кінець навколо шиї Вермлінга. Інший кінець перекидають через поперечину, після чого мужики починають тягнути її і ноги беззахисного злодія відриваються від землі. Він у розпачі бореться, його погляд сповнений жаху, але ще мить, і він завмирає. ""Кати"" підв'язують мотузку, залишаючи мляве тіло злодія бовтатися на хрестовині. Народ навколо пліткує про те, що сталося, багато хто зупиняється, плює на землю і тільки потім повертається до роботи."
EVENT_CITY_CAMPAIGN_28_INTRO,"Ах, “Сплячий Лев”. Напевно, немає кращого місця, щоб випити та розслабитися після очищення якогось вогкого підземелля.<br><br>Але цього разу до вас підходить сильно пошарпаний Інокс. Вона сідає за ваш стіл і просуває вперед аркуш паперу.<br><br>“Зацікавлена сторона хотіла б найняти вас, щоб викрасти цінну статуетку з резиденції у Бастіонах,” — говорить вона діловито. “Подробиці на папері. Зустрінемося в задній алеї через два дні після виконання завдання.”"
EVENT_CITY_CAMPAIGN_28_OPTION_A,"Погодити на загадкову роботу. Вам будь-яка справа до снаги."
EVENT_CITY_CAMPAIGN_28_OPTION_B,"Поставитися з підозрою, заявивши, що вона, мабуть, переплутала вас із кимось і ви за таку роботу не візьметеся."
EVENT_CITY_CAMPAIGN_28_RESULT_A_A,"За належного досвіду робота справді непильна. Планування будинку нескладне, тож ви з легкістю пробираєтеся в маєток і залишаєте його без проблем, готуючись зустрітися з жінкою-Іноксом і отримати свою нагороду"
EVENT_CITY_CAMPAIGN_28_RESULT_A_B,"Виявляється, що самої самовпевненості недостатньо, коли йдеться про непомітне проникнення в маєток, який добре охороняється. Статуетку ви так і не дістали, до того ж один із вартових вас чудово роздивився."
EVENT_CITY_CAMPAIGN_28_RESULT_B,"Ви хапаєте жінку-Інокса за руку в той момент, коли вона збирається встати і піти, і повертаєте їй листок. Вона виглядає розлюченою, поки ви пояснюєте їй, що подібними справами не займаєтеся. Вона безмовно забирає плани і миттю вилітає з таверни."
EVENT_CITY_CAMPAIGN_29_INTRO,"Ви отримуєте повідомлення від знайомого про те, що біля Східних Мурів назріває біда, і вирішуєте розібратися.<br><br>На місці ви виявляєте велику групу Саввасів — найкращих будівельників, яких тільки можна знайти, — які відкрито повстали проти керівників будівництва, вимагаючи кращої оплати за свою спеціалізовану роботу.<br><br>“Це місто було б бездушною купою каміння без нас!” — кричить один із Саввасів. “Настав час, щоб ми отримали частку його процвітання!”<br><br>Керівник з іншого боку аргументів виглядає як спіймана миша, зовсім не знаючи, як вийти з цієї ситуації."
EVENT_CITY_CAMPAIGN_29_OPTION_A,"Поговорити з саввасами, звернувшись до їхнього почуття обов'язку і спільності."
EVENT_CITY_CAMPAIGN_29_OPTION_B,"Поговорити з виконробами спробувати вибити для саввасів підвищення оплати."
EVENT_CITY_CAMPAIGN_29_RESULT_A_A,"Агресивно налаштовані робітники трохи заспокоюються, коли помічають савваса серед вас. Під час короткого діалогу ви пояснюєте, що вони і місто потребують одне одного. Зрештою ви вмовляєте їх погодитися на невелике підвищення ставки, і всі повертаються до роботи."
EVENT_CITY_CAMPAIGN_29_RESULT_A_B,"Незважаючи на всі ваші зусилля, робітники відмовляються з вами розмовляти, називаючи вас частиною проблеми. Через якийсь час страйк вщухає, але не схоже, щоб хтось був задоволений цим результатом."
