Keys,"English [en-GB]"
Quest_Story_Berserker_2_LIST,"Stop the Overseer in his tracks"
Quest_Story_Berserker_2_NAME,"Goin’ Downtown"
Quest_Story_Berserker_3_DESC,"Something is going on in this cave. End it."
Quest_Story_Berserker_3_INTRO,"After two false leads, you’re sure this is where it ends. This is where you will bring the Overseer to justice. The locals at Drake Fire Farm were happy to direct you to the cave’s mouth, but uncomfortably sure you would not return from it. Those living at the farm seemed happy to stay out of whatever business was occuring. The locals had told you many wagons come and go from the cave, and you can see the surrounding grass has been crushed by wagon wheels and boots. As you approach the entrance, Vermlings swarm out of it like wasps out of a hive in response. The stink of wet dog returns. You dispatch with them easily enough, and move inside. Within, the cave is devoid of light, and as you push on, you can only see the Vermlings’ eyes, glowing like a cat’s in the dark. That is, until you see the bandits’ torches in the distance..."
Quest_Story_Berserker_3_LIST,"Destroy the Overseer’s operations"
Quest_Story_Berserker_3_NAME,"Into the Dark"
Quest_Story_Brute_1_DESC,"The roads around Sahmyrt are still frequently attacked by Vermlings from the forest, but that means Guard duty is well paid."
Quest_Story_Brute_1_INTRO,"Some people think your friendship with a Vermling is a little strange, but you’ve known Scabwit since you were little. He might not be the most honest trader who has walked the realm, but he’s always paid well for your tribe’s spices and your guard services. Today you meet him for another run to The Barren Coast: although the number of wild Vermling attacks has reduced since you reopened the roads, it’s still not safe for him on his own. Much of the journey passes peacefully, and you are talking about times past when you hear howling from the forest. Hounds… but who or what is driving them to the roadside?"
Quest_Story_Brute_1_LIST,"A routine caravan guard job up near Sahmyrt with an old friend."
Quest_Story_Brute_1_NAME,"Old Friends"
Quest_Story_Brute_1_REWARD,"Unlock the Brute's Story Quests"
Quest_Story_Brute_2_DESC,"Scabwit has been busy finding information about the Inox Traitor, meet him in his camp near the Copper Oasis."
Quest_Story_Brute_2_INTRO,"You reach the Vermling village and see Scabwit by the fire. He waves you over and informs you that a number of his Vermling Scouts have tracked Inox Raiders bearing the same markings as the one that attacked you, and that they are amassing to the north near Eaglecrest. Before he can give you more details, however, horns start blaring out: the village is under attack. It appears that his investigations have led the Inox right to his camp!"
Quest_Story_Brute_2_LIST,"Scabwit has some information on the Inox traitor"
Quest_Story_Brute_2_NAME,"The Vermling Village"
Quest_Story_Brute_3_DESC,"It is time to see what the Traitor’s grand plan is. While he is busy mustering his troops, investigate the lead you have to a crypt nearby."
Quest_Story_Brute_3_INTRO,"From the outside, the ruins look like any other pile of old rock, but you notice weird sigils carved into some of the stonework. Some are weather-worn, but others look almost brand new. All seems quiet on the outside, but as you descend, you notice the crypt has recently been refitted with new torch sconces on the walls. You begin to wonder if this tomb has anything to do with Inox at all, but as you reach the entrance to the first chamber, your doubts are swept aside. A number of Inox are commanding Night Demons. This was their plan all along!"
Quest_Story_Brute_3_LIST,"Raid the Inox ruins to discover what is afoot"
Quest_Story_Brute_3_NAME,"Into The Dark"
Quest_Story_CaptainOfTheGuard_DESC,"Find out if the Captain of The Guard has really been ordering all of these killings... "
Quest_Story_CaptainOfTheGuard_INTRO,"Demonsgate’s Old Financial District has been abandoned for decades, after a demon incursion early in the city’s history forced merchants to relocate to the New Financial District. The only functioning part of the district left is the Crooked Bazaar, which houses most of Demonsgate’s less-than-legal business. Today the District sits quietly crumbling and disconnected from city authorities, and the only sound as you travel to the warehouse is the gentle fall of rubble. When you arrive, you find the old building overflowing with City Guard soldiers and equipment. All the guards watch you as you approach. Before long, the captain appears. “Thank you for meeting me all the way out here,” he says. “You’ve made my job of reclaiming Demonsgate for humanity much easier by allowing me to... ‘investigate’ your murder.”  Before you can get to him, the captain disappears back into the warehouse’s depths. The City Guard soldiers begin to circle you..."
Quest_Story_CaptainOfTheGuard_LIST,"Confront the Captain of The Guard"
Quest_Story_CaptainOfTheGuard_NAME,"Caught Off Guard"
Quest_Story_Cragheart_1_DESC,"One of the Savvas ancient temples, the centuries-old Shrine of the Zephyrs was used to teach young Savvas of the ways of the Winds. The Cragheart must journey there to connect with his ancestors."
Quest_Story_Cragheart_1_INTRO,"Since being cast away from the Savvas society, the Cragheart spent most of their time reflecting on their failures alone. Now being part of a mercenary community, they have decided to research Savvas history in the area at the Shrine of the Zephyrs, a holy place dedicated to the winds that no longer blow. The  ancestors used the place to teach mastery over the element of Air, but it has fallen into disuse and disrepair. On reaching the temple, you find the shrine no longer silent, but echoing with the sound of looters desecrating the statues and frescoes."
Quest_Story_Cragheart_1_LIST,"Visit the Shrine to regain ancient knowledge"
Quest_Story_Cragheart_1_NAME,"The Shrine of the Zephyrs"
Quest_Story_Cragheart_1_REWARD,"Unlock the Cragheart's Story Quests"
Quest_Story_Cragheart_2_DESC,"It is likely that more Bandits have targeted the Shrine of the Roots for more looting. You will need to check it out."
Quest_Story_Cragheart_2_INTRO,"After travelling through the forest, you see the entrance to the Shrine of the Roots under a large tree. Muddy footprints cover the area, your worst fears are realised: the Bandits are already here! Entering the initial chamber, frescoes on the wall illustrate the respect for plants that no longer grow, but these have already been attacked with pick axes. You expect to find a group of looters hard at work, but instead, you hear the sounds of battle coming from a deeper part of the temple. As you head downwards, the temple gives way to rockface, and you enter a room to see a group of looters in combat with various creatures. Neither group seems happy to see you, but the shrine must be cleared!"
Quest_Story_Cragheart_2_LIST,"Cleanse the Shrine of invaders"
Quest_Story_Cragheart_2_NAME,"The Shrine of the Roots"
Quest_Story_Cragheart_3_DESC,"The Shrine of the Verglas is the third shrine that needs to be protected. Go and defend it."
Quest_Story_Cragheart_3_INTRO,"Following an arduous walk into the hills from River’s Rise, the Shrine of the Verglas stands before you, seemingly untouched in all its crystalline beauty. A tomb for waters that no longer flow. Savvas in search of the Ice mastery used to train here, immersed in cold and violence, but now it is unused. You enter the shrine. It seems quiet, almost too quiet..."
Quest_Story_Cragheart_3_LIST,"Cleanse the Shrine of the Verglas"
Quest_Story_Cragheart_3_NAME,"The Shrine of the Verglas"
Quest_Story_DarkRider_DESC,"Someone – or something – has rather loudly invaded and threatened your home. Destroy it. "
Quest_Story_DarkRider_INTRO,"You rush to Demonsgate as fast you can. An incursion into the Mercenary Guild itself is unheard of: deeply entrenched within Demonsgate’s walls, the venerable building has long-since been heavily fortified by the city guard after it’s mercenaries’ many successes – not to mention being protected by those mercenaries themselves. Whatever has breached the Guild looking for you, it certainly will be no easy enemy to defeat. When you arrive, the building’s corridors are cold, empty and dark. Somehow, an earthy, forest breeze blows past you from within the structure’s ancient depths. Something powerful lurks here. You can feel it. Advancing, you hear a terrible thunder rolling through the stone hallways. You keep heading forward into the inky black, weapons drawn, until the thunder reveals itself as heavy hoofbeats, and comes to a sudden stop. “Your Guild has stopped my work in this realm long enough, mortals,” booms a voice from the lightless void. “I am no longer playing games. Your resistance will be crushed.” The hoofbeats blur back into an ominous rumbling, but as you charge forward to meet the threat, the flitter of small wings begins to circle you. Even the wind seems to be against you. Your eyes, finally adjusting to the darkness, begin to make out the glow of wicked magic..."
Quest_Story_DarkRider_LIST,"What’s inside the Guild?"
Quest_Story_DarkRider_NAME,"It's All Just A Game"
Quest_Story_Doomstalker_1_REWARD,"Unlock the Doomstalker's Story Quests"
Quest_Story_Elementalist_1_REWARD,"Unlock the Elementalist's Story Quests"
Quest_Story_HighCultist_DESC,"The Tinkerer and Spellweaver must combine to defeat the High Cultist and his minions."
Quest_Story_HighCultist_INTRO,"You travel into the boggy land north of Bloodford and trek for a number of days. The difficult terrain is exactly why a cult would put their headquarters out here.

The next day you notice the ground underfoot begin to solidify and come across a structure nestled between some gnarled trees. It is made of carved black stone and seems at odds with the natural surroundings. There are no guards and the area is silent. You steel yourself and enter"
Quest_Story_HighCultist_LIST,"The High Cultist must be killed"
Quest_Story_HighCultist_NAME,"The Sanctuary"
Quest_Story_InoxBodyguard_DESC,"Once the Inox’s army is scattered and the way into his chamber revealed, you will be able to assault his hiding place."
Quest_Story_InoxBodyguard_INTRO,"After being soundly beaten, his warriors have not returned, but you feel as though it is a matter of time before he regarners their support and again becomes a threat to the land. You follow the instructions from the book found in the crypt and make a strange symbol on the wall. After a short pause, the bricks move sideways and a passageway into the mountain is revealed. You head downwards, heart pumping with both trepidation and relief. This is the end of the journey. One last battle..."
Quest_Story_InoxBodyguard_LIST,"The Inox Leader must be killed"
Quest_Story_InoxBodyguard_NAME,"The Final Showdown"
Quest_Story_Jekserah_DESC,"Those responsible for the stolen weapons and the rift seem to have revealed themselves, destroy them."
Quest_Story_Jekserah_INTRO,"An uneasy feeling of dread begins to descend upon you the further you descend into the stinking sewer. Distant rattles and squelches echo through the dark stone tunnels alongside your wet footsteps, and you can’t help but convince yourself that this was a mistake. The spheres were obviously a trap, weren’t they? Why else would they lead here so clearly? No matter. This thief and conjurer must be brought to justice for endangering Demonsgate and this entire plane. As you follow the sphere’s map, the riddle plays over and over in your mind. Who could this new queen be? The sickly sweet smell of necromancy mixes with the sewer’s odour… and the rotten stench of the Demons blocking your path ahead. You’ll have to battle through to get to the bottom of this..."
Quest_Story_Jekserah_LIST,"Bring the thief and the conjurer to justice"
Quest_Story_Jekserah_NAME,"Dead to the World"
Quest_Story_MercilessOverseer_DESC,"You’ve tracked him down long enough. Stop the Overseer and his Vermling army!
"
Quest_Story_MercilessOverseer_INTRO,"Following the directions on the map the Berserker stole, you are able to seek out the door the Merchant found, hidden in a small valley some way from the cave’s entrance. The key the Sunkeeper retrieved fits into the lock perfectly, and turns silently. Quiet clicking then comes from the lock, and the door pushes itself ajar with a loud metallic clunk. You move inside carefully, and are flanked on either side by stacks of cages, each too small for the Vermlings they hold. The creatures are too weak to respond to your presence, so you use their cages to sneak deeper into the cave. ‘Cor, look at all these rats!’ Two bandits approach the cages, with you on the other side. The other replies, ‘We’s gonna have an army in no time, and that Council will be so happy with us.’ They begin to walk away as the first one speaks again: ‘Yeah! Boss got more of these than he ever did those stupid Inox.’ Before you can stop her, the Berserker clears the cages and loudly slaughters the two bandits. You run to her side, and see that many of the Overseer’s Vermlings have come to investigate — and they all seem to be wearing some crude metal armour..."
Quest_Story_MercilessOverseer_LIST,"Finally kill the Overseer"
Quest_Story_MercilessOverseer_NAME,"The Rat King"
Quest_Story_Mindthief_1_DESC,"Humans are digging down to your nest, return home and protect your family."
Quest_Story_Mindthief_1_INTRO,"The delicious scent of moss and mold fills your nostrils as you head back through the tunnels your pack nested in, waving at familiar furs and tails. You guided your pack out of the troublesome city sewers a long time ago and never looked back, enjoying the quiet tranquility of the wilds. The food is scarce, but the life is good... or rather, it was, until you heard far too many boots pouring into the cave. The nest is under attack!"
Quest_Story_Mindthief_1_LIST,"The Mindthief’s nest is under attack"
Quest_Story_Mindthief_1_NAME,"Protect the Nest"
Quest_Story_Mindthief_1_REWARD,"Unlock the Mindthief's Story Quests"
Quest_Story_Mindthief_2_DESC,"The pack will not last long without food. Steal supplies from a bandit encampment and find more about the fools who attacked you."
Quest_Story_Mindthief_2_INTRO,"You visit the pack under Lowtown. Times have been hard. Food supplies are low, morale is lower, and many of the young are terrified every time they hear humans passing overhead. News is also grim: while ranging further from the nest, members of the clan have seen Bandits wearing the same sigils as those that attacked the nest. Apparently, they are spending time scouring old caves and underground lairs for treasure. You decide to kill two bugs with one rock and strike back against the Bandits, while recovering some food for your clan: you will raid their camp. You head through the undergrowth to the nearest Bandit camp, where they are stacking crates and supplies looted from other Inox and Vermling tribes. Now is the time."
Quest_Story_Mindthief_2_LIST,"Steal supplies to feed the pack"
Quest_Story_Mindthief_2_NAME,"Hungry Mouths"
Quest_Story_Mindthief_3_DESC,"Reclaim your nest by wiping out its current illegitimate occupants. They have gathered a small army… you will need to play dirty."
Quest_Story_Mindthief_3_INTRO,"The bandits have turned your nest into a major hub for their operations, hoarding loot and weapons in every nook and cranny. A direct assault would be catastrophic. For days, you send out forays into their midst, poisoning their water supplies, replacing good food for spoiled, and sneaking strange herbs into the drinking water for their animals. Your patience pays off: the entire troop is rapidly crippled by disease, and is struggling to conduct even the most basic activities. You will attack at dusk."
Quest_Story_Mindthief_3_LIST,"Retake your nest from the bandits!"
Quest_Story_Mindthief_3_NAME,"Homecoming"
Quest_Story_Nightshroud_1_DESC,"The Nightshroud wants to investigate the residue left behind when Living Spirits are destroyed."
Quest_Story_Nightshroud_1_INTRO,"After you initially cleared The Pyre in your previous visit, the guards stationed here have kept to the main structure, afraid of the sounds emanating from the outbuildings and dusty tombs in the area. The Nightshroud leads the party out of The Pyre towards a rarely visited crypt nearby, striding unafraid through a minor dust storm. He pulls aside some rubble across the entrance and squeezes through the newly formed gap into the darkness below. You follow not quite knowing what to expect. After following many twisting and turning passages, the corridor opens out onto what seems to be a major burial chamber. Initially it seems empty, but then strange ghostly forms begin to rise out of the sarcophagi, and then suddenly the door behind you slams shut!"
Quest_Story_Nightshroud_1_LIST,"Help the Nightshroud research Living Spirits"
Quest_Story_Nightshroud_1_NAME,"Spirited Away"
Quest_Story_Nightshroud_1_REWARD,"Unlock the Nightshroud's Story Quests"
Quest_Story_Nightshroud_2_DESC,"The Nightshroud wants to discover what makes Harrower Infesters tick."
Quest_Story_Nightshroud_2_INTRO,"Rumours of Council allied Harrowers still abound around the town of Hound Hill and periodically leading village members go missing. All of the buildings have been searched, but the town is nowhere near the wiser in where the Harrowers may be hiding. Once you arrive in town, the Nightshroud leads the investigation, asking family members of their loved ones last known whereabouts and after a number of hours he has them plotted on the town map. All of the abductions have happened along a winding path, a path aligned with the city’s main sewer and it’s down there that the Nightshroud suggests you head. Rather than start at one end, you climb down an opening half way as it is unlikely any enemies you meet will expect an attack from the middle. As you join the main tunnel from your smaller passageway, you are correct, the Bandits here are unaware as the Nightshroud leaps forwards."
Quest_Story_Nightshroud_2_LIST,"Help the Nightshroud research Harrowers"
Quest_Story_Nightshroud_2_NAME,"Broken Harrow "
Quest_Story_Nightshroud_3_DESC,"A group of Lurkers are in some icy caves near Crystal Hollow, the Nightshroud wants to take them down."
Quest_Story_Nightshroud_3_INTRO,"On the way out of Crystal Hollow, the Nightshroud explains his research. He has calculated that the Rot is a mixture of a number of different creatures, it contains similar components to those found in Spirits, Harrowers and Lurkers, but he thinks only by combining these will he be able to work out where it has come from. He believes whatever causes the Rot is a kind of long dormant ancient being which has passed down its characteristics to these current creatures. It all sounds very interesting, but way beyond your understanding; all you need to know is that he needs to kill some Lurkers… You arrive at a frozen cave entrance and he gestures to you to all pass inside."
Quest_Story_Nightshroud_3_LIST,"Help the Nightshroud research Lurkers"
Quest_Story_Nightshroud_3_NAME,"Break The Ice"
Quest_Story_Plagueherald_1_REWARD,"Unlock the Plagueherald's Story Quests"
Quest_Story_Quartermaster_1_DESC,"The Demonsgate Vault Key is in Lowtown, find it."
Quest_Story_Quartermaster_1_INTRO,"Lowtown was once an exploratory outpost for Demonsgate, sheltered in a valley of the western forest. While it has since become a bustling small valley-town, it hasn’t lost its roots. Since the last attack, Demonsgate has sent some of its own City Guard to both protect Lowtown and warn of any threats from the forest. As you arrive, you are stopped at Lowtown’s gate by two guards. 

The Quartermaster shows them his letter of marque from Demonsgate and they let you pass — but they do not stop staring at you. It isn’t a long walk to the barracks, where you find the Guard captain. She’s sat with her boots up on her desk: clearly Lowtown has stayed quiet. When you ask for the Vault key, the captain scoffs. She tells you that the key’s custodian has taken a walk into the forest, and probably gotten lost again. If you can find him, she says, you can have the key. 

You set off along the trail, but it isn’t long before you come across a freshly blood-spattered guard-issue sword and helmet lying outside a particularly smelly cave. As you draw your weapons, Vermlings spring out to meet you..."
Quest_Story_Quartermaster_1_LIST,"Retrieve the Vault Key from Lowtown"
Quest_Story_Quartermaster_1_NAME,"Not Safe for Work"
Quest_Story_Quartermaster_1_REWARD,"Unlock the Quartermaster's Story Quests"
Quest_Story_Quartermaster_2_DESC,"Discover what happened inside the Demonsgate Vault..."
Quest_Story_Quartermaster_2_INTRO,"The Demonsgate Vault sits underneath one of the city’s ornate historical buildings, and is rarely seen by regular citizens. The council uses the ancient space to store its most important assets, including spare equipment for the City Guard. Right now though, all you see is a fancy stone wall. Following instructions from the Quartermaster, you place the vault key into the simple receptacle on the wall’s centre. Two rectangles on the left and right sides of the wall sink inside it and disappear, revealing two short, identical corridors. Splitting up and moving within, you find pressure plates at the end of each corridor. Despite standing on them, nothing happens. You turn to look behind you, but your attention is stolen by a deep rumble as the corridors’ dead ends remove themselves, opening you up to the age-old splendour and questionable odours of the vault’s main chambers. You could be imagining things, or the darkness could be hissing..."
Quest_Story_Quartermaster_2_LIST,"Investigate the Vault"
Quest_Story_Quartermaster_2_NAME,"Welcome Vault Hunters"
Quest_Story_Quartermaster_3_DESC,"The thief's trail leads to a mysterious cave in Kailej..."
Quest_Story_Quartermaster_3_INTRO,"The southern settlement of Kailej squats in the deserts of Gloomhaven, but is more than its wooden buildings and simple paths would suggest. Crude, clean drains pepper hand-dug canals alongside pathways, and rushing water is audible if you listen closely. The Inox community is large, but once word spreads that you are searching for the nearby “cursed” cave, the locals begin avoiding you. Eventually, one older-appearing Inox provides you with curt directions. You find the cave mouth on Kailej’s outskirts before long, partly guided by the rude Inox’s directions, and partly by the smell of the goo surrounding the entrance. However, the cave’s rock appears to be patterned. Upon further inspection, you find it to be carved decoratively. As you venture inside, you find yourself within a surprisingly intricate cave system. The air is thick with stagnancy — these caves have been deserted for some time. Claws scraping on stone force you to focus on the tunnel ahead, which is teeming with...Forest Imps? On the opposite wall is an ornate doorway, flanked by piles of bones and dead corpses still clutching guard-issue equipment. Through the doorway, you could swear you see trees..."
Quest_Story_Quartermaster_3_LIST,"Descend into the cursed cave of Kailej"
Quest_Story_Quartermaster_3_NAME,"Disenchanted"
Quest_Story_Sawbones_1_REWARD,"Unlock the Sawbones' Story Quests"
Quest_Story_Scoundrel_1_DESC,"The Scoundrel has been slicing a few throats here and there for a towering Inox, who insisted on staying anonymous. It’s time to meet up and get paid."
Quest_Story_Scoundrel_1_INTRO,"You head to the meeting point deep in the forest, intrigued as to what this Inox actually looks like. So far, you’ve always dealt with middle men, but you’ve got the feeling he’s gathering a small army... and your job was helping to remove the competition. You arrive in the clearing and sit tight, waiting for him to arrive."
Quest_Story_Scoundrel_1_LIST,"The Scoundrel's bit on the side"
Quest_Story_Scoundrel_1_NAME,"Pay Day"
Quest_Story_Scoundrel_1_REWARD,"Unlock the Scoundrel's Story Quests"
Quest_Story_Scoundrel_2_DESC,"South Shield has had a number of unpleasant visits from Vermling packs recently. After noticing what seems to be an Inox leading them, they’ve put a bounty on his head."
Quest_Story_Scoundrel_2_INTRO,"Asking around in South Shield, you find the mayor has little or no information on the Inox himself, just that they are hidden out ‘in the forest’ somewhere. The picture of the target is laughable, a furry circle with some fangs! With a sigh, you trek out into the undergrowth, in the direction of a waved arm. Surprisingly, the trail is not hard to find: clearly whoever has been raiding the villages isn’t hiding the paths they use. Usually a sign of overconfidence. After a few hours in the forest, you smell woodsmoke, and that leads you to a clearing in the forest where you see a hive of activity. Vermlings are swarming, and an Inox stands out clearly, This must be them!"
Quest_Story_Scoundrel_2_LIST,"Follow the trail of the Inox Leader to South Shield"
Quest_Story_Scoundrel_2_NAME,"Bounty Hunting"
Quest_Story_Scoundrel_3_DESC,"The Inox Shaman’s map leads here, and the Inox Leader has no idea you are on your way..."
Quest_Story_Scoundrel_3_INTRO,"Asking around in Eaglecrest, you soon hear rumours of Inox often seen in some old ruins to the west of the town. You approach under the cover of night, and indeed, there are a LOT of Inox in the midst of drunken revelry. From what you can ascertain, they recently lost a battle, and drinking is one of the most common ways Inox drown their sorrows. While a frontal assault would usually be unwise, these Inox are not in a fit state to fight well. Although you will be outnumbered, now is a better time than any to find your former patron and make him pay."
Quest_Story_Scoundrel_3_LIST,"Revenge is a dish best served cold"
Quest_Story_Scoundrel_3_NAME,"Payback"
Quest_Story_SightlessEye_DESC,"With your knowledge of its history and whereabouts, you can take the Rot’s heart out."
Quest_Story_SightlessEye_INTRO,"You head back to Obsidian Bluff, not quite understanding what you missed the last time you were here. Continuing down the familiar passageways, you can still smell the Rot, but the rooms you had cleared are still empty, so where is the smell coming from? You reach the final summoning chamber, and it looks as it did before, dungeons walls bar the way. You pull out the Enchantress’s potion and the Nightshroud takes it to a patch of wall on the far side of the chamber, he holds it aloft and shakes some of the liquid on the wall, the effect is instantaneous… The Wall isn’t stone at all, but a form of flesh that peels back and shows more dungeon beyond, the smell coming from the route ahead is almost unbearable, but you press on."
Quest_Story_SightlessEye_LIST,"Defeat the Rot, once and for all"
Quest_Story_SightlessEye_NAME,"Stop The Rot"
Quest_Story_Spellweaver_1_DESC,"Who or what is creating an imbalance in the fabric of magic?"
Quest_Story_Spellweaver_1_INTRO,"The Aesther community has contacted the Spellweaver and asked for her help in investigating a disturbance in magic in the Eastern forest. They are suitably confused about the cause itself, but apparently Magic Power has been enhanced in a small localised area. After staying the night in the Sloshed Squirrel, the Spellweaver leads the party into the forest. As you head closer and closer to the location, the Spellweaver notices a tingling in her fingers. Nothing visibly changes, but it gets stronger as you progress. Reaching a clearing, you deduce that this must be wherever the event took place. It seems the magic has attracted other magical beings to the area: it is swarming with Imps!"
Quest_Story_Spellweaver_1_LIST,"The Spellweaver needs to investigate strange magical occurrences"
Quest_Story_Spellweaver_1_NAME,"An Imbalance in the Elements"
Quest_Story_Spellweaver_1_REWARD,"Unlock the Spellweaver's Story Quests"
Quest_Story_Spellweaver_2_DESC,"Head to the Emerald Knaves base and investigate who or what has been summoning demons."
Quest_Story_Spellweaver_2_INTRO,"You set off from Eastgrove towards the area of the forest controlled by the Emerald Knaves. The Spellweaver can again feel something amiss with the magic in this area, but it is much less vivid, as if the summoning was done a time ago. You quietly take down a couple of the Bandits scouting the area's perimeter, but soon you are spotted. You’ll have to get through some more before you reach the hideout itself."
Quest_Story_Spellweaver_2_LIST,"Follow the trail to the Demon Summoners"
Quest_Story_Spellweaver_2_NAME,"Dealing with Demons"
Quest_Story_Spellweaver_3_DESC,"The Keeper of the Oak has indicated that a magical shrine may hold the answer for finding aid in defeating the head of the Demon-summoning Cult."
Quest_Story_Spellweaver_3_INTRO,"The Pyre sits deep in the southern desert, and you head out towards the location the Keeper gave you. You can’t help but feel this is a foolhardy journey: a strange shrine which grants gifts to those it deems worthy? It sounds like the writings of a bad author. After a trek that lasts a number of hours, you reach the location, but you are faced with a bare rockface. Your time has been wasted. Hearing the Keeper’s words in your head, you call out ‘I Require A Boon’, expecting nothing. You are rewarded with silence. Sighing, you begin to turn to face the trek back to civilisation when the sound of grating rock causes you to stop. A booming voice declares ‘Then Be Judged!’ The floor opens up, and you all fall into blackness..."
Quest_Story_Spellweaver_3_LIST,"Journey to a hidden shrine to ask for aid"
Quest_Story_Spellweaver_3_NAME,"A Boon"
Quest_Story_Summoner_1_DESC,"Help the Summoner discover what is interfering with your plane..."
Quest_Story_Summoner_1_INTRO,"The Summoner has led you to the main path outside Wayward. It’s much more uneventful than you remember it: only a strong wind flowing through the undergrowth makes any sound or movement. Wayward itself is a rich, dynamic and multicultural community, but the Summoner soon directs you off of the main route toward it, on to a more boring dirt path you don’t recognise. Not that you would — all of the undergrowth looks unsettlingly similar. The Summoner stops, causing the rest of your party to almost trip up behind her. She taps her staff down on the dirt. Apparently satisfied, she crouches and takes a fistful of grass. Pulling it up, she reveals a concealed trapdoor. You gather around, and inside you are greeted by a dimly-lit dungeon. Various Undead, some still moving, lay twisted inside the jaws of traps. Once you enter, the trap door collapses under a landslide of dirt. You’ll have to find your own way out."
Quest_Story_Summoner_1_LIST,"Locate the interplanar disturbance"
Quest_Story_Summoner_1_NAME,"A Great Disturbance"
Quest_Story_Summoner_1_REWARD,"Unlock the Summoner's Story Quests"
Quest_Story_Summoner_2_DESC,"Ancient records put the spellbook you need in this library. Retrieve it. "
Quest_Story_Summoner_2_INTRO,"The School of The Great Oak had once maintained a library of magical tomes north of Mudview. After a great accident now only remembered by Orchid elders, the library and its knowledge was abandoned long ago. That’s how the legends go at least. Now, locals give the crumbling building a wide berth, claiming possessed warriors defend the ancient and powerful magic within. As you approach the library, you see these rumours for yourself: City Guard, Bandits and Inox swarm the property. Their clothes are dirty, their eyes pure white, and the entire place reeks of black magic. You move toward the door, but find the Summoner is not with you. Retreating, you find her gasping for breath on the floor — next to a Harrower. ‘Follow me.’ You are taken aback by the Harrower’s grinding “voice”, but it doesn’t appear to notice your reaction. The Summoner pulls herself to her feet, and nods to you. Reluctantly, you follow the Harrower. If you didn’t know better, you would think you could see a city street through the library’s doorway..."
Quest_Story_Summoner_2_LIST,"Recover the lost spellbook"
Quest_Story_Summoner_2_NAME,"The Harrowed House"
Quest_Story_Summoner_3_DESC,"The Summoner knows how to close the interplanar rift. Help her."
Quest_Story_Summoner_3_INTRO,"You were right. As the Summoner leads back along what you assume to be the same path toward Wayward, you find that you don’t recognise your surroundings at all. You could easily believe you’d never been here before, if you didn’t know better. The Summoner takes you off the path entirely once again, and into some undergrowth. She stops walking, again catching you off guard and almost tripping you up. She taps her staff into the grass and this time produces the spellbook you recovered. The Aesther flips it to a dog-eared page, and begins to murmur. Reflexively, her staff begins to glow. She points it at the ground, and in a burst of light a deep hole appears. The stink of Demon rises up almost immediately, and The Summoner jumps in soon after. You follow, unsure of what to expect..."
Quest_Story_Summoner_3_LIST,"Close the rift"
Quest_Story_Summoner_3_NAME,"Face your Demons"
Quest_Story_Sunkeeper_1_DESC,"The Sunkeeper has decided to help those in need, but first she needs to gain their trust."
Quest_Story_Sunkeeper_1_INTRO,"The Sunkeeper leads the party to the location of the Vermling camp, but before you can get close a number of Vermlings appear and shout angrily. They are wary of intruders after a recent attack and won’t let you come any closer. After a heated exchange, the Vermling leader accepts the Sunkeeper’s offer of help and explains a local cave used as a storeroom has been overrun by wild animals. You follow his direction to the cave and reach the entrance, the smell coming from within certainly indicates bears and hounds are living inside… As you enter the maze of caves you hear a rumbling and dive in different directions as the ceiling comes crashing down. It looks as if you’ll need to start split up."
Quest_Story_Sunkeeper_1_LIST,"Time to help those in need"
Quest_Story_Sunkeeper_1_NAME,"A Just Cause"
Quest_Story_Sunkeeper_1_REWARD,"Unlock the Sunkeeper's Story Quests"
Quest_Story_Sunkeeper_2_DESC,"Take down those who have kidnapped the Vermling villagers."
Quest_Story_Sunkeeper_2_INTRO,"You head south from Mudview, being guided by a Vermling scout who chitters angrily for the whole journey. After a few hours he suddenly falls silent and gestures for you all to crouch down. He points ahead and you see a shadowy figure glide by, a Harrower, followed by a number of Inox and City Guard. It looks as if someone is paying a wide group of ne’er do wells to work together in this slavery operation. You head forwards again on the Vermling’s signal until you reach a copse of trees and the main operation. Vermlings are being kept inside an Inox Camp, and the area is being run by a number of Harrowers. As you plan your attack, the Vermling Scout charges into attack, you decide it best to act now! "
Quest_Story_Sunkeeper_2_LIST,"Rescue the Vermlings"
Quest_Story_Sunkeeper_2_NAME,"Rescue Run"
Quest_Story_Sunkeeper_3_DESC,"Work with your Vermling allies to assault the Slaver Stronghold"
Quest_Story_Sunkeeper_3_INTRO,"Following the map you found in the Inox camp, you rendezvous with a group of Vermlings just outside of Mistfell Copse. In the distance you can see a tall stone keep — that must be where the slaves are being held. You keep quiet as you approach, but you don’t spot any defensive outposts or troops on guard. If anything, it all seems abandoned. You enter the keep and head to the main courtyard, but as you pass under the portcullis it slams shut behind you. You are trapped! "
Quest_Story_Sunkeeper_3_LIST,"Take on the Slaver’s headquarters"
Quest_Story_Sunkeeper_3_NAME,"Allied Assault"
Quest_Story_Tinkerer_1_DESC,"It’s time for the Tinkerer to complete his thesis."
