Keys,English [en-GB]
Consoles/GUI_CREDITS_PEOPLE,"<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Creative Director </color></font>
Mike West 

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Executive Producer</color></font>
Craig Oman

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Art Director </color></font>
Neale Williams

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Technical Directors</color></font>
Brynn McCullagh
Marcus Lynn

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead Programmer </color></font>
James Payne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>UI Programmer</color></font>
Paula Navarro Alfonso

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Scripter and Programmer</color></font>
Misha Colbourne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Procedural Generation Programmer</color></font>
Sam Swain - Apparance Ltd.

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Tools and Gameplay Programmer</color></font>
Sean Wright

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Graphical and Gameplay Programmer</color></font>
Viktor Zatorskyi

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Gameplay Programmer </color></font>
Michael Waldo

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Multiplayer Programmer </color></font>
Petteri Lampikoski

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Programming</color></font>
Andriy Bychkovskyi
Barry Monahan
Estevão Arantes
Keith Wolf
Ned Birkin
Pavel Koňarik
Simon Jordan
Tim Sheinman

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>The Animator</color></font>
Gary Welch

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Environment Artist </color></font>
Serhii Bilotil

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Character Artist</color></font>
Richard Hammond

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Technical Animator</color></font>
Jared Embley

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead UI Artist </color></font>
Michael Sanchez

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>UI Artist </color></font>
Jenny Brewer

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>VFX Artist</color></font>
Dominikus Reiter

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Art Support</color></font>
Hannah McMillan
Marco Kovacs
Stuart McReath

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Concept and 2D Artist </color></font>
Peter Lumby

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Concept Artists</color></font>
James Furlong
Jake Gumbleton

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Writer and Level Designer </color></font>
Leon Lynn

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Junior Designer </color></font>
Mario Fernández Palenzuela

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Assistant Producer </color></font>
Anthony Reeve

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team </color></font>
Andrew Statters
Anthony Reeve
Drew Garner
Jason Guile
Mario Fernández Palenzuela

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Quality Assurance</color></font>
Cayle Stocks
Connor McGovern
Connor Orpin
Luke Coalter

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Production Support</color></font>
Oliver Byrne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Additional Design </color></font>
Alex Trowers

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Composer</color></font>
Russ Shaw
Sam Bucknall

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Sound Design by Cedar Studios Ltd.</color></font>
Tom Puttick
Phil French
Sam Bucknall
Josh Young

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Character Art</color></font>
Little Red Zombies Studios

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>User Research carried out by Player Research - Brighton </color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Special Thanks </color></font>
Abram Conn
Adrian Brooks
Alexander José Sommerfeldt
Alexey 'Cores' Sapunov
Alexey Sapunov
Annabella McCullagh
Arkady Colbourne
Brady Schlue
Brandon Davis
Carmen Cuesta Cabanes
Colin Kennedy
Cristian Giordano
Emily
Gripeaway 
Jan Sahlin
Jered Eliël Mühlenbruch
Jessica
John Dunnet
Jools West
Jose Navarro Monzo
Joseph Ware
Julio Fernandez Saviñon
Justin Calhoun
Lauren Reynolds
Lesley Oman
MandatoryQuest
Maria del Carmen Alfonso Tormo
Mike Würfel
Mikhail Zaitsev
Miroslav Mihov
Monika Klary
Nadia Colbourne
Nick Sickert
Nicolas Viellard
Nikolai Lynge Jørgensen
Panagiotis Tsoupidis
Patricia Byczek
Phil Colbourne
Piper Oman
Rhys Oulton
Sharon
Silvia Estall
Sophie Sandham
Spencer Powell
Stefan Clemens
Thomas Shelley
Cristian Gea Rodriguez
Eric Pla Erra
Nicole De Ambrosio 
Udo Schmalfuß
and the hard-working employees down at Burger Island


<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Flaming Fowl Pets </color></font>
Charlie Tuna
Fiskars*
Griselwald
Hera
Indie
Kiki Bilouteski
Miggle*
Ollie
Ranger 
Sevvie
Smidgeon
The Pig Duck
Toktok*
Xispa*

* Sadly lost during development but still in our hearts


<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Asmodee Digital </color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Line Producer</color></font>
Julien Séquert

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead Line Producer</color></font>
Rémy Chinchilla

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Production Director</color></font>
Laurent Lichnewsky

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Game Designer</color></font>
Maxime Antonoff
Alexis Clerc

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Creative Director</color></font>
Rémi Hanesse

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Brand manager</color></font>
Matthieu du Lac

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Brands and Products</color></font>
Adrien Rotondo

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Junior Brand Manager</color></font>
Romain Messer

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Assistant brand manager</color></font>
Robin Laffra

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead Marketing Artist</color></font>
Sacha Mocquet

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Cinematic Artist</color></font>
Sylvain Dollez
Louis Dabrowski

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Junior Marketing Artist</color></font>
Noémie Ardouin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Marketing Director</color></font>
Philippe Dao
Arthur Dosne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Operations</color></font>
Anne-Sophie Canel

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Release Manager</color></font>
Hélène Bertolotti

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Platform Project Manager</color></font>
Mehdi Lekehal

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Digital Project Manager</color></font>
Elodie Domingues

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Digital Marketing Assistant</color></font>
Emma Robin
Aurélie Lescene

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Commercial Director</color></font>
Marie Wolff

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>PR & Influencer Manager</color></font>
Cosma Nicolau

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Influencer Manager</color></font>
Alain Viravau

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Social & Paid Media Strategist</color></font>
Samuel Dempsey

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Community Developper</color></font>
Clara Terrats

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Community Developper</color></font>
Béatrice Millerioux Henriksen

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Publishing</color></font>
Julie Le Vacon

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Customer Support Agent</color></font>
Pierre-Yves Ruys
Florian Marie-Emilienne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead Customer Support</color></font>
Maxime Crozier

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Developer BI/DBA</color></font>
Quentin Thomas

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Data Analyst</color></font>
Arnaud Legendre

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Tracking Tester</color></font>
Valentin Sanchez de Leon
Benjamin Lutz

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Data</color></font>
Alexandre David

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead QA</color></font>
Nicolas Dupont

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Assistant Lead QA</color></font>
Claire Hoffmann
Médéric Bourdillon
Jean-philippe Martin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Tester QA</color></font>
Sarah Brasset
Valentin Serri
Olivier Garin
Sébastien Weissrock
Aurélie Lecesne
François-xavier Yacono
Ludovic Rault
Harlan Chomarat
Amélie Perret

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of QA</color></font>
Jean-baptiste Coblence


<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Riotloc</color></font>
<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Localization Cordination</color></font>
Vladimir Konoplitsky
Anna Kiseleva
Alexander Bolotin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>French Localization</color></font>
Eric Holweck
Bérangère Holweck
Ophélie Colin
Jonathan Pierre

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>German Localization</color></font>
Roland Austinat
Lorenz Hommers
Heinrich Lenhardt
Ulrich Onken
Gesine Preusser
Isabel Sterner
Constanze Vogl

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Spanish Localization</color></font>
Ramón Méndez
Alba Calvo
Curri Barceló
Juan Ramón Acedo
Emilio Ros
Rubén Moralejo
Laia Díez
David Neira



<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Liquid Violet</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Narrator</color></font>
Alec Newman

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Voice Directors</color></font>
Rosie Jones
Danny Baldwin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Audio Engineers</color></font>
Hayley Allen
Sean Moher

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Production</color></font>
Jon Youseman
Chris Hopkins

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Post-Production</color></font>
Alyx Jones
Kevin Davey
James Kirk
Charlie Thomas

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Cephalofair Games </color></font>
<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CEO / Game Designer</color></font>
Isaac Childres

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Chief Operating Officer</color></font>
Price Johnson

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Graphic Design </color></font>
 Josh McDowell

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Art</color></font>
 Alexandr Elichev
Álvaro Nebot

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Sculpting</color></font>
James Van Schaik

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Editing</color></font>
Jim Spivey
Mathew G. Somers
Marcel Cwertetschka

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Special Thanks</color></font>
Kristyn Childres, Katie, Finn, Ada, and Cora McDowell, Charilaos
Bacharis, Clinton Bradford, Brandon Butcher, Travis Chance,
Joseph Childres, Rob Daviau, Paul Grogan, Brendon Hall,""
""Richard Ham, Kasper Hansen, Walker Hardin, Chuck Hennemann,
Scott Horton, Brian Hunter, David Isakov, Alexander Klatte, Carl
Klutzke, Brian Lee, Nick Little, Kevin Manning, Jan Meyberg,
Timo Multamäki, Ray Phay, Joan Prats, Andrew Ritchey, Adam
Sadler, Brady Sadler, Eric Sanson, Scott Starkey, JC Trombley, Arne
Vikhagen, Michael Wilkins, Stefan Zappe, Marcel Cwertetschka,
Tim and Kim De Smet, Jared Gillespie, David Isakov, Jeremy Kaemmer, Mathew G. Somers

<font=""MarcellusSC-Regular SDF""><size=36><color=#F7E9C9FF>TWIN SAILS INTERACTIVE</color></size></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Managing Director</color></font>
Nicolas Godement

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Production Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Production Director</color></font>
Laurent Lichnewsky

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Senior Line Producer</color></font>
Claire Leger

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Line Producer</color></font>
Julien Sequert

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Game Designer</color></font>
Maxime Antonoff

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Marketing Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Marketing Director</color></font>
Adrien Rotondo

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Brand Manager</color></font>
Romain Messer

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Marketing Artists</color></font>
Christelle Ardouin
Flavie Lucas
Iris Yassur
Noémie Ardouin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Cinematic Artists</color></font>
Louis Dabrowski
Sylvain Dollez
Yann Bachelery

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Community Manager</color></font>
Béatrice Millerioux Henriksen

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Release Management Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Release Manager</color></font>
Hélène Bertolotti

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Neutrimem</color></font>
Gary Jacob
Joao Marcos

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>QA Lead</color></font>
Jean-Baptiste Coblence

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>QA Testers</color></font>
Médéric Bourdillon
Jean-Philippe Martin
Harlan Chomarat
Laura Bondu
Valentin Duval

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Commercial Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Commercial Director</color></font>
Marie Wolff

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Commercial Director assistant</color></font>
Karim Amara

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>PR and Support</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>PR Manager</color></font>
Cosma Nicolau

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>PR Specialist</color></font>
Océane Hurtaud

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Customer Support</color></font>
Mathys Marie-Emilienne

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Twin Sails Interactive - Other services</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Finance Manager</color></font>
Sébastien Lebigre

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Accountant</color></font>
Guerline Jean Francois

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Asmodee Legal Department</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Senior Legal Counsel</color></font>
Audrey Jouvion

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Legal Counsel</color></font>
Quentin Monfront

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>GDPR Counsel</color></font>
Laurence Gardias

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Special Thanks</color></font>
Pierre Ortolan, Senior Vice President Interactive business development & licensing, Asmodee
Remy Chinchilla
Yann Corno

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>SABER INTERACTIVE INC.</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CEO</color></font>
Matt Karch

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>COO</color></font>
Andrey Iones

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CCO</color></font>
Tim Willits

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CFO</color></font>
Gary Levin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CTO</color></font>
Anton Krupkin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>General Counsel</color></font>
Jeff Oshinsky

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Publishing</color></font>
Todd Hollenshead

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Development</color></font>
Brad Doan

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Marketing</color></font>
Adam Tedman

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Head of Public Relations</color></font>
Shaun Norton

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Community</color></font>
Michael Calvert

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Marketing Coordinator</color></font>
Alex Greenbaum

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Business Development</color></font>
Corey Wade

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Business Development</color></font>
Janna Goranskaya

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Business Development</color></font>
Matt McKnight

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Product</color></font>
Chris Martin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Director of Narrative</color></font>
Craig Sherman

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Creative Director</color></font>
Jason O'Connell

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>General Producer</color></font>
Sergey Larionov

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Saber Quality Assurance</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Director</color></font>
Victor Glyanenko

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Manager</color></font>
Nina Reznichenko

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Lead</color></font>
Evgenii Kolchev

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Project Lead</color></font>
Vladimir Litchenko

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team</color></font>
Aleksandr Dmitriev
Andrei Volgin
Danila Kultin
Daria Nikiforova
Dmitrii Fedorovykh
Margarita Mitrofanova
Mikhail ""LionHead"" Rybalkin
Nadezhda Marchenko
Stanislav Dubeikovskii
Valerii ""Wolya-lya"" Bezrodnyi
Viktoriya Firsova

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Bytex LLC</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CEO</color></font>
Alexander Torgovkin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Resource Manager & QA Supervisor</color></font>
Artem Stukalov

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team Lead</color></font>
Nikita Sysuev

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team</color></font>
Aleksandr Perepelkin
Aleksei Mironchev
Anton Merkulov
Danil Uchevatov
Denis Kalashnikov
Denis ""Maverad"" Penchugin
Evgenii Orin
Kirill “Amitey Arji” Danilin
Mikhail Kibakov
Oleg Baranov
Sergei Bochkarev
Sergei Kurgaev
Sergei Safonov
Sergei Yakovlev
Vladislav Chindiaikin
Iaroslav ""Enai"" Stolbniakov

<font=""MarcellusSC-Regular SDF""><size=36><color=#F7E9C9FF>SABER INTERACTIVE MINSK</color></size></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CEO</color></font>
Tim Dvoskin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>CTO</color></font>
Artur Mazurik

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Executive Director</color></font>
Valeriy Kovalenko

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Art Director / Lead UX Designer</color></font>
Sergey Starokhozyaev

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Executive Producer</color></font>
Ivan Koptik

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Executive Producer</color></font>
Alexander Nasonov

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Associate Producer & Game Design</color></font>
Roman Safin

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Art Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>UI Artist</color></font>
Maria Chernomorova

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Concept Artists</color></font>
Alexey Klinov
Viktoria Bondareva
Alesia Matsiushonak

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Tech artist</color></font>
Daniel Citrons

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Development Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Lead Developer</color></font>
Mikhail Pechaneu

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Developers</color></font>
Alexey Golub
Aleksei Zborovskii
Andrey Zubko
Artem Artamonov
Dima Bogdanov
Ekaterina Hinkel
Ivan Klimov
Matvey Zhorov
Max Klimenok
Maxim Kazachonak
Mikhail Gorychev
Oleg Korotkikh
Oleg Mandrazhiev
Raul Butaev
Roman Malius
Roman Romanovsky
Yaroslav Toropov

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>IT & DevOps Team</color></font>

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>System Administrator</color></font>
Andrey Murashko

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>DevOps</color></font>
Alexey Zholnerkevich

<font=""MarcellusSC-Regular SDF""><color=#F7E9C9FF>Quality Assurance Team</color></font>
Eugeniy Androsik
Tatsiana Nikolaychuk
Ivan Minets"
Consoles/GUI_DEVOTION_TOOLTIP,Donate Gold to the Temple of the Great Oak to increase the Party's Devotion.
Consoles/GUI_DISCONNECTION_BOX_MESSAGE,Connect controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_PS4_EU,Connect DUALSHOCK®4 wireless controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_PS4_US,Connect DUALSHOCK®4 wireless controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_PS5_EU,Connect DualSense™ wireless controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_PS5_US,Connect DualSense™ wireless controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_SWITCH,Connect Joy-Con controller to continue
Consoles/GUI_DISCONNECTION_BOX_MESSAGE_XboxOne,Connect Xbox Wireless Controller to continue
Consoles/GUI_DISCONNECTION_BOX_TITLE,Input lost!
Consoles/GUI_DLC_JAWS_OF_THE_LION_DESCRIPTION,"25 new scenarios
4 unique mercenaries
10 new enemies and bosses
22 road events
10 new items
24 extra Battle Goals"
Consoles/GUI_DLC_SOLO_SCENARIOS_DESCRIPTION,"17 new exquisitely punishing scenarios
17 new items
New unique enemies"
Consoles/GUI_DLC_TITLE,Downloadable Content
Consoles/GUI_ENHANCED,Enhanced
Consoles/GUI_ENTER_GUILD_NAME_TO_CONTINUE,Enter Guild Name to Continue
Consoles/GUI_ERROR_CONTINUE_BUTTON,Continue
Consoles/GUI_ERROR_EXIT_GAME_BUTTON,Exit Game
Consoles/GUI_ERROR_MAIN_MENU_BUTTON,Go to Main Menu
Consoles/GUI_ERROR_MULTIPLAYER_CONNECTION_NOTIFICATION,Looks like there is a connection problem! You was disconnected.
Consoles/GUI_ERROR_RESET_SAVEFILE_BUTTON,Reset Save File
Consoles/GUI_ERROR_RESET_SCENARIO_BUTTON,Reset Scenario To Start
Consoles/GUI_ERROR_RETRY,Retry
Consoles/GUI_ERROR_RETURN_TO_MAP_BUTTON,Return to Adventure Map
Consoles/GUI_HOLD_KEY,HOLD
Consoles/GUI_HOTKEY_ABOUT,About
Consoles/GUI_HOTKEY_ACCEPT,Accept
Consoles/GUI_HOTKEY_ACTIVATE_DLC,Activate DLC
Consoles/GUI_HOTKEY_ALL_CARDS,All Card
Consoles/GUI_HOTKEY_ALL_CARD_HAND_MOVE,Move
Consoles/GUI_HOTKEY_ALL_CARD_NEXT_HAND,Next
Consoles/GUI_HOTKEY_ALL_CARD_PREVIOUS_HAND,Previous
Consoles/GUI_HOTKEY_BACK,Back
Consoles/GUI_HOTKEY_BUY,Buy
Consoles/GUI_HOTKEY_CARDS,Cards
Consoles/GUI_HOTKEY_CHANGE_SKIN,Change Skin
Consoles/GUI_HOTKEY_CLAIM_REWARD,Claim Reward
Consoles/GUI_HOTKEY_CONCEAL_PERSONAL_QUEST,Conceal Personal Quest
Consoles/GUI_HOTKEY_CONFIRM,Confirm
Consoles/GUI_HOTKEY_CONFIRM_LANGUAGE,Confirm Language
Consoles/GUI_HOTKEY_CONFIRM_TRAVEL,Travel
Consoles/GUI_HOTKEY_CONTINUE,Continue
Consoles/GUI_HOTKEY_DELETE,Delete
Consoles/GUI_HOTKEY_DELETE_CHARACTER,Delete Character
Consoles/GUI_HOTKEY_EDIT,Edit
Consoles/GUI_HOTKEY_END_SELECTION,End Selection
Consoles/GUI_HOTKEY_ENTER,Enter
Consoles/GUI_HOTKEY_ENTER_DUNGEON,Enter Dungeon
Consoles/GUI_HOTKEY_FAST_FORWARD,Fast forward animation
Consoles/GUI_HOTKEY_FAST_FORWARD_AUTO,Auto Fast Forward Animations
Consoles/GUI_HOTKEY_FURTHER_ABILITY_CARDS,Further Ability Cards
Consoles/GUI_HOTKEY_HEX_GRID,Hex Grid
Consoles/GUI_HOTKEY_HIDE_CARDS,Hide Card List
Consoles/GUI_HOTKEY_HIGHLIGHT,Highlight Interactables (HOLD)
Consoles/GUI_HOTKEY_HIGHLIGHT_TACTICAL,Show Info
Consoles/GUI_HOTKEY_INFO,Info
Consoles/GUI_HOTKEY_KICK_PLAYER,Kick Player
Consoles/GUI_HOTKEY_MERCENARY,Mercenary
Consoles/GUI_HOTKEY_MOVE,Move
Consoles/GUI_HOTKEY_MOVE_CAMERA,Camera
Consoles/GUI_HOTKEY_MOVE_CAMERA_MAP,Move
Consoles/GUI_HOTKEY_MOVE_CURSOR,Move
Consoles/GUI_HOTKEY_NAME,Name
Consoles/GUI_HOTKEY_PING_TILE,Ping a tile
Consoles/GUI_HOTKEY_QUEST_LIST,Quest List
Consoles/GUI_HOTKEY_RENAME,Rename
Consoles/GUI_HOTKEY_RESET_MERCENARY,Reset Mercenary
Consoles/GUI_HOTKEY_RETRY,Retry
Consoles/GUI_HOTKEY_RETURN_TO_MAP,Return To Map
