Keys,"English [en-GB]"
GUI_TOOLTIP_GAMEPAD_INITIATIVE_TRACK,"Use {0} to inspect Ability Cards and Active Abilities"
GUI_TOOLTIP_GAMEPAD_INITIATIVE_TRACK_TITLE,"Initiative Track"
GUI_TOOLTIP_GAMEPAD_MERCENARY_DECK,"Use {0} to skip from one Ability Deck to the next"
GUI_TOOLTIP_GAMEPAD_MERCENARY_DECK_TITLE,"Mercenary Decks"
GUI_TOOLTIP_GAMEPAD_SELECT_FIRST_ACTION,"Use {0} to select one half of either Ability Card"
GUI_TOOLTIP_GAMEPAD_SELECT_ITEMS,"Use {0} to select items"
GUI_TOOLTIP_GAMEPAD_SELECT_MOVE_TILE,"Use {0} to select Waypoints to move"
GUI_TOOLTIP_GAMEPAD_SELECT_SECOND_ACTION,"Use {0} to select the alternate half of the remaining Ability Card"
GUI_TOOLTIP_GAMEPAD_SELECT_TARGET,"Use {0} to select targets"
GUI_TOOLTIP_GAMEPAD_START_TURN_SELECT_CARDS,"Use {0} to select two Ability Cards for each Mercenary or choose to Rest"
GUI_TOOLTIP_HELPBOX IMPROVED_SHORT_REST_TITLE,"<color=#B52828>Unstoppable Destruction</color>"
GUI_TOOLTIP_ITEM_SINGLE_TARGET_TIP,"Select a Single Target to use the item on"
GUI_TOOLTIP_ITEM_SINGLE_TARGET_TITLE,"Single Target Item"
GUI_TOOLTIP_LONG_REST,"Select an ability card to burn, then gain 2 health"
GUI_TOOLTIP_NOT_ENOUGH_TARGETS_SELECTED,"Not enough targets selected"
GUI_TOOLTIP_PLAYER_DISARMED,"The {0} is <color=#A050E0>DISARMED</color> <size=180%><sprite name=""HoverDisarmed""></size>"
GUI_TOOLTIP_PLAYER_IMMOBILIZED,"The {0} is <color=#A050E0>IMMOBILIZED</color> <size=180%><sprite name=""HoverImmobilized""></size>"
GUI_TOOLTIP_PLAYER_SLEEPING,"The {0} is <color=#A050E0>SLEEPING</color> <size=180%><sprite name=""HoverSleeping""></size>"
GUI_TOOLTIP_PLAYER_STARTING_PLACEMENT,"Mercenaries must be split evenly between entrance rooms to continue"
GUI_TOOLTIP_PLAYER_STARTING_PLACEMENT_COMPANION_SUMMONS,"{0} must be placed so there is an adjacent empty hex to summon their companion"
GUI_TOOLTIP_PLAYER_STUNNED,"The {0} is <color=#A050E0>STUNNED</color> <size=180%><sprite name=""HoverStunned""></size>"
GUI_TOOLTIP_PLAYER_WOUNDED,"The {0} is <color=#A050E0>WOUNDED</color> <size=180%><sprite name=""HoverWounded""></size>"
GUI_TOOLTIP_REMOVE_CONDITIONS,"Remove all negative conditions on yourself"
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLE,"Choose an obstacle to destroy"
GUI_TOOLTIP_SELECT_DESTROY_OBSTACLES,"Choose obstacles to destroy"
GUI_TOOLTIP_SELECT_DISCARD_CARD,"Choose  an Ability Card to Discard"
GUI_TOOLTIP_SELECT_DISCARD_CARDS,"Choose {0} Ability Cards to Discard"
GUI_TOOLTIP_SELECT_DISCARD_CARDS_TITLE,"Discard {0} cards"
GUI_TOOLTIP_SELECT_DISCARD_CARD_TITLE,"Discard a card"
GUI_TOOLTIP_SELECT_LOSE_CARD,"Choose 1 card to burn"
GUI_TOOLTIP_SELECT_LOSE_CARDS,"Choose {0} cards to burn"
GUI_TOOLTIP_SELECT_RECOVER_CARD,"Choose 1 discarded card to recover"
GUI_TOOLTIP_SELECT_RECOVER_CARDS,"Choose {0} discarded cards to recover"
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARD,"Choose 1 discarded card to recover"
GUI_TOOLTIP_SELECT_RECOVER_DISCARDED_CARDS,"Choose {0} discarded cards to recover"
GUI_TOOLTIP_SELECT_RECOVER_INCREASE_CARD,"Choose 1 card to add to your available cards"
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARD,"Choose 1 Burned card to recover"
GUI_TOOLTIP_SELECT_RECOVER_LOST_CARDS,"Choose {0} Burned cards to recover"
GUI_TOOLTIP_SELECT_SUMMON_MOVEMENT,"Choose to move the Summoned Ally towards its Summoner"
GUI_TOOLTIP_SELECT_SUMMON_MOVEMENT_TITLE,"Summon Movement"
GUI_TOOLTIP_SHIELDS,"Shield: A Shielded character reduces all incoming attacks by X points of attack. Multiple shield bonuses stack. Shield bonuses only apply to Attack abilities and do not stop other forms of damage."
GUI_TOOLTIP_SHORT_REST,"Burn one discarded card at random to recover all other discarded cards. You may reroll the random card to burn once at the cost of one health."
GUI_TOOLTIP_SHORT_REST_WARNING,"Requires 2 or more discarded cards"
GUI_TOOLTIP_SINGLE_TARGET,"Select a single target"
GUI_TOOLTIP_START_TURN,"For each hero, select two ability cards or choose to rest"
GUI_TOOLTIP_SUMMON,"Summon {0}"
GUI_TOOLTIP_SUMMON_SELECT_HEX,"Select a hex to summon the {0}"
GUI_TOOLTIP_TAKE_QUEST_ITEM,"Confirm to take carriable Quest items from adjacent Mercenaries"
GUI_TOOLTIP_TITLE_ABILITY_CHOOSING,"Ability Selection"
GUI_TOOLTIP_TITLE_DEAL_DAMAGE,"Deal Damage Phase"
GUI_TOOLTIP_TITLE_START_TURN,"Start Turn"
GUI_TOOLTIP_TRANSFER_DOOM,"Transfer one Doom from a deceased enemy to another target."
GUI_TOTAL_GOLD,"Total Party Gold"
GUI_TOWN_RECORDS_BLOCKED,"<size=+2><color=#EACF8C>Town Records</color></size>
You cannot continue the Town Records story while a Mercenary with a completed Personal Quest is in the Party."
GUI_TOWN_RECORDS_INTRO_STORY_1,"Stepping through the arched doorway of the Town Records building, you see it houses a massive yet woefully understocked library. A sinking feeling takes hold of your gut as you take in the barren shelves—you don’t want the memory of your departed colleague to die with you inside one of Gloomhaven’s dungeons."
GUI_TOWN_RECORDS_INTRO_STORY_2,"With an idea brewing in your mind, you search for one of the record keepers in the library. It takes a considerable while, but eventually you happen upon a small man meticulously rearranging what few books are on the shelves. You waste no time relaying your great idea to him."
GUI_TOWN_UNLOCKED_NOTIFICATION,"You've unlocked the Town Records in Gloomhaven!"
GUI_TRAINER_INTRODUCTION,"Welcome to the Trainer. On this screen you will see all the in-game achievements that you can attempt and the rewards you get for completing them. The most important ones will initially be the Exploration missions that gradually unlock parts of the map, but be sure to return here to cash in any achievements you complete!"
GUI_TRAINER_TITLE,"Inox Trainer"
GUI_TRAVEL,"Travel"
GUI_TURN_OFF_TUTORIAL,"Turn Off Tutorial"
GUI_TUTORIAL,"Tutorial"
GUI_TUTORIAL_01_DESCRIPTION,"Melee Attacking & Moving"
GUI_TUTORIAL_01_INSTRUCTIONS,"The Cragheart only has two ability cards for this round. You must now activate the top of one card and the bottom of the other card (In either order) to Kill the Bandit Guard."
GUI_TUTORIAL_01_TITLE,"Melee Attacking & Moving"
GUI_TUTORIAL_EXIT,"Exit Tutorial"
GUI_TUTORIAL_VICTORY,"Victory!"
GUI_TUTORIAL_VICTORY_INFO,"Congratulations, you have survived the Tutorial, but now it is time to take what you have learned into battle! Head towards 'New Adventure' to pick a party and get started.

For more information about the rules of Gloomhaven, check out the 'How to Play' section in the Main Menu or even in-game via the Pause Menu.

Good Luck!"
GUI_UNDO,"Undo"
GUI_UNDO_WAYPOINT,"Undo Waypoint"
GUI_UNEQUIPPED,"Unequipped"
GUI_UNKNOWN,"Unknown"
GUI_UNREADY,"Unready"
GUI_UPDATE_PARTY_DISABLED_TOOLTIP,"Character switching/removal is currently disabled as another player is joining the game."
GUI_UPLOAD,"Upload"
GUI_USE_ITEM_ATTACK_TIP,"Toggle the displayed items to add their effects to the attack"
GUI_USE_ITEM_MOVEMENT_TIP,"Toggle the displayed items to add their effects to the movement"
GUI_USE_ITEM_TITLE,"Use Item"
GUI_VALIDATE,"Validate"
GUI_VIEW_ALT_CARDS_TIP,"Hold Alt to view all cards"
GUI_VISIT_WORKSHOP,"Visit Workshop"
GUI_WAIT_PLAYERS_CONFIRM_CITY_EVENT,"City Event Selected"
GUI_WAIT_PLAYERS_CONFIRM_ENTER_SCENARIO,"Call to Arms"
GUI_WAIT_PLAYERS_CONFIRM_QUEST,"Quest Selected"
GUI_WAIT_PLAYERS_CONFIRM_TIP,"Waiting for players to confirm..."
GUI_WAIT_PLAYERS_CONFIRM_TOWN_RECORDS,"Town Records Selected"
GUI_WARNING_CANCEL_SELECTED_CARDS,"Press Cancel before reselecting your Ability Cards"
GUI_WARNING_EQUIP_MAX_CARDS,"You cannot equip more cards!"
GUI_WARNING_SELECT_CARDS_OTHER_PLAYER,"You can only select cards for Mercenaries you control"
GUI_WATCH_PERSONAL_QUEST_PROGRESS,"Watch Result"
GUI_WATCH_RETIREMENT,"Watch Retirement"
GUI_WEALTH_LEVEL_UNLOCKES_ITEMS,"New items are now in stock! Swing by my stand next time you're near the New Market!"
GUI_WRONG_ABILITY_DECK,"Invalid <color=#C53F3FFF>Ability Deck</color>"
GUI_WRONG_ABILITY_DECK_CHARACTER,"{0} has incomplete ability deck"
GUI_WRONG_ABILITY_DECK_CHARACTERS,"{0} have incomplete ability decks"
GUI_WRONG_INVENTORY,"Incorrect Ability Cards"
GUI_XPBar,"The Experience Bar shows your progress to the next level. You may level up on the Map or the Party Selection Screen."
GUI_XP_PROGRESS,"XP {0}"
GUI_guildmaster_INVALID_NAME,"Enter a valid Guild Name"
Gain,"Gain"
Gain_Flying,"Gain <nobr>Flying <sprite name=Flying></nobr>"
German,"German"
GiantBat,"Giant Bat"
GiantOoze,"Giant Ooze"
GiantRat,"Giant Rat"
GiantToad,"Giant Toad"
GiantViper,"Giant Viper"
GiantViperElite,"Giant Viper Elite"
GiantViperID684,"Giant Viper Adjacency Bonus"
GiantViperID685,"Giant Viper Adjacency Bonus"
GibbetHill,"Gibbet Hill"
GibbetHill_DESCR,"To the east of Demonsgate sits Gibbet Hill, sitting as a stark warning to the bandits who plague the area."
GiveSupplyCard,"Give Card"
Gloomhaven_Street_Boilers_District,"Boilers District"
Gloomhaven_Street_Coin_District,"Coin District"
Gloomhaven_Street_East_Barracks,"East Barracks"
Gloomhaven_Street_Gloomhaven_Square,"Gloomhaven Square"
Gloomhaven_Street_Hook_Coast,"Hook Coast"
Gloomhaven_Street_Horn_District,"Horn District"
Gloomhaven_Street_Merchants_Bay,"Merchant's Bay"
Gloomhaven_Street_Mixed_District,"Mixed District"
Gloomhaven_Street_New_Docks,"New Docks"
Gloomhaven_Street_New_Market,"New Market"
Gloomhaven_Street_Northern_Barracks,"Northern Barracks"
Gloomhaven_Street_Old_Docks,"Old Docks"
Gloomhaven_Street_The_Sinking_Market,"The Sinking Market"
Gloomhaven_Street_The_Void,"The Void"
Gloomhaven_Street_Travellers_District,"Travellers District"
Gloomhaven_Street_University,"The University"
Gloomhaven_Street_Ward_of_Scales,"Ward of Scales"
Gloomhaven_Street_West_Barracks,"West Barracks"
Glossary_Action,"Actions are how player characters and monsters take their turns in Gloomhaven and are comprised of one or more abilities."
Glossary_AddTarget,"Adds additional Attack targets"
Glossary_Advantage,"Advantage: An attacker with Advantage will draw two modifiers and use whichever one is better."
Glossary_Air,"Infuse Element - Air: Infuses the battlefield with the Air element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Any,"Infuse Element - Any: Infuses the battlefield with the element of your choice, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round. A Monster with an Any Element infusion on their card chooses a random element to infuse."
Glossary_Attack,"Attack: An ""Attack X"" ability allows a character to Attack an enemy within Range with a base value of X."
Glossary_AttackDefault,"Default Attack: Perform an ""Attack 2"" action instead of using the top action. This action will Discard the card."
Glossary_AttackersGainDisadvantage,"Attackers Gain Disadvantage: Any characters that attack this character gain Disadvantage on their attacks."
Glossary_Augment,"Augment: An active Augment's effects will be applied whenever the Mindthief uses a melee attacks."
Glossary_Aura,"Aura: An active bonus with the Aura keyword affects its targets only while they are within range. If an affected target moves out of range of the active's aura, they will lose whatever bonus it was granting."
Glossary_Bless,"Bless: A Blessed character adds a BLESS (x2) card into their attack modifier deck. When drawn, the attack deals double damage, and the BLESS card is removed from the deck."
Glossary_Command,"Command: An action with the Command keyword has the Beast Tyrant's Bear perform the abilities instead of the Beast Tyrant."
Glossary_Condition,""
Glossary_ConsumeAir,"Consume Element - Air"
Glossary_ConsumeAny,"Consume Element - Any Element"
Glossary_ConsumeDark,"Consume Element - Dark"
Glossary_ConsumeEarth,"Consume Element - Earth"
Glossary_ConsumeFire,"Consume Element - Fire"
Glossary_ConsumeIce,"Consume Element - Ice"
Glossary_ConsumeLight,"Consume Element - Light"
Glossary_Controlled,"Mind Controlled: This Enemy will treat its Allies as Enemies and Enemies as Allies for this round."
Glossary_Curse,"Curse: A Cursed character adds a CURSE (x0) card into their attack modifier deck. When drawn, the attack deals no damage, and the CURSE card is removed from the deck."
Glossary_Dark,"Infuse Element - Dark: Infuses the battlefield with the Dark element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Disadvantage,"Disadvantage: An attacker with Disadvantage will draw two modifiers and use whichever one is worse."
Glossary_Disarm,"Disarm: A Disarmed character cannot perform any attack abilities. The Disarm condition is removed at the end of the affected character's next turn."
Glossary_DotHex,"The dot indicates that this area effect can be enhanced later on to add another hex to the affected area in this slot."
Glossary_Earth,"Infuse Element - Earth: Infuses the battlefield with the Earth element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Elite,"An elite monster has greater stats than their normal counterpart, and all elites of a monster type act before any normals."
Glossary_EnhancementDot,"Enhancement Dot: Denotes that this ability or area effect can be augmented by an enhancement."
Glossary_Enhancement_Air,"Air element enhancement"
Glossary_Enhancement_AnyElement,"Any element enhancement"
Glossary_Enhancement_Area,"Area Hex Enhancement"
Glossary_Enhancement_Bless,"Bless enhancement"
Glossary_Enhancement_Curse,"Curse enhancement"
Glossary_Enhancement_Dark,"Dark element enhancement"
Glossary_Enhancement_Disarm,"Disarm enhancement"
Glossary_Enhancement_Earth,"Earth element enhancement"
Glossary_Enhancement_Fire,"Fire element enhancement"
Glossary_Enhancement_Ice,"Ice element enhancement"
Glossary_Enhancement_Immobilize,"Immobilize enhancement"
Glossary_Enhancement_Jump,"Jump enhancement"
Glossary_Enhancement_Light,"Light element enhancement"
Glossary_Enhancement_Muddle,"Muddle enhancement"
Glossary_Enhancement_NoEnhancement,"No enhancement"
Glossary_Enhancement_PlusAttack,"Attack +1 Enhancement"
Glossary_Enhancement_PlusHeal,"Heal +1 Enhancement"
Glossary_Enhancement_PlusMove,"Move +1 Enhancement"
Glossary_Enhancement_PlusPierce,"Pierce +1 Enhancement"
Glossary_Enhancement_PlusPull,"Pull +1 Enhancement"
Glossary_Enhancement_PlusPush,"Push +1 Enhancement"
Glossary_Enhancement_PlusRange,"Range +1 Enhancement"
Glossary_Enhancement_PlusRetaliate,"Retaliate +1 Enhancement"
Glossary_Enhancement_PlusRetaliateRange,"Retaliate Range +1 Enhancement"
Glossary_Enhancement_PlusShield,"Shield +1 Enhancement"
Glossary_Enhancement_PlusTarget,"Target +1 Enhancement"
Glossary_Enhancement_Poison,"Poison enhancement"
Glossary_Enhancement_Strengthen,"Strengthen enhancement"
Glossary_Enhancement_SummonAttack,"Summon Attack Enhancement"
Glossary_Enhancement_SummonHP,"Summon Health Enhancement"
Glossary_Enhancement_SummonMove,"Summon Move Enhancement"
Glossary_Enhancement_SummonRange,"Summon Range Enhancement"
Glossary_Enhancement_Wound,"Wound enhancement"
Glossary_Exhausted,"A mercenary is exhausted when they either drop below one hit point, or if at the beginning of a round, they have fewer than two available cards and have burned enough cards that they cannot rest to recover any from discard. If all mercenaries are exhausted, the scenario is lost!"
Glossary_Fear,"Force all mercenaries and their summons to perform <nobr>""Move <sprite name=Move> 4""</nobr> in initiative order, ending as far away from the Betrayer as possible."
Glossary_Fire,"Infuse Element - Fire: Infuses the battlefield with the Fire element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Flying,"Flying: Characters with the Flying trait can completely ignore all characters, obstacles, terrain effects and traps on hexes during their movement, including the last hex moved onto. However, the last hex cannot be occupied by a character. Characters that lose flying while occupying an obstacle take damage as if they had sprung a trap and move to the nearest empty hex."
Glossary_GreyHex,"Grey hex indicates the users location, meaning that the pattern is a melee attack area effect and thus can only be rotated about this hex."
Glossary_Heal,"Heal: A ""Heal X"" ability allows a character to restore X hit points to a target within the ability's range."
Glossary_HitArea,"Indicates the attack's area of effect. Red hexes denote the tiles to be targeted, and a grey hex denotes the location of the attacker in the case of melee attack area effects."
Glossary_Ice,"Infuse Element - Ice: Infuses the battlefield with the Ice element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Immobilize,"Immobilize: An Immobilized character cannot perform any move abilities. The Immobilize condition is removed at the end of the affected character's next turn."
Glossary_Initiative,"Initiative: Determines when this character will act in the round, using the value from the first card of the pair selected in the case of player characters."
Glossary_InvSmallItem,"Small Inventory Item"
Glossary_Invisible,"Invisible: An Invisible character cannot be focused on nor targeted by the enemy, but can be damaged by non-targeted damage. Invisibility does not affect interactions with allies. The Invisible condition is removed at the end of the affected character's next turn. Monsters treat invisible characters as if they were obstacles."
Glossary_Jump,"Jump: A Move specified as being a Jump allows a character to ignore all characters, obstacles, terrain effects and traps on hexes during their movement. The last hex entered will be treated as if a normal Move."
Glossary_Kill,"Kill: A Kill ability kills valid targets that satisfy the accompanying requirements, if any, without needing to reduce their Health to 0."
Glossary_Light,"Infuse Element - Light: Infuses the battlefield with the Light element, available to be used after the current character's turn and is available for a single character to use for the rest of the current round and the whole of the next round."
Glossary_Loot,"Loot: A ""Loot X"" ability allows a character to pick up every gold token and treasure tile within range X and line-of-sight, unaffected by monsters or obstacles."
Glossary_Lost,"Burned: Denotes that this card will not go to the discarded pile after usage but rather the burned pile, from which cards cannot be recovered by resting (but can be by certain Recover abilities)."
Glossary_Move,"Move: A ""Move X"" ability allows a character to move up to X hexes on the map."
Glossary_MoveDefault,"Default Movement: Perform a ""Move 2"" action instead of using the bottom action. This action will Discard the card."
Glossary_Muddle,"Muddle: A Muddled character gains Disadvantage on all of its attacks. The Muddle condition is removed at the end of the affected character's next turn."
Glossary_NoEnhancement,"This ability can be enhanced later on to become more powerful."
Glossary_PermanentlyLost,"Permanently Burned: Denotes that this card cannot be recovered from the burned pile by any means."
Glossary_Persistent,"Persistent: Denotes that this effect lasts indefinitely or until conditions specified on the card are met."
Glossary_Pierce,"Pierce: A ""Pierce X"" attack effect allows up to X points of a target's Shield bonus to be ignored for the attack."
Glossary_Poison,"Poison: Enemies add +1 Attack to all of their attacks against a Poisoned character. A Heal ability will cure Poison but have no other effect."
Glossary_Pull,"Pull: A ""Pull X"" attack effect or ability causes the target to be forced to move closer by X hexes. The direction is specified by the controller of the ability/effect, and each hex moved must put the target one hex closer. Targets can be pulled through their allies, but not enemies or obstacles."
Glossary_Push,"Push: A ""Push X"" attack effect or ability causes the target to be forced away X hexes. The direction is specified by the controller of the ability/effect, and each hex moved must put the target one hex further away. Targets can be pushed through their allies, but not enemies or obstacles."
Glossary_Range,"Range: An ability accompanied by ""Range X"" means that the target must be within X hexes. Any ability with a specified range can only be performed on a character within line-of-sight."
Glossary_Recover,"Recover: Allows a player character to return a specified number of cards from their specified discard or burned pile to their hand."
Glossary_RedHex,"Red hexes indicate the attack's area of effect – targets on a red hex in the pattern will be hit."
Glossary_Refresh,"Refresh: Allows a player character to regain an amount or even all of their spent and/or consumed Item cards."
Glossary_Rest,""
Glossary_Retaliate,"Retaliate: A Retaliating character inflicts X direct damage to any attackers within Range. If a range is not specified, then it only applies to adjacent attackers. Multiple retaliate bonuses stack."
Glossary_Round,"Round: Denotes that this effect lasts until the end of the round."
Glossary_Self,"This ability targets the character themselves"
Glossary_Shield,"Shield: A Shielded character reduces all incoming attacks by X points of attack. Multiple shield bonuses stack. Shield bonuses only apply to Attack abilities and do not stop other forms of damage."
Glossary_Sleep,"Sleep: A Sleeping character cannot perform any abilities nor use items on its turn. The Sleep condition is removed when any non-allied character damages, places a negative condition on, or ends any movement adjacent to the sleeping character. Characters must still select two cards or rest for the turn, however the actions are not played and the cards are simply discarded. A Long Rest is performed as normal. Character summons and allies will not attack sleeping targets unless directly controlled by a character. When awakened, the character follows rules as if it had just been spawned."
Glossary_Song,"Song: An active Song's effects will be persistently applied until another Song is played."
Glossary_StopFlying,"Cannot Fly: This character can no longer have Flying."
Glossary_Strengthen,"Strengthen: The Strengthened character gains Advantage on all of their attacks. The Strengthen condition is removed at the end of the affected character's next turn."
Glossary_Stun,"Stun: A Stunned character cannot perform any abilities nor use items on its turn. The Stun condition is removed at the end of the affected character's next turn. Characters must still select two cards or rest for the turn, however the actions are not played and the cards are simply discarded. A Long Rest is performed as normal."
Glossary_Summon,"Summon: Summons a specified allied character to the board, in an empty hex adjacent to the caster. If there are no available adjacent hexes, the summon ability cannot be used. Summons act just before the caster's turn each round, always autonomously performing a ""Move X, Attack Y"" action where X and Y are their base move and attack values respectively. It is possible to have multiple summons active at the same time."
Glossary_Summon_Health,"Health: The number of hit points the Summon will start with."
Glossary_Target,"Target: An ability accompanied by ""Target X"" means that the character can choose up to X different targets within range for the ability."
Glossary_Trap,"Trap: A trap occupies a tile and is sprung when a character enters the hex with normal movement or forced movement (such as Push/Pull)."
Glossary_Wound,"Wound: A Wounded character suffers one damage at the start of each of its turns. A Heal ability will cure the Wound."
Glossary_XP,"XP: This is the symbol that represents experience points."
Glossary_XP1,"1XP: Grants one experience point to the player character."
Glossary_XP2,"2XP: Grants two experience points to the player character."
Glossary_XP3,"3XP: Grants three experience points to the player character."
Glossary_XP6,"6XP: Grants six experience points to the player character."
Glossary_XPArrow,"XP Tracker: This tracker shows how the XP will be granted over the course of the active ability's duration. Each instance of the ability activating will move along to the next XP slot on the tracker, granting the XP bonus of the slot most recently occupied. You can check the XP tracker for any active abilities by hovering over them next to the character's avatar in the initiative track at the top of the screen."
GoalChest,"Ornate Chest"
Gold,"Gold"
GoldPile,"Gold Pile"
Gold_Combined,"Collective Gold"
Gold_PerMercenaryInParty,"Gold Each"
GreatOak,"Great Oak"
GreenAdder,"Green Adder"
HAZARDOUS_TERRAIN_TOOLTIP,"Hazardous Terrain"
Hail,"Hail"
Hammerholm,"Hammerholm"
Hard,"Hard"
HarrowerInfester,"Harrower Infester"
HarrowerInfesterElite,"Harrower Infester Elite"
Harvester,"Harvester"
Heal,"Heal"
HealingSprite,"Healing Sprite"
Health,"Health"
HighCultist,"High Cultist"
Hound,"Hound"
HoundElite,"Hound Elite"
HoundHill,"Hound Hill"
HoundHill_DESCR,"Packs of wild dogs in this area have given this hill its moniker, Keep a fire lit at night, and you may pass the night unmolested."
HoundID542,"Hound Adjacency Bonus"
HoundID543,"Hound Adjacency Bonus"
HungrySoul,"Hungry Soul"
HuntersCabin,"Hunter's Cabin"
HuntersCabin_DESCR,"This cabin sits on the edge of a nearby swamp, and is often frequented by those who use the surrounding landscape to eke out a living. They won't mind you staying here for the night."
IMMOVABLE_OBSTACLE_DESCR_TOOLTIP,"This Obstacle cannot be destroyed or moved by abilities."
IMMUNITYSM1,"Scenario Immunity"
INNATE_ShieldBasedOnNumberOfDeadXsPresent,"Shield strength is equal to {0}{1}the number of dead {2}"
INNATE_ShieldBasedOnNumberOfXsPresent,"Shield strength is equal to {0}{1}the number of {2} present"
INNATE_StrengthIsPercentageOfCurrentHP,"Attack strength is equal to {0}% of current hit points, rounded up"
ITEM_NAME_AmuletofLife,"Amulet of Life"
ITEM_NAME_AncientDrill,"Ancient Drill"
ITEM_NAME_BalancedBlade,"Balanced Blade"
ITEM_NAME_BattleAxe,"Battle Axe"
ITEM_NAME_BlackCard,"Black Card"
ITEM_NAME_BlackCenser,"Black Censer"
ITEM_NAME_BlackKnife,"Black Knife"
ITEM_NAME_BlinkingCape,"Blinking Cape"
ITEM_NAME_BloodyAxe,"Bloody Axe"
ITEM_NAME_BootsofDashing,"Boots of Dashing"
ITEM_NAME_BootsofLevitation,"Boots of Levitation"
ITEM_NAME_BootsofQuickness,"Boots of Quickness"
ITEM_NAME_BootsofSpeed,"Boots of Speed"
ITEM_NAME_BootsofSprinting,"Boots of Sprinting"
ITEM_NAME_BootsofStriding,"Boots of Striding"
ITEM_NAME_BrilliantBlade,"Brilliant Blade"
ITEM_NAME_ChainHood,"Chain Hood"
ITEM_NAME_Chainmail,"Chainmail"
ITEM_NAME_CircletofElements,"Circlet of Elements"
ITEM_NAME_CloakofInvisibility,"Cloak of Invisibility"
ITEM_NAME_CloakofPhasing,"Cloak of Phasing"
ITEM_NAME_CloakofPockets,"Cloak of Pockets"
ITEM_NAME_ComfortableShoes,"Comfortable Shoes"
ITEM_NAME_CrystalofZenith,"Crystal of Zenith"
ITEM_NAME_CuriousGear,"Curious Gear"
ITEM_NAME_DampeningRing,"Dampening Ring"
ITEM_NAME_DoomPowder,"Doom Powder"
ITEM_NAME_DoomedCompass,"Doomed Compass"
ITEM_NAME_DrakescaleArmor,"Drakescale Armor"
ITEM_NAME_DrakescaleBoots,"Drakescale Boots"
ITEM_NAME_DrakescaleHelm,"Drakescale Helm"
ITEM_NAME_Eagle-EyeGoggles,"Eagle-Eye Goggles"
ITEM_NAME_EmpoweringTalisman,"Empowering Talisman"
ITEM_NAME_EnduranceFootwraps,"Endurance Footwraps"
ITEM_NAME_FalconFigurine,"Falcon Figurine"
ITEM_NAME_FleaBittenShawl,"Flea-Bitten Shawl"
ITEM_NAME_FrigidBlade,"Frigid Blade"
ITEM_NAME_FueledFalchion,"Fueled Falchion"
ITEM_NAME_GiantRemoteSpider,"Giant Remote Spider"
ITEM_NAME_Halberd,"Halberd"
ITEM_NAME_HawkHelm,"Hawk Helm"
ITEM_NAME_HeartOfTheBetrayer,"Heart of the Betrayer"
ITEM_NAME_HeaterShield,"Heater Shield"
ITEM_NAME_HeavyBasinet,"Heavy Basinet"
ITEM_NAME_HeavyGreaves,"Heavy Greaves"
ITEM_NAME_HelixRing,"Helix Ring"
ITEM_NAME_HelmOfTheMountain,"Helm of the Mountain"
ITEM_NAME_HideArmor,"Hide Armor"
ITEM_NAME_HookedChain,"Hooked Chain"
ITEM_NAME_HornedHelm,"Horned Helm"
ITEM_NAME_InfernoBlade,"Inferno Blade"
ITEM_NAME_IronHelmet,"Iron Helmet"
ITEM_NAME_JaggedSword,"Jagged Sword"
ITEM_NAME_LeatherArmor,"Leather Armor"
ITEM_NAME_LongSpear,"Long Spear"
ITEM_NAME_LuckyEye,"Lucky Eye"
ITEM_NAME_MagmaWaders,"Magma Waders"
ITEM_NAME_MajorCurePotion,"Major Cure Potion"
ITEM_NAME_MajorHealingPotion,"Major Healing Potion"
ITEM_NAME_MajorManaPotion,"Major Mana Potion"
ITEM_NAME_MajorPowerPotion,"Major Power Potion"
ITEM_NAME_MajorStaminaPotion,"Major Stamina Potion"
ITEM_NAME_MaskofTerror,"Mask of Terror"
ITEM_NAME_MinorCurePotion,"Minor Cure Potion"
ITEM_NAME_MinorHealingPotion,"Minor Healing Potion"
ITEM_NAME_MinorManaPotion,"Minor Mana Potion"
ITEM_NAME_MinorPowerPotion,"Minor Power Potion"
ITEM_NAME_MinorStaminaPotion,"Minor Stamina Potion"
ITEM_NAME_MoonEarring,"Moon Earring"
ITEM_NAME_MountainHammer,"Mountain Hammer"
ITEM_NAME_NecklaceofTeeth,"Necklace of Teeth"
ITEM_NAME_NightBlade,"Night Blade"
ITEM_NAME_OccultDagger,"Occult Dagger"
ITEM_NAME_OrbofDawn,"Orb of Dawn"
ITEM_NAME_OrbofTwilight,"Orb of Twilight"
ITEM_NAME_PendantofDarkPacts,"Pendant of Dark Pacts"
ITEM_NAME_PiercingBow,"Piercing Bow"
ITEM_NAME_Platemail,"Platemail"
