Keys,"English [en-GB]"
377_T_2,"Gain <sprite name=XP2> when the trap is sprung by an enemy."
378_B,"When this enemy dies, move to the hex in which it died."
379_B,"When this enemy dies, perform a “<nobr>Heal <sprite name=Heal> 4</nobr>, Self” action."
380_B,"This enemy suffers 2 damage at the start of each of its turns."
381_B,"All allies add <nobr>+1 Attack <sprite name=Attack></nobr> to all their attacks targeting this enemy."
382_B,"When this enemy dies, all enemies adjacent to the hex in which it died suffer 3 damage."
382_T_1,"Create one 3 damage trap in an adjacent empty hex."
382_T_2,"All enemies adjacent to this trap suffer 2 damage when the trap is sprung."
382_T_3,"Gain <sprite name=XP2> when the trap is sprung by an enemy."
383_B,"When this enemy dies, force all enemies adjacent to it to perform a “<nobr>Move <sprite name=Move> 1</nobr>” action with you controlling the actions."
383_T,"The next three times a <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr> enemy dies within <nobr>Range <sprite name=Range> 2</nobr> of another enemy, transfer one <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> to that enemy instead of discarding it."
384_T,"Create one 2 damage <nobr>IMMOBILIZE <sprite name=Immobilize></nobr> trap in an adjacent empty hex."
387_T,"Add <nobr>+2 Attack <sprite name=Attack></nobr> and gain <sprite name=XP1> if the target is <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr>."
388_B,"Each time this enemy suffers damage, perform a “<nobr>Heal <sprite name=Heal> 2</nobr>, Self“ action."
389_B,"All summoned allies add <nobr>+2 Attack <sprite name=Attack></nobr> to all their attacks targeting this enemy."
390_T,"Add <nobr>+2 Attack <sprite name=Attack></nobr> and gain <sprite name=XP1> if the target is undamaged."
391_B,"You and all allies gain <nobr>PIERCE <sprite name=Pierce> 2</nobr> on all your attacks targeting this enemy."
391_T_1,"You gain Advantage on one attack each turn targeting a <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr> enemy."
391_T_2,"All enemies lose <nobr>INVISIBLE <sprite name=Invisible></nobr> and may no longer gain <nobr>INVISIBLE <sprite name=Invisible></nobr>."
392_B,"Add <nobr>+2 Attack <sprite name=Attack></nobr> to all your attacks targeting <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr> enemies this round."
393_B,"When this enemy dies, perform an “<nobr>Attack <sprite name=Attack> 2</nobr>, <nobr>Range <sprite name=Range> 3</nobr>, <nobr>Target <sprite name=Target> 3</nobr>” action"
394_T,"Add <nobr>+3 Attack <sprite name=Attack></nobr> and gain <sprite name=XP1> if the target is <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr>."
395_B,"You and all allies gain Advantage on all your attacks targeting this enemy."
396_T_1,"Create one 2 damage <nobr>WOUND <sprite name=Wound></nobr> trap in an adjacent empty hex."
396_T_2,"<nobr>WOUND <sprite name=Wound></nobr> all enemies adjacent to this trap when the trap is sprung."
397_B,"At the start of your next three turns, advance the tracker on this effect. After it advances three times, kill the target and discard this card."
397_B_Reminder,"Mark any one normal or elite enemy as <b><color=#39BEED>Doomed</color>."
397_T_1,"You may have two <nobr><b><color=#39BEED>Dooms</color> <sprite name=Doom></b></nobr> active on the same target."
397_T_2,"If a third <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> is played on the same target, discard one of the others, or if a third <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> is played on a different target, discard both of the others."
398_B,"Target one <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr> enemy at any range"
399_B,"When this enemy dies, you and all allies perform a “<nobr>Heal <sprite name=Heal> 2</nobr>, Self“ action."
401_B,"Add +3 Attack to all your attacks targeting <nobr><b><color=#39BEED>Doomed</color> <sprite name=Doom></b></nobr> enemies this round."
401_T,"Kill the target and gain <sprite name=XP1> if its hit point value is less than or equal to 2 after the attack."
402_B,"You and all allies apply CURSE on all your attacks targeting this enemy."
403_B,"If this enemy dies within <nobr>Range <sprite name=Range> 2</nobr> of another enemy, transfer this and any other <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> effects to that enemy instead of discarding them."
405_B,"You and all allies add <nobr>+X Attack <sprite name=Attack></nobr> to all your attacks targeting this enemy, where X is the difference between the range of the attack and the number of hexes to the enemy."
406_B,"Transfer all active <nobr><b><color=#39BEED>Doom</color> <sprite name=Doom></b></nobr> effects from their current target to one enemy within <nobr>Range <sprite name=Range> 4</nobr> of you."
406_T,"Force the target to move up to three hexes directly toward the closest hex adjacent to one of its enemies."
407_T,"Give one adjacent ally one “<nobr>Medical Pack</nobr>” ability card."
408_B,"All your Heal actions this round affect you and all adjacent allies."
409_B,"All your melee attacks this round target all adjacent enemies."
410_B,"Place this card in one adjacent ally's active area and treat it as if they own the card."
412_B,"Remove all negative conditions on one adjacent ally."
412_T,"Remove all negative conditions on the healed target."
414_B,"You and all allies are immune to all negative conditions this round."
414_T,"Give one adjacent ally one “Large Medical Pack” ability card."
415_T,"Once during each of your next four turns, perform a “Heal 2, Range 1” action."
416_T,"At the start of each of your turns, remove one negative condition from any one of your allies."
429_B,"All adjacent allies may perform a “<nobr>Move <sprite name=Move> 2</nobr>” action."
429_T,"You and all adjacent allies may <nobr>Recover <sprite name=Recover></nobr> an amount of discarded cards up to the number of allies adjacent to you."
433_B,"At the start of each of your turns, perform a “<nobr>Heal <sprite name=Heal> 1</nobr>, Self” action."
437_T,"Remove all negative conditions on all adjacent allies."
439_T,"Kill one adjacent normal enemy with at least two negative conditions."
440_B,"Give all adjacent allies one “Large Medical Pack” ability card."
440_T,"Give all adjacent allies one “<nobr>Medical Pack</nobr>” ability card."
441_B,"Add <nobr>+4 Heal <sprite name=Heal></nobr> to all your Heal actions this round."
441_T,"Before your next six Heal abilities, remove all negative conditions on the Heal targets."
443_B,"One adjacent ally may <nobr>Recover <sprite name=Recover></nobr> up to two of their discarded cards."
443_T,"Remove all negative conditions on the healed target and give them one “Large Medical Pack” ability card."
445_T_1,"All of your <nobr>Attack <sprite name=Attack></nobr> and <nobr>Move <sprite name=Move></nobr> abilities may be performed as <nobr>Heal <sprite name=Heal></nobr> abilities of an equal value plus one."
445_T_2,"In such cases, the <nobr>Range <sprite name=Range></nobr> is 1 unless otherwise specified, and ignore all conditions applied by the <nobr>Attack <sprite name=Attack></nobr> abilities."
446_T,"Kill all normal or elite enemies in the targeted area suffering from 10 or more damage."
449_B,"Once during each of your Attack actions, you may <sprite name=ConsumeAny> to add +1 Attack <sprite name=Attack> to the entire Attack action."
450_B_1,"<line-height=100%>At the end of each of your turns, you may generate <voffset=-3><size=150%><sprite name=Any></size></voffset>."
450_B_2,"Deduct -1 Attack <sprite name=Attack> from all your attacks."
459_B,"All attacks targeting you gain Disadvantage this round."
463_T_1,"Attack <sprite name=Attack> X-1 on a new enemy within <nobr>Range <sprite name=Range> 2</nobr> of the first target, then Attack <sprite name=Attack> X-2 on a third enemy within <nobr>Range <sprite name=Range> 2</nobr> of the second target"
463_T_2,"Attack <sprite name=Attack> X-3 on a fourth enemy within <nobr>Range <sprite name=Range> 2</nobr> of the third target"
468_T,"Target all enemies within <nobr>Range <sprite name=Range> 2</nobr> of the healed character."
469_B_1,"Summon Doppelganger"
469_B_2,"You may perform Attack actions as if you occupy the summon's hex."
470_T,"Kill all normal <nobr>targets instead, <sprite name=XP1></nobr>."
471_T,"The healed character may Recover <sprite name=Recover> one of their discarded cards."
472_B_1,"<nobr>+2 Move <sprite name=Move>, WOUND <sprite name=Wound></nobr> <nobr>all enemies moved through, <sprite name=XP1></nobr>"
472_B_2,"<nobr>+2 Move <sprite name=Move>, IMMOBILIZE <sprite name=Immobilize></nobr> <nobr>all enemies moved through, <sprite name=XP1></nobr>"
472_T,"Once per action, if you consume an element during the action, you may cause one enemy within <nobr>Range <sprite name=Range> 2</nobr> to suffer 1 damage or you may perform a <nobr>""Heal <sprite name=Heal> 1, Range <sprite name=Range> 2""</nobr> action."
474_B,"Perform any of the following abilities:"
474_T,"Summon Mana Sphere"
477_B,"Swap the positions of any two characters."
478_B,"Swap the positions of any two enemies."
481_B_1,"Before your bear acts, you may forgo the top action of your turn to add <nobr>+3 Attack <sprite name=Attack></nobr> to all your bear’s attacks this round."
481_B_2,"Before your bear acts, you may forgo the bottom action of your turn to add <nobr>+3 Move <sprite name=Move></nobr> to all your bear’s moves this round."
489_B_1,"Redistribute all damage taken by you and all summoned allies however you like."
489_B_2,"No character may end with more damage than their maximum hit point value."
495_B,"Add <nobr>+1 Attack <sprite name=Attack></nobr> to all your <nobr><color=#BF9C8B>Commands</color> <sprite name=Command></nobr> this round."
496_B,"Any one summoned ally performs"
498_B,"Swap positions with your bear."
499_T,"After your bear's next five attacks, it performs a <nobr>""Heal <sprite name=Heal> 2, Self""</nobr> action."
501_B,"All summoned allies within <nobr>Range <sprite name=Range> 3</nobr> perform"
504_T,"Kill one adjacent normal enemy whose current hit point value is less than or equal to 6."
505_B,"Recover <sprite name=Recover> up to two of your burned cards with Summon actions on them."
505_T,"All adjacent allies add <nobr>+2 Attack <sprite name=Attack></nobr> to all their attacks."
538,"Create a 3 damage trap in an adjacent empty hex closest to an enemy."
542,"Add <nobr>+2 Attack <sprite name=Attack> </nobr>if the target is adjacent to any of the Hound’s allies."
569,"Living Corpse suffers *Damage1* damage."
609,"Cultist suffers *Damage1* damage."
627,"Frost Demon suffers *CFireDamage* damage."
633,"Flame Demon suffers *CIceDamage* damage."
634,"All adjacent enemies suffer 2 damage."
635,"Create a 4 damage trap in an adjacent empty hex closest to an enemy."
636,"Target all enemies within Range <sprite name=Range> 3"
667,"All adjacent enemies and allies suffer *Damage1* damage."
684,"Add <nobr>+2 Attack <sprite name=Attack></nobr> if the target is adjacent to any of the Giant Viper's allies."
689,"All attacks targeting Giant Viper this round gain Disadvantage."
697_A,"Ooze suffers *Damage2* damage."
697_B,"Summon normal Ooze with a hit point value equal to the summoning Ooze’s current hit point value (limited by a normal Ooze’s specified maximum hit point value)"
738,"Summon normal Deep Terror in a hex adjacent to the target"
741,"Stone Golem suffers *Damage1* damage."
744,"Stone Golem suffers *Damage2* damage."
ABILITY_CARD_AMomentsPeace,"A Moment's Peace"
ABILITY_CARD_AcceleratedEnd,"Accelerated End"
ABILITY_CARD_AidFromtheAether,"Aid From the Ether"
ABILITY_CARD_AirborneToxin,"Airborne Toxin"
ABILITY_CARD_Amputate,"Amputate"
ABILITY_CARD_AncientWard,"Ancient Ward"
ABILITY_CARD_AngelicAscension,"Angelic Ascension"
ABILITY_CARD_AngelofDeath,"Angel of Death"
ABILITY_CARD_ArmoroftheNight,"Armor of the Night"
ABILITY_CARD_AutoTurret,"Auto Turret"
ABILITY_CARD_Avalanche,"Avalanche"
ABILITY_CARD_Backstab,"Backstab"
ABILITY_CARD_BackupAmmunition,"Backup Ammunition"
ABILITY_CARD_BagofHolding,"Bag of Holding"
ABILITY_CARD_BalancedMeasure,"Balanced Measure"
ABILITY_CARD_BanefulHex,"Baneful Hex"
ABILITY_CARD_BattlefieldMedicine,"Battlefield Medicine"
ABILITY_CARD_BeaconofLight,"Beacon of Light"
ABILITY_CARD_BedsideManner,"Bedside Manner"
ABILITY_CARD_BitingGnats,"Biting Gnats"
ABILITY_CARD_BitingWind,"Biting Wind"
ABILITY_CARD_BlackArrow,"Black Arrow"
ABILITY_CARD_BlackFire,"Black Fire"
ABILITY_CARD_BlackHole,"Black Hole"
ABILITY_CARD_BlackKnives,"Black Knives"
ABILITY_CARD_BlackTides,"Black Tides"
ABILITY_CARD_BladedBoomerang,"Bladed Boomerang"
ABILITY_CARD_BlindDestruction,"Blind Destruction"
ABILITY_CARD_BlisteringVortex,"Blistering Vortex"
ABILITY_CARD_BloodHunger,"Blood Hunger"
ABILITY_CARD_BloodPact,"Blood Pact"
ABILITY_CARD_BloodTransfusion,"Blood Transfusion"
ABILITY_CARD_BloodySaw,"Bloody Saw"
ABILITY_CARD_BluntForce,"Blunt Force"
ABILITY_CARD_BoilingArc,"Boiling Arc"
ABILITY_CARD_BondedMight,"Bonded Might"
ABILITY_CARD_BoneBreaker,"Bone Breaker"
ABILITY_CARD_BoomingProclamation,"Booming Proclamation"
ABILITY_CARD_BoosterShot,"Booster Shot"
ABILITY_CARD_BorrowedEssence,"Borrowed Essence"
ABILITY_CARD_BounceBack,"Bounce Back"
ABILITY_CARD_BrainLeech,"Brain Leech"
ABILITY_CARD_BreaktheChains,"Break the Chains"
ABILITY_CARD_BrightAegis,"Bright Aegis"
ABILITY_CARD_BrilliantFlash,"Brilliant Flash"
ABILITY_CARD_BrilliantPrayer,"Brilliant Prayer"
ABILITY_CARD_BrutalMomentum,"Brutal Momentum"
ABILITY_CARD_BruteForce,"Brute Force"
ABILITY_CARD_Burial,"Burial"
ABILITY_CARD_BurningFlash,"Burning Flash"
ABILITY_CARD_BurningHatred,"Burning Hatred"
ABILITY_CARD_BurningOil,"Burning Oil"
ABILITY_CARD_CalltoAction,"Call to Action"
ABILITY_CARD_Camouflage,"Camouflage"
ABILITY_CARD_CaptivatingPerformance,"Captivating Performance"
ABILITY_CARD_CarelessCharge,"Careless Charge"
ABILITY_CARD_Cataclysm,"Cataclysm"
ABILITY_CARD_CatastrophicBomb,"Catastrophic Bomb"
ABILITY_CARD_Cauterize,"Cauterize"
ABILITY_CARD_CautiousAdvance,"Cautious Advance"
ABILITY_CARD_ChainLightning,"Chain Lightning"
ABILITY_CARD_ChangeTempo,"Change Tempo"
ABILITY_CARD_ChimericFormula,"Chimeric Formula"
ABILITY_CARD_ChromaticExplosion,"Chromatic Explosion"
ABILITY_CARD_ClawsoftheNight,"Claws of the Night"
ABILITY_CARD_CleansingForce,"Cleansing Force"
ABILITY_CARD_CleartheWay,"Clear the Way"
ABILITY_CARD_CleavingAxe,"Cleaving Axe"
ABILITY_CARD_CloakofShade,"Cloak of Shade"
ABILITY_CARD_ColdFire,"Cold Fire"
ABILITY_CARD_ColdFront,"Cold Front"
ABILITY_CARD_CommandingPresence,"Commanding Presence"
ABILITY_CARD_ConcealedDominance,"Concealed Dominance"
ABILITY_CARD_ConcentratedRage,"Concentrated Rage"
ABILITY_CARD_ConjuredAid,"Conjured Aid"
ABILITY_CARD_ContinualSupply,"Continual Supply"
ABILITY_CARD_ConverttheFlock,"Convert the Flock"
ABILITY_CARD_CorruptingEmbrace,"Corrupting Embrace"
ABILITY_CARD_CracklingAir,"Crackling Air"
ABILITY_CARD_CraniumOverload,"Cranium Overload"
ABILITY_CARD_CrankBow,"Crank Bow"
ABILITY_CARD_CrashingWave,"Crashing Wave"
ABILITY_CARD_Crater,"Crater"
ABILITY_CARD_CreepingCurse,"Creeping Curse"
ABILITY_CARD_CripplingBow,"Crippling Bow"
ABILITY_CARD_CripplingChorus,"Crippling Chorus"
ABILITY_CARD_CripplingNoose,"Crippling Noose"
ABILITY_CARD_CripplingOffensive,"Crippling Offensive"
ABILITY_CARD_CripplingPoison,"Crippling Poison"
ABILITY_CARD_CrushingGrasp,"Crushing Grasp"
ABILITY_CARD_CrushingHammer,"Crushing Hammer"
ABILITY_CARD_CrystallizingBlast,"Crystallizing Blast"
ABILITY_CARD_CulltheWeak,"Cull the Weak"
ABILITY_CARD_CurativeAerosol,"Curative Aerosol"
ABILITY_CARD_CurativeMixture,"Curative Mixture"
ABILITY_CARD_DancingShadows,"Dancing Shadows"
ABILITY_CARD_DangerousContraption,"Dangerous Contraption"
ABILITY_CARD_DarkCloud,"Dark Cloud"
ABILITY_CARD_DarkFrenzy,"Dark Frenzy"
ABILITY_CARD_DarkenedSkies,"Darkened Skies"
ABILITY_CARD_Daybreak,"Daybreak"
ABILITY_CARD_DazingWound,"Dazing Wound"
ABILITY_CARD_DazzlingCharge,"Dazzling Charge"
ABILITY_CARD_DefensiveDitty,"Defensive Ditty"
ABILITY_CARD_DefensiveStance,"Defensive Stance"
ABILITY_CARD_DefensiveTactics,"Defensive Tactics"
ABILITY_CARD_DefianceofDeath,"Defiance of Death"
ABILITY_CARD_Detonation,"Detonation"
ABILITY_CARD_DevastatingHack,"Devastating Hack"
ABILITY_CARD_DevilHorns,"Devil Horns"
ABILITY_CARD_DigPit,"Dig Pit"
ABILITY_CARD_DirtTornado,"Dirt Tornado"
ABILITY_CARD_DisappearingWounds,"Disappearing Wounds"
ABILITY_CARD_DisintegrationBeam,"Disintegration Beam"
ABILITY_CARD_DisorientingDirge,"Disorienting Dirge"
ABILITY_CARD_DisorientingFlash,"Disorienting Flash"
ABILITY_CARD_DisorientingRoar,"Disorienting Roar"
ABILITY_CARD_DividedMind,"Divided Mind"
ABILITY_CARD_DivineIntervention,"Divine Intervention"
ABILITY_CARD_DoNoHarm,"Do No Harm"
ABILITY_CARD_Domination,"Domination"
ABILITY_CARD_DoomedBreeze,"Doomed Breeze"
ABILITY_CARD_DuelistsAdvance,"Duelist's Advance"
ABILITY_CARD_EarthenClod,"Earthen Clod"
ABILITY_CARD_EarthenSpikes,"Earthen Spikes"
ABILITY_CARD_EarthenSteed,"Earthen Steed"
ABILITY_CARD_EchoingAria,"Echoing Aria"
ABILITY_CARD_ElementalAegis,"Elemental Aegis"
ABILITY_CARD_ElementalAid,"Elemental Aid"
ABILITY_CARD_EmpatheticAssault,"Empathetic Assault"
ABILITY_CARD_EmpoweringCommand,"Empowering Command"
ABILITY_CARD_EmpoweringVoid,"Empowering Void"
ABILITY_CARD_EncompassingShadow,"Encompassing Shadow"
ABILITY_CARD_EndlessSpikes,"Endless Spikes"
ABILITY_CARD_EnergizingStrike,"Energizing Strike"
ABILITY_CARD_EnergizingTonic,"Energizing Tonic"
ABILITY_CARD_EnervatingWound,"Enervating Wound"
ABILITY_CARD_EngulfedinFlames,"Engulfed in Flames"
ABILITY_CARD_EngulfingRadiance,"Engulfing Radiance"
ABILITY_CARD_EnhancementField,"Enhancement Field"
ABILITY_CARD_Epidemic,"Epidemic"
ABILITY_CARD_EternalEquilibrium,"Eternal Equilibrium"
ABILITY_CARD_EtherealManifestation,"Ethereal Manifestation"
ABILITY_CARD_EtherealVines,"Ethereal Vines"
ABILITY_CARD_Euthanize,"Euthanize"
ABILITY_CARD_ExplosivePunch,"Explosive Punch"
ABILITY_CARD_Expose,"Expose"
ABILITY_CARD_EyeforanEye,"Eye for an Eye"
ABILITY_CARD_EyeoftheHurricane,"Eye of the Hurricane"
ABILITY_CARD_EyesoftheNight,"Eyes of the Night"
ABILITY_CARD_FaceYourEnd,"Face Your End"
ABILITY_CARD_FatalAdvance,"Fatal Advance"
ABILITY_CARD_FatalFury,"Fatal Fury"
ABILITY_CARD_FearsomeBlade,"Fearsome Blade"
ABILITY_CARD_FeedbackLoop,"Feedback Loop"
ABILITY_CARD_FellingSwoop,"Felling Swoop"
ABILITY_CARD_FeralInstincts,"Feral Instincts"
ABILITY_CARD_FetidFlurry,"Fetid Flurry"
ABILITY_CARD_FinalFight,"Final Fight"
ABILITY_CARD_FireOrbs,"Fire Orbs"
ABILITY_CARD_FirstAid,"First Aid"
ABILITY_CARD_FlameStrike,"Flame Strike"
ABILITY_CARD_Flamethrower,"Flamethrower"
ABILITY_CARD_FlankingStrike,"Flanking Strike"
ABILITY_CARD_FlashingBurst,"Flashing Burst"
ABILITY_CARD_FlightofFlame,"Flight of Flame"
ABILITY_CARD_Flintlock,"Flintlock"
ABILITY_CARD_FlurryofAxes,"Flurry of Axes"
ABILITY_CARD_FlurryofBlades,"Flurry of Blades"
ABILITY_CARD_FocusedAggression,"Focused Aggression"
ABILITY_CARD_FootSnare,"Foot Snare"
ABILITY_CARD_ForcefulStorm,"Forceful Storm"
ABILITY_CARD_ForcefulSwipe,"Forceful Swipe"
ABILITY_CARD_ForgedFerocity,"Forged Ferocity"
ABILITY_CARD_ForkedBeam,"Forked Beam"
ABILITY_CARD_FormlessPower,"Formless Power"
ABILITY_CARD_FortifiedPosition,"Fortified Position"
ABILITY_CARD_FoulWind,"Foul Wind"
ABILITY_CARD_FreezingNova,"Freezing Nova"
ABILITY_CARD_FrenziedOnslaught,"Frenzied Onslaught"
ABILITY_CARD_FreshKill,"Fresh Kill"
ABILITY_CARD_FrighteningCurse,"Frightening Curse"
ABILITY_CARD_FrigidApparition,"Frigid Apparition"
ABILITY_CARD_FrigidTorrent,"Frigid Torrent"
ABILITY_CARD_FromtheBrink,"From the Brink"
ABILITY_CARD_FrostArmor,"Frost Armor"
ABILITY_CARD_FrozenMind,"Frozen Mind"
ABILITY_CARD_FrozenNight,"Frozen Night"
ABILITY_CARD_FuriousAid,"Furious Aid"
ABILITY_CARD_GasCanister,"Gas Canister"
ABILITY_CARD_GatheringDoom,"Gathering Doom"
ABILITY_CARD_GentlemansAnger,"Gentleman's Anger"
ABILITY_CARD_GiantClub,"Giant Club"
ABILITY_CARD_GlassHammer,"Glass Hammer"
ABILITY_CARD_GloomDarts,"Gloom Darts"
ABILITY_CARD_GloriousBolt,"Glorious Bolt"
ABILITY_CARD_GnawingHorde,"Gnawing Horde"
ABILITY_CARD_GrabandGo,"Grab and Go"
ABILITY_CARD_GraspingVermin,"Grasping Vermin"
ABILITY_CARD_GraspingtheVoid,"Grasping the Void"
ABILITY_CARD_GravelVortex,"Gravel Vortex"
ABILITY_CARD_GrimBargain,"Grim Bargain"
ABILITY_CARD_GrimSustenance,"Grim Sustenance"
ABILITY_CARD_GrislyTrauma,"Grisly Trauma"
ABILITY_CARD_GrowingRage,"Growing Rage"
ABILITY_CARD_GruesomeAdvantage,"Gruesome Advantage"
ABILITY_CARD_HammerBlow,"Hammer Blow"
ABILITY_CARD_Hamstring,"Hamstring"
ABILITY_CARD_HandoftheSurgeon,"Hand of the Surgeon"
ABILITY_CARD_HardenedSpikes,"Hardened Spikes"
ABILITY_CARD_HarmlessContraption,"Harmless Contraption"
ABILITY_CARD_HarshStimulants,"Harsh Stimulants"
ABILITY_CARD_HastenedStep,"Hastened Step"
ABILITY_CARD_HeavingSwing,"Heaving Swing"
ABILITY_CARD_HiddenDaggers,"Hidden Daggers"
ABILITY_CARD_HoldBackthePain,"Hold Back the Pain"
ABILITY_CARD_HolyStrike,"Holy Strike"
ABILITY_CARD_HookGun,"Hook Gun"
ABILITY_CARD_HookandChain,"Hook and Chain"
ABILITY_CARD_HornedMajesty,"Horned Majesty"
ABILITY_CARD_HostileTakeover,"Hostile Takeover"
ABILITY_CARD_HowlingBolts,"Howling Bolts"
ABILITY_CARD_IceSpikes,"Ice Spikes"
ABILITY_CARD_IcyBlast,"Icy Blast"
ABILITY_CARD_IlluminatetheTarget,"Illuminate the Target"
ABILITY_CARD_Immortality,"Immortality"
ABILITY_CARD_ImmovablePhalanx,"Immovable Phalanx"
ABILITY_CARD_ImpalingEruption,"Impaling Eruption"
ABILITY_CARD_ImpalingSpear,"Impaling Spear"
ABILITY_CARD_ImpendingEnd,"Impending End"
ABILITY_CARD_InescapableFate,"Inescapable Fate"
ABILITY_CARD_InexorableMomentum,"Inexorable Momentum"
ABILITY_CARD_InfernalVortex,"Infernal Vortex"
ABILITY_CARD_Inferno,"Inferno"
ABILITY_CARD_InkBomb,"Ink Bomb"
ABILITY_CARD_InspiringAnthem,"Inspiring Anthem"
ABILITY_CARD_InspiringSanctity,"Inspiring Sanctity"
ABILITY_CARD_InterplanarMastery,"Interplanar Mastery"
ABILITY_CARD_InterveningApparitions,"Intervening Apparitions"
ABILITY_CARD_IntotheNight,"Into The Night"
ABILITY_CARD_IronBulwark,"Iron Bulwark"
ABILITY_CARD_JawsofDeath,"Jaws of Death"
ABILITY_CARD_JetPropulsion,"Jet Propulsion"
ABILITY_CARD_Juggernaut,"Juggernaut"
ABILITY_CARD_KineticAssault,"Kinetic Assault"
ABILITY_CARD_KingoftheHill,"King of the Hill"
ABILITY_CARD_LargeMedicalPack,"Large Medical Pack"
ABILITY_CARD_LashOut,"Lash Out"
ABILITY_CARD_LavaEruption,"Lava Eruption"
ABILITY_CARD_LayonHands,"Lay on Hands"
ABILITY_CARD_LeadtoSlaughter,"Lead to Slaughter"
ABILITY_CARD_LeapingCleave,"Leaping Cleave"
ABILITY_CARD_LeatheryWings,"Leathery Wings"
ABILITY_CARD_LethalInjection,"Lethal Injection"
ABILITY_CARD_LivingMountain,"Living Mountain"
ABILITY_CARD_LivingNight,"Living Night"
ABILITY_CARD_LivingTorch,"Living Torch"
ABILITY_CARD_LongCon,"Long Con"
ABILITY_CARD_LongRest,"Long Rest"
ABILITY_CARD_LumberingBash,"Lumbering Bash"
ABILITY_CARD_LurkingRuin,"Lurking Ruin"
ABILITY_CARD_MalleableEvocation,"Malleable Evocation"
ABILITY_CARD_ManaBolt,"Mana Bolt"
ABILITY_CARD_ManyasOne,"Many As One"
ABILITY_CARD_MarchingBeat,"Marching Beat"
ABILITY_CARD_MassExtinction,"Mass Extinction"
ABILITY_CARD_MassHysteria,"Mass Hysteria"
ABILITY_CARD_MassiveBoulder,"Massive Boulder"
ABILITY_CARD_MasterPhysician,"Master Physician"
ABILITY_CARD_Maul,"Maul"
ABILITY_CARD_MedicalPack,"Medical Pack"
ABILITY_CARD_MelodyandHarmony,"Melody and Harmony"
ABILITY_CARD_Meteor,"Meteor"
ABILITY_CARD_MicroBots,"Micro Bots"
ABILITY_CARD_MightyBond,"Mighty Bond"
ABILITY_CARD_MobileResponse,"Mobile Response"
ABILITY_CARD_MobilizingAxiom,"Mobilizing Axiom"
ABILITY_CARD_MobilizingMeasure,"Mobilizing Measure"
ABILITY_CARD_MultiProngedAssault,"Multi-Pronged Assault"
ABILITY_CARD_MurderousContraption,"Murderous Contraption"
ABILITY_CARD_NaturalRemedy,"Natural Remedy"
ABILITY_CARD_NaturesHunger,"Nature's Hunger"
ABILITY_CARD_NaturesLift,"Nature's Lift"
ABILITY_CARD_NegativeEnergy,"Negative Energy"
ABILITY_CARD_NetShooter,"Net Shooter"
ABILITY_CARD_Nightfall,"Nightfall"
ABILITY_CARD_NightmareSerenade,"Nightmare Serenade"
ABILITY_CARD_NightmarishAffliction,"Nightmarish Affliction"
ABILITY_CARD_NimbleKnife,"Nimble Knife"
ABILITY_CARD_NoxiousVials,"Noxious Vials"
ABILITY_CARD_NumbthePain,"Numb the Pain"
ABILITY_CARD_ObsidianShards,"Obsidian Shards"
ABILITY_CARD_OozingManifestation,"Oozing Manifestation"
ABILITY_CARD_OpenWound,"Open Wound"
ABILITY_CARD_OpposingStrike,"Opposing Strike"
ABILITY_CARD_OtherworldlyRage,"Otherworldly Rage"
ABILITY_CARD_OversizedPack,"Oversized Pack"
ABILITY_CARD_OverwhelmingAssault,"Overwhelming Assault"
ABILITY_CARD_PainsEnd,"Pain's End"
ABILITY_CARD_ParalyzingBite,"Paralyzing Bite"
ABILITY_CARD_ParasiticInfluence,"Parasitic Influence"
ABILITY_CARD_PatchFur,"Patch Fur"
ABILITY_CARD_PathofGlory,"Path of Glory"
ABILITY_CARD_PerverseEdge,"Perverse Edge"
ABILITY_CARD_Petrify,"Petrify"
ABILITY_CARD_PhantasmalKiller,"Phantasmal Killer"
ABILITY_CARD_Pilfer,"Pilfer"
ABILITY_CARD_PortableBallista,"Portable Ballista"
ABILITY_CARD_Possession,"Possession"
ABILITY_CARD_PotentPotables,"Potent Potables"
ABILITY_CARD_PowerBallad,"Power Ballad"
ABILITY_CARD_PracticalPlans,"Practical Plans"
ABILITY_CARD_PragmaticReinforcement,"Pragmatic Reinforcement"
ABILITY_CARD_Precaution,"Precaution"
ABILITY_CARD_PredatorandPrey,"Predator and Prey"
ABILITY_CARD_PreparefortheKill,"Prepare for the Kill"
ABILITY_CARD_PrepforSurgery,"Prep for Surgery"
ABILITY_CARD_Prescription,"Prescription"
ABILITY_CARD_PresstheAttack,"Press the Attack"
ABILITY_CARD_PreventionIsKey,"Prevention Is Key"
ABILITY_CARD_PrimalBlessing,"Primal Blessing"
