Keys,"English [en-GB]"
FTUE_3_CONTROLLER,"You’ll find all your Mercenaries and add them to the Party through the Roster Panel. Right now it’s looking as barren as the Copperneck Mountains, use “A” to <color=#EACF8C>select the “New Mercenary” button</color> and create your first character!"
FTUE_4,"Next you'll choose one of the <color=#EACF8C>starting Character Classes</color>.
Each one has unique abilities and game style. As you progress you'll Level Up, earning new Ability Cards and unlock more Classes.
Click on any of the Portraits to learn more about them and select whichever you want to be your first Mercenary!"
FTUE_4.2,"Choose one of the <color=#EACF8C>starting Character Classes</color>"
FTUE_4.2_CONTROLLER,"Use {UI_SUBMIT} to choose one of the <color=#EACF8C>starting Character Classes</color>"
FTUE_4.3,"Good choice! Now remember, looks aren't everything; Merc's Ability Cards are what define their actions in battle. You can click the ""<color=#EACF8C>Starting Ability Cards</color>"" button to make sure this is the right Mercenary for your party.
Once you are sure of your decision, hit the ""<color=#EACF8C>Select Mercenary</color>"" button to move forward."
FTUE_5,"Choose one of the <color=#EACF8C>two Personal Quests</color>"
FTUE_5_CONTROLLER,"Good choice! Now remember, looks aren’t everything; Merc’s Ability Cards are what define their actions in battle. Use “LT” to <color=#EACF8C>select the “Starting Ability Cards”l</color> button to make sure this is the right Mercenary for your party.
Once you are sure of your decision, use “A” to <color=#EACF8C>select the Mercenaryl</color> and move forward. "
FTUE_6,"That's one Merc sorted - but you'll need a <color=#EACF8C>minimum of two Mercenaries</color> before you can go out seeking adventure. It's important to build a party of Mercs who complement each other in battle!"
FTUE_7,"Click on the <color=#EACF8C>Second Character Slot</color> in the Party Panel and create a New Character.
Know that you can't have more than one Merc of the same character class in the party at the same time, so be sure to create a different one!"
FTUE_7.2,"Click on the <color=#EACF8C>Second Character Slot</color> to open the Roster Panel"
FTUE_7.2_CONTROLLER,"Use “LT” to access the <color=#EACF8C>Party Panel</color> and then “A” to select the second character Slot
"
FTUE_7_CONTROLLER,"Use {CONTROL_PARTY_PANEL} to select the <color=#EACF8C>Second Character Slot</color> in the Party Panel and create a New Character.
Know that you can't have more than one Merc of the same character class in the party at the same time, so be sure to create a different one!"
FTUE_8,"Time to do some adventuring!
If you are confident with your current party, click on the centre of the screen to close the Party Roster Panel and head back to the World Map."
FTUE_8.2,"Click on the <color=#EACF8C>centre of the screen</color> to return to the World Map"
FTUE_8.2_CONTROLLER,"Use {UI_CANCEL} to return to the World Map"
FTUE_8_CONTROLLER,"Time to do some adventuring!
If you are confident with your current party, use “B” to close the Party Roster Panel and head back to the World Map."
FTUE_9,"Before heading out on your first quest you <color=#EACF8C>should gear up</color>, after all, it is your first time out in the open...
You'll notice each Mercenary has a modest stash of gold.
It's encouraged to take that money over to the <color=#EACF8C>Merchant's Shop</color> and spend it on anything that might just keep you from dying."
FTUE_9.2,"Use the ""Merchant"" button below to <color=#EACF8C>access the Merchant's Shop</color>"
FTUE_9.2_CONTROLLER,"Use {UI_PREVIOUS_TAB} or {UI_NEXT_TAB} to inspect the Town Options and use {UI_SUBMIT} to <color=#EACF8C>access the Merchant's Shop</color>"
FTUE_9.3,"When ready, click the ""World Map"" button below to <color=#EACF8C>return to the World Map</color>"
FaeStones,"Fae Stones"
Fear,"Fear"
Fish,"Fish"
FlameDemon,"Flame Demon"
FlameDemonElite,"Flame Demon Elite"
Flying,"Flying"
Fordingbridge,"Fordingbridge"
ForestImp,"Forest Imp"
ForestImpElite,"Forest Imp Elite"
ForgoActionsForCompanion,"Can Forgo Actions to Buff Companion"
ForgottenTunnels,"Forgotten Tunnels"
French,"French"
FrostDemon,"Frost Demon"
FrostDemonElite,"Frost Demon Elite"
GLOOMHAVEN,"Gloomhaven"
GOAL_CHEST_TOOLTIP,"Ornate Chest"
GUI_ABANDON_QUEST_MP_HOST_TOOLTIP,"Only the host can abandon the quest"
GUI_ABANDON_QUEST_PHASE_TOOLTIP,"You can abandon the quest at the start of the round or on your mercenaries turn during action selection"
GUI_ABANDON_QUEST_WHILE_PLAYERS_JOINING_MP_TOOLTIP,"There are players currently joining the session. Abandoning the quest is prevented for the duration."
GUI_ABILITIES_TABLE,"Mastered Abilities"
GUI_ABILITY_CARDS,"Ability Cards"
GUI_ABILITY_CARD_RainofArrows_TOP_HELPBOX,"Perform an Attack {STRENGTH}, Range {RANGE} action"
GUI_ABILITY_TABLE,"Mastered Ability Cards"
GUI_ABILITY_TABLE_TOOLTIP,"<color=#CEAD5A>Mastered Abilities</color> are what allows Mercenaries to perform actions in scenarios."
GUI_ACCEPT_CITY_EVENT,"Accept City Event"
GUI_ACCEPT_CITY_EVENT_TIP,"all players must accept the City Event before it will start"
GUI_ACCEPT_QUEST,"Accept Quest"
GUI_ACCEPT_QUEST_TIP,"all players must accept the Selected Quest before Travelling"
GUI_ACCEPT_TOWN_RECORDS,"Accept Town Records"
GUI_ACCEPT_TOWN_RECORDS_TIP,"all players must accept the Town Records before it will start"
GUI_ACHIEVEMENTS,"Achievements"
GUI_ACHIEVEMENT_CLAIM_REWARD,"Claim Reward!"
GUI_ACHIEVEMENT_COMPLETE,"Complete"
GUI_ACHIEVEMENT_FILTER_Enhancements,"Enhancements"
GUI_ACHIEVEMENT_FILTER_General,"General"
GUI_ACHIEVEMENT_FILTER_Kill,"Kill"
GUI_ACHIEVEMENT_FILTER_Mercenaries,"Mercenaries"
GUI_ACHIEVEMENT_FILTER_None,"All Training"
GUI_ACHIEVEMENT_FILTER_Relics,"Relics"
GUI_ACHIEVEMENT_REWARDS,"Rewards"
GUI_ACHIEVEMENT_REWARDS_CLOSE,"Continue"
GUI_ACTIVE_ABILITIES,"Active Abilities"
GUI_ACTIVE_ABILITY,"Active Ability"
GUI_ACTIVE_BONUSES,"Active Bonuses"
GUI_ADDITIONAL_ATTACK_MODIFIERS,"Additional Attack Modifiers"
GUI_ADD_DESCRIPTION,"Add Description:"
GUI_ADVENTURE,"Adventure"
GUI_ADVENTURE2,"Guildmaster"
GUI_ADVENTURE_COMPLETE,"Complete!"
GUI_ADV_CHARACTER_DIFFICULTY,"Difficulty:"
GUI_ADV_CHARACTER_ROLE,"Role:"
GUI_ADV_SIDE_DIFFICULTY,"Run Difficulty:"
GUI_ADV_SIDE_OBJECTIVE,"Current Objective:"
GUI_ADV_SIDE_OBJECTIVE_REACH,"Reach {0}"
GUI_ADV_SIDE_SCENARIO_1_LENGHT,"1 Scenario"
GUI_ADV_SIDE_SCENARIO_DIFFICULTY,"Difficulty:"
GUI_ADV_SIDE_SCENARIO_LENGHT,"Run Length:"
GUI_ADV_SIDE_SCENARIO_PL_LENGHT,"{0} Scenarios"
GUI_ADV_SIDE_SCENARIO_REWARD,"Reward:"
GUI_ADV_TUTORIAL_BACK_BOSS_1,"Surely if the Cultists are this indifferent about their security, they can’t expect anyone is foolish enough to assault their stronghold. How wrong they are!"
GUI_ADV_TUTORIAL_BACK_BOSS_2,"If that is where the treasure is to be found, then that is where you must head next."
GUI_ADV_TUTORIAL_BOSS_1,"You are well aware that magical research often requires a handy supply of gold, and after asking around, you discover his hideout’s whereabouts."
GUI_ADV_TUTORIAL_BOSS_2,"You are well aware that magical research often requires a handy supply of gold, and after asking around, you discover the whereabouts of his hideout."
GUI_ADV_TUTORIAL_BOSS_3,"He explains that the High Cultist had been transporting their wealth to an abandoned necropolis, a distance from here, where he had been performing strange experiments."
GUI_ADV_TUTORIAL_COMMANDER,"With the Commander slain, you expect to find his hoard of stolen treasures, but are sorely disappointed to discover a number of scrolls with correspondence from a nearby cult leader."
GUI_ADV_TUTORIAL_COMMANDER_TITLE,"The Commander is Slain!"
GUI_ADV_TUTORIAL_CONFIRM_BACK_BOSS_1,"Let's Go!"
GUI_ADV_TUTORIAL_CONFIRM_BACK_BOSS_2,"Head Out"
GUI_ADV_TUTORIAL_CONFIRM_FINISH,"Complete"
GUI_ADV_TUTORIAL_CONFIRM_WAYWARD,"Start Adventure"
GUI_ADV_TUTORIAL_CULTIST,"Searching the headquarters, you are again disappointed to find a distinct lack of treasure, but you do happen upon a young cult member hiding under a smashed table. You inform him that it would be in his best interest to explain where the loot can be found."
GUI_ADV_TUTORIAL_CULTIST_TITLE,"And so to the Spoils...?"
GUI_ADV_TUTORIAL_FINISH,"With the rotting corpse of the Bandit Commander smelling even worse than the last time you killed him, you look around this damp and empty Tomb. You realise, somewhat too late, that perhaps the best time to pick profitable adventures isn’t while you are drunk in a pub.

But gold and trinkets aren’t as important as making the world a safer place for the common folk, are they? You may not be rich, but you can call yourselves Heroes, and maybe next time you want a drink, someone else might actually offer to pay for it.
"
GUI_ADV_TUTORIAL_FINISH_TITLE,"The Commander is Slain! …Again."
GUI_ADV_TUTORIAL_INTRO,"While drinking at the Wayward Inn, you overhear snippets of conversation between two town militia. Apparently, a local Bandit Commander has come into possession of a number of heretical texts and has begun researching necromancy."
GUI_ADV_TUTORIAL_INTRO_TITLE,"Welcome Mercenaries!"
GUI_ADV_TUTORIAL_WAYWARD,"Obviously you are unprepared to assault his base just yet, so you prepare to leave Wayward and head off to raid some local crypts in search of knowledge and some better equipment."
GUI_ALLY,"Ally"
GUI_ALREADY_ADDED_DLC,"This DLC has been added to this Save File"
GUI_ANNOUNCE_RETIREMENT,"Announce Retirement"
GUI_APPLY_AND_EXIT,"Apply & Exit"
GUI_APPLY_AND_LOAD,"Apply & Load"
GUI_ASSEMBLE_PARTY,"Assemble Party"
GUI_ASSEMBLE_PARTY_NEW_CHARACTER,"New Mercenary!"
GUI_ASSEMBLE_PARTY_NEW_CHARACTER_DESC,"A new mercenary has been added to the roster!
The character is currently concealed to avoid unwanted spoilers.

Click on the glowing Mercenary emblem to reveal the new character!"
GUI_ASSEMBLY_ABILITIES,"Ability Cards:"
GUI_ASSEMBLY_ERROR_QUEST_MIN_HEROE,"This quest requires <color=#C53F3F>one Mercenary</color> to start"
GUI_ASSEMBLY_ERROR_QUEST_MIN_HEROES,"Quests require at least <color=#C53F3F>{0} Mercenaries</color> to start"
GUI_ASSEMBLY_ERROR_QUEST_REQUIRED_HEROES,"The {0} must be in the Party"
GUI_ASSEMBLY_ERROR_QUEST_REQUIRED_ITEMS,"This quest requires the owner of the {0} item to be equipped and in the Party to start"
GUI_ASSEMBLY_ERROR_QUEST_REQUIRED_LEVEL_HEROE,"The {0} must be at least Level {1}"
GUI_ASSEMBLY_ERROR_QUEST_REQUIRED_PERSONAL_QUEST,"This quest requires the owner of the {0} personal quest in the Party to start"
GUI_ASSEMBLY_ERROR_QUEST_REQUIRED_STARTING_VILLAGE,"This quest requires you to first unlock the Starting Village {0}"
GUI_ASSEMBLY_ITEMS,"Bound Items:"
GUI_ASSEMBLY_PARTY_DESCRIPTION,"Form a party of mercenaries to start an Adventure"
GUI_ASSEMBLY_PARTY_INVALID_NAME,"You must name the party before you can start"
GUI_ASSEMBLY_PARTY_LOCK1,"<color=#E6C88AFF>Locked</color>
Unlock the third party member slot by defeating the 1st boss"
GUI_ASSEMBLY_PARTY_LOCK2,"<color=#E6C88AFF>Locked</color>
Unlock the fourth party member slot by defeating the 2nd boss"
GUI_ASSEMBLY_PARTY_REMOVE_HERO,"Remove Character"
GUI_ASSEMBLY_PARTY_REPEATED_NAME,"Choose another name. You cannot use the same name for two different parties"
GUI_ASSEMBLY_PARTY_REVEAL_CHARACTER,"Reveal Mercenary"
GUI_ASSEMBLY_PARTY_ROSTER,"Mercenaries"
GUI_ASSEMBLY_PARTY_SELECT_HERO_TIP,"Select any of the available mercenaries to add them to the party or to view their ability list in further detail"
GUI_ASSEMBLY_PARTY_SELECT_HERO_TIP_TITLE,"Add Character"
GUI_ASSEMBLY_PARTY_START,"You're ready to start!"
GUI_ASSEMBLY_PARTY_TIP,"A party requires a minimum of 2 mercenaries to start an adventure"
GUI_ASSEMBLY_REMOVE_HERO,"Remove
Mercenary"
GUI_ASSEMBLY_SELECT_HERO,"Select a Mercenary"
GUI_ATTACK_MODIFIERS,"Attack Modifiers"
GUI_ATTACK_MODIFIERS_DESCRIPTION,"When an Attack Ability is performed, an Attack Modifier is dealt for each individual target"
GUI_AUTOSAVE,"Auto-Save"
GUI_AUTOSAVE_EXPLANATION,"This game uses an auto-save feature. Please do not turn off your game when you see the auto-save icon."
GUI_AVOID_DAMAGE_BURN_TOOLTIP,"Choose 1 of the Mercenary's Available Ability Cards to Burn and avoid receiving physical damage."
GUI_AVOID_DAMAGE_DISCARD_TOOLTIP,"Choose 2 of the Mercenary's Discarded Ability Cards to Burn and avoid receiving physical damage."
GUI_BACK,"Back"
GUI_BATTLE_GOALS,"Battle Goals"
GUI_BATTLE_GOALS_TIP,"Choose a Battle Goal for each Mercenary before entering a Dungeon."
GUI_BATTLE_GOALS_TIP_CONTROLLER,"Use {0} to select a Battle Goal for each Mercenary before entering the Scenario"
GUI_BEGIN,"Begin"
GUI_BG_UNAVAILABLE_IN_SOLO,"Battle Goals are not available during Solo Quests."
GUI_BIND_EQUIP_ITEM_CONFIRMATION,"<color=#C53F3F>Cost to Unbind: </color><color=#FCC954><sprite name=""Gold_Icon_White"" color=#FCC954>{0}</color>"
GUI_BIND_EQUIP_ITEM_CONFIRMATION_TITLE,"Bind and Equip"
GUI_BIND_ITEM,"Bind Item"
GUI_BIND_ITEM_ERROR_CONFIRMATION_TITLE,"Unable to Equip Item"
GUI_BIND_ITEM_ERROR_REPEATED,"A Mercenary may have only one of each item"
GUI_BIND_MOVE_ITEM_CONFIRMATION,"Bound to <color=#{0}>{1}</color> <size=140%><sprite name=""{2}"" color=#{0}></size> 
<color=#C53F3F>Cost to move binding to {3}:</color> <color=#FCC954><sprite name=""Gold_Icon_White"" color=#FCC954>{4}</color>"
GUI_BIND_MOVE_ITEM_CONFIRMATION_TITLE,"Bind to {0}"
GUI_BLESSINGS_UNAVAILABLE,"No Blessings Available"
GUI_BUY,"Buy"
GUI_BUY_CONFIRMATION_TITLE,"Buy Item"
GUI_BUY_DLC,"Buy DLC"
GUI_BUY_DLC_DESCR,"New Gloomhaven <color=#F1DBAE><size=+2>DLC!</size></color> "
GUI_BUY_ENHANCEMENT_CONFIRMATION_TITLE,"Buy Enhancement"
GUI_BUY_PARTY_CONFIRMATION,"Are you sure you want to unlock this party?"
GUI_CAMPAIGN,"Campaign"
GUI_CAMPAIGN_INVALID_NAME,"Enter a valid Campaign Name"
GUI_CAMPAIGN_REPEATED_NAME,"Campaign Name is already in use. Please enter different one."
GUI_CAMPAIGN_RULESET,"Campaign Ruleset"
GUI_CANCEL,"Cancel"
GUI_CANCEL_ACTIVE_BONUS,"Click the icon to cancel the Active Ability"
GUI_CANCEL_SENDING_ERROR_REPORT,"Cancelling Error Report... Please wait"
GUI_CANCEL_TOWN_RECORDS,"Cancel Town Records"
GUI_CANNOT_CANCEL_ACTIVE_BONUS,"This active ability cannot be cancelled"
GUI_CANNOT_CANCEL_ACTIVE_BONUS_BEFORE_END_ROUND,"This card cannot be discarded before the end of the round."
GUI_CARD_CANNOT_BE_ENHANCED,"This Ability Card <color=#C53F3FFF>cannot be Enhanced</color>"
GUI_CARD_FULLY_ENHANCED,"This Ability Card is <color=#5FD6E5>fully Enhanced</color>"
GUI_CARD_NOT_ENHANCED,"This Ability Card is <color=#FCC951>not Enhanced</color>"
GUI_CARD_SECTION_BURNT,"Burned"
GUI_CARD_SECTION_BURNT_TOOLTIP,"Burned Ability Cards"
GUI_CARD_SECTION_BURNT_TOOLTIP_DESCR,"Ability cards with a burn icon in the bottom-right corner are burned after use, and may not be recovered by resting. They are normally only usable once per scenario, but can be recovered with some specific recover abilities."
GUI_CARD_SECTION_DISCARDED,"Discarded"
GUI_CARD_SECTION_DISCARDED_TOOLTIP,"Discarded Ability Cards"
GUI_CARD_SECTION_DISCARDED_TOOLTIP_DESCR,"Ability cards without a burn icon are discarded after being used, and will appear greyed out in the list of cards for that character. Discarded cards can be retrieved for use again within a scenario by performing a rest."
GUI_CHANGE_PARTY,"Change Party"
GUI_CHARACTERS_EXHAUSTED_TIP,"is exhausted due to lack of available Ability Cards"
GUI_CHARACTERS_EXHAUSTED_TITLE,"Exhaustion"
GUI_CHARACTERS_MULTIPLE_EXHAUSTED_TIP,"are exhausted due to lack of available Ability Cards"
GUI_CHARACTER_NAME_REPEATED,"Mercenary name already in use. Please enter a different one"
GUI_CHARACTER_RETIRED,"{0} has Retired!"
GUI_CHOOSE_ABILITIES_TIP,"Choose the abilities you want to perform"
GUI_CHOOSE_ABILITY,"Choose Ability"
GUI_CHOOSE_ABILITY_ABILITY_CARD_MobileResponse,"Select any one negative condition to remove"
GUI_CHOOSE_ABILITY_ITEM_NAME_MinorCurePotion,"Choose one negative condition on yourself to remove"
GUI_CHOOSE_ABILITY_TARGET_ABILITY_CARD_MobileResponse,"Select an ally to remove any one negative condition"
GUI_CHOOSE_ACTOR_PREVENT_DAMAGE,"Who will choose whether to burn a card or let the target take damage?"
GUI_CHOOSE_ACTOR_PREVENT_DAMAGE_HOST_TIP,"As Host, suggest who should burn an ability card"
GUI_CHOOSE_ACTOR_PREVENT_DAMAGE_TIP_TITLE,"Negate Damage"
GUI_CHOOSE_ELEMENTS_CONSUME,"Choose {0} Elements to be consumed"
GUI_CHOOSE_ELEMENTS_INFUSE,"Choose {0} Elements to Create"
GUI_CHOOSE_ELEMENT_CONSUME,"Choose an Element to be consumed"
GUI_CHOOSE_ELEMENT_INFUSE,"Choose 1 Element to Create"
GUI_CHOOSE_ITEM_TO_LOSE,"Choose an item to sacrifice"
GUI_CHOOSE_OTHER_CARD,"Choose another Card"
GUI_CITY_ENCOUNTER,"City Encounter"
GUI_CITY_ENCOUNTER_TOOLTIP,"<size=+4><color=#F3DDABFF>City Encounter</color></size>
You may only complete 1 City Encounter per visit to Gloomhaven."
GUI_CITY_EVENT_BLOCKED,"<size=+2><color=#EACF8C>City Encounter</color></size>
You cannot perform a City Encounter while a Mercenary with a completed Personal Quest is in the Party."
GUI_CITY_EVENT_CANCEL,"Cancel City Event"
GUI_CITY_QUEST_DESCRIPTION,"{0} Quests Available!"
GUI_CLEARTARGETS,"Clear Targets"
GUI_CLOSE,"Close"
GUI_COMBATLOG_END_ROUND,"End of Round"
GUI_COMBATLOG_END_TURN,"{0}'s Turn End"
GUI_COMBATLOG_PLAYER_TURN,"{0}, get ready!"
GUI_COMBATLOG_START_ROUND,"Round"
GUI_COMBATLOG_START_TURN,"{0}'s Turn"
GUI_COMING_SOON,"Coming Soon..."
GUI_COMING_SOON_DLC_BUTTON,"Learn More"
GUI_COMMIT,"Commit"
GUI_COMPENDIUM,"How to Play"
GUI_COMPILE,"Compile"
GUI_COMPLETED_PERSONAL_QUEST_PROGRESS_TIP_Female,"{0} has taken the first steps towards <color=#EACF8C>accomplishing her Personal Quest</color>. Continue to see what lies ahead."
GUI_COMPLETED_PERSONAL_QUEST_PROGRESS_TIP_Male,"{0} has taken the first steps towards <color=#EACF8C>accomplishing his Personal Quest</color>. Continue to see what lies ahead."
GUI_COMPLETED_PERSONAL_QUEST_TIP_FEMALE,"{0} has <color=#EACF8C>accomplished her Personal Quest</color> and has no more motivation to go exploring monster-filled ruins"
GUI_COMPLETED_PERSONAL_QUEST_TIP_MALE,"{0} has <color=#EACF8C>accomplished his Personal Quest</color> and has no more motivation to go exploring monster-filled ruins"
GUI_CONDITIONS_EFFECTS,"Conditions & Effects"
GUI_CONFIRM,"Confirm"
GUI_CONFIRMATION,"Are you sure?"
GUI_CONFIRMATION_ABANDON_ADVENTURE_SCENARIO,"You will lose this scenario and return to the map. You will keep any earned gold, XP and achievement progress."
GUI_CONFIRMATION_ABANDON_SINGLE_SCENARIO,"You will lose this scenario and return to the main menu."
GUI_CONFIRMATION_BUY,"Buy {0}"
GUI_CONFIRMATION_BUY_COST,"Cost"
GUI_CONFIRMATION_CANCEL_ABILITY,"{0} will be burned and any other active bonuses from this card will end"
GUI_CONFIRMATION_CANCEL_DISCARD_ABILITY,"{0} will be discarded"
GUI_CONFIRMATION_ENABLE_PERK,"Gain {0} {1}/{2}"
GUI_CONFIRMATION_ENABLE_PERK_WARNING,"Once applied, a Perk cannot be removed"
GUI_CONFIRMATION_END_SESSION,"Return to play in Single Player Mode"
GUI_CONFIRMATION_EXIT_GAME_MAP,"All progress will be saved."
GUI_CONFIRMATION_EXIT_GAME_SCENARIO,"All progress made on this round will be lost."
GUI_CONFIRMATION_EXIT_GAME_TITLE,"Exit Game"
GUI_CONFIRMATION_EXIT_SCENARIO,"Abandon Scenario"
GUI_CONFIRMATION_GUI_RESTART_TURN,"All progress of the current Turn will be lost."
GUI_CONFIRMATION_LEVELUP_CARD,"Add this card to your available abilities?"
GUI_CONFIRMATION_LOG_OUT_EPICSTORE,"You won't be able to access your Friends list."
GUI_CONFIRMATION_LOG_OUT_EPICSTORE_TITLE,"Log out of Epic Games"
GUI_CONFIRMATION_PARTY_LOCKED,"You cannot change Mercenaries now."
GUI_CONFIRMATION_PARTY_LOCKED_TITLE,"The Party is Locked In"
GUI_CONFIRMATION_PERK_MISSING_REMOVE_CONDITION,"Locked Perk"
GUI_CONFIRMATION_PERK_MISSING_REMOVE_CONDITION_WARNING,"This Perk cannot be chosen as you do not have the required Attack Modifier in your deck"
GUI_CONFIRMATION_RESTART_MESSAGE,"All progress of the current Round will be lost. All Mercenaries will return to the Ability Selection Phase."
GUI_CONFIRMATION_RESTART_TITLE,"Restart Round"
GUI_CONFIRMATION_RETURN_MAINMENU,"Return to Main Menu"
GUI_CONFIRMATION_RETURN_MAINMENU_MAP,"All progress will be saved."
GUI_CONFIRMATION_RETURN_MAINMENU_SCENARIO,"All progress made on this round will be lost."
GUI_CONFIRMATION_SELL,"Sell {0}"
GUI_CONFIRMATION_SELL_EQUIPPED,"{0}  is currently equipped by {1}, sell anyway?"
GUI_CONFIRMATION_SELL_RECEIVE,"Receive:"
GUI_CONFIRMATION_SKIP_FTUE,"Gloomhaven is a complex game. It's advised you play through the entire Tutorial before getting started."
GUI_CONFIRMATION_SKIP_MISSION,"Gloomhaven is a complex game. It's advised you play through the entire Tutorial before getting started."
GUI_CONFIRMATION_START_ADVENTURE,"Start a Journey"
GUI_CONFIRMATION_TURN_OFF_TUTORIAL,"By turning the Tutorial off you won't be continue it unless you create a new game and start over."
GUI_CONFIRMATION_TURN_OFF_TUTORIAL_MULTIPLAYER,"Multiplayer Session started. This will turn off the Tutorial."
GUI_CONFIRM_ACTION,"Confirm Action"
GUI_CONFIRM_ATTACK,"Confirm Attack"
GUI_CONFIRM_MOVEMENT,"Confirm Movement"
GUI_CONFIRM_PULL,"Confirm Pull"
GUI_CONFIRM_PUSH,"Confirm Push"
GUI_CONFIRM_TARGETS,"Confirm Targets"
GUI_CONFIRM_USE_ITEM,"Use Item"
GUI_CONSUME_ELEMENT,"Consume {0}"
GUI_CONSUME_ITEMS_TIP,"Choose 1 {0} to consume before the turn starts"
GUI_CONSUME_ITEMS_TITLE,"Consume 1 {0} "
GUI_CONTINUE,"Continue"
GUI_CONTINUE_PERSONAL_QUEST_PROGRESSION,"Continue Personal Quest"
GUI_CONTROLLER_CLOSE_GROUP,"Hide Quest"
GUI_CONTROLLER_EXPAND_GROUP,"Show Quest"
GUI_CONTROLLER_SELECT_PQ,"Select Personal Quest"
GUI_COPY,"Copy"
GUI_CORE_QUEST,"Core Quest"
GUI_CREATE_CAMPAIGN_ENHANCEMENT,"Ability Enhancements"
GUI_CREATE_CAMPAIGN_ENHANCEMENT_DESCR,"Enhancements Settings cannot be modified once the Campaign starts. Choose wisely!"
GUI_CREATE_CAMPAIGN_ENHANCEMENT_ORIGINAL,"Original"
GUI_CREATE_CAMPAIGN_ENHANCEMENT_VARIANT,"Updated"
GUI_CREATE_CHARACTER_CLASS_CARDS,"Starting Ability Cards"
GUI_CREATE_CHARACTER_CLASS_CONFIRM,"Select Class"
GUI_CREATE_CHARACTER_CLASS_ROSTER_DESCR,"Choose a Mercenary Class"
GUI_CREATE_CHARACTER_CLASS_ROSTER_TITLE,"Create Mercenary"
GUI_CREATE_CHARACTER_CLASS_TAB,"Class"
GUI_CREATE_CHARACTER_CONFIRMATION,"{0} has joined the party"
GUI_CREATE_CHARACTER_NAME,"Character Name"
GUI_CREATE_CHARACTER_NAME_CONFIRM,"Create Mercenary"
GUI_CREATE_CHARACTER_NAME_TAB,"Name"
GUI_CREATE_CHARACTER_PERSONAL_QUEST_CONFIRM,"Choose Personal Quest"
GUI_CREATE_CHARACTER_PERSONAL_QUEST_HELP,"A Mercenary's Personal Quest is their reason for participating in a party. <color=#EACF8C>Beware</color> – once the Personal Quest is complete, the Mercenary will retire and can no longer be used."
GUI_CREATE_CHARACTER_PERSONAL_QUEST_HELP_TITLE,"Choose A Personal Quest"
GUI_CREATE_CHARACTER_PERSONAL_QUEST_TAB,"Personal Quest"
GUI_CREATE_ERROR_REPORT,"Create Error Report"
GUI_CREATE_MODCONFIG,"Create ModConfig"
GUI_CREATE_MODDING,"Create Mod"
GUI_CREATE_MODS_DESC,"Create and manage your own personal mods and share them with the modding community"
GUI_CREATE_MODS_TITLE,"Create Mods"
GUI_CREATE_MOD_CONFIRMATION,"Create New Mod"
GUI_CREATOR_CLASS_REPEATED_TOOLTIP,"You can only have one Mercenary per class"
GUI_CREDITS,"Credits"
