Keys,"English [en-GB]"
EVENT_CITY_CAMPAIGN_23_RESULT_A,"The figure overburdened with vegetables is no match for your speed. You quickly run him down and deliver him to the city guard. Thankfully very little of the produce was damaged in the pursuit, and you are able to return it to the owner of the garden."
EVENT_CITY_CAMPAIGN_23_RESULT_B,"In an area cut off from civilization with no viable farmland, fresh vegetables are a rare commodity. The thief already made off with an armful, so what’s the harm in taking some more? When you get back to your room, you cook up a nice hearty soup and have a great meal."
EVENT_CITY_CAMPAIGN_24_INTRO,"Upon returning to the city after your latest adventure, you are approached by a high-ranking guard at the gate.

“Ah, good, I’m glad to have caught you,” the guard begins. “The capital has fallen behind on shipments of wood to Gloomhaven, so now it falls to us to pick up the slack so that construction of important city buildings doesn’t stagnate.”

The guard points to the east. “We’re forming an expedition to gather logs from the Corpsewood. We could use your help, either to guard against enemies or to chop down trees.”"
EVENT_CITY_CAMPAIGN_24_OPTION_A,"Join the expedition as a guard. "
EVENT_CITY_CAMPAIGN_24_OPTION_B,"Join the expedition as a logger. "
EVENT_CITY_CAMPAIGN_24_RESULT_A,"The logging expedition heads to the outskirts of the Corpsewood and begins felling trees and transporting them back to Gloomhaven. You stay on your guard, patrolling the area and making sure there are no surprise attacks. A couple hours in, a tribe of Vermlings appear through the woods, but you are alert and prepared, dispatching them without a single casualty. The rest of the day goes by uneventfully."
EVENT_CITY_CAMPAIGN_24_RESULT_B,"You journey out to the Corpsewood, axe in hand, and begin chopping away at the trees. You seem to have a natural skill with it, probably due to all the practice you get swinging a blade. Thanks to your help, the city is able to gather a large amount of extra wood for construction. You encounter some dangers throughout the day, but nothing you cannot handle."
EVENT_CITY_CAMPAIGN_25_INTRO,"On a trip to the Coin District, you catch sight of an old, wiry Valrath carrying a large, intricate vase out his front door. As you get closer, the Valrath begins to struggle with the vase, sweat pouring from his brow. Under the strain, the Valrath loses his balance, and the fragile vase topples downward as he yells a string of curses."
EVENT_CITY_CAMPAIGN_25_OPTION_A,"Attempt to catch the vase. "
EVENT_CITY_CAMPAIGN_25_OPTION_B,"With no time to react, watch the vase fall to the ground. "
EVENT_CITY_CAMPAIGN_25_RESULT_A_A,"You race forward and wrap your arms around the vase. You manage to keep grip of it, preventing tragedy. The Valrath is relieved and offers to pay you for your trouble if you carry it the rest of the way."
EVENT_CITY_CAMPAIGN_25_RESULT_A_B,"You race forward and attempt to catch the vase, but it is too much for you. Your grip loosens and the vase shatters into a hundred pieces. The Valrath is irate, demanding compensation from you for breaking it. You pay him what you can."
EVENT_CITY_CAMPAIGN_25_RESULT_B,"You watch helplessly as the vase careens out of the Valrath’s grasp and, once it connects with the hard ground, shatters into a hundred pieces. The Valrath looks distraught and a little angry. You exchange a sympathetic glance with him and then continue about your business."
EVENT_CITY_CAMPAIGN_26_INTRO,"While enjoying your customary post-adventure drink at the Sleeping Lion, you notice something weird going on with the lamps in the bar.

Your first thought is that it is your imagination, but after staring at the lamps intently, you see they are flickering in and out. Tech lamps, as opposed to normal gas-burning ones, have been known to be a bit unreliable.

As if on cue, the lamps suddenly go out completely, leaving the room pitch-black."
EVENT_CITY_CAMPAIGN_26_OPTION_A,"Offer to fix the lamps. It shouldn't be too hard with a bit of technical know-how. "
EVENT_CITY_CAMPAIGN_26_OPTION_B,"Take the opportunity to steal some valuables from drunk patrons in the dark. "
EVENT_CITY_CAMPAIGN_26_RESULT_A_A,"You quickly identify the source of the problem—some frayed wiring in the kitchen—and have it replaced in no time. The proprietor seems very impressed by your work and gives free drinks all around in your name."
EVENT_CITY_CAMPAIGN_26_RESULT_A_B,"You fumble about magnanimously for a while before concluding that you have no idea what you’re doing. The proprietor looks disappointed and sends out for a real tinkerer."
EVENT_CITY_CAMPAIGN_26_RESULT_B_A,"The darkness gives the less scrupulous among you a good chance to perform their craft. Within a matter of minutes, your coin purses are much heavier."
EVENT_CITY_CAMPAIGN_26_RESULT_B_B,"You attempt to lighten some purses, but even in the dark, you find the task a little outside your skill set. One patron catches your hand as it searches his belt. He starts yelling, and you flee as quickly as possible."
EVENT_CITY_CAMPAIGN_27_INTRO,"You are out in the Ward of Scales when you see a crowd of people forming to the south, growing louder and more dense by the second.

As you approach, you see through the angry mob a terrified Vermling being pulled in your direction by a group of gruff men.

“Dirty thief!” a woman next to you screams. “String it up!”

Glancing behind you to where the crowd appears to be headed, you see a disused gibbet in the market square.

The men—clearly not guards—move closer."
EVENT_CITY_CAMPAIGN_27_OPTION_A,"Attempt to stop the crowd from hanging the Vermling. "
EVENT_CITY_CAMPAIGN_27_OPTION_B,"Take no action and see this through to its logical conclusion. "
EVENT_CITY_CAMPAIGN_27_RESULT_A_A,"You keep a calm demeanor as you try to talk down the mob. It takes some effort, but the men finally agree to turn the thief over to the authorities, which stops the situation from devolving into chaos."
EVENT_CITY_CAMPAIGN_27_RESULT_A_B,"You kindly entreat the crowd to back down, and when that doesn’t work, you resort to force. No one seems happy that you stopped the hanging, but it was the right thing to do."
EVENT_CITY_CAMPAIGN_27_RESULT_B,"You watch as the men move past you toward the gibbet. One carries a thick rope that he ties around the Vermling’s neck. The other end of the rope is thrown over the cross beam and then the men begin pulling, hoisting the helpless thief up off his feet. He struggles in vain, a panicked look in his eyes, but eventually he stops moving. The men tie off the rope, leaving the lifeless thief hanging. People begin to mill about, many stopping to spit on the ground before returning to work."
EVENT_CITY_CAMPAIGN_28_INTRO,"Ah, the Sleeping Lion. Surely there is no better place to get a drink and relax after clearing out some dank dungeon.

On this particular occasion, though, you are approached by a heavily scarred Inox. She sits at your table and pushes forward a piece of paper.

“An interested party would like to hire you to steal a valuable figurine from a residence in the Battlements,” she says matter-of-factly. “The details are on the paper. Meet me in the back alley in two days’ time after the job is done.”"
EVENT_CITY_CAMPAIGN_28_OPTION_A,"Accept the mysterious job. You can handle anything. "
EVENT_CITY_CAMPAIGN_28_OPTION_B,"Incredulously explain she must have the wrong people and you won't take the job. "
EVENT_CITY_CAMPAIGN_28_RESULT_A_A,"The job proves easy enough with the proper expertise. The plans are simple, and you are in and out of the estate easily, free to meet up with the Inox and claim your payment."
EVENT_CITY_CAMPAIGN_28_RESULT_A_B,"It turns out confidence isn’t enough when it comes to sneaking in and out of a well-guarded estate without being seen. You didn’t get the figurine, and one of the guards got a pretty good look at you."
EVENT_CITY_CAMPAIGN_28_RESULT_B,"You grab the Inox’s arm as she is getting up to leave and push the paper back toward her. She looks incredibly angry as you explain that your group doesn’t do this sort of thing. She wordlessly grabs the plans and storms out of the bar."
EVENT_CITY_CAMPAIGN_29_INTRO,"You get word from a contact that there is trouble brewing down at the East Walls and decide to investigate.

What you find is a large contingency of the city’s Savvas workforce—the best builders you’ll find anywhere—in open rebellion against the construction managers, demanding better pay for the specialized work they perform.

“This city would be a lifeless pile of rocks without us!” one of the Savvas yells. “It’s time we see some of its prosperity!”

The manager on the other side of the argument looks like a captured mouse, not sure at all how to get out of the situation."
EVENT_CITY_CAMPAIGN_29_OPTION_A,"Talk to the Savvas, appealing to their sense of duty and community."
EVENT_CITY_CAMPAIGN_29_OPTION_B,"Talk to the managers and attempt to get the Savvas better pay."
EVENT_CITY_CAMPAIGN_29_RESULT_A_A,"The workers’ hard expressions soften a bit when they see a Savvas among you. You talk for a while and explain that they need the city just as much as the city needs them. In the end, you sell them on a smaller wage increase, and everyone returns to work."
EVENT_CITY_CAMPAIGN_29_RESULT_A_B,"Even after much effort, the workers won’t speak to you at all, calling you part of the problem. The strike is eventually resolved, but no one seems happy."
EVENT_CITY_CAMPAIGN_29_RESULT_B_A,"“I-I just can’t give them more money!” the manager pleads. After some persuasion, though, he seems to open up to negotiation. The workers and management meet halfway and everyone seems content."
EVENT_CITY_CAMPAIGN_29_RESULT_B_B,"You just can’t get the manager to budge on his position, and he only gets angrier with continued pushing. The Savvas eventually agree tentatively to continue work, but the underlying problem remains."
EVENT_CITY_CAMPAIGN_2_INTRO,"As the daylight fades, you find yourselves wandering through a half-crowded market street, browsing wares.

“Hey! Over here!” You turn in the direction of the voice to see a filthy Vermling gesturing from a dark alley. “Yeah, you grim-looking chaps. I have something you might be interested in.”

The Vermling holds out a piece of metal covered in sludge. “Found this in the sewer. Writing on it I don’t understand, but I know it’s valuable. You can have it for ten gold!”"
EVENT_CITY_CAMPAIGN_2_OPTION_A,"Pay for the thing. You never know. "
EVENT_CITY_CAMPAIGN_2_OPTION_B,"Refuse to pay. Never trust a Vermling. "
EVENT_CITY_CAMPAIGN_2_RESULT_A_A,"You hand over the gold and take hold of the piece of garbage. Amidst troubling brown smears you see a lot of meaningless scratches likely made by rats and bugs. Oh well. Sometimes the long shot doesn’t pay off."
EVENT_CITY_CAMPAIGN_2_RESULT_A_B,"“Bah! You don’t have enough. Come back when you do!”"
EVENT_CITY_CAMPAIGN_2_RESULT_B,"You laugh and gesture the Vermling away. You can recognize a low-life swindler when you see one. And that piece of garbage was just...foul."
EVENT_CITY_CAMPAIGN_30_INTRO,"As you shop for supplies at the Sinking Market, your hand instinctively goes for the purse at your waist.

It’s gone!

You quickly scan the crowd and see a small Vermling darting away from you, heading directly toward a sewer grating."
EVENT_CITY_CAMPAIGN_30_OPTION_A,"Give chase! No one steals from you and gets away with it."
EVENT_CITY_CAMPAIGN_30_OPTION_B,"Take a clear shot at him with a bow before he disappears into the grating."
EVENT_CITY_CAMPAIGN_30_RESULT_A_A,"The Vermling escapes into the sewers, but the Mindthief is able to give chase, catching up as the cutpurse enters his nest. There you find more wealth than what was lost."
EVENT_CITY_CAMPAIGN_30_RESULT_A_B,"The Vermling disappears into the sewers, and you try to give chase. But after a few minutes you are hopelessly lost and are forced to give up."
EVENT_CITY_CAMPAIGN_30_RESULT_B,"You raise your bow and take aim at the thief. A woman screams, but you try not to let it faze you. As the Vermling pauses to open the grate, you fire the arrow and see the furry figure drop. You smile and go to retrieve your gold from the corpse. You get a lot of dirty looks, though. Apparently firing a bow on a crowded street is frowned upon."
EVENT_CITY_CAMPAIGN_31_INTRO,"You find yourself incredibly drunk and gambling away your hard-earned gold at the Brown Door when a robed woman approaches you.

“Please,” she says. “You must help me. They’ve taken my only daughter. I beg you!”

She slides a parchment toward you. “They left this behind...”

You look down to see nothing but the symbol of an upside-down black bird.

“The Ravens!” a man mutters. “Bad business.”

A bouncer approaches. “Take that garbage outside. You’re troubling the customers.”"
EVENT_CITY_CAMPAIGN_31_OPTION_A,"Leave with the woman to help her find her missing daughter."
EVENT_CITY_CAMPAIGN_31_OPTION_B,"Refuse to help the woman and go back to gambling."
EVENT_CITY_CAMPAIGN_31_RESULT_A,"Once outside, the woman hands you a large pouch of gold. “My father saw the whole thing, but then he went mad and ran toward the Silent Bridge. Please find him and he’ll help you find my daughter!”"
EVENT_CITY_CAMPAIGN_31_RESULT_B_A,"You try to turn away the woman and get back to gambling, but the Sunkeeper won’t hear of it. She forces you to follow the woman outside."
EVENT_CITY_CAMPAIGN_31_RESULT_B_B,"You return to your gambling, but you feel as though a pall has fallen over the revelry. Your luck has turned, and you end the night much poorer than when you started."
EVENT_CITY_CAMPAIGN_32_INTRO,"As you return to town after your latest adventure, a highranking guard approaches and gestures you to the side of the road.

“I am embarrassed to admit this,” he begins in a low voice, “but we could really use some help. With all the attacks recently and very little support from the capital, the city guard finds itself woefully lacking in both equipment and training for the new recruits.”

The guard looks you over. “You are experienced warriors, and anything you could do to help the situation would be greatly appreciated.”"
EVENT_CITY_CAMPAIGN_32_OPTION_A,"Agree to help the city guard. "
EVENT_CITY_CAMPAIGN_32_OPTION_B,"Decline to help and instead sell this information on to interested parties. "
EVENT_CITY_CAMPAIGN_32_RESULT_A_A,"You not only help to train the new recruits, but the Quartermaster is able to repair a lot of the guards’ damaged armor and weaponry. At the end of the day, the city is very pleased with your contribution."
EVENT_CITY_CAMPAIGN_32_RESULT_A_B,"You spend the day training the new recruits. By the time the sun goes down, their skills are much improved, and they are grateful to you because of it."
EVENT_CITY_CAMPAIGN_32_RESULT_B,"Whenever there is bad news, there is always someone who delights in it and profits from it. Who would be happy to hear the city guards are having trouble? Thieves. And they pay surprisingly well for the information."
EVENT_CITY_CAMPAIGN_33_INTRO,"The Void is a troubling area in Gloomhaven—a vast, barren expanse of black sand amid the bustling streets of the city. No one enters its perimeter.

On a trip to the University, however, you see a young girl playing near the edge of the Void. Before you can warn her, she trips and falls onto the sand. She immediately emits a blood-curdling scream and begins to tear at her skin."
EVENT_CITY_CAMPAIGN_33_OPTION_A,"Run to the girl and attempt to pull her out of the Void."
EVENT_CITY_CAMPAIGN_33_OPTION_B,"Watch what happens with morbid curiosity."
EVENT_CITY_CAMPAIGN_33_RESULT_A_A,"You grab the child and lift her clear of the haunting area. She is still screaming madly when the Aesther in your group lays a hand upon the child in deep concentration. Slowly, the crying subsides, and the child gets up and runs off."
EVENT_CITY_CAMPAIGN_33_RESULT_A_B,"You get the child off the sand as quickly as you can, but it doesn’t do much good. The girl screams and screams no matter what aid is administered."
EVENT_CITY_CAMPAIGN_33_RESULT_B,"Unable to resist, you watch to see what will happen to the girl. Her skin turns ashen and begins to flake away. She stops screaming eventually and begins coughing up a black bile. She tries to stand, but her legs crumble away into dust. She makes a pitiful croak and then falls over into a cloud of sand. When the cloud settles, no evidence of her presence remains."
EVENT_CITY_CAMPAIGN_34_INTRO,"After a night of revelry at the Sleeping Lion, you head out into the streets and notice a suspicious man in black robes skulking toward an alleyway.

You’ve been hearing reports about a cult inside the city, calling themselves the Ravens and performing all sort of terrible acts. Perhaps this is one of them."
EVENT_CITY_CAMPAIGN_34_OPTION_A,"Follow the man in an attempt to discover the Ravens' lair."
EVENT_CITY_CAMPAIGN_34_OPTION_B,"Confront him on the spot and turn him over to the authorities. "
EVENT_CITY_CAMPAIGN_34_RESULT_A_A,"Using the night like a cloak, you follow the man unseen and unheard. Eventually he stops at a small dwelling nestled under the west wall of the city."
EVENT_CITY_CAMPAIGN_34_RESULT_A_B,"You sneak forward, confident in your stealth abilities. After a few minutes, though, the man suddenly bolts around a corner. By the time you get there, he is long gone."
EVENT_CITY_CAMPAIGN_34_RESULT_B,"Not confident in your stealth abilities, you decide speed and force are a better way to go. You charge forward, catching the man completely by surprise. You block off all avenues of escape and surround him. He snarls as you tie him up and hand him over to the city guards. Hopefully they’ll be able to get some useful information out of him."
EVENT_CITY_CAMPAIGN_35_INTRO,"Harrowers are a rare sight, both outside of Gloomhaven and within. Which explains why you are bit surprised when you find yourself standing before three Harrowers in ornate robes unlike any you’ve ever seen.

“We require spices from across the sea,” one chitters at you. “Can you direct us to the appropriate merchant?”

A bit caught off guard, you ask about the specific kind of spice, but the Harrower makes only unintelligible hisses.

“It is hard to describe. We will know it when we see it. It is very important to our hive.”"
EVENT_CITY_CAMPAIGN_35_OPTION_A,"Point the way to the Sinking Market—the only place that would deal with them."
EVENT_CITY_CAMPAIGN_35_OPTION_B,"Escort the Harrowers to the New Market and help them find a spice merchant."
EVENT_CITY_CAMPAIGN_35_RESULT_A,"You quickly point in the direction of the Sinking Market, assuring the Harrowers they will find exactly what they need there. They chitter and hand you a gold piece, then move on their way."
EVENT_CITY_CAMPAIGN_35_RESULT_B_A,"You make your way to the market with the Harrowers in tow. It’s easy to find a reputable spice merchant, but difficult to get the merchant and the Harrowers to trust each other. In the end, they find common ground through the Plagueherald and make a deal."
EVENT_CITY_CAMPAIGN_35_RESULT_B_B,"You bring the Harrowers to the market, but even after great effort, you cannot find any merchants willing to deal with them. They depart empty-handed."
EVENT_CITY_CAMPAIGN_36_INTRO,"You decide to unwind at the Sleeping Lion, but just as you are starting to relax, a bear of a man crashes into your table, scattering your drinks across the floor.

Towering over him is a massive Inox. “What did you say about my horns?” the Inox shouts. The man stands up and brushes shards of glass from his tunic. “I said the sight of them makes me want to vomit!”

The Inox roars and charges headlong into the man, crashing through more tables in the process. At this, the entire tavern erupts into violence. After all, when a man is deep into his drink, the last thing you want to do is knock that drink over."
EVENT_CITY_CAMPAIGN_36_OPTION_A,"Join the fray! These insults will not go unanswered!"
EVENT_CITY_CAMPAIGN_36_OPTION_B,"Do your best to stop the fighting. This is a respectable establishment."
EVENT_CITY_CAMPAIGN_36_RESULT_A_A,"You break a chair over the man’s back, kick him in the teeth, and then you really get into it. It’s a bar brawl that could only be described as “epic,” fueled by pure, raw rage. The carnage is extreme."
EVENT_CITY_CAMPAIGN_36_RESULT_A_B,"You jump into the melee, breaking heads and chairs in equal measure. You’ve seen worse brawls, but the proprietor still isn’t very happy when it’s over."
EVENT_CITY_CAMPAIGN_36_RESULT_B_A,"You get up to calm down the room, but the Berserker has other ideas, laying into the man before you can get a word out. She goes into a furious rage, and there’s really not much to be done about it except pay what you can for the damages afterward."
EVENT_CITY_CAMPAIGN_36_RESULT_B_B,"It takes some work, but you manage to calm down the Inox and buy off the rest of the room with some extra drinks. The proprietor looks positively relieved."
EVENT_CITY_CAMPAIGN_37_INTRO,"As you return to town after your latest adventure, you see smoke rising from the walls of the city. You enter the broken gates and see a scene of despair as the citizens of Gloomhaven recover from a catastrophic attack.

“Demons,” a wounded guard at the gate says. “Wish you lot could have been around to help fight them off. Now look at the place. Luckily the rest of the city remained safe.”"
EVENT_CITY_CAMPAIGN_37_OPTION_A,"Attempt to console and cheer up those affected by the attack."
EVENT_CITY_CAMPAIGN_37_OPTION_B,"Help repair the gate. You wouldn’t want another attack to further cripple the town."
EVENT_CITY_CAMPAIGN_37_RESULT_A_A,"The citizens are downtrodden, but the uncanny power of the Soothsinger’s music seems to lift their spirits considerably. Still far from cheerful, the people find new resolve in repairing the damage and rebuilding."
EVENT_CITY_CAMPAIGN_37_RESULT_A_B,"The citizens view you with a cynical eye as you walk around, attempting to encourage them and lift their spirits. Despite the effort, it seems as though they are in a worse mood than when you arrived."
EVENT_CITY_CAMPAIGN_37_RESULT_B_A,"You set to work repairing the gate, and by the time night falls, it is at least functional. The downtrodden citizens are inspired by your work, and you have little doubt that the community will bounce back with little permanent damage."
EVENT_CITY_CAMPAIGN_37_RESULT_B_B,"You fiddle with the gate for a bit until it becomes clear that you are doing nothing to help. You decide to head back to your rooms instead and get some rest."
EVENT_CITY_CAMPAIGN_38_INTRO,"Walking through the crowded streets of the Ward of Scales, you suddenly hear a commotion behind you. You turn to see a gruff shirtless man badgering a male Orchid.

“I assure you, I did nothing of the sort,” the Orchid says calmly.

“You calling me a liar now?” bellows the man. “I think somebody needs to teach you a lesson.” The man careens forward with his fist and knocks the Orchid to the ground.

A gasp emerges from the crowd, but very quickly the attitude turns to excitement and encouragement. Nothing like a good fight to get a crowd worked up."
EVENT_CITY_CAMPAIGN_38_OPTION_A,"Intervene on the Orchid’s behalf."
EVENT_CITY_CAMPAIGN_38_OPTION_B,"Watch the fight with the crowd."
EVENT_CITY_CAMPAIGN_38_RESULT_A_A,"The Orchid on the ground puts up no defense, but your group is a different matter. The man quickly backs down at the sight of a powerful Orchid ready to attack, and the crowd disperses, muttering disappointment."
EVENT_CITY_CAMPAIGN_38_RESULT_A_B,"You try to talk some sense into the man, and when that doesn’t work, you beat him senseless. The crowd seems happy and the Orchid thanks you for your aid."
EVENT_CITY_CAMPAIGN_38_RESULT_B_A,"After a good beating, the crowd is riled up. Many people start looking in your direction, muttering about how you have the nerve to associate with Orchids as well. You make a quick exit."
EVENT_CITY_CAMPAIGN_38_RESULT_B_B,"The Orchid puts up no defense and the “fight” becomes rather one-sided. A solid beating is administered, and the crowd is sated. You go about your business while the Orchid bleeds on the ground."
EVENT_CITY_CAMPAIGN_39_INTRO,"You are awakened in your room by a decisive knock at the door. You answer it to find a man in the robes of the Great Oak.

“Greetings,” the man begins. “Our sanctuary is having a bit of trouble, and I’ve been directed to you as persons who could possibly help.

“You see, some of our relics have gone missing, and we suspect the worst. We are hoping you might grace us with your assistance in investigating this matter.”"
EVENT_CITY_CAMPAIGN_39_OPTION_A,"Agree to help the priest and accompany him to the sanctuary."
EVENT_CITY_CAMPAIGN_39_OPTION_B,"Refuse to help, making some excuse about being too busy."
EVENT_CITY_CAMPAIGN_39_RESULT_A,"The pious man seems incredibly happy you’ve decided to help the sanctuary. When you arrive at the great building, he explains in detail all that has happened. Using that information, you inquire around town, putting out feelers to possible fences for the goods."
EVENT_CITY_CAMPAIGN_39_RESULT_B,"You mutter something about hunting drakes and close the door on the priest. He becomes rather distraught as the door slams shut in his face, but surely he’ll get over it. You’ve got much more important things to do anyway."
EVENT_CITY_CAMPAIGN_3_INTRO,"As the daylight fades, you find yourselves wandering through a half-crowded market street, browsing wares.

“Hey! Over here!” You turn in the direction of the voice to see a filthy Vermling gesturing from a dark alley. “Yeah, you grim-looking chaps. I have something you might be interested in.”

The Vermling holds out a piece of metal covered in sludge. “Found this in the sewer. Writing on it I don’t understand, but I know it’s valuable. You can have it for ten gold!”"
EVENT_CITY_CAMPAIGN_3_OPTION_A,"Pay for the thing. You never know. "
EVENT_CITY_CAMPAIGN_3_OPTION_B,"Refuse to pay. Never trust a Vermling. "
EVENT_CITY_CAMPAIGN_3_RESULT_A_A,"You hand over the gold and take hold of the metal. You wipe off the grime and slop to discover a foreign contraption made of large gears and many moving parts. If you can figure out what it is, this device might actually be of some worth."
EVENT_CITY_CAMPAIGN_3_RESULT_A_B,"“Bah! You don’t have enough. Come back when you do!”"
EVENT_CITY_CAMPAIGN_3_RESULT_B,"You laugh and gesture the Vermling away. You can recognize a low-life swindler when you see one. And that piece of garbage was just...foul."
EVENT_CITY_CAMPAIGN_40_INTRO,"You are shopping for supplies in the Boiler’s District when an intense explosion knocks you off your feet.

You look in the direction of the heat waves to see plumes of fire and smoke rising from a building less than a block a way.

The fire rages uncontrollably and there are many wounded residents laying near the blast, screaming in pain.

You also spot something else—a hooded figure in a dark robe fleeing from the scene."
EVENT_CITY_CAMPAIGN_40_OPTION_A,"Rush to the aid of the residents and help put out the fire."
EVENT_CITY_CAMPAIGN_40_OPTION_B,"Pursue the hooded figure and make him answer for this attack."
EVENT_CITY_CAMPAIGN_40_RESULT_A_A,"Some of your group immediately begin to tend to the wounded, bandaging cuts and administering potions."
EVENT_CITY_CAMPAIGN_40_RESULT_A_B,"Some of your group begin to control the fire and snuff it with their elemental prowess, preventing further damage."
EVENT_CITY_CAMPAIGN_40_RESULT_A_C,"You do your best, but without the proper skills, it isn’t much."
EVENT_CITY_CAMPAIGN_40_RESULT_B,"You jump to your feet and sprint as fast as you can in pursuit. The figure races toward the city wall and begins to climb the stairs. You close the gap, but look on in frustration as he moves to jump over the wall and out of the city. You lunge and grab his robe as he falls. His body twists awkwardly, freeing him of the robe. You look over the edge to see him land face-first on the ground and not get up."
EVENT_CITY_CAMPAIGN_41_INTRO,"The Sinking Market is a varied area of decrepit huts and merchants unable to sell their wares anywhere else. It doesn’t surprise you as you walk through to see a scraggly Vermling approach with a small sack.

“A potion for the big, strong adventurers!” she says as she waves you down. “Help you in battle, it will!”

You are about to push her aside and keep walking when she pulls the potion out of the sack. It glows green in the daylight—an impressive, large flask of master craftsmanship.

“Aha, I knew it catch your eye! How much you pay?”"
EVENT_CITY_CAMPAIGN_41_OPTION_A,"Barter with the Vermling for the potion."
EVENT_CITY_CAMPAIGN_41_OPTION_B,"Move along. You don’t need any more potions."
EVENT_CITY_CAMPAIGN_41_RESULT_A_A,"The Vermling knows it is valuable, but she is more interested in flirting with the Beast Tyrant. She is happy to sell the potion at a discount."
EVENT_CITY_CAMPAIGN_41_RESULT_A_B,"No amount of haggling can lower the Vermling’s high price."
EVENT_CITY_CAMPAIGN_41_RESULT_A_C,"The Vermling will not accept the tiny sum you offer. Maybe next time."
EVENT_CITY_CAMPAIGN_41_RESULT_B,"Shaking your head, you move past the Vermling and get back to your business. She begins to make sobbing sounds behind you. “But, but you die without potion! Is life worth nothing?”"
EVENT_CITY_CAMPAIGN_42_INTRO,"Walking near the West Gate, you are approached by a scrawny kid in a guard uniform, which is clearly too big for his small frame.

“Hey, you all are famous!” he says with a big smile. “I worked as a caravan guard before I got this job. Met with a big Inox guy who always talked about you. He made you seem like the nicest, most amazing people.”

His smile and excitement doesn’t waver. “Say, my detail is doing some work to repair the wall damage from the last Vermling attack. Would you mind helping us? It’ll be fun!”"
EVENT_CITY_CAMPAIGN_42_OPTION_A,"Agree to help the presumptuous kid."
EVENT_CITY_CAMPAIGN_42_OPTION_B,"Tell this kid that he must have the wrong group of adventurers."
EVENT_CITY_CAMPAIGN_42_RESULT_A,"It’s hard work, but the kid’s enthusiasm is infectious. He wants to know all about your exploits and adventures, and he and his detail prove to be a great audience. By the end of the day, it hardly feels like you’ve worked at all."
EVENT_CITY_CAMPAIGN_42_RESULT_B,"You shake your head and avert your gaze. You claim that the kid must have you confused with a different adventuring party. He looks crushed as you walk away."
EVENT_CITY_CAMPAIGN_43_INTRO,"You return to your rooms for the evening to find a small note resting on the ground in front of your door.

It is from the Tinkerer, explaining that he has been pursuing further studies in flammable liquid delivery methods. He asks for your help in delivering to him a small robotic contraption that he absentmindedly left behind in a secret stash under the floorboards of his old room.

He details the device’s location and gives an address to deliver it to—some small village far to the northwest."
EVENT_CITY_CAMPAIGN_43_OPTION_A,"Oblige the Tinkerer and send along the contraption."
EVENT_CITY_CAMPAIGN_43_OPTION_B,"You don’t want to pay for postage. Just keep the thing for yourself."
EVENT_CITY_CAMPAIGN_43_RESULT_A_A,"Sure enough, under the floorboards of his old room, you find a bunch of parts, tools, and an intricately crafted metal spider. You package it up and ship it off to the Tinkerer. Anything for an old friend."
EVENT_CITY_CAMPAIGN_43_RESULT_A_B,"You don’t have the money to send him the contraption, so you decide just to keep it for yourself."
EVENT_CITY_CAMPAIGN_43_RESULT_B,"Like an eager treasure hunter, you pry up the floorboards in the Tinkerer’s old room and find a trove of useless junk, plus a detailed robotic spider that is anything but useless. You switch it on and let it scurry around the room. This could be a significant help in battle. No way it’s getting shipped off."
EVENT_CITY_CAMPAIGN_44_INTRO,"In the very early morning, you are wakened by a knock at your door. Standing behind it is giant, dirty Inox wearing a leather apron.

“Oh, uh...ahem,” he coughs. “Sorry, I was looking for a female Orchid. She used to help me on occasion with my forge. Her control over fire was astounding and I paid her well for her assistance completing some of my specialty work.”

He scratches his head. “I guess she’s not around anymore. You wouldn’t happen to know where I could find someone who could help me in her absence, would you?”"
EVENT_CITY_CAMPAIGN_44_OPTION_A,"Offer to help the blacksmith yourself."
EVENT_CITY_CAMPAIGN_44_OPTION_B,"Direct him to the Savvas Elemental Guild and go back to sleep."
EVENT_CITY_CAMPAIGN_44_RESULT_A_A,"Despite the early hour, you head down to the Inox’s forge and get an incredibly strong fire going for him so he can complete his order. He seems very pleased."
EVENT_CITY_CAMPAIGN_44_RESULT_A_B,"The Inox is completely dumbfounded when you walk all the way down to his forge and then proceed to exhibit zero aptitude at manipulating or controlling fire."
EVENT_CITY_CAMPAIGN_44_RESULT_B,"“Ah, yes, that is probably a good idea,” he says. “Thanks for your time and I hope your friend the Spellweaver is doing well!”"
EVENT_CITY_CAMPAIGN_45_INTRO,"“You there! Stop!”

You turn to see a city guard walking briskly toward you.

“You are known associates of this woman, yes?” He holds up a crude sketch of the Scoundrel. “We believe she is behind a number of high-profile robberies and demand that you give us any information you have on her whereabouts and activities.”

His face softens a bit. “Look, I know you guys do a lot of good for the city, but the merchant guild is breathing down my neck on this one, and I could really use a lead.”"
EVENT_CITY_CAMPAIGN_45_OPTION_A,"Cooperate with the guard and tell him everything you know."
EVENT_CITY_CAMPAIGN_45_OPTION_B,"Be as vague and unhelpful as possible, giving no useful information."
EVENT_CITY_CAMPAIGN_45_RESULT_A,"The guard taps his notes with a smile on his face.

“This is great,” he says. “I understand that you haven’t seen her in a while, but the information you’ve provided should still be useful. Have a nice day!”"
EVENT_CITY_CAMPAIGN_45_RESULT_B,"The guard scratches his head and looks down at his notes.

“Well, that wasn’t very helpful,” he sighs. “But thanks for your time, I guess. Let me know if you remember anything or get any new information.”"
