Keys,"English [en-GB]"
BlackImpElite,"Black Imp Elite"
BlackUnicorn,"Black Unicorn"
BlackrockAsylum,"Blackrock Asylum"
BlackrockAsylum_DESCR,"Looming out of the grasslands is the imposing structure of the Blackrock Asylum, an old field hospital now used for those deemed untreatable or undesirable. They sometimes sell off rare magical items at a hefty markup, confiscated when the inmates are admitted."
Bless,"BLESS"
BlessShort,"BLESS"
BlightedKeep,"Blighted Keep"
BloatedRegent,"Bloated Regent"
Bloodford,"Bloodford"
Bloodford_DESCR,"The site of a great battle of the Valrath Wars, some say the river still runs red on a full moon."
BombTrap,"Bomb Trap"
BoneRanger,"Bone Ranger"
BoneRangerElite,"Bone Ranger Elite"
BoneshatterPass,"Boneshatter Pass"
BoneshatterPass_DESCR,"This quarry here shows few signs of life. The wind whistles around old ramshackle workers' huts, but some old equipment can still be purchased."
Boss,"Boss"
Boss_AddHexesMovedToAttackBuffText,"Adds the number of hexes Dark Rider has moved this turn to attacks."
Boss_BanditCommander_Special1,"Move to the next door and reveal room"
Boss_BaseAttackStrengthIsEqualTo,"Base Attack strength is equal to"
Boss_DarkRider_AddHexesMovedToAttack,"where X is the number of hexes Dark Rider has moved this turn"
Boss_ElderDrake_Special1,"Fly to next perch"
Boss_MercilessOverseer_Special1,"All Scouts act again"
Boss_NumberOfPlayersPresent,"number of mercenaries plus {0}"
Boss_NumberOfXsPresent,"number of {0}s present"
Boss_PrimeDemon21_Special,"Teleport Altar and Summon Demon"
Boss_TheBetrayer_Fear,"Force all mercenaries and their summons to perform <nobr>""Move <sprite name=Move> 4""</nobr> in initiative order, ending as far away from the Betrayer as possible."
Boss_TheBetrayer_Teleport,"Force all mercenaries and their summons to move to the closest adjacent hex, then force one mercenary to perform the following instead of their turn:"
Boss_TheGloom_Teleport,"Teleport to the next marked hex"
Boss_WingedHorror_Special1,"Hatch all Eggs"
Brute,"Brute"
Brute_ADVENTURE_DESCRIPTION,"The Brute employs his great size and strength to earn a living by wielding his huge sword and impressive shield for those who pay the most.
Brutes are best used as front line melee troops, absorbing damage and protecting the more fragile ranged damage dealers, and are best equipped with items that keep them alive longer!"
Brute_DESCRIPTION,"The Brute employs his great size and strength to earn a living by wielding his huge sword and impressive shield for those who pay the most."
Brute_DIFFICULTY,"Low"
Brute_ROLE,"Melee Damage/Tank"
Brute_SKIN_ALT,"Boneguard"
Brute_STRENGTHS,"- <indent=%15>High health and defensive abilities make him more durable than some</indent>
- <indent=%15>Access to early Disarm and Stun</indent>
- <indent=%15>Great at pushing enemies about</indent>"
Brute_WEAKNESSES,"- <indent=%15>Low mobility</indent>
- <indent=%15>Poor ranged attack options</indent>
- <indent=%15>Not the greatest conversationalist</indent>"
BurnedTavern,"Burned Tavern"
BurnedTavern_DESCR,"The remains of an old tavern stands testament to happier times. Raids by Bandits and sightings of unmentionable creatures from the petrified forest to the south drove away the owners in recent years. The sign, 'The Happy Hearth', creaks forlornly in the breeze."
BurningAvatar,"Burning Avatar"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01,"Chapter 1"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_01_Desc,"Chapter 1"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02,"Chapter 2"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_02_Desc,"Chapter 2"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03,"Chapter 3"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_03_Desc,"Chapter 3"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04,"Chapter 4"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_04_Desc,"Chapter 4"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05,"Chapter 5"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_05_Desc,"Chapter 5"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06,"Chapter 6"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_06_Desc,"Chapter 6"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07,"Chapter 7"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_07_Desc,"Chapter 7"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08,"Chapter 8"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_08_Desc,"Chapter 8"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09,"Chapter 9"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09_Complete,"Chapter Text"
CAMPAIGN_ACHIEVEMENT_TownRecords_Chapter_09_Desc,"Chapter 9"
CANCEL_BUTTON,"Cancel"
CLOSED_DOOR_TOOLTIP,"Closed Door"
COMBAT_LOG_ACTION_SKIPPED,"{0} skipped {1} action"
COMBAT_LOG_ACTIVATE_CARRYABLE_QUEST_ITEM,"{0} has picked up {1}."
COMBAT_LOG_ACTIVATE_CHESTDAMAGE,"{0} opens {1} and takes {2} damage"
COMBAT_LOG_ACTIVATE_HAZARDOUS_TERRAIN,"{0} steps onto {1} and takes {2} damage"
COMBAT_LOG_ACTIVATE_TRAP,"{0} activates {1} and takes {2} damage"
COMBAT_LOG_ACTIVE_ABILITY,"{0} gains the active ability: {1}"
COMBAT_LOG_ACTOR_DIE,"{0} dies"
COMBAT_LOG_ACTOR_ESCAPE,"{0} escapes"
COMBAT_LOG_ACTOR_EXHAUSTED,"{0} is exhausted"
COMBAT_LOG_ACTOR_EXHAUSTED_LACKOFCARDS,"{0} is exhausted due to lack of available Ability Cards"
COMBAT_LOG_ADD_MODIFIERS_TO_MONSTER_DECKS,"{0} adds a {1} attack modifier to the monster attack modifier deck"
COMBAT_LOG_ADD_MULTIPLE_MODIFIERS_TO_MONSTER_DECKS,"{0} adds {1} attack modifiers to the monster attack modifier deck"
COMBAT_LOG_ADD_TARGET," adds {0} additional targets to subsequent attacks"
COMBAT_LOG_APPLY_ABILITY,"{0} applies {1} to {2}"
COMBAT_LOG_ATTACK,"{0} attacks {1} with {2}"
COMBAT_LOG_ATTACK_OVERRIDE_BUFF,"{0} applies {1} from {2} to the attack"
COMBAT_LOG_CHANGE_ALLEGIANCE,"{0} changed allegiance"
COMBAT_LOG_CHANGE_ALLEGIANCE_FROM_X_TO_Y,"{0} changes allegiance from {1} to {2}"
COMBAT_LOG_CHANGE_MODIFIER,"Attack modifier {0} changed to {1}"
COMBAT_LOG_CHOOSE_ABILITY,"{0} can damage an enemy or perform a heal when consuming an element"
COMBAT_LOG_CONSUME,"{0} consumes {1}"
COMBAT_LOG_CONSUME_ABILITY,"{0} consumes {1}, adding {2}"
COMBAT_LOG_CONSUME_ABILITY_NOELEMENT,"{0} adds {1}"
COMBAT_LOG_CONSUME_ACTIVATE_ACTIVE_BONUS,"{0} consumes {1} to activate {2}"
COMBAT_LOG_CONSUME_DAMAGE,"{0} consumes {1}, applying {2} to the attack"
COMBAT_LOG_CONSUME_DAMAGE_NOELEMENT,"{0} applying {1} to the attack"
COMBAT_LOG_CONSUME_DAMAGE_TARGET,"{0} deals {1} to {2}"
COMBAT_LOG_CONSUME_ELEMENT,"{0} has been consumed"
COMBAT_LOG_CONSUME_HEAL,"{0} consumes {1}, adding {2} to the heal"
COMBAT_LOG_CONSUME_HEAL_NOELEMENT,"{0} applies {1} to the heal"
COMBAT_LOG_CONSUME_MOVE,"{0} consumes {1}, adding {2} to the move"
COMBAT_LOG_CONSUME_MOVE_NOELEMENT,"{0} applies {1} to the move"
COMBAT_LOG_CREATE_PROP,"{0} creates a {1}"
COMBAT_LOG_CREATE_PROPS,"{0} creates {1}"
COMBAT_LOG_CREATE_TRAP,"{0} places a {1}"
COMBAT_LOG_DAMAGE,"{0} deals {1} damage {2} to {3}"
COMBAT_LOG_DAMAGED,"{0} is damage for {1}"
COMBAT_LOG_DELAYTARGETS,"{0} finding path to {1}."
COMBAT_LOG_DELAYTRAP,"{0} finding path to {1} through traps."
COMBAT_LOG_DESTROY_PROP,"{0} destroys a {1}"
COMBAT_LOG_DESTROY_PROPS,"{0} destroys {1}"
COMBAT_LOG_DISARM_PROP,"{0} disarms a {1}"
COMBAT_LOG_DISARM_PROPS,"{0} disarms {1}"
COMBAT_LOG_DISCARD_CARDS,"discards {0} cards"
COMBAT_LOG_DISCARD_CARDS_NAME,"discards {0}"
COMBAT_LOG_DOOM,"{0} applies Doom to {1}"
COMBAT_LOG_DRAW_ATTACK_MODIFIER,"{0} draws a {1} attack modifier"
COMBAT_LOG_DRAW_ATTACK_MODIFIERS,"{0} draws {1} and {2} attack modifiers"
COMBAT_LOG_ENHANCEMENTS,"Active enhancements:"
COMBAT_LOG_FAILED_SUMMON,"{0} failed to summon {1}"
COMBAT_LOG_FAILED_TRAP,"{0} failed to place a {1}"
COMBAT_LOG_FEAR,"{0} fears {1} away {2} hex"
COMBAT_LOG_FEAR_MULTIPLE,"{0} fears {1} away {2} hexes"
COMBAT_LOG_GAIN_CARDS,"gains {0} cards"
COMBAT_LOG_GAIN_CARDS_NAME,"gains card {0}"
COMBAT_LOG_GIVE_CARD,"{0} gives a {1} card to {2}"
COMBAT_LOG_HEAL,"{0} heals {1} with {2}"
COMBAT_LOG_HEALED,"{0} is healed"
COMBAT_LOG_HEALED_HEAL,"for {0}"
COMBAT_LOG_HEALED_POISON,"removing Poison"
COMBAT_LOG_HEALED_WOUND,"and removing Wound"
COMBAT_LOG_HEXES,"hexes"
COMBAT_LOG_IMMUNE,"{0} prevents {1} to {2}"
COMBAT_LOG_INFUSE_ELEMENT,"{0} is being infused"
COMBAT_LOG_INFUSING_ELEMENT,"{0} is infusing {1}"
COMBAT_LOG_INVULNERABLE,"{0} takes <b><color=#f76767>0</color></b> damage due to invulnerability"
COMBAT_LOG_KILL,"{0} kills {1}"
COMBAT_LOG_LONG_REST,"{0} Long Rests, burning {1}"
COMBAT_LOG_LONG_REST_NO_CARD,"{0} Long Rests"
COMBAT_LOG_LOOT,"{0} loots {1} "
COMBAT_LOG_LOSE_CARDS,"burns {0} cards"
COMBAT_LOG_LOSE_CARDS_NAME,"burns {0}"
COMBAT_LOG_MOVE,"Moves"
COMBAT_LOG_PLAYS,"{0} plays {1}"
COMBAT_LOG_PREVENT_DAMAGE,"{0} prevented damage with {1}"
COMBAT_LOG_PREVENT_DAMAGE_AMOUNT,"{0} prevented {1} damage with {2}"
COMBAT_LOG_PREVENT_DAMAGE_BURNED_1_HAND,"{0} Burned 1 Available Card ({1}) to prevent damage"
COMBAT_LOG_PREVENT_DAMAGE_BURNED_2_DISCARDED,"{0} Burned 2 Discarded Cards ({1} and {2}) to prevent damage"
COMBAT_LOG_PULL,"{0} pulls {1} closer {2} hex"
COMBAT_LOG_PULL_MULTIPLE,"{0} pulls {1} closer {2} hexes"
COMBAT_LOG_PUSH,"{0} pushes {1} away {2} hex"
COMBAT_LOG_PUSH_MULTIPLE,"{0} pushes {1} away {2} hexes"
COMBAT_LOG_READY_PLAYER,"<color=#A3DA77>{0} is Ready!"
COMBAT_LOG_RECOVER_ALL_DISCARDED_CARDS,"recovers all of their discarded cards"
COMBAT_LOG_RECOVER_ALL_LOST_CARDS,"recovers all of their burned cards"
COMBAT_LOG_RECOVER_DISCARDED_CARDS,"recovers {0} of their discarded cards"
COMBAT_LOG_RECOVER_DISCARDED_CARDS_NAME,"recovers discarded card {0}"
COMBAT_LOG_RECOVER_LOST_CARDS,"recovers {0} of their burned cards"
COMBAT_LOG_RECOVER_LOST_CARDS_NAME,"recovers burned card {0}"
COMBAT_LOG_REMOVE_CONDITION,"{0} removes {1} from {2}"
COMBAT_LOG_RETALIATE,"{0} damages {1} with {2}"
COMBAT_LOG_SHORT_REST,"{0} Short Rests, burning {1}"
COMBAT_LOG_SPAWNER_SPAWNED,"Spawner spawned {0}"
COMBAT_LOG_SUMMON,"{0} summons {1}"
COMBAT_LOG_UNREADY_PLAYER,"{0} is Unready"
COMBAT_LOG_USES,"{0} uses {1}"
COMBAT_LOG_XP,"{0} gains {1} XP"
COMPENDIUM_ActiveBonuses_1,"Some card actions may contain an active bonus effect that applies until either the end of the round or a condition is met. These cards appear in the active section of a character's hand until the effect runs out. The active bonus' card is then discarded or burned depending on the icon at the bottom right-hand corner of the action as usual.

While an active bonus is in effect, there will be an entry alongside the character portrait in the initiative tracker at the top of the screen. Hovering over this active bonus icon will display the effect details and its XP tracker, if any – these can also be seen in the character info panel displayed when hovering over a character.

The duration icons that accompany active bonuses are as follows:"
COMPENDIUM_ActiveBonuses_2,"<b>Round Bonus</b>
This icon within an action indicates that the effect applies only until the end of the current round."
COMPENDIUM_ActiveBonuses_3,"<b>Persistent Bonus</b>
This icon within an action indicates that the effect applies until the accompanying condition is met (if no condition is specified, then it lasts until the end of the scenario!) Some persistent bonuses are accompanied by an XP tracker, indicating that XP is gained at certain instances of the condition being met, which can be checked in the initiative bar entry for the bonus. "
COMPENDIUM_ActiveBonuses_4,"Active bonuses can be cancelled by hovering over the active bonus in the initiative tracker at the top of the screen and clicking on the icon."
COMPENDIUM_ActiveBonuses_Title,"Active Bonuses"
COMPENDIUM_AdvantageAndDisadvantage_1,"Some attacks may have either Advantage or Disadvantage from either an effect or positioning (any ranged attack performed in melee range will suffer disadvantage)."
COMPENDIUM_AdvantageAndDisadvantage_2,"An attacker with <b>Advantage</b> will draw two modifiers and use whichever one is better."
COMPENDIUM_AdvantageAndDisadvantage_3,"An attacker with <b>Disadvantage</b> will draw two modifiers and use whichever one is worse."
COMPENDIUM_AdvantageAndDisadvantage_Title,"Advantage and Disadvantage"
COMPENDIUM_AdventureMode,"In the Guildmaster mode of Gloomhaven, you are the leader a guild of mercenaries based in the town of Demonsgate. The region is in peril, overrun with all manner of monsters, leaving people afraid to leave the safety of their villages. 

Your guild's objective is to restore the trade routes between these villages by vanquishing the evil that plagues the land – and to make a lot of gold doing so!
"
COMPENDIUM_AdventureMode_Title,"Guildmaster Mode"
COMPENDIUM_AreaEffects_1,"Some attacks and other abilities allow you to target multiple hexes. In these cases, the ability area of effect is shown on the card."
COMPENDIUM_AreaEffects_2,"Red hexagons on the ability card's hex pattern indicate the hexes affected by the ability."
COMPENDIUM_AreaEffects_3,"Grey hexes indicate the hex on which the character is currently located. An area attack which includes a grey hex is always considered a melee attack."
COMPENDIUM_AreaEffects_4,"Some area effect attacks have a ranged attribute, allowing targeting of a group of enemies from afar. Only one of the red hexes needs to be within the range specified and it does not need to contain an enemy. Ranged area effect patterns can be rotated using the <b><</b> and <b>></b> keys.)

You can only attack enemies in hexes you have line of sight to."
COMPENDIUM_AreaEffects_Title,"Area Effects"
COMPENDIUM_AttackEffects_1,"Abilities can have effects that apply to the target after damage from the attack is resolved. Attack effects are applied regardless of whether the corresponding attack does damage. Some actions can also have these effects as a standalone ability without an attack, and in such cases the target of the effect is written on the ability card.
"
COMPENDIUM_AttackEffects_2,"<b>PUSH X:</b> The target is forced to move X hexes in a direction specified by the attacker, but each hex moved must place the target farther away from the attacker than it was previously. If there are no viable hexes into which to push the target, the push ends. The target can be pushed through its allies, but not its enemies.
"
COMPENDIUM_AttackEffects_3,"<b>PULL X:</b> The target is forced to move X hexes in a direction specified by the attacker, but each hex moved must place the target closer to the attacker than it was previously. If there are no viable hexes into which to pull the target, the pull ends. The target can be pulled through its allies, but not its enemies.
"
COMPENDIUM_AttackEffects_4,"<b>PIERCE X:</b> Up to X points of the target’s Shield are ignored for the attack. Unlike other effects, pierce is applied while calculating the accompanying attack damage instead of afterwards.
"
COMPENDIUM_AttackEffects_5,"<b>ADD TARGET:</b> If a character triggers this effect with an attack action, the character may add an additional target within range to their attack. All added effects and conditions of the attack action are applied to the target as well, except for effects that would result in additional targets outside of the original added target."
COMPENDIUM_AttackEffects_Title,"Attack Effects"
COMPENDIUM_AttackModifiers_1,"When attacking, the base attack value written on the card can be modified by three types of values in the following order. These steps are repeated for each individual enemy targeted by the attack:

• An attacker’s attack modifiers are applied first. These modifiers include bonuses and penalties from active ability cards, items, and other sources (e.g., +1 Attack from Poison).

• Next, an attack modifier card is drawn from the attacker’s attack modifier deck and applied. This appears above the attack recipient's health bar as the attack is happening. The attack modifier cards can be seen by hovering over a character to show their information panel, with the blips next to each modifier showing how many remain in the deck. The deck is reshuffled when the standard <b><color=#A050E0>x0</color></b> or <b><color=#D92727>x2</color></b> cards are drawn."
COMPENDIUM_AttackModifiers_2,"• Lastly, the defender’s defensive bonuses are applied. This reduces the incoming attack value for each individual enemy targeted based on each defender’s own shield modifier or other defensive bonuses.

• Note that because the bonuses are applied per target, it is possible for the same attack action to ultimately deal different damage to each enemy it targets."
COMPENDIUM_AttackModifiers_Title,"Attack Modifiers"
COMPENDIUM_BlessAndCurse_1,"Curse and Bless differ from normal conditions in that rather than applying a continuous effect, they add modifiers to the target's modifiers deck."
COMPENDIUM_BlessAndCurse_2,"<b>BLESS:</b> If a target is blessed, a Bless (<b><color=#D92727>x2</color></b>) card is shuffled into its remaining attack modifier deck. When this card is revealed through an <b>Attack</b>, it is removed from the deck."
COMPENDIUM_BlessAndCurse_3,"<b>CURSE:</b> If a target is cursed, a Curse (<b><color=#A050E0>x0</color></b>) card is shuffled into its remaining attack modifier deck. When this card is revealed through an <b>Attack</b>, it is removed from the deck."
COMPENDIUM_BlessAndCurse_Title,"Bless and Curse"
COMPENDIUM_CardLayout,"<b>1. Card Title
</b>
Each player character ability card has a unique title.

<b>2. Initiative

</b>
The initiative of the first card chosen determines when the character will act in the round.

<b>3. Actions</b>
Each card half represents an action that can be selected to use for the turn, with each action comprising of one or more abilities (e.g. Move, Attack, etc.) Of the two cards selected for a character's turn, one action must be selected from one card, and then the opposite action on the other card. 

<b>4. Default Actions
</b>
In addition to the main action on each card half, all ability cards have basic default actions that can be used instead. The default actions are the same for all cards: <b>Attack 2</b> for the top action, and <b>Move 2</b> for the bottom action."
COMPENDIUM_CardLayout_Title,"Card Layout"
COMPENDIUM_ConsumingElements_1,"Elements in the Strong or Waning state (See <b>Infusing Elements</b>) in the element tracker at the right-hand side of the screen can be consumed to add effects to and augment certain actions.

A consume is represented by one or two elemental symbols each accompanied by an arrow before a colon and an augmentation or ability, indicating that the consumption of those elements is the cost to be paid to yield the effect after the colon."
COMPENDIUM_ConsumingElements_2,"If an element is consumed this way it is made inert and removed from the element tracker, regardless of whether it was Strong or Waning. 

For player characters, use of consumes is optional. They can be toggled on or off at any point before the action is carried out by clicking on the element icon(s) of the consume within the action, provided each element required is available. In the case of Any element, you will be prompted to select one from those available. 

Monsters always consume elements for their actions if they can – in the case of Any Element, they select one from those available at random."
COMPENDIUM_ConsumingElements_Title,"Consuming Elements"
COMPENDIUM_DiscardedAndBurned_1,"If a card's action has no symbol in the bottom right-hand corner, it is discarded after you have used it in a turn, and will appear greyed out in the list of cards for that character. Discarded cards can be retrieved for use again within a scenario by performing a rest. (See <b>Rests</b>)

However, a card's action may have the following symbols at the bottom right-hand corner:"
COMPENDIUM_DiscardedAndBurned_2,"<b>Burned</b>
Burned cards may not be recovered by resting, and are normally only usable once per scenario – unless a <b>Recover</b> ability found on some cards, which allows burned cards to be returned to hand, is used."
COMPENDIUM_DiscardedAndBurned_3,"<b>Permanently Burned</b>
Permanently Burned cards may not be recovered within a scenario by any means, and are only recovered at the end of a scenario."
COMPENDIUM_DiscardedAndBurned_Title,"Discarded and Burned"
COMPENDIUM_Exhaustion,"A character can become exhausted in one of two ways:

<indent=15>• If a character ever drops below one hit point.

• If, at the beginning of a round, a player cannot play two cards from his or her hand (because they have one or fewer cards in hand) and also cannot rest (because they have one or fewer discarded cards). Exhaustion due to insufficient cards does not affect a character’s current hit point total.

In either case, the character is removed from the scenario, and can no longer participate in the scenario in any way. There is no coming back from being exhausted during a scenario, and thus it should be avoided at all costs. If all characters become exhausted during a scenario, the scenario is lost. It is therefore recommended that you try to not let this happen!"
COMPENDIUM_Exhaustion_Title,"Exhaustion"
COMPENDIUM_GainingExperience_1,"Some ability card's actions have an experience value attached to them indicated by the shield icon with a number within, where the number is the amount of XP to be granted upon use of the action. A character must use one or more of the abilities in an action to earn experience this way.
"
COMPENDIUM_GainingExperience_2,"Sometimes the action's text specifies that experience is only earned by consuming an elemental infusion by having it as part of the on-consume effect, or only if a certain condition is met (e.g. only if the attacked target is adjacent to one or more of the attacker’s allies) Some persistent active bonuses grant experience when a certain instance of that bonus' trigger condition is reached, as denoted by their accompanying tracker. (See <b>Active Bonuses</b>)

Additionally in Guildmaster mode, at the end of each adventure, each character in the party will gain experience based on the adventure difficulty. More difficult adventures will award you more experience, but beware – if you fail an adventure, you will lose all progress since the last village!"
COMPENDIUM_GainingExperience_Title,"Gaining Experience"
COMPENDIUM_Heal_1,"A <b>Heal X</b> ability allows a character to restore X hit points to themselves or an ally within its range."
COMPENDIUM_Heal_2,"When the heal ability is accompanied by the <b>Self</b> attribute, the heal ability can affect only the caster themselves."
COMPENDIUM_Heal_Title,"Heal"
COMPENDIUM_InfusingElements_1,"Some abilities have an elemental affinity associated with them. If an ability with one of the following elemental symbols is played, it will infuse the battlefield with that element at the end of the turn. In the case of infusing Any Element, you will be prompted to select the element to infuse. If a monster card has an Any element infusion present, the element is chosen at random."
COMPENDIUM_InfusingElements_2,"The circles on the right-hand side of the screen indicate the state of elements. Infused elements in the Strong or Waning state can be consumed to add additional effects and abilities to actions. (See <b>Consuming Elements</b>) 

When an action with an elemental infusion is used, the element will appear in the element tracker in its Infusing state. Only at the end of the turn will the element infuse fully into the Strong state. As such, it is not possible to infuse an element and then consume it within the same character's turn - but may be consumed by anyone later in the initiative order of the same round. At the end of the round, Strong elements become Waning, and Waning elements become inert and are no longer available to consume."
COMPENDIUM_InfusingElements_Title,"Infusing Elements"
COMPENDIUM_Initiative_1,"Initiative determines the turn order for the player characters and monsters.

The first card you select of the two for the round determines the character's initiative for their turn – the lower the initiative, the earlier the character will be able to act in the turn. You can alternatively opt to use your second card’s initiative by clicking its golden initiative circle."
COMPENDIUM_Initiative_2,"At the point of player character ability card selection, it is not yet known what ability cards the monsters will draw for the turn. As such, you must try to evaluate whether you'd like a particular character to act early or late in a turn without knowledge of what the monsters will do and when! 

Once all player characters and monsters have selected their cards for the turn, the initiative track at the top of the screen is updated and ordered accordingly – going from lowest initiatives taking their turns first and highest last. Note that all monsters of a type have the same card for the turn and thus the same initiative, hence the single entry in the tracker even in the case of multiples of that monster type."
COMPENDIUM_Initiative_Title,"Initiative"
COMPENDIUM_ItemSlots,"Characters can equip items cards when not in a scenario into the various inventory slots that appear on the left-hand side of the screen in a scenario. Note that characters cannot own more than one copy of any item card.

Each character can equip only one <b>Head</b> item, one <b>Body</b> item, one <b>Legs</b> item, up to two <b>One Hand</b> items <b><i>OR</i></b> one <b>Two Hand</b> item, and up to a number of <b>Small Items</b> equal to half their level rounded up."
COMPENDIUM_ItemSlots_Title,"Item Slots"
COMPENDIUM_LevellingUp_1,"In Guildmaster mode, when a character reaches a village with the amount of experience required (indicated on their XP bar), they can level up."
COMPENDIUM_LevellingUp_2,"In levelling up, their maximum hit points are increased and they can unlock one of two new ability cards at each level. This card is unlocked for the rest of the run. By unlocking more cards to use with the character, you can begin to upgrade and customise the ability card decks of the party, perhaps tuning the cards selected to better synergise with each other, even between characters, thus honing your strategy."
COMPENDIUM_LevellingUp_Title,"Levelling Up"
COMPENDIUM_Loot_1,"A <b>Loot X</b> ability allows a character to pick up every money token and treasure tile within range X. This action is unaffected by the positions of monsters or obstacles, but note this is considered a ranged ability for the purposes of line-of-sight."
COMPENDIUM_Loot_2,"In addition to the Loot ability, at the end of their turn, a player character will automatically loot any gold on the hex that they occupy. Summoned characters do not perform end-of-turn looting.

In Guildmaster mode, the money is shared amongst all mercenaries in the party. 
"
COMPENDIUM_Loot_Title,"Loot"
COMPENDIUM_MeleeAndRanged_1,"An <b>Attack X</b> ability allows a character to do a base X amount of damage to an enemy within their range. Characters and monsters cannot attack their allies. There are two types of attacks, Melee and Ranged:"
COMPENDIUM_MeleeAndRanged_2,"Melee attacks have no accompanying range value and are considered to have a default range of one hex, which means they typically target adjacent enemies."
COMPENDIUM_MeleeAndRanged_3,"Ranged attacks are accompanied by a <b>Range Y</b> value, which means any enemy within Y hexes can be targeted by the attack. Any ranged attack targeting an adjacent enemy gains Disadvantage against that target. (See <b>Advantage and Disadvantage</b>)"
COMPENDIUM_MeleeAndRanged_4,"All ranged and melee attacks can only be performed against enemies within line-of-sight, which means that a line can be drawn from any corner of the attacker’s hex to any corner of the defender’s hex without touching any part of a wall. Only walls block line-of-sight. In addition, any ability which specifies a range can only be performed on a character within line-of-sight. If a non-attack ability does not specify a range, then line-of-sight is not required. Also note that two hexes separated by a wall line are not considered adjacent, and range cannot be counted through walls."
COMPENDIUM_MeleeAndRanged_Title,"Melee and Ranged"
COMPENDIUM_MonsterAttacks,"A monster will attack on its turn if an <b>Attack</b> ability is part of its drawn card for the round. Any damage dealt is calculated from the attack value present on the ability.

Monsters will always attack their focused enemies but if the monster can attack multiple targets, it will attack its focused enemy and as many other enemies as possible to maximum effect. If a monster has multiple attacks, it will choose the focus of its other attacks following normal focus rules, excluding targets it is already attacking.

Monster attacks function exactly like character attacks, and are modified by the attacker’s attack bonuses, then attack modifier cards, then the defense bonuses of their target, and they may be performed with <b>Advantage</b> or <b>Disadvantage</b>."
COMPENDIUM_MonsterAttacks_Title,"Monster Attacks"
COMPENDIUM_MonsterFocus,"Before performing the action on their ability card, each individual monster will focus on a specific enemy to it – either a character or character summon.

A monster will focus on the enemy it can perform its current attack against using the least amount of movement. It finds the shortest possible path to get in range and line-of-sight to use its attack, and the enemy that can be attacked at the end of that path is the focus. This enemy is considered the “closest.” It doesn’t matter if the monster can’t get within range to attack with its current movement, as long as there is a path to eventually get within range. 

If a monster does not have an attack listed on its ability card for the round, it finds a focus as if it had a melee attack. In the case where the monster can move the same number of spaces to get within range and line-of-sight of multiple enemies (e.g., because it starts its turn within range of multiple), proximity from the monster’s current position (not counting through walls) is then checked as a tie-breaker for determining “closest.”

If more than one enemy ties for being the closest, the second priority is to focus on the enemy who is earlier in the initiative order (summons are focused on before the character who summoned them in this regard, even on the round they are summoned).

In the case where there are no valid targets on which to focus, because there are no valid hexes a monster can attack from (i.e., they are all blocked, occupied, or there is no open path to reach them), regardless of the number of hexes it could move, a monster will not move or attack on its turn, but it will perform any of the other actions on its ability card that it is able."
COMPENDIUM_MonsterFocus_Title,"Monster Focus"
COMPENDIUM_MonsterMovement_1,"A monster can move on its turn if a <b>Move</b> is present on its ability card. It can move up to a number of hexes equal to the move value. 

If a monster has a move but no attack afterward as part of its ability card, it will use its movement to get as close as possible to its focused target (determined as if it had a melee attack), moving along the shortest possible path to enter a hex adjacent to its focused enemy.

If a monster has an attack ability after its movement, it will move the least number of hexes possible in such a way as to attack its focused enemy with maximum effect. If it is a single-target melee attack, it will simply move toward the nearest hex adjacent to its focus to attack. If it is a multi-target attack, it will move toward a position where its attack will hit its focused enemy and as many other enemies as possible."
