Keys,"English [en-GB]"
Message_End_Quest_Story_Doomstalker_3_4,"But we shouldn’t go there yet. That warehouse is cut off from any functioning part of Demonsgate. We’d have no back-up if we burst in there alone."
Message_End_Quest_Story_Doomstalker_3_5,"And without knowing the people, reasons, or the Savvas’ part in the attacks,  I’d say it’s too risky. I’ll feed back to the Captain of the Guard for now."
Message_End_Quest_Story_Elementalist_1_1,"The Elementalist searches the ruined structures and finds some old scrolls from the mayor’s office. It seems after Swagger’s defence of the village, the settlement ended up in huge debt."
Message_End_Quest_Story_Elementalist_1_2,"The payments are addressed to a tower located near to modern-day Silverwick, in the mountains to the East. It looks like we should head there next."
Message_End_Quest_Story_Elementalist_2_1,"The library contains many musty tomes on all forms of magic, although almost all have since been disproved as poorly-researched, and are now only useful as kindling."
Message_End_Quest_Story_Elementalist_2_2,"There is one book of Swagger’s handwritten notes. It both details the payments from Mudchute, and talks of the ‘power of the gods’ given at an ancient temple, accompanied by a crude map."
Message_End_Quest_Story_Elementalist_2_3,"Looking at this paperwork, it looks as if the Bandits were in Swagger’s pay all along, and that he bankrupted Mudchute to get enough gold to donate at this temple."
Message_End_Quest_Story_Elementalist_2_4,"The map looks like the edge of the forest up near the School of the Great Oak. Can’t have changed much in a hundred years."
Message_End_Quest_Story_Elementalist_2_5,"Right, we know where to head next then!"
Message_End_Quest_Story_Elementalist_3_1,"This temple held a portal to the demonic realm. Swagger must have passed through to gain his powers, and returned to our realm through a different portal."
Message_End_Quest_Story_Elementalist_3_2,"But he never came back did he? Otherwise he’d have laid waste to the land?"
Message_End_Quest_Story_Elementalist_3_3,"It seems not. Also, we found some strange symbols etched onto the wall next to the portal. They almost look like musical notes?"
Message_End_Quest_Story_HighCultist_1,"We did a sweep of the area after you left, and mopped up a few more Cultists. We found this incense burner too, which I reckon will come in pretty useful!"
Message_End_Quest_Story_HighCultist_2,"Also, it feels as though the elements are in balance again, now that the High Cultist is dead. Good work."
Message_End_Quest_Story_InoxBodyguard_1,"I doubt that’ll be the last Inox Leader we’ll ever see, but the Brute is finally avenged."
Message_End_Quest_Story_InoxBodyguard_2,"I hope any other ones carry more of these awesome axes!"
Message_End_Quest_Story_Jekserah_1,"The Summoner tells me that according to Jekserah’s notes, the book we recovered contains a powerful spell written just for the sanctuary we cleared."
Message_End_Quest_Story_Jekserah_2,"Jekserah knew the Summoner would be interested in it. It seems she had us do her dirty work for her..."
Message_End_Quest_Story_Jekserah_3,"When cast in the sanctuary, the spell would be amplified until it could raise and control all of Gloomhaven’s dead. It’s fascinating magic — which I will guard."
Message_End_Quest_Story_Jekserah_4,"Jekserah’s ring, however, isn’t guarded by the Enchantress — and seems to harbour potent magic. I would keep it... but it stinks of Undead. Think of it as a reward?"
Message_End_Quest_Story_MercilessOverseer_1,"So, I spoke to Vermlings after you left. They owe us for what we did, after all."
Message_End_Quest_Story_MercilessOverseer_2,"They don’t have much to give, being slaves, but one gave me an Ancient Drill as an attempt at thanks... well, they didn’t kill us for our flesh either, I suppose."
Message_End_Quest_Story_MercilessOverseer_3,"Anyway, the drill will do. It’s too old to have any value though, so I can guess you can just have it. A freebie."
Message_End_Quest_Story_Mindthief_1_1,"With your family scattered into the sewers around Demonsgate, you tell them to head to Lowtown, where you will catch up with them later."
Message_End_Quest_Story_Mindthief_2_1,"You return the supplies to your makeshift nest. The young are especially pleased to have something substantial to eat."
Message_End_Quest_Story_Mindthief_2_2,"You realise however, that this location is temporary. You must plan to return to your own nest, and drive those who took it away."
Message_End_Quest_Story_Nightshroud_1_1,"The Nightshroud has taken away the ectoplasm and has started doing some research in the basement of the Guild."
Message_End_Quest_Story_Nightshroud_1_2,"I wondered what that smell was."
Message_End_Quest_Story_Nightshroud_1_3,"He’s now come to me with a mission to recover some Harrower Essence from Hound Hill, I’ll put it on the map."
Message_End_Quest_Story_Nightshroud_2_1,"Most of the Harrowers dissipated after death, but the Nightshroud managed to bottle some insectile remnants."
Message_End_Quest_Story_Nightshroud_2_2," Do we know ‘why’ he is doing this?"
Message_End_Quest_Story_Nightshroud_2_3,"It’s something to do with a Rot affecting the land, next he wants to take down some Lurkers in Crystal Hollow."
Message_End_Quest_Story_Nightshroud_3_1,"The Nightshroud has started his experiment with the creature’s remains, he hopes it will give us an insight into the origin of the Rot."
Message_End_Quest_Story_Nightshroud_3_2," I hope so too, as then I can move back into the Guild when the terrible smells have gone.
"
Message_End_Quest_Story_Nightshroud_3_3,"Staying above the tavern is costing me a fortune, and I seem to be spending more time drinking!"
Message_End_Quest_Story_Plagueherald_1_1,"I can’t believe we just saved a Harrower hive. Why would we do that?"
Message_End_Quest_Story_Plagueherald_1_2,"Well, we fight to protect Demonsgate and her continent, and these peaceful Harrowers do live here. The Captain of The Guard even agreed to watch other known Harrower hives after the attack."
Message_End_Quest_Story_Plagueherald_1_3,"No, we fight to get rich. Whatever and whoever we save is whoever pays us, and Harrowers can’t pay. "
Message_End_Quest_Story_Plagueherald_1_4,"Actually, the Plagueherald said that its hive directed it to another hive living inside an old temple, which may have the knowledge it needs to complete its cure — and we are going to go there with it."
Message_End_Quest_Story_Plagueherald_1_5,"And before you ask, the temple is full of lost treasure that the hive no longer wants. "
Message_End_Quest_Story_Plagueherald_1_6,"...Fine. I’ll go. But I am keeping all the treasure I find. "
Message_End_Quest_Story_Plagueherald_2_1,"So let me get this straight. The Plagueherald learnt what happened at the hive by EATING DEAD BUGS, and then just got on with its research?"
Message_End_Quest_Story_Plagueherald_2_2,"Not quite. Harrowers are clouds of sentient insects. When the Plagueherald joined its cloud with the dying hive insects, they were able to communicate."
Message_End_Quest_Story_Plagueherald_2_3,"Okay… ew. I’m sorry I asked. Did we get what it needed at least?"
Message_End_Quest_Story_Plagueherald_2_4," Yes, the Plagueherald says it’s now close to completing the spell. The information in that book is extraordinary! "
Message_End_Quest_Story_Plagueherald_2_5,"The Plagueherald also said that the Savvas and humans cleared the hive and set up traps together, but then the humans attacked the Savvas once they were alone."
Message_End_Quest_Story_Plagueherald_2_6,"Hmm... Nothing about the mercenaries’ sigil though? Maybe some drunkard at The Sloshed Squirrel might know something. It’s the last lead I have left. "
Message_End_Quest_Story_Plagueherald_3_1," By the looks of things, someone paid these secret mercenaries well to destroy Harrower Hives all over Demonsgate and beyond."
Message_End_Quest_Story_Plagueherald_3_2,"Weirdly, it’s not just Harrowers. Valrath, Savvas, Inox and Quatryl are also mentioned as both hired mercenaries and targets. We’ve told the Captain of The Guard."
Message_End_Quest_Story_Plagueherald_3_3,"He’s invited us to discuss the matter at an Old Financial District warehouse the City Guard has recently started investigating."
Message_End_Quest_Story_Plagueherald_3_4,"But given the infiltration of the City Guard, I think we should learn more about these mercenaries before visiting an isolated warehouse potentially full of their agents. "
Message_End_Quest_Story_Quartermaster_1_1,"I’m not sure how Living Corpses got into a Vermling nest, but at least we can investigate the Demonsgate Vault now."
Message_End_Quest_Story_Quartermaster_1_2,"Why can’t you ever take me anywhere nice?"
Message_End_Quest_Story_Quartermaster_1_3,"I’ve also informed Demonsgate of the custodian’s death. I suspect they’ll have words with the Lowtown garrison."
Message_End_Quest_Story_Quartermaster_2_1,"I’ve studied the green substance you retrieved from the Vault. It’s only found at Kailej, inside a cave the locals believe to be hexed."
Message_End_Quest_Story_Quartermaster_2_2,"First an empty ancient vault, now a cursed cave…"
Message_End_Quest_Story_Quartermaster_2_3,"You know these are the places we are paid to enter, right?"
Message_End_Quest_Story_Quartermaster_2_4,"Doesn’t mean I have to like it."
Message_End_Quest_Story_Quartermaster_3_1,"The forest you discovered fits an old Inox myth of a hidden sanctuary which strengthens all those inside it. It’s a groundbreaking academic discovery."
Message_End_Quest_Story_Quartermaster_3_2,"The artifact is similarly intriguing. It’s a hemisphere, with a strange design engraved on it, alongside a sentence in an old Valrath dialect."
Message_End_Quest_Story_Quartermaster_3_3,"It reads: ‘Your demise opens like necks, but with the start of joy. Come forth, have your body join my employ.’"
Message_End_Quest_Story_Quartermaster_3_4,"Neither me or the Quartermaster know a thing about it. We’ll need to solve this before we get pa— er, before we find the stockpile. It likely leads to our thief."
Message_End_Quest_Story_Sawbones_1_1,"After having the Enchantress magically remove as much blood as she could, I had a look at the Cultist’s book. Turns out it was a journal."
Message_End_Quest_Story_Sawbones_1_2,"Oh what, did she curse the town in heartbroken rage because her ex was from Demonspire Hollow?"
Message_End_Quest_Story_Sawbones_1_3,"Close. One of the local cobblers ruined her favourite boots, actually. But the local curse was just a side effect. If the journal is to be believed, this ritual was a strengthening spell, directed at something more sinister taking place within Blackrock Asylum."
Message_End_Quest_Story_Sawbones_1_4,"Great. So we save the village, and end up going straight to prison anyway..."
Message_End_Quest_Story_Sawbones_2_1,"Well, that was odd. Ritual suicide by mercenary definitely isn’t someting we’ve seen before. 
"
Message_End_Quest_Story_Sawbones_2_2,"There’s more. According to the Inox’s letter, the Red Talons invited his tribe to help them complete this ritual to level the Saltmarsh Flats, in an effort to cripple the healing magic of Demonsgate."
Message_End_Quest_Story_Sawbones_2_3,"Wait, isn’t that the School of the Great Oak’s whole deal? Why target the Saltmarsh Flats?"
Message_End_Quest_Story_Sawbones_2_4,"The Saltmarsh Flats is home to the School’s best healers, including your Sawbones. Our healers even secretly keep all of their ancient texts in the village hall, in case of an accident at the School. "
Message_End_Quest_Story_Sawbones_2_5,"Well, things just got serious quickly. We should protect the city. "
Message_End_Quest_Story_Scoundrel_1_1,"I’ve heard that South Shield has put a bounty on the head of a big ol’ Inox who’s been leading attacks on the village. He might be your guy. I’ll mark it on your map."
Message_End_Quest_Story_Scoundrel_2_1,"You know what, that looks like the forest up near Eaglecrest. I’d bet my favourite hat on it. Probably best to get up there and ask around: they’ll know if any Inox are in the area."
Message_End_Quest_Story_SightlessEye_1,"With the Eye dead, we have reports that most areas of Rot are receding, but there could still be pockets of it around the land."
Message_End_Quest_Story_SightlessEye_2,"...What happened, what was that smell?"
Message_End_Quest_Story_SightlessEye_3,"You passed out."
Message_End_Quest_Story_SightlessEye_4,"Probably the smartest thing I’ve ever done..."
Message_End_Quest_Story_SightlessEye_5,"...Look. I have a Fueled Falchion I use as a nightlight, and I want you to have it. For free. If you ever fight something that smelly again, kill it. With fire. From the Falchion. "
Message_End_Quest_Story_Soothsinger_1_1,"You talk to the remaining Bandits, but none of them have any explanation as to why the camp was attacked by Undead."
Message_End_Quest_Story_Soothsinger_1_2,"Perhaps it was on an old Inox Burial Ground?"
Message_End_Quest_Story_Soothsinger_1_3,"The good news is that the Soothsinger got some new bawdy tunes. I suggest we visit some Vermlings to learn some insults next, I know just the place!"
Message_End_Quest_Story_Soothsinger_2_1,"What is going on? It seems someone doesn’t want us to learn new songs?"
Message_End_Quest_Story_Soothsinger_2_2,"I think it is more serious than that, but it does seem related to the Soothsinger in some way."
Message_End_Quest_Story_Soothsinger_2_3,"In that case, we need to pre-empt the next attack, I’ll talk to some of my Inox friends and prepare a welcome party."
Message_End_Quest_Story_Soothsinger_3_1,"It took me a little while, but we got him to talk, you aren’t going to believe this…"
Message_End_Quest_Story_Soothsinger_3_2,"Apparently he is working for some kind of skeletal champion who has a grudge against our Soothsinger."
Message_End_Quest_Story_Soothsinger_3_3,"She is the descendant of a bard who sealed him in a tower to the north of Summerwell"
Message_End_Quest_Story_Soothsinger_3_4,"But there is no way into the tower, it has a magical lock on it"
Message_End_Quest_Story_Spellweaver_1_1,"That Bandit’s dressed in the gear of the Emerald Knaves, from up near Eastgrove. I’d check out their base of operations next."
Message_End_Quest_Story_Spellweaver_2_1,"After hearing of your predicament, the Keeper of the Oak offers some words of advice."
Message_End_Quest_Story_Spellweaver_2_2,"In our Library at the Temple, there are writings of a shrine where you may ask for a boon in times of crisis. I feel this is one of those times."
Message_End_Quest_Story_Spellweaver_2_3,"I’ll mark the known location on the map, but usually you must prove your worth before it is granted."
Message_End_Quest_Story_Spellweaver_2_4,"Simply say ‘I Require A Boon’ and all will be revealed."
Message_End_Quest_Story_Spellweaver_3_1,"What did she get then?"
Message_End_Quest_Story_Spellweaver_3_2,"We do not know, but it will reveal itself when needed."
Message_End_Quest_Story_Spellweaver_3_3,"Well, that's not vague at all is it? Couldn’t it just have given us a big flaming sword or something?"
Message_End_Quest_Story_Summoner_1_1,"The Summoner wanted more time in there, but she reckons she saw enough to know how to disconnect the realms now."
Message_End_Quest_Story_Summoner_1_2,"She used my personal spellbooks to work it out. The Summoner says it cites another spellbook we’ll need — a tome lost to an abandoned library outside Mudview."
Message_End_Quest_Story_Summoner_1_3,"Sounds like the perfect business opportunity! I might even tag along."
Message_End_Quest_Story_Summoner_2_1,"I’ve just had quite the talk with the Summoner. The book you reclaimed isn’t needed to close the rift. It just ‘sounded interesting’, and she fancied a read."
Message_End_Quest_Story_Summoner_2_2,"She almost killed us for a lost spellbook she doesn’t even need? ...We can sell it, right?"
Message_End_Quest_Story_Summoner_2_3,"On the contrary. She still needs the book, just not for the rift. The Summoner now has a safer way for you all to travel back into that dungeon..."
Message_End_Quest_Story_Summoner_3_1,"This hemisphere you’ve brought me, neither I nor the Summoner can find how it relates to the interplanar rift."
Message_End_Quest_Story_Summoner_3_2,"It has some kind of drawing carved in on the side, alongside an inscription written in a rare, old Valrath tongue."
Message_End_Quest_Story_Summoner_3_3,"The inscription roughly reads: ‘It ends a Seraph, without the beginning of pride. And see all who oppose the new queen subside.’ Curious."
Message_End_Quest_Story_Sunkeeper_1_1,"Now the Sunkeeper has earned their trust, they say that City Guards came to their camp and wanted to take some of them away."
Message_End_Quest_Story_Sunkeeper_1_2,"They resisted and the Guards attacked!"
Message_End_Quest_Story_Sunkeeper_1_3,"Although they were unable to stop the Guards from kidnapping some of their tribe, they have tracked them to this location near Mudview."
Message_End_Quest_Story_Sunkeeper_2_1,"Well, that map points clearly to Mistfell copse."
Message_End_Quest_Story_Sunkeeper_2_2,"We should have these slavers taken down by tea-time."
Message_End_Quest_Story_Sunkeeper_3_1,"It seems the Sunkeeper grabbed a key from around the neck of a Harrower Corpse."
Message_End_Quest_Story_Sunkeeper_3_2,"If we can find the actual base of operations, we’ll have a way in!"
Message_End_Quest_Story_Tinkerer_1_1,"These scrolls refer to a temple in the forest far to the north west, past even the School of the Great Oak. It looks as if that is the next area to investigate."
Message_End_Quest_Story_Tinkerer_2_1,"The documentation you have discovered will allow you to perform some rituals of your own. You decide to do this under the Guild itself, in case anything goes wrong!"
Message_End_Quest_Story_Tinkerer_3_1,"When your sight returns, the Demon has gone, returned to its own realm. You think this whole experiment was a mistake, when you smell burning…"
Message_End_Quest_Story_Tinkerer_3_2,"A map on the wall has a small hole burned through it, a spot just outside the location of ‘The Dome’. You wonder if the Sun Demon was trying to tell you something..."
Message_End_Quest_Story_UndeadCommander_1,"It seems that Melody has tracked Swagger to the same temple we did and then employed a number of priests to create a spell of binding that only a bard could unlock."
Message_End_Quest_Story_UndeadCommander_2,"We may not have got much else from this quest, but I did find this er… Skull on the floor."
Message_End_Quest_Story_UndeadCommander_3,"Not even I can sell this, so here you go, it gives me the creeps."
Message_End_Quest_Story_WingedHorror_1,"I think that was the most horrifying demon we’ve ever defeated. My ears will have nightmares for years."
Message_End_Quest_Story_WingedHorror_2,"On another good note, the School and its Great Oak are safe. The Sawbones is already helping the staff, students and records get moved back in.
"
Message_End_Quest_Story_WingedHorror_3,"The City Guard also recovered more of the Red Talons’ documents. It appears the Winged Horror is only summoned by rituals involving extreme suffering, and they take almost a decade to fully complete. We’ll have to be vigilant.
"
Message_End_Quest_Story_WingedHorror_4,"As for the Horror’s vomit, that solid lump was one of the power cores for the School’s defenses. It’s not a tome on construction magic, but it’s something.
"
Message_End_Quest_Story_WingedHorror_5,"What a whole lot of use that power core was... but you don’t look a gift-demon in the mouth, I guess. I’ve put it into storage for you: we’ll get more use out of the core than the School."
Message_End_Quest_Travel_Amberhill_1,"So the City Guard are killing people now? That’s definitely not the kind of protection I pay my taxes for — though I do, er, definitely pay my taxes."
Message_End_Quest_Travel_Amberhill_2,"Luckily, Amberhill is known for their enchanted wearables, made with a local magical Amber tree. "
Message_End_Quest_Travel_Amberhill_3,"They’ve given me a lovely pair of Boots of Speed to help us on our way. Visit my store when you can!"
Message_End_Quest_Travel_Bloodford_1,"Glad you made it through okay. The trade route is already back in action, and I should have some Stun Powder in stock when you return."
Message_End_Quest_Travel_Bloodford_2,"We should get other trade route requests in now, so let’s keep expanding the network. Before you start... go have a bath, for everyone’s sake..."
Message_End_Quest_Travel_CrystalHollow_1,"I’ve always imagined the riches I would find inside the Crystal Hollow.. the cave of legends!"
Message_End_Quest_Travel_CrystalHollow_2,"It wasn’t great. Most of it was just mushrooms, and not even the magic kind."
Message_End_Quest_Travel_CrystalHollow_3,"But, a fight with a spider led me to fall o— er, discover a half-buried halberd. It seems pretty hefty, and it’s in my store."
Message_End_Quest_Travel_DemonspineHollow_1,"I always thought tales of Imps were a load of cobblers, but apparently that’s what Demonspine Hollow is known for. Cobblers that is, not Imps, Come have a look at the new Boots in stock."
Message_End_Quest_Travel_DrakeFireFarm_1,"The farmers of Drake Fire Farm have taken the spores of some of the strange plants nearby and made some powder bombs."
Message_End_Quest_Travel_DrakeFireFarm_2,"I’ve not tried them myself, but they seem… unpleasant. I’m sure you’ll love them."
Message_End_Quest_Travel_Eaglecrest_1,"I received a parcel from Eaglecrest today, from one of the Tinkerer shops there. Apparently a group of Inox paid to ship us a Telescopic Sight."
Message_End_Quest_Travel_Eaglecrest_2,"I don’t know if that is a thank you gift, or a withering statement on your martial prowess?"
Message_End_Quest_Travel_Eastgrove_1,"Did you know that Eastgrove used to have a detachment of ancient Royal Guard? I didn’t either, but I now have a set of Platemail in the store for you!"
Message_End_Quest_Travel_Fordingbridge_1,"Boneshatter Pass to the South East used to be the home to the greatest shoemakers in the area, but it seems Fordingbridge learned some of their craft as a stopping point on the way."
Message_End_Quest_Travel_Fordingbridge_2,"I’ve got an interesting pair of shoes in stock now."
Message_End_Quest_Travel_Hammerholm_1,"The blacksmiths of Hammerholm were overjoyed with your work. I have some new armour in stock!"
Message_End_Quest_Travel_HoundHill_1,"The townspeople are just overjoyed that you drove those disgusting Harrowers out, and gave me a Falcon Figurine."
Message_End_Quest_Travel_HoundHill_2,"You’d expect a Hound Figurine, right? Well, apparently falcons are spiritual or something. Anyway, It’s in the store."
Message_End_Quest_Travel_Ironbell_1,"I popped into Ironbell after you left to find a weapon of my own. I’m not going to join you on the front line, but I, er, wanted to feel part of the action."
Message_End_Quest_Travel_Ironbell_2,"When I told one of the blacksmiths this, she looked at me... and then gave me these Steel Sabatons."
Message_End_Quest_Travel_Ironbell_3,"I’ll take the hint. If you could use them, they’re in my store."
Message_End_Quest_Travel_IronwoodCamp_1,"The Ironwood Company are overjoyed with your work, and have sent me through the design for a new shield. Come check it out when you get a chance!"
Message_End_Quest_Travel_Kailej_1,"I took a trip to Kailej after you left. I figured a warrior tribe must have some pretty valuable weapons. "
Message_End_Quest_Travel_Kailej_2,"When I asked the blacksmith for the kind of weapon she thought I’d use, she handed me a pretty ring. That hurt, I’ll admit"
Message_End_Quest_Travel_Kailej_3,"I didn’t think it did anything until someone tried to accost me later that night, and I ran away faster than usual… so if you don’t want it, I’ll probably wear it myself."
Message_End_Quest_Travel_Keyport_1,"So, it seems like the city of Keyport is very much in our debt."
Message_End_Quest_Travel_Keyport_2,"I visited the town hall after you left to see how they plan to compensate us… and could you believe they weren’t going to pay us? They just muttered something about ‘eternal gratitude’"
Message_End_Quest_Travel_Keyport_3,"Well, I pointed out a rather nice axe on their wall. Apparently it's important to the city’s history, but seeing as we saved the city, it’s now in my store. Take a look when you can."
Message_End_Quest_Travel_LowTown_1,"Lowtown isn’t exactly the height of sophistication, I’m afraid. I couldn’t find anything to add to the shop’s inventory."
Message_End_Quest_Travel_LowTown_2,"I don’t know what you mean, these Hooked Chains would be great in a fight. Use them to drag your enemies within melee range, then Thwack!"
Message_End_Quest_Travel_LowTown_3,"They were just holding some crates of potatoes together.."
Message_End_Quest_Travel_Millpond_1,"An old man who used to live in Millpond heard about us trying to save his hometown, and gifted us his traditional Millpondian Reaping Scythe which he used to harvest crops with."
Message_End_Quest_Travel_Millpond_2,"Who knows, maybe you’ll find a use for it? It’s in my store."
Message_End_Quest_Travel_Mudview_1,"Boy, am I glad I stayed inside the walls of Amberhill."
Message_End_Quest_Travel_Mudview_2,"Anyway, I managed to barter for the Harrower’s cloak after you left."
Message_End_Quest_Travel_Mudview_3,"It smells weird and there might be an insect or two left, but it seems to have a lot of storage space."
Message_End_Quest_Travel_Nasitra_1,"Nasitra is known for its beautiful jewellery, so I’ve sourced some magical Moon Earrings you might find helpful."
Message_End_Quest_Travel_NomadCamp_1,"I had a walk about the camp after you left — thankful people are often the most generous, after all."
Message_End_Quest_Travel_NomadCamp_2,"One of the survivors offered me a ring as a way of thanks, which I gladly put on..."
Message_End_Quest_Travel_NomadCamp_3,"I tried to punch them in response, without even realising! I’m fairly sure the ring made me do it."
Message_End_Quest_Travel_NomadCamp_4,"Needless to say, I won’t be seeking out those nomads again. I’d appreciate it if you’d buy the ring before something worse happens."
Message_End_Quest_Travel_ObsidianBluff_1,"You should thank me. I travelled all the way to that dungeon and braved its corridors to find something to se— to help you in our quest."
Message_End_Quest_Travel_ObsidianBluff_2,"There wasn’t much beside blood and eldritch squiggles, but I did find another ring. I was happy to leave with just that."
Message_End_Quest_Travel_ObsidianBluff_3,"But, of course, I walked straight into a room with a stray Black Imp. I wished I hadn’t, and suddenly I was back in the corridor again."
Message_End_Quest_Travel_ObsidianBluff_4,"I have a mind to keep the ring, but it’s in my store as a token of my generosity… buy it before I change my mind!"
Message_End_Quest_Travel_RiversRise_1,"Some villagers scouted out the deeper rooms of the temple after you left, and have got me a few powerful healing potions. They should certainly help."
Message_End_Quest_Travel_Rockfall_1,"The Demons attacked from the South. The only destination in that direction is the old tower called Spitepeak."
Message_End_Quest_Travel_Rockfall_2,"It seems that is where the Savvas’ base will be found."
Message_End_Quest_Travel_Rockfall_3,"The Savvas have given me a charm, which they say may help you in the fight against their brethren."
Message_End_Quest_Travel_Sahmyrt_1,"Ah thank goodness, with the spice route back open, my food can actually start to have some flavour again!"
Message_End_Quest_Travel_Sahmyrt_2,"I’ve also been able to get some important ingredients to start supplying Major Stamina Potions. Many warriors value these really highly!"
Message_End_Quest_Travel_SaltmarshFlats_1,"I couldn’t wait to get into Saltmarsh Flats. I mean, a village of magicians? There was bound to be some amazing things in there!"
Message_End_Quest_Travel_SaltmarshFlats_2,"Their shop was full of ancient relics and powerful items… I was just about to take a flaming sword when the owner saw me trying to blow it out so I could hide it."
Message_End_Quest_Travel_SaltmarshFlats_3,"I grabbed some boots with ‘quick’ on their label instead, put them on, and used them to escape fast."
Message_End_Quest_Travel_SaltmarshFlats_4,"They’re now in the store, and I suggest you buy them. I’m not going back for anything else."
Message_End_Quest_Travel_SchoolOfTheGreatOak_1,"Advocates from the temple have supplied me with an old helmet that guards from a previous order used to wear."
Message_End_Quest_Travel_SchoolOfTheGreatOak_2,"I’m not sure why a group of healers would need to instill fear in their subjects, then again, I’ve never really understood religion as a rule."
Message_End_Quest_Travel_ScurvyBay_1,"Normally I try to steer clear of criminals, but I decided to see what these bandits had on offer — for you, of course."
Message_End_Quest_Travel_ScurvyBay_2,"They just threw this Volatile Bomb at me. I’m still not quite sure whether it was a gift or a threat."
Message_End_Quest_Travel_ScurvyBay_3,"Either way, it hasn’t exploded… yet. It’s in my store, but I suggest you hurry up."
Message_End_Quest_Travel_Shaderest_1,"I’ve done a deal with a local trinket maker to make some interesting Talismans. Come and have a look, you might find them useful?"
Message_End_Quest_Travel_ShadowfieldManor_1,"I received a package by courier this morning and it had a pretty piece of jewellery in it. However, every time I look at it it turns my stomach. Probably means you’ll find a use for it!"
Message_End_Quest_Travel_ShimmeringShallows_1,"I popped into town and met a friendly old fisherwife after you left."
Message_End_Quest_Travel_ShimmeringShallows_2,"Turns out, the town is in love with fishing, and she is in love with, er, me. I just about escaped with my clothes on... and a Long Spear."
Message_End_Quest_Travel_ShimmeringShallows_3,"Come have a look at my store if you think you could use it."
Message_End_Quest_Travel_Silverwick_1,"You head away from the burned copse, and the journey to Silverwick passes without any more trouble."
Message_End_Quest_Travel_Silverwick_2,"Silverwick’s trade route is open once again, and the thankful villagers have given me a smart-looking helmet for you to try out."
Message_End_Quest_Travel_Silverwick_3,"I’ve been contacted by a considerable amount of villagers from Rockfall, a Savvas community to the East."
Message_End_Quest_Travel_Silverwick_4,"They are concerned that the recent occurrences are due to a group of rogue magic users who left their community for Wayward, and think that we should head there next."
Message_End_Quest_Travel_SouthShield_1,"This is it! We’ve got to the southwestern tip of the realm, and I now have access to the armourers that give South Shield its name."
Message_End_Quest_Travel_Spitepeak_1,"This should ensure peace returns to the land."
Message_End_Quest_Travel_Spitepeak_2,"Maybe for a whole day if we are lucky!"
Message_End_Quest_Travel_Spitepeak_3,"I popped into the tower after you left and picked up an interesting staff that someone left behind. Perhaps you can find a use for it?"
Message_End_Quest_Travel_StaybrightFort_1,"Staybright Fort is very big and old, so I thought I’d nip in to see what treasures its basement hides."
Message_End_Quest_Travel_StaybrightFort_2,"Turns out, the damn thing is full of unstable explosives. Just… why?!"
Message_End_Quest_Travel_StaybrightFort_3,"I managed to get some out safely. I don’t know what you’ll do with it, but I’d encourage you to buy it before it explodes."
Message_End_Quest_Travel_Summerwell_1,"After resting in the cave and continuing to Summerwell, the weather was a lot milder."
Message_End_Quest_Travel_Summerwell_2,"The villagers are overjoyed that the cold snap they had experienced is over. Although, their vineyards are ruined..."
Message_End_Quest_Travel_Summerwell_3,"One of the villagers sent me an ornate dagger as a thank you. You might find it useful?"
Message_End_Quest_Travel_Summerwell_4,"Apparently, the Savvas have left for an ancient Savvas Temple in an extinct volcano in the mountains. We should head there next."
Message_End_Quest_Travel_Sweetwater_1,"Fortunately Sweetwater isn’t all sewer, so I had a poke around once the villagers had scrubbed the town down."
Message_End_Quest_Travel_Sweetwater_2,"I managed to find a solid helmet in a bush. It stunk worse than a Cultist’s table, but I couldn’t pass it up."
Message_End_Quest_Travel_Sweetwater_3,"Apparently it had an owner, but she slipped on some stray sewage chasing me, so I guess it's a lucky helmet. It’s in my store when you get a chance."
Message_End_Quest_Travel_TempleOfTheAcorn_1,"Thank you for cleansing the temple of those vile Hounds! Our followers will soon return and get the site functional again."
Message_End_Quest_Travel_TempleOfTheAcorn_2,"As a token of our thanks, we will supply your merchant with our powerful healing potions."
Message_End_Quest_Travel_TheBarrenCoast_1,"We are now linked with the coastal traders, which means I have some access to items from across the sea. Something you might be interested in is a cool winged Helm, come have a look!"
Message_End_Quest_Travel_TheBuriedTrenches_1,"Ruins from an ancient civilisation, just freed of monsters? Of course I went back after you left, and you better be glad I did."
Message_End_Quest_Travel_TheBuriedTrenches_2,"I spotted a pair of greaves near the reservoir, and pulled them out of some questionable goo."
Message_End_Quest_Travel_TheBuriedTrenches_3,"They are MUCH heavier than they look, but are still in decent condition. Heavy means useful… right? Take a look when you can."
Message_End_Quest_Travel_TheCityOfSlate_1,"The first item dug up from the city was an amulet with healing properties, it’s now in stock. Have you ever wondered why so many corpses have a healing potion in their pockets...?"
Message_End_Quest_Travel_TheCopperOasis_1,"Some local Inox tribesman are supplying me with some of their weighted nets, perhaps you might find a use for them in combat… The nets that is, not the tribesmen."
Message_End_Quest_Travel_TheDome_1,"It seems the historians have found a stash of unpleasant ritualistic knives used by the Cultists. I’m sure they’ll come in handy for someone like you..."
Message_End_Quest_Travel_TheEnclave_1,"The Mayor said that one of his dogs had a strange amulet around its neck, and wondered if it might help you work out what happened."
Message_End_Quest_Travel_TheEnclave_2,"I’ve never seen it’s like before, but it seems to have some magical properties, so you might have a use for it?"
