Keys,"English [en-GB]"
QUEST_STORY_Plagueherald_1_DESC,"The Plagueherald may have discovered a uncharacteristically hygienic way to help Demonsgate defend itself..."
QUEST_STORY_Plagueherald_1_INTRO,"The trek to the Plagueherald’s hive is much longer than you expected, and by time you reach the abandoned sewer system it calls home in the outskirts of Nasitra, sand and sweat fills every crevice on your body. The Plagueherald doesn’t seem bothered at all, and if you didn’t know better you would say it had been happily buzzing for the entire journey. Once inside the sewers, you are relieved to finally be out of the desert’s sand and heat. However, this relief is quickly washed away when you realise you are standing in a room covered floor to ceiling in insects and sewage, despite these sewers being abandoned. The Plagueherald’s humanoid form dissipates into a small cloud of its own insects, and as if on cue, the entire room becomes a cloud of legs and buzzing. After a few agonising minutes, the insects settle down again, and the Plagueherald reforms in front of you. “We must go,” it says, sounding like someone with a mouthful of angry bees. As you turn to leave the nightmarish room and face the desert once more, an arrow impales one of the insects on the floor in front of you, and the room rapidly clears of all insects save the Plagueherald.  "
QUEST_STORY_Plagueherald_1_LIST,"Give the good news to the hive"
QUEST_STORY_Plagueherald_1_NAME,"A Hive of Activity"
QUEST_STORY_Plagueherald_2_DESC,"Spells that could create a magical cure for disease lie within this hive, seek them out. "
QUEST_STORY_Plagueherald_2_INTRO,"When you visit Summerwell for the second time, you are happy to see that the weather stays consistently bright and sunny. The forest paths are pleasant in the warm breeze, and you almost forget that you are on your way to a long-forgotten (and probably still dangerous) temple. Though you are reluctant to enter another of Summerwell’s caves, you are almost surprised to find it completely devoid of bears. You are much more surprised to find the door to this long-forgotten temple blown off of its hinges, and laying on the floor, still smoking. Weapons drawn, you enter the hive’s temple. A dark weight hangs over the silent air. As you walk further in, something crunches under your foot. Looking down, you see the floor is littered with the curled-up insects of dead Harrowers, interspersed with many Savvas and a few human bodies. A mechanical whirring breaks the silence before you can move forward, drawing your attention to the Ancient Artillery guarding the temple’s bowels. The hive invaders’ sigil glints on their casings in the torchlight. Behind the artillery, dark shapes slink. You get the feeling it is going to be a battle to search for the texts you need. "
QUEST_STORY_Plagueherald_2_LIST,"Find the spells the Plagueherald requires"
QUEST_STORY_Plagueherald_2_NAME,"Insecticide"
QUEST_STORY_Plagueherald_3_DESC,"Someone at the Sloshed Squirrel may know who these mercenaries are — or, at least, be drunk enough to think that they do. "
QUEST_STORY_Plagueherald_3_INTRO,"The Sloshed Squirrel is as it always is. As you step inside the dim tavern, the ever-changing odours wash over you and the sticky floor grabs your boots in greeting. Not a single patron stops shouting or drinking to look at you as you make your way to the counter. Surprisingly, no one even seems to notice the Plagueherald. Getting the barman’s attention over the hubbub, you produce the sigil and hand it to him. The barman takes a long look, but eventually holds it out, shaking his head. Before you can take it back, a gloved hand snatches it. You hear sniggering, and see one of the City Guard with a tankard in one hand, and the sigil in the other. “Hey, look,” she jeers at another member standing next to her. “Looks like the sigil on our secret uniforms!” Her companion freezes. The commotion dies down, and all the patrons in the tavern turn to look at you. People start to run for the door, as others draw weapons. “Well,” the guardswoman says. “I suppose we’ll have to kill you all now. Sorry.”"
QUEST_STORY_Plagueherald_3_LIST,"Search for leads on the mercenaries "
QUEST_STORY_Plagueherald_3_NAME,"Inn-surrection"
QUEST_STORY_Sawbones_1_DESC,"The cobblers of Demonspire Hollow are frequently getting hurt in freak accidents, discover the cause "
QUEST_STORY_Sawbones_1_INTRO,"Making the trek to Demonspire Hollow once again, you are relieved to find the rural village quiet in the moonlight. However, a heavy, wounded silence lies over the town, underpinned by the feeling of suffering and a faint yet disturbing smell you swear you recognise. You make your way to the village hall, which has since become a makeshift hospital. Inside, many of the townsfolk writhe in pain on rough beds. Some have their shoelaces tied together, and various grave wounds on their heads, while others are missing entire sections of their limbs, and are blaming their leather scissors. One villager even had two broken feet, strangled inside some impossibly tight-laced boots. You seek out the local doctor, who tells you that all these people were indeed seriously injured while working with shoes. “We’ve often heard chanting in the forest outside,” the doctor tells you. “I just assumed it was villagers praying for good luck.” Shaking your head at the elderly man, you ask for directions to the forest and ready your weapons. You open the city hall’s doors, but find the door feels strangely light. A crazed forest imp flies in from behind it, and it’s all you can do to wrestle it outside and close the hall’s door before you put the abomination down. The imp’s body stinks of black magic – the smell you recognised. Now outside the village hall, you find yourself surrounded by the corrupted fairy folk..."
QUEST_STORY_Sawbones_1_LIST,"What is causing the strange injuries in Demonspire Hollow?"
QUEST_STORY_Sawbones_1_NAME,"Accidents Will Happen"
QUEST_STORY_Sawbones_2_DESC,"The cultist’s diary from Demonspire Hollow spoke of an even more powerful ritual at Blackrock Asylum, prevent it"
QUEST_STORY_Sawbones_2_INTRO,"Your journey to Blackrock Asylum is thankfully uneventful – you welcome the lack of earthquakes on your journey. Instead, the large, imposing building looms silently in the distance, nestled in at the edge of the mountains, for a long while before you arrive. When you do, two of the asylum’s older nuns greet you briskly. “The painting class, actually,” says one of the nuns when you ask if they had seen anything strange. “Come to think of it, they only brought pots of red paint with them.” The nuns take you to see this painting class, and when you arrive you find a congregation of human cultists and Inox warriors in a cell, painting bloody symbols across the walls. One of the cultists notices you, and chuckles. “Will you be joining us, mercenaries?” The nuns let you into the cell, and close the door behind you. “It’s nice of you to visit your friends here, dear,” one of the nuns says to you as they leave. “We’ll be back soon to let you out.” As soon as the nuns are out of earshot, the cultists draw their weapons. “Welcome to the party,” one of them growls. "
QUEST_STORY_Sawbones_2_LIST,"Stop the ritual at Blackrock Asylum"
QUEST_STORY_Sawbones_2_NAME,"Prison Painting Party "
QUEST_STORY_Sawbones_3_DESC,"A group of strangely powerful cultists have performed a ritual that could destroy the Saltmarsh Flats... "
QUEST_STORY_Sawbones_3_INTRO,"Traveling north somewhat precariously on the single, magically-maintained path over the unnaturally flat saltmarshes of the region, you are relieved to finally see the village gates, which bring with them the promise of being able to move more than a few metres to the left or right. You’re more relieved still to smell moist, clean forest air around the village, rather than the stink of a Harrower infestation. As the gates open and you enter, you find its magically-constructed huts somewhat underwhelming – but still standing. The village hall isn’t much more to look at, but as you travel deeper inside, the building seems to expand indefinitely into rooms full of bookshelves. “With you here,” a sudden, hoarse voice drones as a buzzing fills the air, “The Red Talons can finally begin our work.” Turning to the voice’s source, you see a Harrower Infester break into a grating chortle before dissipating into a cloud of fat insects. As if on cue, the bookshelves around you shake and begin to crumble. Reality catches alight, and demonic limbs start to force themselves through the flames. Over the commotion, you swear you could hear a shriek only something truly huge could make... "
QUEST_STORY_Sawbones_3_LIST,"Defend the Saltmarsh Flats "
QUEST_STORY_Sawbones_3_NAME,"The Saltmarsh Flattening "
QUEST_STORY_Soothsinger_1_DESC,"The Soothsinger wants to expand her repertoire of songs, so she heads to a Bandit Camp for inspiration."
QUEST_STORY_Soothsinger_1_INTRO,"After stocking up for the trip in Gibbet Hill, you start out towards the Bandit Camp. It seems strange to visit a group of Bandits without planning on killing them all when you get there, but needs must. You hear the camp before you see it: a lot of laughing and shouting can be heard. As you arrive, you are all ushered into the heart of the celebration. Apparently, the Bandits had a pretty successful raid on an opposing faction the night before, and the loot was primarily spent on alcohol. The Soothsinger spends the night talking excitedly to the Bandits, learning lots of new jokes and stories, and you all bed down for the night under the stars. You are woken in the middle of the night by screaming. The camp is under attack!"
QUEST_STORY_Soothsinger_1_LIST,"Learn some jokes at the Bandit Camp"
QUEST_STORY_Soothsinger_1_NAME,"The Rogue’s Refrain"
QUEST_STORY_Soothsinger_1_REWARD,"Unlock the Soothsinger's Story Quests"
QUEST_STORY_Soothsinger_2_DESC,"Head to a Vermling Camp to learn some new insults."
QUEST_STORY_Soothsinger_2_INTRO,"The Vermling Camp is situated deep in the forest, but the directions you were given were easy to follow, and soon you hear their chittering from a distance. After some initial confusion where the Soothsinger was prodded with a few sharp sticks, the Vermlings relaxed and welcomed you into their camp. You are given a strange mixture of herbs to smoke. To avoid causing offence, you breathe them in, and soon begin to feel rather light-headed. This relaxes the atmosphere, and you spend a pleasant evening with your new furry friends as they tell stories and sing strange songs. You drop off to sleep, but are almost immediately woken to the sounds of alarm. The camp is under attack! In a scene reminiscent of your recent trip to the Bandit camp, Undead forms can be seen in the moonlight. Have you been cursed?"
QUEST_STORY_Soothsinger_2_LIST,"Learn some insults at the Vermling Camp"
QUEST_STORY_Soothsinger_2_NAME,"The Rat’s Refrain"
QUEST_STORY_Soothsinger_3_DESC,"Work with the Inox to counterattack an Undead attack"
QUEST_STORY_Soothsinger_3_INTRO,"The Trainer leaves for the Inox camp the day before you head out to prepare a welcoming committee for your attackers. On the walk to the camp you rack your brains, trying to think who would want to kill the Soothsinger, she seems the least offensive mercenary in your band! It is early evening when you arrive at the camp, and the Trainer greets you as you arrive. He explains that scouts have already seen a group of cultists transporting goods into a nearby ruined temple, so that is likely where they will spring their attack from. You decide there is no time like the present to solve this conundrum, and with some friendly Inox in tow you arrive at the clearing outside the temple."
QUEST_STORY_Soothsinger_3_LIST,"Prepare a trap at the Inox Camp"
QUEST_STORY_Soothsinger_3_NAME,"The Retaliator’s Refrain"
Quartermaster,"Quartermaster"
Quartermaster_ADVENTURE_DESCRIPTION,"Skilled Valrath Quartermasters are known for aiding adventuring parties in maximizing the effectiveness of their equipment. After all, what is a warrior without a good sword at his side?"
Quartermaster_DIFFICULTY,"Medium"
Quartermaster_ROLE,"Melee Damage/Support"
Quartermaster_STRENGTHS,"- <indent=%15>Many item refreshing abilities</indent>
- <indent=%15>Moderate offensive and defensive capabilities</indent>
- <indent=%15>Jack of all trades</indent>"
Quartermaster_WEAKNESSES,"- <indent=%15>Master of none</indent>
- <indent=%15>Weaker when party lacks good equipment</indent>
- <indent=%15>Always packs too much luggage</indent>"
QuestClaw_DESCR_TOOLTIP,"Bring this to the crystal to win the scenario. Holding the Lurker King's Claw deducts -2 Move <sprite name=Move> from all Move <sprite name=Move> abilities."
QuestClaw_TOOLTIP,"Lurker King Claw"
QuestDoll_DESCR_TOOLTIP,"Bring this to the well to win the scenario."
QuestDoll_TOOLTIP,"Doll"
QuestItem,"Quest Item"
Quest_Campaign_001_DESC,"Embark on your first quest"
Quest_Campaign_001_INTRO,"As you descend, you gratefully notice light emanating from below. Unfortunately, the light is accompanied by the unmistakable stench of death. You contemplate what kind of thieves would make their camp in such a horrid place as you reach the bottom of the steps. 

Here you find your answer—a rough group of cutthroats who don’t seem to have taken very kindly to your sudden appearance. One in the back matches the description of your quarry."
Quest_Campaign_001_INTRO_GH_1,"Everyone needs to eat.

Whatever your reason for coming to Gloomhaven, out here on the edge of the world, that simple fact is never going to change. A mercenary can’t fight on an empty stomach."
Quest_Campaign_001_INTRO_GH_2,"So when Jekserah, a Valrath woman wearing a red cloak and enough gold jewelry to keep you fed for a decade, approaches you in the Sleeping Lion and offers to pay you ten gold coins to track down a thief and retrieve some stolen goods...well, it seems like as good an excuse as any to sober up and start paying off your tab."
Quest_Campaign_001_INTRO_GH_3,"“This thief has taken some important documents,” says the red-skinned merchant, her tail whipping about in agitation. “I don’t care what you do to him. Just bring back what is mine."""
Quest_Campaign_001_INTRO_GH_4,"Based on Jekserah’s description, it was easy enough to knock around a few alley thugs and get a location of the thieves’ hideout. You don’t find yourself as a mercenary way out in Gloomhaven without knowing how to crack a few skulls.

So your target is the Black Barrow. Sounds like a lovely place."
Quest_Campaign_001_INTRO_TRAVEL_1,"The hill is easy enough to find—a short journey past the New Market Gate and you see it jutting out on the edge of the Corpsewood, looking like a rat under a rug. "
Quest_Campaign_001_INTRO_TRAVEL_2,"Moving closer you see the mound is formed from a black earth. Its small, overgrown entrance presents a worn set of stone stairs leading down into the darkness."
Quest_Campaign_001_LIST,"Your journey starts here"
Quest_Campaign_001_NAME,"Black Barrow"
Quest_Campaign_002_DESC,"Retrieve Jekserah's documents from the leading bandit"
Quest_Campaign_002_INTRO,"The stench of death and rotting flesh gets thicker as you kick past the corpses of your foes and head deeper into the underground burial site. Guided by the muffled sounds of conversation, you find your way through the maze of crypts and burst into a small room full of hard-faced bandits, all with bows at the ready.

They’re clearly guarding something. You must be in the right place."
Quest_Campaign_002_LIST,"Kill the Bandit Commander"
Quest_Campaign_002_NAME,"Barrow Lair"
Quest_Campaign_002_OUTRO_GH_1,"Meeting Jekserah once again at the Sleeping Lion, you hand over the papers and are paid the agreed-upon amount.
"
Quest_Campaign_002_OUTRO_GH_2,"“You know,” she whispers to you softly under the bustle of the tavern. “If you’re interested, I may have another job for you. A tribe of Inox in the Dagger Forest has ransacked a couple of my caravans headed to the Capital."""
Quest_Campaign_002_OUTRO_GH_3,"“I told the militia, but they do nothing,” she spits. “I can point you in the direction of their encampment. If you can make an example of them, I will pay you even more.”"
Quest_Campaign_002_OUTRO_GH_4,"She places a crude map of the forest on the table and stands up, her jewelry clinking with the movement. “Come find me when it is done.”"
Quest_Campaign_002_SCENARIO_MODIFIER_1,"All Mercenaries start with 3 Curses "
Quest_Campaign_002_SCENARIO_MODIFIER_2,"Only the Bandit Commander may open doors in the second room."
Quest_Campaign_003_DESC,"Make an example of the Inox who crossed Jekserah"
Quest_Campaign_003_INTRO,"You enter the Dagger Forest and begin to track down the encampment using Jekserah’s crude map. It is well-hidden, but following the signs outlined on the parchment, you find a dense cluster of huts in a small clearing of the forest. All that’s left is to head in and make that requested example."
Quest_Campaign_003_INTRO_TRAVEL_1,"So this merchant wants to make an example of some caravan raiders? Seems reasonable enough. For the right amount of money, almost anything can be made reasonable."
Quest_Campaign_003_LIST,"Kill the raiders"
Quest_Campaign_003_NAME,"Inox Encampment"
Quest_Campaign_003_OUTRO_GH_1,"How your actions sit with you must be visible on your face as you meet once more with Jekserah, this time in her manor. She hands you a sack of coins with a frown."
Quest_Campaign_003_OUTRO_GH_10,"“Look, you can go do her bidding like a good little puppy if you want, but if you’d rather actually help this town keep the peace and not get overrun by the wilds, I have a different idea. We’ll get to the bottom of Jekserah’s plans and expose her for who she really is."""
Quest_Campaign_003_OUTRO_GH_2,"“They were thieves and murderers,” she says blankly. “They deserved what you gave them. And that is all I will say of the matter."""
Quest_Campaign_003_OUTRO_GH_3,"""I have one more task I would like you to perform. I require a diamond of considerable size for a customer, but I cannot find one anywhere in the city."""
Quest_Campaign_003_OUTRO_GH_4,"“There is a diamond mine, however, in the southern mountains long since lost to the wilderness. I’ve heard reports that it is now overrun with Vermlings, no doubt with some other more intelligent force behind them."" "
Quest_Campaign_003_OUTRO_GH_5,"""If you can fight your way in and grab the biggest diamond you can find, I will give you a considerable reward. Now leave me in peace.” Jekserah’s two massive Inox bodyguards step forward, directing you to leave the manor."
Quest_Campaign_003_OUTRO_GH_6,"Outside, contemplating your new task, you hear a small voice behind you. “She’s not looking for profit, you know.”
"
Quest_Campaign_003_OUTRO_GH_7,"You turn around to see a female Quatryl step out of the alley beside Jekserah’s house. She’s clad in dark leather armor and holds a conspicuous contraption full of whirring gears and topped with a conical metal piece connected to a tube."
Quest_Campaign_003_OUTRO_GH_8,"“Argeise, city guard,” she says, introducing herself. “I know, I don’t exactly look the part, but if anyone isn’t what they appear to be, it’s that Valrath you’ve been talking to. Sure, she’s a merchant, but she’s up to something far more sinister."""
Quest_Campaign_003_OUTRO_GH_9,"“She’s been trying to overthrow the military in Gloomhaven for as long as I’ve been here, and we’re all very curious about what her current machinations are."""
Quest_Campaign_004_DESC,"Investigate the bend in the Still River"
Quest_Campaign_004_INTRO,"You are somewhat surprised to find the ruins of an ancient crypt half-covered in moss and ivy. The history of this place is old and dark. With no other information to go on, you head down into the depths. Whatever these supposed bandits are up to, you're determined to find out, even after you stumble across a large group of them along with some reanimated dead at the bottom of the stairs. "
Quest_Campaign_004_INTRO_TRAVEL_1,"The bandit commander's proclamations of a ""Gloom"" do not sit well in your stomach as you search the bend in the Still River—something here holds an interest for these maniacs."
Quest_Campaign_004_LIST,"Learn more about the Gloom"
Quest_Campaign_004_NAME,"Crypt of the Damned"
Quest_Campaign_005_DESC,"Disrupt another cultist ritual nearby"
Quest_Campaign_005_INTRO,"The sight before you is both wondrous and horrifying. A group of cultists is performing ritual incantations in front of a black, gaping hole in reality. They turn toward you and snarl, unsheathing their sacrificial daggers. Behind them an inky darkness spills forth from the hole and coalesces into nightmarish forms full of teeth and claws. You know you must send these terrors of the elemental plane back into the void, but you are paralyzed with fear. "
Quest_Campaign_005_INTRO_TRAVEL_1,"Your mission is clear. These elemental cultists are distorting the fabric of the world and must be stopped. With that goal in mind, you follow the writings to an ancient crypt you believe to be the cult's base of operations. "
Quest_Campaign_005_INTRO_TRAVEL_2,"Steeling yourselves for combat, you batter through the rotted door and charge into the hall of the crypt. "
Quest_Campaign_005_LIST,"Stop the cultists "
Quest_Campaign_005_NAME,"Ruinous Crypt "
Quest_Campaign_005_SCENARIO_MODIFIER_1,"All mercenaries start Disarmed"
Quest_Campaign_006_DESC,"Destroy the undead that the cultists discovered here"
Quest_Campaign_006_INTRO,"Once you arrive, the smell makes you regret your decision more than anything else. It’s not the fact that you’ve had it up to here with exploring old decrepit ruins. It’s not the undead horrors shambling and moaning in the shadows. It’s the smell. The smell of death and soullessness and rotting flesh."
Quest_Campaign_006_INTRO_TRAVEL_1,"What is life without a little bit of intrigue? The cultists have clearly marked this crypt as a spot of trouble for them. Perhaps clearing the place out will put you in their good graces. Or maybe you’re just hoping to find a big stash of treasure, untouched by looters’ hands."
Quest_Campaign_006_LIST,"Clear the crypt"
Quest_Campaign_006_NAME,"Decaying Crypt"
Quest_Campaign_006_SCENARIO_MODIFIER_1,"All mercenaries start with 3 Curses "
Quest_Campaign_007_DESC,"Get Hail to help you locate Jekserah"
Quest_Campaign_007_INTRO,"You are able to follow the map to a network of small caves just north of the Dagger Forest. The place is teeming with life: lush, massive plants, as well as a number of hostile animals and imps. You prepare for their attack."
Quest_Campaign_007_INTRO_GH_1,"You gingerly step into the entryway of the Crooked Bone, careful to avoid the broken glass, nails, and other treacherous things. You glance around the room and see nothing but the usual detritus. Before you can call out to Hail, though, an explosion from an upper room violently shakes the entire building. "
Quest_Campaign_007_INTRO_GH_2,"“Damn it all to the abyss!” Hail’s disembodied voice yells out. “I set up my work in the most out-of-the-way, uninviting, decrepit little hovel, and grand idiots still manage to stumble in and disrupt my research.” "
Quest_Campaign_007_INTRO_GH_3,"The translucent woman suddenly appears before you. “You do know that your mere presence in this building changes the flow of the ether, causing unanticipated currents that produce catastrophic consequences, right? I mean, how could you not know that?”"
Quest_Campaign_007_INTRO_GH_4,"Hail closes her eyes and begins to take deep breaths, fading a little out of view with each exhale. “Yes, I did agree to help you. I had hoped the memory was a nightmare of some kind, but it wasn’t, so that can’t be helped now. The least you can do in return, however, is to warn me before you cross the threshold.”"
Quest_Campaign_007_INTRO_GH_5,"She gives you an icy stare. “So what do you want, anyway? Let’s make this quick.” You explain to her the situation with Jekserah and the need to locate where she is hiding."
Quest_Campaign_007_INTRO_GH_6,"“Ah, a simple scrying matter? Well then, we are in luck,” Hail begins. “Or rather, I’m in luck. The main component I would need for such a task is biteroot, and I ran out of it just last week. I was going to gather more, but now I can just send you out to get it instead. Everyone wins! Except those infernal forest imps who terrorize my usual gathering spot. I hope quite a few of them will end up dead.”"
Quest_Campaign_007_INTRO_GH_7,"A small map drops in your hand, and, with a wave of Hail’s arms, a sudden, powerful force pushes you out the door. “Remember: ring the bell when you come back and wait forty seven seconds before entering the door!”"
Quest_Campaign_007_LIST,"Obtain Hail's help"
Quest_Campaign_007_NAME,"Vibrant Grotto"
Quest_Campaign_007_OUTRO_GH_1,"You ring the bell and wait a good minute before entering the slanted doorway. There’s no sign of Hail, so you call out and wait for her. It takes much longer than you’d like. "
Quest_Campaign_007_OUTRO_GH_2,"When she finally does appear on the other side of the ruined bar counter, she seems genuinely surprised to see you. “Is that biteroot you have there? Ha, imagine that, I was just thinking about going to get some, seeing as I just ran out last week.”"
Quest_Campaign_007_OUTRO_GH_3,"You stare at one another in confusion.

“Oh, I sent you to get that, didn’t I?” Hail scratches her head. “Right, scrying. I remember now. Hand over the root.”"
Quest_Campaign_007_OUTRO_GH_4,"You give her the packs full of biteroot. “What were the details again? Jekserah? Valrath woman, yay high? Merchant dabbling in necromancy? Wears a red cape and lots of gold jewelry? Shouldn’t be too hard.”"
Quest_Campaign_007_OUTRO_GH_5,"Hail disappears with the root and you begin to hear a faint banging coming from the floor above you."
Quest_Campaign_007_OUTRO_GH_6,"Eventually Hail appears before you holding a parchment covered in a thick, gooey biteroot paste. “There you go. Just follow that, and you should find your way to where she’s hiding.”"
Quest_Campaign_007_OUTRO_GH_7,"You hesitantly take the map. “I could have cleaned off the paste, but I thought it added a bit of charm.”"
Quest_Campaign_008_DESC,"Complete the figure's request..."
Quest_Campaign_008_INTRO,"Hoping to find the warehouse largely abandoned, you instead discover that it is teeming with undead. At least that gives you a better idea of her plans. She's clearly been using the necromantic scroll you delivered to raise the undead within the city walls, and now it is time to put them back to rest. "
Quest_Campaign_008_INTRO_TRAVEL_1,"At the behest of your mysterious contact, you sneak towards Jekserah's warehouse under the cover of night. With any luck, you'll be able to uncover her plans and put a stop to them. "
Quest_Campaign_008_LIST,"Hunt Jekserah down"
Quest_Campaign_008_NAME,"Gloomhaven Warehouse "
Quest_Campaign_008_Outro_GH_1,"""She's beyond my network,"" the city guard Argeise says with a shrug when you ask her later. ""We'd like to make sure she won't cause any more trouble, but she's fled the city, and I'm not about to go traipsing through the wilds."""
Quest_Campaign_008_Outro_GH_2,"""You might have more luck with the Aesther enchanter in town,"" she suggests. ""She can surely divine the coward's location for you, if you can get her to cooperate."""
Quest_Campaign_009_DESC,"Overcome ""sinister machinations"" for a ""considerable reward"""
Quest_Campaign_009_INTRO,"Ignoring Argeise's warnings, you head into the diamond mine. ""Sinister machinations"" is, of course, a troubling phrase to throw around, but the phrase ""considerable reward"" trumps that in a heartbeat. 

Heading into the damp underground cavern, you were expecting to find a few scraggly Vermlings to make easy work of. You certainly weren't expecting a pack of vicious hounds guarding the entrance. Finding this diamond may prove more difficult than originally anticipated. "
Quest_Campaign_009_LIST,"Find the diamond for Jekserah"
Quest_Campaign_009_NAME,"Diamond Mine"
Quest_Campaign_009_Outro_GH_1,"Jekserah's bodyguards escort you inside the manor where you find her somehow different—more harrowed and grim. "
Quest_Campaign_009_Outro_GH_2,"""Wonderful."" She exchanges the diamond for a large purse full of coins. ""This will serve beautifully as a focus for the incantations. I wonder if the cultists even know what they had here. With this, I can summon an entire army of undead!"""
Quest_Campaign_009_Outro_GH_3,"She turns to you with a strange glint in her eye. ""So then! Are you ready to overthrow the military of Gloomhaven and put control of the city into the hands of the Merchant's Guild? Or do you not have the stomach to effect real change?"""
Quest_Campaign_010_DESC,"Explore what may—or may not—lie beyond"
Quest_Campaign_010_INTRO,"Your vision shifts and blurs around you. Nightmarish wailing pierces your ears. You feel your extremities stretching out, as if the universe is trying to tear you apart. 

And then it stops. You open your eyes to see your feet are on solid ground, but around you whirls strange elemental energies—fire mixing with ice in torrential power. You catch your breath and glance back, relieved to see a void of darkness similar to the one that brought you to this place.

The relief is short lived, however. "
Quest_Campaign_010_LIST,"Enter the rift"
Quest_Campaign_010_NAME,"Plane of Elemental Power "
Quest_Campaign_011_DESC,"Give Jekserah and the merchants control of Gloomhaven — by destroying its military..."
Quest_Campaign_011_INTRO,"“So are you ready to take the fate of this city into your own hands, mercenaries?” 

You nod in assent as Jekserah continues. “My army is ready. We march for the Ghost Fortress!” A commotion in the foyer startles you away from Jekserah’s rally. Rushing into the room, you see a troop of soldiers standing over the bodies of Jekserah’s Inox guards.

“This ends now!” Argeise points a crossbow at you. “I tried to warn you. Do you have any idea what you are unleashing on the city?”

“It’s too late,” Jekserah spits from behind you, “They can’t stop us! My army has already dispersed into the city. It will only grow with every guard who falls."""
Quest_Campaign_011_INTRO_GH_1,"Jekserah’s plan is troubling, but it is certainly sound in some dark, twisted sense. You’ve seen the guards on the wall. They can barely fight back the Vermlings, and their taxation is strangling the town and your own pocket. "
Quest_Campaign_011_INTRO_GH_2,"With an army of undead, the merchants can govern the city into an age of prosperity and keep it safe from the forces outside the walls. "
Quest_Campaign_011_INTRO_GH_3,"You head to Jekserah to prepare to take Gloomhaven. "
Quest_Campaign_011_LIST,"Overthrow the military"
Quest_Campaign_011_NAME,"Gloomhaven Square A"
Quest_Campaign_012_DESC,"Stop Jekserah from overthrowing the military and ruling Gloomhaven"
Quest_Campaign_012_INTRO,"You race through Gloomhaven Square to the Ghost Fortress. Guards stop you at the gate and you hurriedly explain the threat looming behind you. Frantically you push past them, looking for the Captain of the Guard.

“This is truly troubling,” the Captain says after you quickly outline Jekserah’s plan. “We must move against this necromancer immediately!” The sound of steel on steel reverberates through the room, followed by the yells and screams of the guard outside.

“They are upon us!” The doors burst open and the decaying shapes of the living dead stream into the room. “To arms! Fight them back!”"
Quest_Campaign_012_INTRO_GH_1,"As Jekserah outlines her plan, you find yourself slowly backing out of the room. Protecting this city with an army of undead is madness. You cannot give over all the power to an unscrupulous necromancer."
Quest_Campaign_012_INTRO_GH_2,"Mid-sentence, Jekserah looks up at you and stops. “What is the matter?” She frowns. “Are you losing your nerve here at the end? You’ve already killed so many in my service. What is just a few more?”"
Quest_Campaign_012_INTRO_GH_3,"You quickly turn and run for the door. Her army is too massive to take on without help."
Quest_Campaign_012_INTRO_GH_4,"“Foolish mercenaries,” she laughs behind you. “I thought you’d want to join me in this new venture, but if you’d rather die like the rest of the military scum, that can be arranged!”"
Quest_Campaign_012_LIST,"Kill Jekserah"
Quest_Campaign_012_NAME,"Gloomhaven Square B"
Quest_Campaign_013_DESC,"Ask a mysterious power to direct you to Jekserah"
Quest_Campaign_013_INTRO,"You risk falling to your death numerous times as you scale the cliff up to the temple. Braving the harsh winds and loose rocks, you finally reach the top and head through the threshold into a large, open foyer.

""I am afraid I cannot accept visitors at this time,"" a disembodied voice booms through the room. ""Please come back in twelve years. I may be able to accomodate you then."" Before you can object, a group of massive stone constructs materialise before you. "
Quest_Campaign_013_INTRO_GH_1,"You reach out to some of your contacts concerning Jekserah's location, and end up with an odd bit of information from the Sanctuary of the Great Oak.  "
Quest_Campaign_013_INTRO_GH_2,"They say there is a temple high in the Watcher mountains dedicated to some unseen force that can answer any questions asked of it. Visitors must survive the journey and the trials that await in the temple first, however."
Quest_Campaign_013_INTRO_GH_3,"It is a tradition among the order of the Great Oak to send its members on a pilgrimage to this temple, where, faced with the prospect of any knowldege they desire, they decline to ask a question, putting all their trust in the Great Oak instead. "
Quest_Campaign_013_INTRO_GH_4,"The Sanctuary provides you with some basic directions, and you head off. While your path is clear, the way is anything but easy. "
Quest_Campaign_013_LIST,"Locate Jekserah"
Quest_Campaign_013_NAME,"Temple of the Seer"
Quest_Campaign_014_DESC,"Seek out the Aesther enchanter"
Quest_Campaign_014_INTRO,"The map is easy to follow. Deep in the Copperneck Mountains, obscured by snow drifts, you find the opening to a dark, narrow cave. The wolf tracks around the entrance are troubling, but, with a firm resolve, you enter."
Quest_Campaign_014_INTRO_GH_1,"An enchanter has been called for, so an enchanter must be found. Following reports of an Aesther in the Boiler District, you find yourself standing before an abandoned and decrepit tavern: the Crooked Bone. "
Quest_Campaign_014_INTRO_GH_2,"Opening the door, the inside looks exactly as the outside advertised: spiderwebs, splintered stools, and dusty, broken glass. Stepping past the threshold, a translucent female suddenly appears before you. “Why have you come to this place, mercenaries? Your presence is unwanted, and you are disrupting my research.”"
Quest_Campaign_014_INTRO_GH_3,"You quickly explain why you have come and the woman’s frown deepens.

“‘Oh, look at the Aesther woman. She can fulfill all our wishes. All she has to do is wave her hands and our wildest dreams will come true.’” She sighs in frustration and actually does wave her hands. “Leave me in peace.” "
Quest_Campaign_014_INTRO_GH_4,"You don’t move. She stares.

“Well, instead of disrupting, then maybe you could help. Scratch my back, maybe I’ll scratch yours. That’s how these things work, right?” The woman turns and walks towards a destroyed set of stairs, but after a few steps, she fades away entirely."
