Keys,"English [en-GB]"
Scenario_Campaign_062_Misc_2,"With enough skeletons broken and crushed, the glowing bone pile begins to vibrate and move."
Scenario_Campaign_062_Misc_3,"“You should not have come here! I continue to feast on my victims even in death, but their spirits have grown stale."" "
Scenario_Campaign_062_Misc_4,"""You wish to disturb us here? Free my prisoners from their phantasmal chains? Now those chains will bind you instead!”"
Scenario_Campaign_062_Misc_5,"Out of the pile of bones, a form begins to take shape. It is a massive collection of skulls, ribs, femurs, and others bones, which create a fearsome beast of malice."
Scenario_Campaign_062_Objective_1,"Kill the Hungry Soul"
Scenario_Campaign_062_Objective_2,"Kill 10 Living Bones"
Scenario_Campaign_062_Success_1,"With one final blow, the mass of remains blasts apart and a great burst of light shoots through the room, returning the remaining enemies to inanimate bone.
"
Scenario_Campaign_062_Success_2,"“Thank you travelers.” A disembodied voice echoes through your head. "
Scenario_Campaign_062_Success_3,"“I tried to save these people, but instead damned them to eternal torment. You have now freed us, and we are forever grateful.”"
Scenario_Campaign_062_Success_4,"You call out to the voice, desperate to know what happened in Eastport, why the demons attacked, and where they came from."
Scenario_Campaign_062_Success_5,"“We brought this upon ourselves. In our studies, we tried to travel beyond this world, but in the end, we only managed to open a rift to a hellish nightmare. The demons came through and overwhelmed us like a rising tide."""
Scenario_Campaign_062_Success_6,"“And even in that folly, I learned nothing. I brought these people here and again unleashed powers I did not fully understand. I am so ashamed.”"
Scenario_Campaign_062_Success_7,"The voice fades from your mind. You call out to it, but there is no response. At least you have found the answers you sought, though your heart is no lighter for it."
Scenario_Campaign_063_Success_1,"The last of the Inox shrieks and collapses at your feet. Though less armoured than most Inox, this particular group made up for it with an almost otherworldly ferocity. "
Scenario_Campaign_063_Success_2,"And fighting alongside demons? The thought is truly troubling. It seems the influence of these demons is growing, and you are grateful that you have at least managed to push them back in some small way. "
Scenario_Campaign_063_Success_3,"And the treasure is nice as well, of course. You stow it in your packs and begin to make the long journey back home.  "
Scenario_Campaign_064_Success_1,"Finally, a peace falls over the cavern and you take a moment to savor the calm. You'd love to spend hours here, so far removed from the rigors and annoyances of everyday life. "
Scenario_Campaign_064_Success_2,"But the captain said he wouldn't wait long, and getting stranded here would certainly not be ideal. "
Scenario_Campaign_064_Success_3,"You take one last moment to breathe it all in, then head back through the cave and jump into the underwater tunnel. Luckily the merchant ship is still right where you left it, so you row over to its side and get hoisted back on board.  "
Scenario_Campaign_065_Objective_1,"Kill all enemies "
Scenario_Campaign_065_Objective_2,"Loot all Ornate Chests "
Scenario_Campaign_065_Success_1,"You don't even bother reading all of the scraps of paper you find lying around the mine. You simply stuff them into your pack as you kill all the creatures that stand in your way. "
Scenario_Campaign_066_Objective_1,"Occupy the pressure plate in the final room "
Scenario_Campaign_066_Room_2_1,"After traversing the entryway, you open a heavy metal door, unleashing a cacophony of whirling gears and moving machinery."
Scenario_Campaign_066_Room_2_2,"The entirety of the ancient cavern is part of some huge, intricate mechanical system that is still alive and operating deep beneath the earth."
Scenario_Campaign_066_Room_2_3,"Unfortunately, its guardians are still alive as well, and it will take more than brute force to navigate through all this chaos."
Scenario_Campaign_066_SCENARIO_MODIFIER_1,"Pressure-plate-locked doors will only stay open as long as any mercenary occupies the pressure plate in the previous room. The penultimate pressure plate will also open the two auxiliary rooms. If any mercenary moves off a pressure plate, the corresponding door will close at the end of that turn unless another corresponding plate is currently activated. Anything occupying a door when it closes suffer trap damage and are moved to the nearest unoccupied hex."
Scenario_Campaign_066_Success_1,"With the last plate activated, a massive boom echoes throughout the chamber and the gears slowly grind to a halt. "
Scenario_Campaign_066_Success_2,"Luckily, this seems to sap the power of the guardians, as well, and what was once a raucous turmoil is now eerily quiet. The gears lay dormant and the machinery no longer whirs."
Scenario_Campaign_067_Objective_1,"Kill the Arcane Golem"
Scenario_Campaign_067_Room_2_1,"The door nearly falls off its rusted hinges as you push against it, allowing you to make your way into a water-logged tunnel beneath the tower. "
Scenario_Campaign_067_Room_2_2,"Scanning the room, you immediately see words scratched deeply into the stone wall: “I am a monster. I am evil. I am soulless.”"
Scenario_Campaign_067_Room_3_1,"The door swings open to reveal a pristine library with a massive stone golem at its center. Surprisingly, the golem speaks in a gravelly, hard voice. "
Scenario_Campaign_067_Room_3_2,"“No! Why have you come here? I have destroyed all there was to take. Why do you force me to kill?”"
Scenario_Campaign_067_SCENARIO_MODIFIER_1,"The door to the third room will only remain open if the pressure plate in the second, the third room, or both are occupied by a mercenary. Anything occupying a door when it closes suffer trap damage and are moved to the nearest unoccupied hex."
Scenario_Campaign_067_SCENARIO_MODIFIER_2,"The Arcane Golem cannot leave the room it is in."
Scenario_Campaign_067_Success_1,"The glyphs on the golem’s limbs begin to fade and chunks of stone fall from its frame as it utters two more words: “Thank you.” "
Scenario_Campaign_067_Success_2,"Rummaging through the library, you find a journal detailing how the golem was given intelligence and the capacity to learn. "
Scenario_Campaign_067_Success_3,"What it learned, however, was that it was a soulless monster, and that it could not connect with anything else since it was commanded to never leave and to kill all intruders. "
Scenario_Campaign_067_Success_4,"You also find a glowing power core inside the golem’s body."
Scenario_Campaign_068_Objective_1,"Kill all enemies "
Scenario_Campaign_068_Objective_2,"Protect the tree "
Scenario_Campaign_068_Success_1,"With the final creature destroyed, you are finally able to turn your attention to the tree and put out the blaze. It is heavily charred, but it should survive.
"
Scenario_Campaign_068_Success_2,"“I cannot thank you enough for what you have done, strangers,” the old Inox says. "
Scenario_Campaign_068_Success_3,"“I don’t know why you showed up when you did, but I believe it was the work of the spirits. You are a miracle!”"
Scenario_Campaign_068_Success_4,"The woman scratches her head. “I cannot fathom what would cause drakes to travel so far south, though. Perhaps there is something working against the spirits as well.”"
Scenario_Campaign_068_Success_5,"She hands you a couple of potions. “In any case, please take these as a token of my thanks. My tribe extracts the healing powers of the tree to make them. I hope they are of some use to you.”"
Scenario_Campaign_068_Tree,"Sacred Tree"
Scenario_Campaign_069_Objective_1,"Pick up the Doll"
Scenario_Campaign_069_Objective_2,"Bring the Doll to the Well "
Scenario_Campaign_069_Success_1,"You cast the doll into the well and return to the man, who thanks you with coin."
Scenario_Campaign_070_Objective_1,"Kill all demons "
Scenario_Campaign_070_Room_5_1,"You reach the back of the cave, desperately trying to stay ahead of the converging swarm of spirits behind you. Ahead of you, more powerful demons await your approach."
Scenario_Campaign_070_Room_5_2,"“There is no hope for you, fools!” The monstrous demon of violent currents speak through a howling wind. “Our army of slaves is innumerable. They will consume your flesh and add you to their ranks.”"
Scenario_Campaign_070_Success_1,"The last of the demons is destroyed, and an unearthly howling echoes throughout the room as the spirits around you slowly fade from view. "
Scenario_Campaign_070_Success_2,"You stay on guard, but the wind and anger subsides, and the cave grows peaceful. "
Scenario_Campaign_070_Success_3,"You can no longer feel the overwhelming sense of dread that hung over you since you first stepped foot on the island."
Scenario_Campaign_071_Objective_1,"Loot all Ornate Chests"
Scenario_Campaign_071_Objective_2,"All mercenaries must escape through the exit "
Scenario_Campaign_071_Success_1,"You grab what jerry root you can, and then carefully climb back down the mountain before the rest of those drakes wake up. "
Scenario_Campaign_071_Success_2,"You just hope all the pain and trouble was worth it."
Scenario_Campaign_072_Objective_1,"Destroy the Left Tree"
Scenario_Campaign_072_Objective_2,"Kill all Oozes"
Scenario_Campaign_072_Objective_3,"Destroy the Middle Tree"
Scenario_Campaign_072_Objective_4,"Destroy the Right Tree"
Scenario_Campaign_072_Success_1,"The green mold covering the ground ripples and convulses as the final tree crashes to the earth. Maybe it’s your imagination, but you can almost hear it screaming.
"
Scenario_Campaign_072_Success_2,"Then all the slime turns brown and becomes still. You are not sure this land will ever grow crops again, but you neutralized the threat. "
Scenario_Campaign_072_Success_3,"Hopefully that is enough for Greymare to hold up his end of the bargain."
Scenario_Campaign_072_Tree,"Tree"
Scenario_Campaign_073_Objective_1,"Kill all enemies "
Scenario_Campaign_073_Objective_2,"Loot all Ornate Chests "
Scenario_Campaign_073_Room_3_1,"You enter the mouth of the cave and come face-to-face with an angry Inox shaman. Rocks fall from the cave's ceiling all around him. "
Scenario_Campaign_073_Room_3_2,"“Get back, city rats! This land is ours and will not be defiled! Run back down the mountain or feel our wrath!”"
Scenario_Campaign_073_Room_3_3,"You smile wryly at the Inox. You didn’t climb all the way up here just to go home empty-handed."
Scenario_Campaign_073_Success_1,"With the Inox dead, you take stock of what you found in the cave's final section. "
Scenario_Campaign_073_Success_2,"It is mostly earthen pots full of ash and bits of bone, but among their belongings, you do find a large tome. "
Scenario_Campaign_073_Success_3,"It is hacked up and falling apart, but most of the pages are still readable. You carefully stow it in your pack and head back to Gloomhaven."
Scenario_Campaign_074_Objective_1,"Each mercenary must loot one Ornate Chest"
Scenario_Campaign_074_Objective_2,"No mercenary may exhaust before looting an Ornate Chest"
Scenario_Campaign_074_Room_6_1,"As you continue to plunder what you can during the fight, it becomes apparent that these aren’t just any bandits. They wear the same insignia of the bandit clan that boarded your ship. "
Scenario_Campaign_074_Room_6_2,"Unfortunately, it also becomes apparent that there are far more of them than there are of you–you won’t survive here much longer. "
Scenario_Campaign_074_Success_1,"Confident you’ve gathered as many of Gavin’s goods as you can, you decide it would be best to run for your lives. "
Scenario_Campaign_075_Objective_1,"Dig up all the graves"
Scenario_Campaign_075_Objective_2,"Kill the Bloated Regent"
Scenario_Campaign_075_Room_3_1,"You find a large, ornate sarcophagus at the back of the graveyard, and the screeching of spirits assaults your ears. "
Scenario_Campaign_075_Room_3_2,"“Do not disturb the treasures of the regent! They are not for peasant hands!”"
Scenario_Campaign_075_Success_1,"“Well done, indeed,” Nick marvels when you emerge from the graveyard with the stolen valuables. "
Scenario_Campaign_075_Success_2,"“It’ll take me ages to find buyers for all this old crap, but, trust me, there are plenty of people who just go crazy for this kind of stuff.”"
Scenario_Campaign_075_Success_3,"He methodically goes through everything you have and then counts out a large sum of money into a hefty coin purse."
Scenario_Campaign_075_Success_4,"“Given what I expect to unload all this for, here’s your agreed upon cut. Pleasure doing business with you!”"
Scenario_Campaign_076_Objective_1,"Reveal all rooms"
Scenario_Campaign_076_Objective_2,"Kill all enemies "
Scenario_Campaign_076_Success_1,"Night Demons and animated dead—this was certainly a foul congregation of Harrowers up to no good. "
Scenario_Campaign_076_Wall,"Wall"
Scenario_Campaign_077_Objective_1,"Loot all Ornate Chests"
Scenario_Campaign_077_Objective_2,"Stop all City Guards before the alarm is raised "
Scenario_Campaign_077_Room_2_1,"“What in the—?” A guard moving barrels jumps up in surprise. “Intruders! Sound the alarm! Release the hounds! Power the golems! The Vigil will stand tall!”"
Scenario_Campaign_077_Success_1,"Searching through the vault libraries, you find both the Codex and Dominic’s book without too much trouble. "
Scenario_Campaign_077_Success_2,"You find many other strange texts among the shelves: “Golems and Constructs,” “The Algox of the North.” "
Scenario_Campaign_077_Success_3,"There is a lot of hidden knowledge here, but there is no time to sort through it all. More of the Vigil could come down the stairs at any moment and alert the entire estate to your presence."
Scenario_Campaign_077_Success_4,"You grab what you came for and run for the exit, stepping over the corpses of the guards who stood in your way. "
Scenario_Campaign_078_Objective_1,"Kill all enemies"
Scenario_Campaign_078_Objective_2,"Stop the sacrifice"
Scenario_Campaign_078_Room_2_1,"You burst through the door at the end of the hallway and see a naked man in chains kneeling in the center of the room. Around him are many figures in dark robes."
Scenario_Campaign_078_Room_2_2,"“Get him up! Get him to the altar!” one of the figures yells as he moves towards the prisoner."
Scenario_Campaign_078_Room_2_3,"“The rest of you deal with these intruders. Once our dark master feeds on the innocent blood, our unwelcome guests will be destroyed by his power!”"
Scenario_Campaign_078_Success_1,"Once all the Ravens are dead, you smash the altar to pieces and free the man."
Scenario_Campaign_078_Success_2,"“Th-thank you so much,” he sobs. “I was sure I was dead. They said I was lucky, that my blood was going to be what brought their Raven god back to life."" "
Scenario_Campaign_078_Success_3,"""I thought they were referring to some kind of bird, but they kept chanting about mandibles and a carapace.”"
Scenario_Campaign_078_Success_4,"Luckily, you won’t have to find out exactly what the Ravens were trying to set free. Their corpses can join their god in permanent death."
Scenario_Campaign_079_Objective_1,"Kill the Betrayer"
Scenario_Campaign_079_Objective_2,"Keep Fish Alive"
Scenario_Campaign_079_Objective_3,"Activate all of the pressure plates simultaneously to open the door"
Scenario_Campaign_079_Objective_4,"Kill all Stone Golems to open the door"
Scenario_Campaign_079_Room_4_1,"The door slides away to reveal a plain stone tomb with a large sarcophagus in the center. "
Scenario_Campaign_079_Room_4_2,"Fish runs forward and pushes away the heavy lid. “Finally, my master, you are free from your chains!” "
Scenario_Campaign_079_Room_4_3,"You look on in confusion as the stone coffin crumbles away and a black mist emerges, enveloping the duplicitous thief."
Scenario_Campaign_079_Room_4_4,"“Yessss, and now the Betrayer will consume your flesh and your soul, just as I have done in ages past!” "
Scenario_Campaign_079_Room_4_5,"Fish’s muffled screams die as the mist coalesces around him, forming into the shape of a robed Savvas. "
Scenario_Campaign_079_Room_4_6,"“They were all so easily corrupted, just as you are. The thief ’s soul was a good start, but I want yours, as well!”"
Scenario_Campaign_079_Start_1,"At this, Fish becomes exuberant. “Ah, floor triggers, friend! We each must stand on one, all at once!"" "
Scenario_Campaign_079_Start_2,"""Fish has this one, you go on ahead.” He points off into the darkness and encourages you with a wink."
Scenario_Campaign_079_Success_1,"The evil Savvas screams as you hack away at its stony flesh. Black mist begins to seep out of its wounds and dissipate into the air. "
Scenario_Campaign_079_Success_2,"“My power wanes, but it will grow strong yet again. My corruption is inevitable!” "
Scenario_Campaign_079_Success_3,"The Betrayer crumples into a pile of dust on the floor. "
Scenario_Campaign_079_Success_4,"Eager to be gone from this place, you gather what treasure you can find and make a hasty exit."
Scenario_Campaign_080_Objective_1,"All mercenaries must loot one Ornate Chest"
Scenario_Campaign_080_Objective_2,"All mercenaries must escape "
Scenario_Campaign_080_Room_3_1,"Fully equipped and ready to go, you swing open the dungeon door and are greeted by sunlight and fresh air. "
Scenario_Campaign_080_Room_3_2,"Unfortunately, you are also greeted by sirens and a number of Vigil troops amassing on the bridge in front of you, intent on blocking your escape."
Scenario_Campaign_080_Room_3_3,"“Seems like now is as good a time as any to start some target practice,” an archer on the far side of the bridge yells at you, his crossbow at the ready. “Make your last seconds on this earth count!”"
Scenario_Campaign_080_Success_1,"With a trail of dead and wounded behind you, you dodge the swings of more Vigil guards and quickly climb up onto the stable’s horses. "
Scenario_Campaign_080_Success_2,"You spur them on and trample through the flimsy, wooden door."
Scenario_Campaign_081_Objective_1,"Kill the Colorless"
Scenario_Campaign_081_Room_3_1,"Finally reaching the entrance to the sanctum, you prepare for the last challenge. "
Scenario_Campaign_081_Room_3_2,"You open the door to a place stuck between eternal darkness and blinding light. Two huge demons flank a Savvas whose chest pulses with black and golden lights. "
Scenario_Campaign_081_Room_3_3,"Savvas cannot normally master those elements, but by the look on its face, you guess that doing so drove it mad."
Scenario_Campaign_081_Success_1,"With all your strength, you drive your weapon deep into the Savvas’s chest, shattering its cores. "
Scenario_Campaign_081_Success_2,"Suddenly, the unnatural light and darkness is pulled towards the wound, gathering inside it before bursting out in a huge blast. "
Scenario_Campaign_081_Success_3,"The empty body of the Savvas drops dead to the floor."
Scenario_Campaign_081_Success_4,"The twilight around you returns to normal as you gather your loot and leave the temple. "
Scenario_Campaign_081_Success_5,"One last time, you stare up at the ceiling and marvel at the impossibility of this place."
Scenario_Campaign_082_ExitTile,"Mercenaries that end their turn on this hex can sacrifice a looted artifact to the Beast to complete the scenario."
Scenario_Campaign_082_ItemChoice,""
Scenario_Campaign_082_Objective_1,"Loot the artifacts from the Ornate Chest then escape using either of the exit tiles"
Scenario_Campaign_082_Objective_2,"End the mercenary who looted the artifacts turn on the one-hex corridor and sacrifice one artifact to the Beast"
Scenario_Campaign_082_Objective_3,"Reach the entrance with all mercenaries to escape with all artifacts OR"
Scenario_Campaign_082_Room_5_1,"The Savvas gathered in this back chamber as their last stand. A number of them lie around the area, their bodies mangled and roasted."
Scenario_Campaign_082_Room_5_2," A throne occupies the room’s center, and atop it sits the body of a regal Savvas holding a hammer and a helmet. "
Scenario_Campaign_082_Room_5_3,"Scorched into the wall behind him are the words: “Folly. The Beast awakes. Impossible to control the Mountain’s power. Return them and it shall sleep again.”"
Scenario_Campaign_082_SCENARIO_MODIFIER_1,"The two doors out of the starting room and the two doors to the final room are locked. One will open automatically whenever an elite monster is killed, beginning with the left door in the starting room followed by the right door. The two doors to the final room will then follow the same pattern. "
Scenario_Campaign_082_Success_A_1,"You cast the artifact into the growing pool of liquid flame around you. It sputters and greedily engulfs the item. "
Scenario_Campaign_082_Success_A_2,"The rumbling and shaking, constant up until this point, begins to dissipate. The golems cease their movements, and the demons seem to have vanished. "
Scenario_Campaign_082_Success_A_3,"The cloud of soot still hangs in the sky as you trek back home, but the mountain seems to sleep. For now."
Scenario_Campaign_082_Success_B_1,"You burst through the stone doors, heat and ash licking at your backs. "
Scenario_Campaign_082_Success_B_2,"The shaking of the mountain reaches a crescendo as you careen down the old stone road, now splitting with fissures. "
Scenario_Campaign_082_Success_B_3,"The sky has turned black and massive boulders come rumbling down the slopes. "
Scenario_Campaign_082_Success_B_4,"You barely escape back to Gloomhaven, but the volcano’s devastation is felt even there."
Scenario_Campaign_083_Misc_1,"The last cultist crashes to the floor and you try to catch your breath. "
Scenario_Campaign_083_Misc_2,"Suddenly, the altar starts to tremble, smoke and fire rising from its core. "
Scenario_Campaign_083_Misc_3,"Demons made of flame emerge from it and an inferno engulfs the room. "
Scenario_Campaign_083_Misc_4,"You realize that you have failed to stop the ritual."
Scenario_Campaign_083_Room_3_1,"When you open the stone door, you see an altar in the middle of the room, pulsing with a strange, red energy. "
Scenario_Campaign_083_Room_3_2,"One of the cultists turns to you and lowers her cape, revealing a smile. It is the woman from the Brown Door."
Scenario_Campaign_083_Room_3_3,"“Just in time for the sacrifice,” she says as she turns to the altar. “We needed strong blood to complete our ritual.” The cultists begin chanting as you heft your weapon and charge."
Scenario_Campaign_083_Success_1,"The fire stops, and the only thing that remains on the altar is a small, glowing amber core. "
Scenario_Campaign_083_Success_2,"You pick it up and it feels surprisingly cold in your hand. "
Scenario_Campaign_083_Success_3,"You are able to sell the gem for a nice profit, and you resolve to never help crying women in taverns ever again."
Scenario_Campaign_084_Objective_1,"Kill all enemies "
Scenario_Campaign_084_Objective_2,"Protect the crystal"
Scenario_Campaign_084_SCENARIO_MODIFIER_1,"If, on any monster’s turn, it can move within range to attack the crystal, it will focus on the crystal.

Twice during the scenario, when the crystal suffers damage, any mercenary may burn one card from their hand to have it suffer no damage instead."
Scenario_Campaign_084_SCENARIO_MODIFIER_2,"The left room will reveal at the start of the fourth round, the right room at the start of the sixth round, and the top room at the start of the ninth round. "
Scenario_Campaign_084_Start_1,"“My call has been answered in the nick of time.” An otherworldly voice fills the cavern."
Scenario_Campaign_084_Start_2,"“Please, they have come to destroy me. I beg for your assistance.”"
Scenario_Campaign_084_Success_1,"As the last demon falls, the earth trembles yet again and the light from the crystal fades. Terrifying noises echo throughout the chamber and you brace for more demons to attack.
"
Scenario_Campaign_084_Success_2,"Instead, the voice returns. “I thank you for your intervention. My meditation had gone on for much longer than expected, and the demons were hunting for me, so I sent out a shard to call for help.”"
Scenario_Campaign_084_Success_3,"Light begins to return to the cavern, and you see a glowing Orchid standing in front of you, massive crystals protruding from his head, back, and shoulders. "
Scenario_Campaign_084_Success_4,"“I know now what must happen. Please, keep the shard as a token of my thanks. You should now be able to control its power.”"
Scenario_Campaign_085_Room_5_1,"Entering the inner sanctum, you find a group of Sun Demons gathered around two altars, defending them from the last remnants of the Night Demon army.
"
Scenario_Campaign_085_Room_5_2,"“We thank you for distracting our foes long enough for us take this chamber,” one of the Sun Demons says. "
Scenario_Campaign_085_Room_5_3,"“Now begone! We will take this temple’s power for our own and destroy all those foolish enough to stand in our way!”"
Scenario_Campaign_085_Room_5_4,"You are familiar enough with demons to know that handing a sacred temple over to them is a bad idea. It looks as though you will just have to destroy them all."
Scenario_Campaign_085_SCENARIO_MODIFIER_1,"Your sun-emblazoned medallion glows brightly, causing Light to become Strong and Dark to become Inert at the start of each round."
Scenario_Campaign_085_Success_1,"The last of the Sun Demons falls dim as you land one final blow, sending it to the floor."
Scenario_Campaign_085_Success_2,"“Curse you!” it spits. “With the power of the sun on this plane, we could have been immortal!” "
Scenario_Campaign_085_Success_3,"And now they’re the furthest thing from immortal. Good riddance."
Scenario_Campaign_085_Success_4,"You take one last glance around the chamber, knowing you have little time left before the structure fades away, and you see a beautiful, brilliant orb rise up from one of the altars. "
Scenario_Campaign_085_Success_5,"You reach out to touch it, and the orb just feels right in your hands, as if the temple is rewarding you for keeping it safe."
Scenario_Campaign_085_Success_6,"As you pick up the orb, the walls around you fade. The ceiling becomes translucent and you can see the sun moving behind the mountain peaks in the sky above you. "
Scenario_Campaign_085_Success_7,"Before you can react, you find yourself standing outside next to the small pond, the temple nowhere in sight."
Scenario_Campaign_086_Objective_1,"Allow seven villagers to escape"
Scenario_Campaign_086_Objective_2,"Don't allow five villagers to die"
Scenario_Campaign_086_SCENARIO_MODIFIER_1,"The villagers move towards the green exit tiles with initiative 99 each round. Once reached, they are saved and removed from the map."
Scenario_Campaign_086_Success_1,"You run forward and jump onto the large fishing boat at the end of the docks as it untethers its lines and pushes out into the water. By the time the Vermlings swarm the docks, you are out in the open sea."
Scenario_Campaign_086_Success_2,"“Thank you for holding off those wretched beasts,” one of the sick passengers says. “Without you, most of us on this boat would be dead. Why are you here anyway?”"
Scenario_Campaign_086_Success_3,"You explain how you have been sent by the city guard to investigate the diseased water, and the man snorts. "
Scenario_Campaign_086_Success_4,"“Ha, as if those feckless guards could do anything helpful. We’ve been complaining to them for weeks about the water supply, and they’ve done nothing."" "
Scenario_Campaign_086_Success_5,"""For them to send someone now, it must be affecting people within Gloomhaven’s walls."""
Scenario_Campaign_086_Success_6,"“Whatever the cause, I certainly won’t turn away a well-meaning mercenary. I can lead you to the source of all these problems right now."" "
Scenario_Campaign_086_Success_7,"""We traced the poison to a small cove to the south. The foul creatures inside are pumping out an endless supply of tainted ooze into the ocean.”"
Scenario_Campaign_087_Objective_1,"Kill the Giant Ooze"
Scenario_Campaign_087_Room_2_1,"Battling through the Lurkers, you make your way into the main chamber of the cavern, which is dripping with a thick, putrid slime. "
Scenario_Campaign_087_Room_2_2,"At the center of the room sits a massive lump of sentient ooze, pulsating with malignant bile."
Scenario_Campaign_087_Room_2_3,"Around you, other dark creatures emerge from the muck. The mass in the center seems to be controlling them."
Scenario_Campaign_087_Room_2_4,"If you can find some way to destroy it, you may be able to end the corruption."
Scenario_Campaign_087_Success_1,"Unable to sustain itself any longer, the giant mass quivers and then loses its form, spreading its gelatinous goo all over the already slimy floor. The other creatures around you dissolve into the muck, as well."
Scenario_Campaign_087_Success_2,"You wipe the ooze from your weapons and your body, thankful that whatever cancerous evil was here has now been destroyed. "
Scenario_Campaign_087_Success_3,"Some of this poisonous liquid may still seep into the ocean, and it will take a long time for the effects of what is already there to dissipate, but at least it will not get any worse."
Scenario_Campaign_087_Success_4,"As you return to your boat, you can already see the flow of the ooze waning. You head back to Gloomhaven and report the news."
Scenario_Campaign_088_Objective_1,"Kill the Lurker King"
Scenario_Campaign_088_Objective_2,"Bring the Lurker King's Claw to the crystal"
Scenario_Campaign_088_Room_2_1,"You move into a large, open chamber and begin to feel the effects of a powerful current. "
Scenario_Campaign_088_Room_2_2,"Peering ahead, you can see a large, formidable Lurker struggling with a smaller figure. "
Scenario_Campaign_088_Room_2_3,"At your arrival, the crab-like creature looks in your direction and a chorus of aggressive claw clicking reverberates toward you through the water."
Scenario_Campaign_088_Room_2_4,"The gargantuan Lurker pushes the figure up against the back wall and touches it ceremoniously with the tip of its claw. "
Scenario_Campaign_088_Room_2_5,"In a flash, the figure is encased in a cage of ice and you are finally able to recognize who it is: the Summoner. You were meant to come and save her."
Scenario_Campaign_088_Room_2_6,"Even if you have to tear off that thing’s claw and use it to dispel the ice, well, then that is exactly what you will do."
Scenario_Campaign_088_Success_1,"You touch the dead claw to the prison, and the ice vanishes. "
Scenario_Campaign_089_Success_1,"You look around at the blood-soaked floors of the assassins’ den, coming to grips with the carnage you caused.
"
Scenario_Campaign_089_Success_2,"“A job well done,” the Nightshroud says, silently emerging from the shadows. "
Scenario_Campaign_089_Success_3,"“I wasn’t sure you had it in you, but this is true assassin’s work. Every last one of the syndicate met their end tonight. They thought to hunt us, but we were hunting them.”"
Scenario_Campaign_089_Success_4,"He holds out a bag of gold to you. “It is only right that I share part of my commission with you. I was hired by a rival guild in the Capital to remove the Sin-Ra."" "
Scenario_Campaign_089_Success_5,"""It was never my intention to involve you, but when you mouthed off to that guard...well, I have never been one to pass up an opportunity.”"
Scenario_Campaign_089_Success_6,"You take the pouch in stunned silence. “I hope we don’t meet again,” the Nightshroud says as he walks away. “You never know what side of the contract you may end up on.”"
Scenario_Campaign_090_Misc_1,"The rift between the planes undulates wildly, expelling great gusts of wind that nearly knock you off your feet. "
Scenario_Campaign_090_Misc_2,"Within the wind, you hear the voice of the Spellweaver. “It is almost over. I will now expel the spirits holding the portal open. Destroy them and we will be victorious.”"
Scenario_Campaign_090_Objective_1,"Kill all Demons to close the Rift"
Scenario_Campaign_090_Objective_2,"You lose if no mercenaries are alive and present in the Material Plane"
Scenario_Campaign_090_Objective_3,"Kill all Living Spirits to close the Rift"
Scenario_Campaign_090_Objective_4,"You lose if no mercenaries are alive and present in both planes"
Scenario_Campaign_090_Success_1,"The rift crackles with dark energy and pulses with a chaotic aggression, fighting against its destruction. You take a step towards it and it explodes in a flash of brilliant light.
"
Scenario_Campaign_090_Success_2,"When your vision returns, you find yourself once again standing in a field, with the Spellweaver looking into the distance. "
Scenario_Campaign_090_Success_3,"She reaches out her hand, probing the night air with her fingers. Eventually, she is satisfied that the rift is gone and turns towards you."
Scenario_Campaign_090_Success_4,"“Thank you for your help,” she says. “I know you don’t normally work without payment."" "
Scenario_Campaign_090_Success_5,"""All I can offer you is this censer. It seems most of its power was drained closing the rift, but it should still have enough for your purposes, if not mine.”"
Scenario_Campaign_090_Success_6,"You take it from her outstretched hand and she stares intently at you. “Be careful. There are many powerful and dangerous forces at work in this world.” "
Scenario_Campaign_090_Success_7,"She then silently turns and walks off into the darkness."
Scenario_Campaign_091_Room_2_1,"Up ahead of you, more humans await, but your attention also turns to a disembodied, high-pitched wailing. "
Scenario_Campaign_091_Room_2_2,"""Prepare yourselves, boys,"" one of the loggers yells. ""Here comes another one!"""
Scenario_Campaign_091_Room_2_3,"You think he is talking about you until a ghostly a form materializes in front of you, all chains and volatile anger. "
Scenario_Campaign_091_Room_2_4,"It screams and thrashes around with a blind hatred for eveything near it. It, unfortunately, must be put to rest along with all these bandits. "
Scenario_Campaign_091_Start_1,"""Without the power of the spirits, I am useless,"" the Beast Tyrant says. "
Scenario_Campaign_091_Start_2,"""But I will send in my animal companions to help you. The only way to stop this plague is to kill every single one of those hairless parasites!""  "
Scenario_Campaign_091_Success_1,"The forest falls silent as the last of the loggers are killed and the spirits dissipate. No wailing, no chopping, just silence. "
Scenario_Campaign_091_Success_2,"The Beast Tyrant walks out of the underbrush with a grim look. ""It is unfortunate that the spirits had to be banished from this place, but there was no helping it,"" he says."
Scenario_Campaign_091_Success_3,"""The pain of the forest drove them mad. I hope one day this grove comes back, and with it, the means for my ancestors to find their way home."""
Scenario_Campaign_091_Success_4,"""It may be a long time before I hear their voices again, but I will stay and protect this place as best I can. I thank you for your help. Without you, I fear to think what might have happened."""
Scenario_Campaign_091_Success_5,"A number of animals gather around the Vermling as he turns and shuffles back into the forest. ""Know that you always have my support whenever you need it."""
Scenario_Campaign_092_Objective_1,"Kill all non-city enemies "
Scenario_Campaign_092_Room_2_1,"You round the corner of the alley and narrowly dodge a lance of fire that whizzes by your head. "
Scenario_Campaign_092_Room_2_2,"At the end of the street, a robed Savvas stands with his hands outstretched, channeling another burning projectile."
